dataset,kir,seed,representation,gold_is_oos,n,score_mean,score_p10,score_p50,score_p90,score_p95,score_p99,score_leq_1_rate
stackoverflow,0.75,13,trainable,1,1500,1.214735833136546,1.032327791469042,1.2408259432189541,1.3694133040736636,1.3938062014040833,1.4548551708584336,0.06466666666666666
stackoverflow,0.75,42,frozen,0,4500,0.9174828795220266,0.8127967073537722,0.9255820875423688,1.0102307251222777,1.0236136822026196,1.045030217461044,0.8491111111111111
stackoverflow,0.75,42,frozen,1,1500,1.025823097040489,0.9932039722597953,1.033142862715233,1.060014951507462,1.0655191900886887,1.0734466950445265,0.128
stackoverflow,0.75,42,trainable,0,4500,0.8278084692234056,0.6710455316568477,0.7921843821199861,1.0648491475591269,1.1306166726087024,1.2162033535832872,0.8511111111111112
stackoverflow,0.75,42,trainable,1,1500,1.144082684866089,0.9814687476311285,1.1568308403036107,1.3087361283980248,1.3374158557237055,1.3929052216253623,0.13466666666666666
stackoverflow,0.75,87,frozen,0,4500,0.9080748239416006,0.7951098737293049,0.9063914880958088,1.0239429776145768,1.042060610171023,1.0611790699876156,0.8295555555555556
stackoverflow,0.75,87,frozen,1,1500,1.0230942776361116,0.9735885742281812,1.0306886818221495,1.0679548226674906,1.0743418961726066,1.0839252819755867,0.244
stackoverflow,0.75,87,trainable,0,4500,0.8668069460362395,0.7278954211828813,0.8441871731457287,1.0708832421798102,1.1136228924716014,1.1777865452700758,0.8331111111111111
stackoverflow,0.75,87,trainable,1,1500,1.1100789515595806,1.0276604521442083,1.1172117322650275,1.188114592627306,1.2078755247325124,1.2388091533667573,0.05333333333333334
stackoverflow,0.75,100,frozen,0,4500,0.9130458406852247,0.8037380812822874,0.9146568058047726,1.0215837950176612,1.04207665333812,1.0620748430654827,0.8353333333333334
stackoverflow,0.75,100,frozen,1,1500,1.0124700825717543,0.9573496295814128,1.0218901629314063,1.0568127198150092,1.0632910123422707,1.0754716547288514,0.30666666666666664
stackoverflow,0.75,100,trainable,0,4500,0.7802367453383846,0.5682177256418318,0.7211782726022036,1.15161491193962,1.2489871340201757,1.3674275140779646,0.8388888888888889
stackoverflow,0.75,100,trainable,1,1500,1.203480969207753,0.9473049392382051,1.2112018141246903,1.4552978677853097,1.4913335574796036,1.5513040366151116,0.16533333333333333
stackoverflow,0.75,123,frozen,0,4500,0.9124055166071695,0.7983996568080203,0.9193628823903799,1.01163218839344,1.0273098339034419,1.0487142803900287,0.8426666666666667
stackoverflow,0.75,123,frozen,1,1500,1.0152968316280861,0.9707622679675159,1.0183492640760918,1.0568559001967965,1.0648601962211866,1.0713032150300614,0.31866666666666665
stackoverflow,0.75,123,trainable,0,4500,0.7719955529810397,0.568150600739091,0.7071003696453262,1.1429314639592518,1.236863903799007,1.3501480989607808,0.8388888888888889
stackoverflow,0.75,123,trainable,1,1500,1.229921505692647,1.1099756784144892,1.2387474233632019,1.349694061782582,1.3838232684802572,1.4588431487771334,0.022
