dataset,k,radius_lambda,threshold,acceptance_mode,seed_count,oos_f1_mean,oos_f1_std,oos_f1_min,known_f1_mean,known_f1_std,known_f1_min,accuracy_mean,accuracy_std,accuracy_min,known_recall_mean,known_recall_std,known_recall_min,false_accept_rate_mean,false_accept_rate_std,false_accept_rate_min,false_reject_rate_mean,false_reject_rate_std,false_reject_rate_min,auroc_mean,auroc_std,auroc_min,aupr_oos_mean,aupr_oos_std,aupr_oos_min,paper_oos_f1,delta_oos_f1_pp,beats_paper_oos_f1_mean
banking77_oos,2,2.0,0.7,normalized_union,3,0.9074244013279641,0.0031619686443030556,0.904833836858006,0.5640883517165712,0.01893403453625251,0.542015873696818,0.8446078431372549,0.005191606165136339,0.8394607843137255,0.4726666666666666,0.015627610892974715,0.455,0.02727272727272727,0.002528857455746303,0.024025974025974027,0.5273333333333333,0.015627610892974736,0.507,0.9132509740259739,0.005681620633547882,0.9054590909090908,0.9692445026182059,0.002643989830069169,0.9656153610188511,88.23,2.5124401327963994,True
banking77_oos,3,2.0,0.8,normalized_union,3,0.9073811916290305,0.002546543971417068,0.9038677579842722,0.6545496393313869,0.0077701770130172605,0.6454335496330107,0.847140522875817,0.0029161059309762557,0.8433823529411765,0.6726666666666666,0.016048537489614257,0.658,0.08127705627705627,0.004374758210261416,0.07532467532467532,0.3273333333333333,0.016048537489614313,0.305,0.9067982683982684,0.0067115616482353035,0.8986831168831169,0.9674928921786407,0.002703659778230202,0.9641575660977393,88.23,2.508119162903043,True
banking77_oos,3,2.5,0.75,nearest_sphere,3,0.9073615716739208,0.0033322992899261356,0.9041753319468885,0.6487367854419174,0.007919595799689873,0.6388145795958782,0.8475490196078431,0.0038959539273092556,0.8438725490196078,0.6516666666666667,0.015691469727919773,0.631,0.07564935064935065,0.004837553384984203,0.07175324675324675,0.34833333333333333,0.015691469727919755,0.331,0.9055074675324676,0.004294937242461208,0.8996944805194806,0.9667078320520038,0.001777864110827332,0.9641947829352371,88.23,2.5061571673920753,True
banking77_oos,2,0.75,0.85,normalized_union,3,0.9073280208999428,0.002748986161768289,0.9049787492410444,0.5712102592462823,0.01571429811281624,0.5504717925977929,0.844281045751634,0.004462908589460005,0.8401960784313726,0.474,0.011045361017187248,0.461,0.027813852813852815,0.003335721863078449,0.024025974025974027,0.5260000000000001,0.01104536101718727,0.512,0.9119216450216451,0.008340009456813291,0.9001282467532468,0.9686211973549977,0.0035613467507699436,0.9635964595578352,88.23,2.502802089994276,True
banking77_oos,2,0.75,0.85,nearest_sphere,3,0.9071999478779936,0.0028515935200006722,0.9048414023372288,0.5706170720351035,0.01577997734861883,0.5498697397502349,0.8441176470588235,0.004576622083059107,0.8399509803921569,0.4726666666666666,0.011440668201153664,0.459,0.027705627705627706,0.003459819775572678,0.023701298701298702,0.5273333333333333,0.011440668201153687,0.513,0.9118027056277055,0.008215779039410386,0.9001860389610389,0.9685541090779234,0.003521668565322019,0.9635893684084602,88.23,2.489994787799361,True
banking77_oos,3,2.0,0.75,nearest_sphere,3,0.9071848394105958,0.0023600373450041396,0.9038520801232666,0.6051140075057889,0.01358276893839269,0.587198953857117,0.8456699346405229,0.0036972903591453335,0.8404411764705882,0.544,0.017568911937472554,0.523,0.046969696969696974,0.002834588929374199,0.04318181818181818,0.45599999999999996,0.01756891193747258,0.434,0.9055056277056277,0.004418160132811524,0.8995454545454545,0.9667452653489567,0.001840656234087006,0.9641539849059912,88.23,2.4884839410595703,True
banking77_oos,3,1.5,0.8,nearest_sphere,3,0.907178803109607,0.0026166967304607205,0.9034939202708943,0.6029093041575381,0.014419147479648566,0.5832715599052641,0.8454248366013072,0.00424679458116568,0.8394607843137255,0.5383333333333333,0.015627610892974736,0.518,0.04545454545454545,0.0016555258161015539,0.04318181818181818,0.46166666666666667,0.01562761089297471,0.444,0.9048353896103896,0.004569732227816691,0.898662012987013,0.9665192603066268,0.0019406900636710829,0.9638066690465981,88.23,2.4878803109606906,True
banking77_oos,3,2.5,0.75,normalized_union,3,0.9070768656328041,0.0032300645532055165,0.9032673426685981,0.6559230511608272,0.012167599238907686,0.6419216513878342,0.8472222222222222,0.005079833842062013,0.842156862745098,0.673,0.014696938456699036,0.655,0.08192640692640692,0.005018191826566941,0.0775974025974026,0.327,0.014696938456699058,0.309,0.9061425324675324,0.00761070136988322,0.8968886363636364,0.9672654289473573,0.0031109100343424166,0.9634315411076381,88.23,2.4776865632804004,True
banking77_oos,3,3.0,0.7,normalized_union,3,0.9070743180116961,0.003241441456039148,0.9036918138041734,0.6515415303449962,0.01260832980138936,0.63518554346892,0.847140522875817,0.005189034153006654,0.8426470588235294,0.6593333333333334,0.015627610892974736,0.638,0.07824675324675325,0.005509922970284788,0.07435064935064935,0.3406666666666667,0.01562761089297471,0.325,0.9045911255411255,0.008730567223130052,0.89382987012987,0.9666352046042501,0.0036268979195549227,0.9621328689779283,88.23,2.4774318011696153,True
banking77_oos,3,2.0,0.8,nearest_sphere,3,0.907041551669963,0.002494602254524176,0.9040307101727447,0.6484294330086943,0.005346414810614033,0.64158683041514,0.8465686274509804,0.0023079161587950137,0.8436274509803922,0.6566666666666667,0.016438437341250618,0.638,0.0775974025974026,0.003976444387635031,0.07272727272727272,0.34333333333333327,0.016438437341250594,0.322,0.9055056277056277,0.004418160132811524,0.8995454545454545,0.9667452653489567,0.001840656234087006,0.9641539849059912,88.23,2.4741551669962973,True
banking77_oos,3,2.5,0.7,nearest_sphere,3,0.9070213935334578,0.002320224416299999,0.9037515375153752,0.6019247513913891,0.013697211828574203,0.5857082272541534,0.8455882352941176,0.0034892412588337493,0.8406862745098039,0.5379999999999999,0.020607442021431614,0.515,0.045670995670995675,0.00304956770640809,0.04188311688311688,0.462,0.02060744202143164,0.435,0.9055074675324676,0.004294937242461208,0.8996944805194806,0.9667078320520038,0.001777864110827332,0.9641947829352371,88.23,2.4721393533457814,True
banking77_oos,2,1.5,0.75,normalized_union,3,0.9069843300475734,0.0026443845040265506,0.9042874396135265,0.5627494689956108,0.016314675965984703,0.5406162573900091,0.8438725490196078,0.004506072625208375,0.8384803921568628,0.4666666666666666,0.011953614051360724,0.451,0.026515151515151516,0.0025055924032013465,0.023051948051948053,0.5333333333333333,0.011953614051360749,0.52,0.9134462121212121,0.006690183480847369,0.9040558441558441,0.9692806492796594,0.0030040157880353757,0.9650758319659272,88.23,2.4684330047573297,True
banking77_oos,2,2.0,0.7,nearest_sphere,3,0.906858860926273,0.003524628462626199,0.9037707390648567,0.5607488664657532,0.020553768275758746,0.5363354059548184,0.8437091503267974,0.005689701093620944,0.8379901960784314,0.4673333333333333,0.01798765008430938,0.446,0.026948051948051947,0.002792962749039813,0.023376623376623377,0.5326666666666667,0.017987650084309404,0.51,0.9130247835497834,0.005939958720212983,0.9046298701298701,0.9690517141956244,0.002814510212949876,0.9650735625790545,88.23,2.4558860926272956,True
banking77_oos,2,1.5,0.75,nearest_sphere,3,0.9066017459013954,0.0027972061985656995,0.9039360579098176,0.5605214321331612,0.016258127924906288,0.5390728367541882,0.8433006535947712,0.00454735949348879,0.8382352941176471,0.4626666666666666,0.013097921802925657,0.446,0.02619047619047619,0.0025747569812489862,0.022727272727272728,0.5373333333333333,0.01309792180292568,0.522,0.9131016233766234,0.006709886256786901,0.9036198051948052,0.9690690314603138,0.0030493763201073195,0.964763971577144,88.23,2.4301745901395435,True
banking77_oos,3,0.75,0.9,normalized_union,3,0.906388495023554,0.0028223948975650815,0.9027884763518719,0.6045690491647249,0.015402219860154071,0.5832784332350633,0.8441176470588235,0.005015035703667566,0.8377450980392157,0.5423333333333334,0.01651934892448517,0.519,0.04805194805194805,0.0021699066727016696,0.04512987012987013,0.45766666666666667,0.016519348924485144,0.445,0.9017854978354979,0.004970755966346491,0.8950935064935066,0.9653966039323163,0.002270582901542125,0.962317598297813,88.23,2.4088495023553946,True
banking77_oos,3,0.75,0.9,nearest_sphere,3,0.9062780042683402,0.0029703796448783564,0.9023714197720973,0.603121927529258,0.014460021053584087,0.5830194151902076,0.8438725490196078,0.004930472637128941,0.8375,0.5403333333333333,0.017211107524567462,0.516,0.04772727272727273,0.002104136590392163,0.044805194805194806,0.45966666666666667,0.017211107524567434,0.447,0.9013985930735932,0.004521899048213032,0.8951905844155844,0.9652279409692545,0.0020943268285801165,0.962325271882992,88.23,2.39780042683401,True
banking77_oos,3,0.5,0.95,normalized_union,3,0.9057339717284343,0.002992654906717992,0.9035691922354414,0.6104576838612995,0.012220815209735034,0.594114115486766,0.8427287581699346,0.005165828418149406,0.8384803921568628,0.5663333333333332,0.010780641085864113,0.552,0.05573593073593073,0.005965157480311975,0.04837662337662338,0.43366666666666664,0.010780641085864162,0.422,0.8992383116883117,0.004502385013227019,0.8930464285714286,0.9644028029977453,0.002191163902882286,0.9613987905440203,88.23,2.3433971728434244,True
banking77_oos,3,0.5,0.95,nearest_sphere,3,0.9056403953720261,0.0030594704506064583,0.9033861447654551,0.6093036155539754,0.010833566156707426,0.5948909962697917,0.8424019607843137,0.005034960437297564,0.8384803921568628,0.5656666666666667,0.011671427600007691,0.55,0.05573593073593073,0.005965157480311975,0.04837662337662338,0.4343333333333333,0.011671427600007741,0.422,0.8990782467532467,0.004302024919675926,0.8931233766233766,0.9643329636414153,0.0021026238424596533,0.9614262138457766,88.23,2.3340395372026137,True
banking77_oos,3,1.0,0.85,nearest_sphere,3,0.9055097361812026,0.0035096975178724545,0.9005507955936353,0.5842191248791885,0.01693793938411836,0.5606135510306975,0.8420751633986928,0.0058356442576563755,0.8338235294117647,0.5086666666666667,0.016213848676020427,0.487,0.04069264069264069,0.003184835274797006,0.03668831168831169,0.49133333333333334,0.016213848676020427,0.474,0.9029880952380953,0.004607749231222395,0.8967048701298701,0.9658320721164086,0.0020500129634962267,0.9629840498675324,88.23,2.3209736181202487,True
banking77_oos,3,1.0,0.85,normalized_union,3,0.9054342675800923,0.0034808103208623866,0.9005203550658096,0.5846232181859891,0.017527618540024412,0.5600629809111619,0.8419934640522876,0.005951167925318381,0.8335784313725491,0.5093333333333333,0.015860503004493775,0.488,0.041017316017316015,0.003184835274797006,0.03701298701298701,0.49066666666666664,0.015860503004493775,0.474,0.903759632034632,0.005443003412208362,0.896597077922078,0.9661906227238948,0.002365629560690821,0.9630261587097976,88.23,2.3134267580092285,True
banking77_oos,3,0.75,0.95,normalized_union,3,0.9052233184224058,0.001856048867082314,0.9032361938496216,0.6427637563324179,0.0013207906394293964,0.6415154075355093,0.8429738562091503,0.0032536450574738246,0.8384803921568628,0.6510000000000001,0.017682382946499806,0.631,0.07943722943722943,0.0069752740451610494,0.07402597402597402,0.34900000000000003,0.017682382946499785,0.326,0.9017854978354979,0.004970755966346491,0.8950935064935066,0.9653966039323163,0.002270582901542125,0.962317598297813,88.23,2.2923318422405714,True
banking77_oos,3,1.25,0.9,normalized_union,3,0.9051086912117876,0.002517989684204824,0.902486277042299,0.6594522649459663,0.002620011612187663,0.6557987981249117,0.8437908496732026,0.002846609704278478,0.841421568627451,0.699,0.022015146301277794,0.681,0.09253246753246754,0.007952888775270062,0.08279220779220779,0.301,0.022015146301277818,0.27,0.9051632034632036,0.005780420471893101,0.8977626623376623,0.9667503457332657,0.0024296865729829713,0.9635640810721278,88.23,2.2808691211787533,True
banking77_oos,1,1.5,0.75,normalized_union,3,0.9050662270986464,0.0036279751480670177,0.9020494273658831,0.5569216604713251,0.021518937961571626,0.5271212146926796,0.8415849673202614,0.005223649465080302,0.8355392156862745,0.4683333333333333,0.023907228102721473,0.437,0.03073593073593073,0.0037521506111168213,0.02792207792207792,0.5316666666666666,0.02390722810272145,0.505,0.9136376623376624,0.004077115764234211,0.9089259740259741,0.9695636079675506,0.002036010145790221,0.9671396559081833,88.23,2.2766227098646397,True
banking77_oos,1,1.5,0.75,nearest_sphere,3,0.9050299566187245,0.003554950331992289,0.9020789394395903,0.5561141936685451,0.0225385180632686,0.5249626992094284,0.841421568627451,0.005328651587947801,0.8352941176470589,0.4676666666666667,0.023976840677805922,0.436,0.030627705627705625,0.003826335396031101,0.02792207792207792,0.5323333333333333,0.023976840677805897,0.506,0.9138081168831169,0.00327268923266905,0.9103818181818182,0.9695488957191447,0.0015885288557380237,0.9678079041920373,88.23,2.272995661872457,True
banking77_oos,3,0.75,0.95,nearest_sphere,3,0.9050129180293273,0.0017486126739357376,0.9030078816149268,0.6403323240846128,0.0023867038425640233,0.6374950972698901,0.8424019607843137,0.0036077454519312974,0.8375,0.6483333333333333,0.016499158227686123,0.63,0.0791125541125541,0.00673956600733345,0.07402597402597402,0.3516666666666666,0.0164991582276861,0.33,0.9013985930735932,0.004521899048213032,0.8951905844155844,0.9652279409692545,0.0020943268285801165,0.962325271882992,88.23,2.2712918029327227,True
banking77_oos,1,0.25,0.9,nearest_sphere,3,0.9049276115417965,0.002421278936589138,0.9031480644675403,0.5476341893175911,0.013456871199730826,0.5290094899177882,0.8404411764705882,0.003471981921711716,0.836764705882353,0.4403333333333333,0.014727148022916362,0.423,0.023484848484848487,0.002223229284001529,0.021753246753246754,0.5596666666666666,0.014727148022916317,0.541,0.9163714285714285,0.003538040936428994,0.9114149350649351,0.9701463048556199,0.00153783633572708,0.9680384913306744,88.23,2.2627611541796426,True
banking77_oos,1,0.25,0.9,normalized_union,3,0.9049276115417965,0.002421278936589138,0.9031480644675403,0.5481452644396719,0.01275039360208222,0.5305427152840306,0.8405228758169935,0.003386336891513502,0.8370098039215687,0.4403333333333333,0.014727148022916362,0.423,0.023484848484848487,0.002223229284001529,0.021753246753246754,0.5596666666666666,0.014727148022916317,0.541,0.9163758658008657,0.0035446903198256665,0.9114094155844156,0.9701499791052294,0.0015420405395234495,0.9680360907655119,88.23,2.2627611541796426,True
banking77_oos,2,0.25,1.05,nearest_sphere,3,0.9049136805191308,0.006305037045869589,0.8963484525953823,0.6778902822133231,0.004336455519511797,0.671851000178144,0.8434640522875817,0.006638291851559413,0.8345588235294118,0.7399999999999999,0.024494897427831803,0.71,0.10389610389610389,0.008370496769553896,0.09220779220779221,0.26,0.024494897427831768,0.23,0.9089912337662337,0.009583379811963052,0.8954383116883117,0.9674683142162076,0.003959243757213143,0.9618914729573049,88.23,2.261368051913081,True
banking77_oos,2,0.25,1.05,normalized_union,3,0.9049136805191308,0.006305037045869589,0.8963484525953823,0.67799218933103,0.00471827072362647,0.671346430515505,0.8435457516339869,0.006725201185377975,0.8345588235294118,0.7399999999999999,0.024494897427831803,0.71,0.10389610389610389,0.008370496769553896,0.09220779220779221,0.26,0.024494897427831768,0.23,0.9089931818181819,0.009594852594443612,0.895424025974026,0.9674687960652245,0.003964196420095563,0.9618851994263893,88.23,2.261368051913081,True
banking77_oos,5,3.0,0.7,normalized_union,3,0.9046269539481674,0.006218242458946995,0.8958662038497949,0.6348431093042748,0.03017645787404992,0.5963993961919292,0.8445261437908497,0.010639124661229328,0.8299019607843138,0.6136666666666667,0.02653718564999355,0.581,0.07056277056277055,0.005988673304007328,0.06363636363636363,0.38633333333333336,0.026537185649993526,0.354,0.905427813852814,0.005686377449250361,0.8986301948051949,0.9676982990672268,0.0019486123322867061,0.9663104444181174,88.23,2.23269539481673,True
banking77_oos,1,0.75,1.0,nearest_sphere,3,0.9045490107017645,0.0038956443943388404,0.9003837810779243,0.7050511503782525,0.0102687673625343,0.6934749408689115,0.8464052287581699,0.004227891840828616,0.8409313725490196,0.8029999999999999,0.019442222095223546,0.785,0.12142857142857143,0.008679626690806673,0.10974025974025974,0.19699999999999998,0.01944222209522357,0.17,0.9160080086580088,0.0034039821165138184,0.9115506493506493,0.9701738592142582,0.0015630184793563055,0.9681756022927097,88.23,2.2249010701764433,True
banking77_oos,3,1.25,0.9,nearest_sphere,3,0.9045213248278081,0.0022168962418395157,0.9022895840051596,0.6555669682572008,0.0004134042696484242,0.6549824638674512,0.8428921568627451,0.0031768336756901163,0.8399509803921569,0.6893333333333334,0.018153665072253435,0.676,0.09101731601731601,0.007035464486209962,0.08214285714285714,0.31066666666666665,0.018153665072253484,0.285,0.904100432900433,0.004596807392112876,0.8978636363636364,0.9662491068328292,0.0019906488966676236,0.9634741882997611,88.23,2.2221324827808075,True
banking77_oos,1,0.75,1.0,normalized_union,3,0.9044076753204182,0.0038506853682225943,0.900016691704223,0.7032780235775369,0.01218255366013726,0.6894851233844115,0.8457516339869281,0.0044404177260461255,0.8397058823529412,0.8036666666666666,0.02036882148993622,0.785,0.12186147186147185,0.008455422071266063,0.11038961038961038,0.19633333333333333,0.020368821489936243,0.168,0.9162089826839827,0.0037143891826072,0.9113295454545454,0.970312852323996,0.0017498656415549873,0.9680753876087353,88.23,2.210767532041814,True
banking77_oos,1,1.0,0.8,normalized_union,3,0.9043991411908333,0.003653683890769641,0.9010290556900726,0.549702015442192,0.0177975145243897,0.52678451448624,0.8401960784313726,0.004869171380964473,0.8362745098039216,0.453,0.01899122604432548,0.432,0.02792207792207792,0.00392306687454369,0.024675324675324677,0.547,0.018991226044325463,0.522,0.9156095238095238,0.003853813081792067,0.9107691558441557,0.9701696326334667,0.001853992556592431,0.96787492650003,88.23,2.2099141190833222,True
banking77_oos,1,1.0,0.8,nearest_sphere,3,0.9043532567130709,0.003589943908354387,0.9010290556900726,0.5492329758674256,0.01838283652732845,0.5256821193664223,0.8400326797385621,0.004984329752506403,0.8360294117647059,0.4526666666666666,0.01855322673343432,0.432,0.02792207792207792,0.00392306687454369,0.024675324675324677,0.5473333333333333,0.018553226733434302,0.523,0.9154129870129871,0.0033379691859555783,0.9113032467532468,0.9700221565102373,0.0015658844124126071,0.9681171537302224,88.23,2.2053256713070795,True
banking77_oos,3,0.25,1.0,nearest_sphere,3,0.9040667658840867,0.0025663207294472417,0.9008068343616517,0.6152802327205261,0.004433157728999862,0.6090145986531563,0.8401143790849673,0.004303004602046944,0.8348039215686275,0.5856666666666667,0.014383632673594292,0.575,0.06406926406926407,0.008492740829789371,0.05551948051948052,0.4143333333333333,0.014383632673594266,0.394,0.8957860389610389,0.0039454695697641075,0.8902646103896104,0.9630478640343706,0.0020677516104660866,0.9601927627973275,88.23,2.176676588408668,True
banking77_oos,3,0.25,1.0,normalized_union,3,0.9040667658840867,0.0025663207294472417,0.9008068343616517,0.6156786792024151,0.004755786193689746,0.6090145986531563,0.8401960784313726,0.0044026776422573305,0.8348039215686275,0.5856666666666667,0.014383632673594292,0.575,0.06406926406926407,0.008492740829789371,0.05551948051948052,0.4143333333333333,0.014383632673594266,0.394,0.8958083333333332,0.00397006212117697,0.8902581168831167,0.9630586121421659,0.002078240901765682,0.9601936163636822,88.23,2.176676588408668,True
banking77_oos,2,1.0,0.8,normalized_union,3,0.9038649292739264,0.002141175198679404,0.9019196160767846,0.5380091114924617,0.013191636923268815,0.5201941564119351,0.8382352941176471,0.0033426915923984823,0.8345588235294118,0.43333333333333335,0.01184154644555442,0.419,0.023701298701298706,0.0015905777550540123,0.021753246753246754,0.5666666666666667,0.011841546445554373,0.552,0.9127093073593073,0.007787154901819236,0.9017035714285715,0.9689497017287384,0.0033829420237985255,0.9641790746719169,88.23,2.156492927392634,True
banking77_oos,5,2.5,0.75,normalized_union,3,0.9038496882669621,0.006102615533975696,0.8952622405324038,0.6365809335421213,0.028558262697490622,0.6026504046784206,0.8433823529411765,0.010354243951503792,0.8294117647058824,0.622,0.025152865973218,0.594,0.07424242424242423,0.00677077589593812,0.06623376623376623,0.37799999999999995,0.025152865973218,0.345,0.9050834415584416,0.0059179446360976455,0.8979233766233765,0.9675805055677481,0.002030246171658153,0.9660377679565931,88.23,2.154968826696205,True
banking77_oos,2,1.0,0.8,nearest_sphere,3,0.9037389195542244,0.002131811294347974,0.9018138210163393,0.5370518991097485,0.012907138298268075,0.5198635830776501,0.8379901960784314,0.0032761336038829004,0.8345588235294118,0.432,0.012247448713915901,0.417,0.023593073593073593,0.001597924573618334,0.021753246753246754,0.568,0.012247448713915856,0.553,0.9124890692640694,0.00767814945498289,0.9016337662337662,0.9688196436313635,0.0033565938576960337,0.9640846865511312,88.23,2.1438919554224327,True
banking77_oos,2,1.0,0.95,nearest_sphere,3,0.9037262464922238,0.00648230742267998,0.8950166112956811,0.6870689437267892,0.002568098102369193,0.6835960374648351,0.842483660130719,0.006734127789213988,0.8338235294117647,0.7753333333333333,0.01844511377634258,0.754,0.11547619047619047,0.00952257961361858,0.1025974025974026,0.22466666666666668,0.01844511377634256,0.201,0.9124890692640694,0.00767814945498289,0.9016337662337662,0.9688196436313635,0.0033565938576960337,0.9640846865511312,88.23,2.1426246492223697,True
banking77_oos,1,2.0,0.7,normalized_union,3,0.9035621759273526,0.004462665220895495,0.8995330622081639,0.5487031586198408,0.027990227573275125,0.5124716558680524,0.8395424836601307,0.006668388538369865,0.8321078431372549,0.467,0.031155523854794465,0.427,0.03333333333333333,0.0037521506111168213,0.03051948051948052,0.533,0.03115552385479444,0.497,0.911007683982684,0.004302354365630634,0.9064724025974026,0.9686642172064648,0.0022140797124196327,0.966128334360045,88.23,2.1262175927352445,True
banking77_oos,1,2.0,0.7,nearest_sphere,3,0.9035463705160985,0.004498051017015799,0.8994581577363034,0.5479576239375091,0.02937548848102083,0.5099418270152798,0.8394607843137255,0.0068831396306619184,0.8318627450980393,0.4656666666666667,0.032065904356843304,0.424,0.03300865800865801,0.003988209041707419,0.02987012987012987,0.5343333333333334,0.03206590435684328,0.498,0.9118806277056276,0.003339911949408421,0.9090558441558441,0.9689391416829894,0.0016275016573835833,0.9673391598660388,88.23,2.1246370516098523,True
banking77_oos,2,1.0,0.95,normalized_union,3,0.9033177335389535,0.006562791744437472,0.8943603393778073,0.6890765635988063,0.005156045536260545,0.6819467193257303,0.8424019607843137,0.0070213922221782086,0.832843137254902,0.7786666666666667,0.018408935028645452,0.757,0.11709956709956709,0.009260680288000606,0.10487012987012986,0.22133333333333335,0.018408935028645428,0.198,0.9127093073593073,0.007787154901819236,0.9017035714285715,0.9689497017287384,0.0033829420237985255,0.9641790746719169,88.23,2.1017733538953536,True
banking77_oos,3,0.5,0.9,nearest_sphere,3,0.903131872001055,0.003603619899958044,0.8984102952308857,0.5564518040128688,0.020795414529136087,0.5292593162218291,0.8374183006535948,0.006272254156101035,0.8291666666666667,0.4643333333333333,0.019737161790783275,0.442,0.03344155844155844,0.0023562273871295713,0.03116883116883117,0.5356666666666666,0.0197371617907833,0.51,0.8990782467532467,0.004302024919675926,0.8931233766233766,0.9643329636414153,0.0021026238424596533,0.9614262138457766,88.23,2.083187200105499,True
banking77_oos,3,0.25,0.95,nearest_sphere,3,0.9031092702476423,0.002816526571532645,0.8997265268915223,0.5665003900896015,0.016220851994573356,0.5440736996833603,0.8376633986928105,0.004903322251020786,0.8316176470588236,0.482,0.016512621435334437,0.459,0.038203463203463205,0.0021427478217774173,0.03538961038961039,0.5179999999999999,0.01651262143533446,0.503,0.8957860389610389,0.0039454695697641075,0.8902646103896104,0.9630478640343706,0.0020677516104660866,0.9601927627973275,88.23,2.0809270247642218,True
banking77_oos,3,0.25,0.95,normalized_union,3,0.9031092702476423,0.002816526571532645,0.8997265268915223,0.5665003900896015,0.016220851994573356,0.5440736996833603,0.8376633986928105,0.004903322251020786,0.8316176470588236,0.482,0.016512621435334437,0.459,0.038203463203463205,0.0021427478217774173,0.03538961038961039,0.5179999999999999,0.01651262143533446,0.503,0.8958083333333332,0.00397006212117697,0.8902581168831167,0.9630586121421659,0.002078240901765682,0.9601936163636822,88.23,2.0809270247642218,True
banking77_oos,3,0.5,0.9,normalized_union,3,0.9030765267315256,0.0035937098144318436,0.8984102952308857,0.5571146601505337,0.021899709040773343,0.5280945544716243,0.8375,0.006487771796108415,0.828921568627451,0.4643333333333333,0.019737161790783275,0.442,0.033549783549783545,0.002254617603463167,0.03149350649350649,0.5356666666666666,0.0197371617907833,0.51,0.8992383116883117,0.004502385013227019,0.8930464285714286,0.9644028029977453,0.002191163902882286,0.9613987905440203,88.23,2.0776526731525564,True
banking77_oos,4,3.0,0.7,normalized_union,3,0.9030684095152726,0.0021809339290266502,0.8999841496275163,0.6313584228246687,0.010171217577912665,0.6172149959993739,0.8406862745098039,0.0034892412588337493,0.8357843137254902,0.6266666666666666,0.014817407180595259,0.61,0.07694805194805195,0.0025564960629908488,0.07337662337662337,0.37333333333333335,0.014817407180595259,0.354,0.9057188311688312,0.004874621788489577,0.8996204545454546,0.9677538894434993,0.002454992718326307,0.9644328483883379,88.23,2.0768409515272452,True
banking77_oos,5,2.0,0.8,normalized_union,3,0.9029978595628481,0.005826656094894713,0.8948035487959443,0.6316993959395173,0.03143949665804611,0.5958951939695687,0.8418300653594771,0.010590075891017242,0.8276960784313725,0.6156666666666667,0.02425329301810835,0.592,0.07413419913419914,0.007290549693982379,0.06525974025974025,0.38433333333333336,0.02425329301810833,0.351,0.9040811688311688,0.006275229132118952,0.8964785714285715,0.9671643570841431,0.002226006089321849,0.9653690176482561,88.23,2.0697859562848038,True
banking77_oos,3,1.25,0.8,normalized_union,3,0.9029474865758255,0.004425621820716711,0.8970321017565112,0.5583518754850756,0.024091250886519616,0.5279562207718663,0.8378267973856209,0.007359292826724562,0.8279411764705882,0.467,0.025961509971494334,0.438,0.03452380952380952,0.0030495677064080883,0.030844155844155844,0.533,0.025961509971494365,0.499,0.9051632034632036,0.005780420471893101,0.8977626623376623,0.9667503457332657,0.0024296865729829713,0.9635640810721278,88.23,2.064748657582541,True
banking77_oos,5,3.0,0.7,nearest_sphere,3,0.9028846867210577,0.005644719731946572,0.8949843260188087,0.6183023677991019,0.028860384411542636,0.5879322709699052,0.8407679738562092,0.009241059262861222,0.828921568627451,0.5896666666666667,0.029009576962712752,0.555,0.06742424242424243,0.00478154156588193,0.06136363636363636,0.4103333333333334,0.029009576962712776,0.374,0.9012392857142858,0.006115611241976535,0.8937746753246754,0.9656424713942665,0.002338641588412263,0.9635659154838796,88.23,2.058468672105761,True
banking77_oos,4,2.5,0.7,normalized_union,3,0.9028640835663913,0.0017170681858621707,0.9011090573012939,0.5816879276864397,0.006673822850628583,0.5722650012182559,0.8380718954248366,0.002302124641111981,0.8352941176470589,0.524,0.007788880963698622,0.513,0.0498917748917749,0.0024054232436031228,0.046753246753246755,0.476,0.007788880963698622,0.47,0.9057609307359308,0.004951646218258856,0.8996084415584416,0.9677464212001365,0.002496676706780695,0.9643883900666077,88.23,2.0564083566391247,True
banking77_oos,4,2.0,0.8,normalized_union,3,0.9028591850190124,0.0027448415984044783,0.8989979322411324,0.6310839959579607,0.010413506257733603,0.6172800082078148,0.839624183006536,0.004009099394243547,0.8340686274509804,0.6353333333333333,0.01653951497340705,0.619,0.07965367965367966,0.003314587192881723,0.075,0.3646666666666667,0.016539514973407023,0.342,0.9052983766233766,0.005062766234227112,0.8990487012987013,0.9675287437896619,0.002575154645217055,0.9641033877193554,88.23,2.055918501901232,True
banking77_oos,4,1.5,0.85,normalized_union,3,0.9028527951746822,0.001976986911065926,0.9002217294900222,0.6258102915037209,0.009099950791753379,0.6143006177529924,0.8395424836601307,0.0030107068256026493,0.8352941176470589,0.6203333333333334,0.015369522511198018,0.608,0.07564935064935065,0.004779091377883036,0.06915584415584415,0.37966666666666665,0.015369522511198018,0.358,0.9040089826839827,0.005297248245914264,0.8974253246753248,0.9669514051198359,0.002726372396155269,0.9633569352716008,88.23,2.0552795174682217,True
banking77_oos,3,1.25,0.8,nearest_sphere,3,0.9027943923131465,0.004277510729756396,0.8970944309927361,0.5568584835767969,0.023240454017687328,0.527938266615304,0.8375816993464053,0.007030892148349701,0.828186274509804,0.4646666666666666,0.026029897340472848,0.436,0.034199134199134194,0.0029200730656346405,0.03051948051948052,0.5353333333333333,0.026029897340472834,0.501,0.904100432900433,0.004596807392112876,0.8978636363636364,0.9662491068328292,0.0019906488966676236,0.9634741882997611,88.23,2.0494392313146506,True
