dataset,k,radius_lambda,threshold,acceptance_mode,seed_count,oos_f1_mean,oos_f1_std,oos_f1_min,known_f1_mean,known_f1_std,known_f1_min,accuracy_mean,accuracy_std,accuracy_min,known_recall_mean,known_recall_std,known_recall_min,false_accept_rate_mean,false_accept_rate_std,false_accept_rate_min,false_reject_rate_mean,false_reject_rate_std,false_reject_rate_min,auroc_mean,auroc_std,auroc_min,aupr_oos_mean,aupr_oos_std,aupr_oos_min,paper_oos_f1,delta_oos_f1_pp,beats_paper_oos_f1_mean
banking77_oos,5,0.5,1.0,normalized_union,3,0.8997476284942095,0.003916130446691055,0.8947451976504207,0.6127630357075619,0.017091586545973442,0.5975898901222441,0.8348039215686275,0.004731513802473924,0.828186274509804,0.6003333333333333,0.015542057635833035,0.582,0.07608225108225108,0.009669051880602622,0.06266233766233766,0.39966666666666667,0.015542057635833014,0.38,0.8936086580086581,0.008420270215790315,0.8832142857142857,0.9627677834086888,0.0035640897659290974,0.9590899615521129,88.23,1.744762849420951,True
banking77_oos,4,1.0,0.95,nearest_sphere,3,0.8997258756374794,0.0016445806428107739,0.8982093886110663,0.6422823825379839,0.010922225587175177,0.6331717236328557,0.8359477124183007,0.0016175645321260834,0.8338235294117647,0.6783333333333333,0.01677961726487092,0.665,0.09686147186147187,0.005988673304007322,0.08993506493506494,0.3216666666666667,0.016779617264870976,0.298,0.8999751082251083,0.006303043702934568,0.8920003246753248,0.9651617410010337,0.003304997980838576,0.9608314544201939,88.23,1.7425875637479322,True
banking77_oos,5,0.5,1.0,nearest_sphere,3,0.8997112171850535,0.004046056587036761,0.8944611966354546,0.6107461429655,0.018127251668818452,0.593705647489465,0.8343954248366012,0.004841677251643516,0.8276960784313725,0.5996666666666667,0.015627610892974736,0.582,0.07597402597402597,0.009620475577940947,0.06266233766233766,0.4003333333333334,0.015627610892974715,0.38,0.8933325757575757,0.008418811403361103,0.8829545454545454,0.96263003184281,0.00358576233801082,0.9589296204537094,88.23,1.7411217185053545,True
banking77_oos,1,1.5,0.9,normalized_union,3,0.8996655634421423,0.005573305418946967,0.8921518987341772,0.6969430656319453,0.016301574359200908,0.680124725208307,0.8390522875816994,0.006816879099674209,0.8294117647058824,0.8150000000000001,0.024752104287649266,0.797,0.13322510822510822,0.010677601285212631,0.11818181818181818,0.18499999999999997,0.024752104287649304,0.15,0.9136376623376624,0.004077115764234211,0.9089259740259741,0.9695636079675506,0.002036010145790221,0.9671396559081833,88.23,1.7365563442142218,True
banking77_oos,4,3.0,0.75,normalized_union,3,0.8996388715502737,0.0029650761828177467,0.8960502396298132,0.6731852150885693,0.012234600603150582,0.6638828123520533,0.8373366013071896,0.005717786995726349,0.8306372549019608,0.7563333333333334,0.02033606539022621,0.74,0.11774891774891776,0.0022546176034631675,0.1146103896103896,0.24366666666666667,0.020336065390226195,0.215,0.9057188311688312,0.004874621788489577,0.8996204545454546,0.9677538894434993,0.002454992718326307,0.9644328483883379,88.23,1.733887155027361,True
banking77_oos,3,1.5,0.75,normalized_union,3,0.899515241519944,0.00445985736767638,0.8934131736526946,0.5193405365009415,0.02844378969711262,0.48137140922751875,0.8315359477124183,0.007715291090083708,0.8208333333333333,0.41900000000000004,0.029877527787062083,0.384,0.028463203463203465,0.0029559524423696235,0.024350649350649352,0.581,0.02987752778706206,0.543,0.9060839826839828,0.006091984937691748,0.8984548701298701,0.9671409363028971,0.0025006140830113157,0.963923223316347,88.23,1.7215241519944016,True
banking77_oos,5,1.25,0.85,normalized_union,3,0.8995138786758514,0.004733857827689967,0.8929512006196747,0.5859029162705158,0.025576656316266058,0.5572747988579722,0.8348856209150327,0.008080391654626214,0.8235294117647058,0.5260000000000001,0.018457157599876185,0.507,0.056818181818181816,0.0073894848550266476,0.046753246753246755,0.47400000000000003,0.01845715759987616,0.449,0.9006955627705628,0.007150653406305181,0.891976948051948,0.9657355811818761,0.0027067318626317876,0.963277686734793,88.23,1.7213878675851362,True
banking77_oos,5,2.0,0.75,nearest_sphere,3,0.8995098681096211,0.004832496102848093,0.8929832642407493,0.5669773891970554,0.02121763435604832,0.5434697524737028,0.8334150326797385,0.006996632047714616,0.8235294117647058,0.49700000000000005,0.016872067646458367,0.475,0.049134199134199134,0.006543816648411677,0.04025974025974026,0.503,0.016872067646458367,0.484,0.9006786796536796,0.006599255720527662,0.8926340909090908,0.9654369014285091,0.002586411534892854,0.9630761839877047,88.23,1.7209868109621027,True
banking77_oos,3,1.5,0.75,nearest_sphere,3,0.899476163154196,0.0044981962521503825,0.8933433059087509,0.5178026037057787,0.028223650616711775,0.48037100482309375,0.8313725490196079,0.007644020680206604,0.8208333333333333,0.4166666666666667,0.030269162892657315,0.381,0.02792207792207792,0.002805515453856216,0.024025974025974027,0.5833333333333334,0.03026916289265729,0.545,0.9048353896103896,0.004569732227816691,0.898662012987013,0.9665192603066268,0.0019406900636710829,0.9638066690465981,88.23,1.7176163154195905,True
banking77_oos,1,1.25,0.75,normalized_union,3,0.8994582458801007,0.004154073202970642,0.895643060338374,0.5018732907829738,0.02679515595804175,0.4759565893218321,0.831454248366013,0.006188691785753503,0.8267156862745098,0.4043333333333334,0.02638602323621773,0.38,0.024675324675324673,0.0030109150959401632,0.02207792207792208,0.5956666666666667,0.026386023236217707,0.559,0.9147136363636363,0.003947218820517387,0.9099474025974025,0.9699119616096432,0.0019374051182016385,0.9675587005514212,88.23,1.715824588010065,True
banking77_oos,1,1.25,0.75,nearest_sphere,3,0.8992798975623191,0.00426020886589268,0.8955089820359281,0.5010453139064512,0.027532070982866263,0.4738470176666232,0.8312091503267972,0.006357868123641768,0.8264705882352941,0.403,0.02747119703738202,0.377,0.024675324675324673,0.0030109150959401632,0.02207792207792208,0.5970000000000001,0.027471197037381993,0.559,0.9146431818181817,0.003279191408295008,0.9108883116883116,0.9698024992836256,0.0015704149413012629,0.9679864244633007,88.23,1.6979897562319053,True
banking77_oos,5,1.25,0.85,nearest_sphere,3,0.8992790215238015,0.005127274785917241,0.8921887084300077,0.5792910109643171,0.024395276487860294,0.5550877834359678,0.8334967320261438,0.007647512695318038,0.8227941176470588,0.5226666666666667,0.02098147330914164,0.499,0.05638528138528138,0.007471452638135584,0.046103896103896105,0.47733333333333333,0.020981473309141616,0.45,0.898712012987013,0.0072391471540480925,0.8898607142857142,0.9647111440853706,0.0029167476237363455,0.9619368123293808,88.23,1.6979021523801379,True
banking77_oos,4,0.75,0.9,normalized_union,3,0.899201118415191,0.0017593296094838371,0.8975624807158284,0.5647205779296088,0.003240735047473703,0.5619219220236306,0.8316176470588236,0.001733104855849375,0.8303921568627451,0.5033333333333333,0.002624669291337273,0.501,0.0514069264069264,0.0039349911174670635,0.046103896103896105,0.49666666666666665,0.002624669291337273,0.493,0.899445670995671,0.006027499155861538,0.8915896103896104,0.9650361219466522,0.0032120846436720653,0.960784555382053,88.23,1.6901118415190979,True
banking77_oos,4,0.75,0.9,nearest_sphere,3,0.8991759642204996,0.0016808685131873028,0.8975940777297964,0.565275354932792,0.007035784376111551,0.559637588030013,0.831781045751634,0.0012062763938099142,0.8303921568627451,0.5023333333333334,0.0026246692913372725,0.5,0.051190476190476196,0.0037894245454570537,0.046103896103896105,0.49766666666666665,0.002624669291337273,0.494,0.8987122294372294,0.006318309364207196,0.8905344155844156,0.9647011273495613,0.0033732117557414417,0.9602543374148313,88.23,1.687596422049964,True
banking77_oos,4,1.0,0.85,normalized_union,3,0.8991513608462078,0.0014232569041164986,0.8977777777777778,0.5509383442287253,0.004094665945302822,0.5460447310218569,0.8311274509803922,0.001733104855849375,0.8299019607843138,0.47766666666666663,0.004496912521077351,0.474,0.0446969696969697,0.0037239503320530866,0.039935064935064934,0.5223333333333334,0.004496912521077351,0.516,0.9014402597402597,0.005782619975336902,0.8940727272727271,0.9658605745075496,0.0030273920800016683,0.9618867210065126,88.23,1.6851360846207797,True
banking77_oos,2,1.25,0.75,normalized_union,3,0.8991417479190981,0.0026767790255380936,0.8972185036442064,0.4942723564929303,0.01652938101701064,0.47610428742047,0.8300653594771242,0.003933465070983916,0.8264705882352941,0.38366666666666666,0.016519348924485144,0.371,0.019805194805194805,0.0009558182755766071,0.018506493506493506,0.6163333333333333,0.01651934892448517,0.593,0.9131891774891775,0.007279552708647383,0.9029227272727273,0.9691599487322864,0.0032129148774751285,0.9646403690140335,88.23,1.684174791909797,True
banking77_oos,4,1.0,0.85,nearest_sphere,3,0.8990806319023755,0.001365457754405147,0.8978091006588019,0.5507594647487346,0.007930688410154204,0.5443069992618057,0.8311274509803922,0.001200730266070181,0.8296568627450981,0.4763333333333333,0.004714045207910321,0.473,0.04448051948051948,0.0035861561744114493,0.039935064935064934,0.5236666666666667,0.004714045207910321,0.517,0.8999751082251083,0.006303043702934568,0.8920003246753248,0.9651617410010337,0.003304997980838576,0.9608314544201939,88.23,1.6780631902375518,True
banking77_oos,4,0.5,0.95,normalized_union,3,0.8990762377187654,0.0025272919110048728,0.8970428858956495,0.5755851839143294,0.006182490595574519,0.5677778520160234,0.831781045751634,0.0029161059309762557,0.8284313725490197,0.5236666666666666,0.004496912521077351,0.518,0.05703463203463204,0.004810846487206247,0.05032467532467533,0.4763333333333333,0.004496912521077351,0.471,0.8970869047619048,0.0061966018586594035,0.8888762987012988,0.9640975364787362,0.0033684067937382904,0.9596289586422986,88.23,1.67762377187654,True
banking77_oos,4,0.5,0.95,nearest_sphere,3,0.8990405691790705,0.0024681393414829386,0.8969040247678018,0.5755222341283229,0.007853944550202867,0.5667086076410641,0.831781045751634,0.0028112174075302604,0.828186274509804,0.523,0.00489897948556636,0.517,0.05692640692640693,0.0047149395910805105,0.05032467532467533,0.47700000000000004,0.00489897948556636,0.471,0.8968799783549782,0.006340693436845756,0.8884792207792208,0.9640125525209804,0.003443673430814439,0.9594412547552313,88.23,1.674056917907052,True
banking77_oos,4,2.5,0.8,nearest_sphere,3,0.899002620811398,0.0022094212700375306,0.8967889908256881,0.6648840990269043,0.017066998520961895,0.6508574320082282,0.8370098039215687,0.005245327097802113,0.8316176470588236,0.73,0.02333809475228575,0.713,0.1119047619047619,0.002547316514272689,0.10909090909090909,0.27,0.023338094752285723,0.237,0.9017770562770563,0.0061928539843520754,0.8945772727272727,0.9656801909762963,0.002977582430096872,0.9618117160896049,88.23,1.6702620811397964,True
banking77_oos,2,1.25,0.75,nearest_sphere,3,0.8989629441916754,0.0026125717443287863,0.8970850684116597,0.49309032198908964,0.01633579161717991,0.4749764678715978,0.8297385620915033,0.003819826708353293,0.8262254901960784,0.38233333333333336,0.016048537489614313,0.37,0.019805194805194805,0.0009558182755766071,0.018506493506493506,0.6176666666666666,0.016048537489614313,0.595,0.9128941558441559,0.00718145228160689,0.9027435064935065,0.9689839272825655,0.0031960311992638942,0.9644736505153928,88.23,1.6662944191675422,True
banking77_oos,5,1.5,0.8,normalized_union,3,0.8989583494304134,0.0050360569246979195,0.8922275026828147,0.5668959657239624,0.02249844483911431,0.5382724952040107,0.8334150326797385,0.007866930141967817,0.8223039215686274,0.48933333333333334,0.016418147141366326,0.467,0.04816017316017316,0.006623871752423963,0.039285714285714285,0.5106666666666667,0.01641814714136635,0.494,0.9021068181818181,0.006788384750736798,0.8938295454545454,0.9663298729199385,0.002490097623004711,0.9641503196994868,88.23,1.6658349430413324,True
banking77_oos,4,0.5,1.0,nearest_sphere,3,0.8988859226549026,0.0019024346798398786,0.8970942366350939,0.6171064037562916,0.010081865835278973,0.6091730142622562,0.8332516339869281,0.0009023987759139887,0.8321078431372549,0.624,0.014988884770611425,0.611,0.08398268398268398,0.007035464486209962,0.07564935064935065,0.37600000000000006,0.014988884770611423,0.355,0.8968799783549782,0.006340693436845756,0.8884792207792208,0.9640125525209804,0.003443673430814439,0.9594412547552313,88.23,1.658592265490256,True
banking77_oos,4,0.5,1.0,normalized_union,3,0.8988755614297528,0.0018028747928093645,0.8970942366350939,0.6169728995969178,0.007539131480585236,0.6113433230426092,0.8331699346405229,0.0009871769586270041,0.8323529411764706,0.6243333333333333,0.014817407180595259,0.611,0.08409090909090909,0.006907780691442837,0.07597402597402597,0.37566666666666665,0.014817407180595259,0.355,0.8970869047619048,0.0061966018586594035,0.8888762987012988,0.9640975364787362,0.0033684067937382904,0.9596289586422986,88.23,1.657556142975281,True
banking77_oos,4,2.0,0.85,nearest_sphere,3,0.89880084533907,0.0012431858503907654,0.8973645441152398,0.6618919147256505,0.01469306952245055,0.6481321642639452,0.8361928104575164,0.003702702350857719,0.8333333333333334,0.7286666666666667,0.020138409955990973,0.712,0.11190476190476191,0.003314587192881723,0.10909090909090909,0.27133333333333337,0.020138409955990946,0.243,0.9018344155844155,0.006232241104694791,0.8944207792207791,0.9657628516288752,0.003089586974082498,0.9617475967657934,88.23,1.6500845339069912,True
banking77_oos,4,2.0,0.85,normalized_union,3,0.8987590571555031,0.0011066948691375842,0.8973471741637832,0.6673650004357828,0.010239620466636623,0.654551318531374,0.8358660130718955,0.002804085343420009,0.8330882352941177,0.7479999999999999,0.017720045146669364,0.734,0.11709956709956709,0.0031626924667104896,0.11396103896103896,0.252,0.017720045146669354,0.227,0.9052983766233766,0.005062766234227112,0.8990487012987013,0.9675287437896619,0.002575154645217055,0.9641033877193554,88.23,1.645905715550299,True
banking77_oos,3,2.5,0.8,nearest_sphere,3,0.8987563443770722,0.004084196587230328,0.8930232558139535,0.6658546430629196,0.0035866174457244307,0.6631990599165546,0.8356209150326798,0.004208904206663795,0.8306372549019608,0.753,0.017907168024751074,0.734,0.11839826839826839,0.008388667694838136,0.10714285714285714,0.247,0.01790716802475106,0.223,0.9055074675324676,0.004294937242461208,0.8996944805194806,0.9667078320520038,0.001777864110827332,0.9641947829352371,88.23,1.6456344377072156,True
banking77_oos,5,1.5,0.8,nearest_sphere,3,0.898699051137593,0.004892154508155668,0.8921898928024502,0.5595585639950473,0.020126605160036917,0.5370376182487648,0.8319444444444445,0.006816879099674261,0.8223039215686274,0.48500000000000004,0.01630950643030008,0.463,0.04751082251082251,0.006543816648411677,0.038636363636363635,0.515,0.016309506430300102,0.498,0.8996112554112554,0.006989020819092439,0.891063961038961,0.9650452439481492,0.002783612135537816,0.962436461375216,88.23,1.6399051137592977,True
banking77_oos,4,0.75,1.0,normalized_union,3,0.8984817605295615,0.001182813101417041,0.897073331141072,0.6466411163059154,0.004439177758715842,0.6412404027993074,0.8339869281045752,0.0005777016186164583,0.8335784313725491,0.7053333333333334,0.014704496666741864,0.693,0.10627705627705626,0.005882111792944236,0.10032467532467533,0.29466666666666663,0.014704496666741838,0.274,0.899445670995671,0.006027499155861538,0.8915896103896104,0.9650361219466522,0.0032120846436720653,0.960784555382053,88.23,1.6181760529561444,True
banking77_oos,4,2.5,0.8,normalized_union,3,0.8984432188405433,0.0014442931610234085,0.8973384030418251,0.6700677214536022,0.012081929287682392,0.6560765362879819,0.8356209150326798,0.003767039831175968,0.8325980392156863,0.7556666666666668,0.018732028424302837,0.74,0.11969696969696969,0.002463161618342218,0.1172077922077922,0.24433333333333332,0.018732028424302827,0.218,0.9057609307359308,0.004951646218258856,0.8996084415584416,0.9677464212001365,0.002496676706780695,0.9643883900666077,88.23,1.614321884054334,True
banking77_oos,4,0.25,1.0,nearest_sphere,3,0.8983754265721736,0.0027913514679668017,0.895457373988799,0.5808958890177569,0.010932034039489554,0.5690824280812252,0.8308823529411765,0.003413820656172617,0.8262254901960784,0.5386666666666667,0.00895668589502961,0.53,0.06233766233766233,0.005777639746770188,0.05422077922077922,0.4613333333333333,0.008956685895029593,0.449,0.8942544372294372,0.006464584912732313,0.885499025974026,0.962977077424493,0.0035555877248738656,0.9582355827015108,88.23,1.6075426572173512,True
banking77_oos,4,0.25,1.0,normalized_union,3,0.8983754265721736,0.0027913514679668017,0.895457373988799,0.5813599216649109,0.010800386634865596,0.5691921040018475,0.8309640522875817,0.0034968847318681256,0.8262254901960784,0.5386666666666667,0.00895668589502961,0.53,0.06233766233766233,0.005777639746770188,0.05422077922077922,0.4613333333333333,0.008956685895029593,0.449,0.8942568181818181,0.0064552147115729385,0.8855168831168831,0.9629782780563719,0.003550957785755586,0.9582449440338296,88.23,1.6075426572173512,True
banking77_oos,4,0.75,1.0,nearest_sphere,3,0.8981833375816605,0.0013061854921242566,0.8965177398160316,0.6459188972608727,0.009129906627502831,0.638599905688999,0.8337418300653595,0.0007028043518825651,0.832843137254902,0.7016666666666667,0.013767917618708934,0.69,0.10584415584415585,0.0059218026061923995,0.1,0.29833333333333334,0.01376791761870891,0.279,0.8987122294372294,0.006318309364207196,0.8905344155844156,0.9647011273495613,0.0033732117557414417,0.9602543374148313,88.23,1.5883337581660442,True
banking77_oos,3,1.0,0.8,normalized_union,3,0.898180167182077,0.003477157161207218,0.8934964200477327,0.5025790504535916,0.021686838578085274,0.4737426931528567,0.8286764705882353,0.006013649091365371,0.8203431372549019,0.39566666666666667,0.023893281249943228,0.371,0.024891774891774892,0.0029559524423696235,0.02077922077922078,0.6043333333333333,0.023893281249943256,0.572,0.903759632034632,0.005443003412208362,0.896597077922078,0.9661906227238948,0.002365629560690821,0.9630261587097976,88.23,1.5880167182076974,True
banking77_oos,2,1.5,0.9,nearest_sphere,3,0.8981646426719724,0.007592738483467606,0.888402625820569,0.6849267812807923,0.0038156240014175576,0.6796154560195486,0.8351307189542484,0.008710085297272966,0.8242647058823529,0.7949999999999999,0.01867261809888119,0.778,0.1305194805194805,0.012989718332941097,0.11266233766233766,0.205,0.018672618098881228,0.179,0.9131016233766234,0.006709886256786901,0.9036198051948052,0.9690690314603138,0.0030493763201073195,0.964763971577144,88.23,1.586464267197229,True
banking77_oos,1,0.75,0.8,normalized_union,3,0.898094749219061,0.003593315531738369,0.8948779035139964,0.4878444431779323,0.023069533836513664,0.4644972236867532,0.8288398692810457,0.005430395214994761,0.825,0.37866666666666665,0.024253293018108326,0.355,0.020562770562770564,0.00275920969350259,0.017857142857142856,0.6213333333333333,0.02425329301810835,0.588,0.9162089826839827,0.0037143891826072,0.9113295454545454,0.970312852323996,0.0017498656415549873,0.9680753876087353,88.23,1.5794749219060975,True
banking77_oos,3,1.0,0.8,nearest_sphere,3,0.898055730197369,0.0034865934585009317,0.8933631618195377,0.5019325650409622,0.021244038475599872,0.4740464906212112,0.8285130718954248,0.005944434563261875,0.8203431372549019,0.39433333333333326,0.023442601296689652,0.37,0.024783549783549783,0.0029080149009836367,0.02077922077922078,0.6056666666666666,0.023442601296689677,0.574,0.9029880952380953,0.004607749231222395,0.8967048701298701,0.9658320721164086,0.0020500129634962267,0.9629840498675324,88.23,1.5755730197368933,True
banking77_oos,4,0.25,0.95,nearest_sphere,3,0.8980538023089027,0.002516074175758687,0.8957857903544805,0.5351330537658465,0.007899730639568434,0.5257543584677316,0.8286764705882353,0.00255498296913597,0.8259803921568627,0.45166666666666666,0.005734883511361756,0.445,0.039935064935064934,0.0037396434076127708,0.03506493506493506,0.5483333333333333,0.005734883511361756,0.541,0.8942544372294372,0.006464584912732313,0.885499025974026,0.962977077424493,0.0035555877248738656,0.9582355827015108,88.23,1.575380230890275,True
banking77_oos,4,0.25,0.95,normalized_union,3,0.8980538023089027,0.002516074175758687,0.8957857903544805,0.5356057258306238,0.007894030610074577,0.5257543584677316,0.8287581699346406,0.0026649520310948267,0.8259803921568627,0.45166666666666666,0.005734883511361756,0.445,0.039935064935064934,0.0037396434076127708,0.03506493506493506,0.5483333333333333,0.005734883511361756,0.541,0.8942568181818181,0.0064552147115729385,0.8855168831168831,0.9629782780563719,0.003550957785755586,0.9582449440338296,88.23,1.575380230890275,True
banking77_oos,3,1.5,0.9,nearest_sphere,3,0.8980355998622148,0.004053201312469645,0.8946401736516948,0.6612878072144744,0.004405963860874776,0.6550568661782432,0.8340686274509804,0.006561429086686705,0.8267156862745098,0.7433333333333333,0.018926759422104537,0.728,0.1170995670995671,0.010736672575961824,0.1038961038961039,0.25666666666666665,0.018926759422104523,0.23,0.9048353896103896,0.004569732227816691,0.898662012987013,0.9665192603066268,0.0019406900636710829,0.9638066690465981,88.23,1.5735599862214826,True
banking77_oos,5,0.25,1.05,normalized_union,3,0.8979721886766256,0.0040533146046041165,0.8931821810633882,0.6079027672112056,0.015522845822663688,0.5923292937931197,0.8312091503267974,0.0045649395570912105,0.8247549019607843,0.6083333333333333,0.014839886193034722,0.588,0.08149350649350649,0.010826838961385112,0.06655844155844155,0.3916666666666666,0.0148398861930347,0.377,0.8900377705627704,0.00908529368287759,0.8787814935064935,0.9612844980493018,0.00400901821033288,0.9569591820064945,88.23,1.567218867662561,True
banking77_oos,1,0.75,0.8,nearest_sphere,3,0.8979618437391945,0.003678000857472621,0.8947446776834896,0.4868861818496059,0.023967899214465405,0.4619870121974389,0.8285947712418299,0.005604598982399541,0.8245098039215686,0.37766666666666665,0.02503774927761856,0.353,0.020562770562770564,0.00275920969350259,0.017857142857142856,0.6223333333333333,0.025037749277618586,0.588,0.9160080086580088,0.0034039821165138184,0.9115506493506493,0.9701738592142582,0.0015630184793563055,0.9681756022927097,88.23,1.5661843739194552,True
banking77_oos,5,0.25,1.05,nearest_sphere,3,0.8979244900578828,0.004057778983532143,0.8931821810633882,0.6075598505681882,0.016209537158329575,0.5909618145224708,0.8311274509803921,0.004510514294719729,0.8247549019607843,0.608,0.014514360704718173,0.588,0.08149350649350649,0.010826838961385112,0.06655844155844155,0.39200000000000007,0.014514360704718149,0.378,0.8900366883116884,0.009089191848477214,0.8787782467532468,0.9612799410076814,0.004014174195602186,0.9569496052662838,88.23,1.5624490057882667,True
banking77_oos,4,1.25,0.8,normalized_union,3,0.8979177238260593,0.0019239137228032885,0.8958837772397095,0.5293770032829191,0.007574868095654759,0.5187394224561653,0.8285947712418301,0.002518142975069059,0.825735294117647,0.44533333333333336,0.009568466729604892,0.432,0.03852813852813853,0.0029320816415896256,0.03474025974025974,0.5546666666666668,0.00956846672960484,0.546,0.9029474025974026,0.005495786889942552,0.8960866883116883,0.9664926224289753,0.002848020933695449,0.9627673230249865,88.23,1.5617723826059233,True
banking77_oos,3,0.25,1.05,normalized_union,3,0.897840528262393,0.006763820408410736,0.8883391060531091,0.642630364385779,0.006319611308985546,0.6338052894158337,0.8323529411764706,0.011099089998523997,0.8166666666666667,0.681,0.02367840084690403,0.652,0.10086580086580087,0.017609126406741633,0.08636363636363636,0.31899999999999995,0.023678400846904056,0.29,0.8958083333333332,0.00397006212117697,0.8902581168831167,0.9630586121421659,0.002078240901765682,0.9601936163636822,88.23,1.5540528262392996,True
banking77_oos,4,1.25,0.8,nearest_sphere,3,0.8978328017361643,0.001657348922092575,0.896249243799153,0.5287450525593452,0.008740324566703695,0.5186394115593581,0.8285947712418301,0.0018158587231122043,0.8262254901960784,0.4426666666666667,0.008498365855987981,0.431,0.037987012987012986,0.0029160592175990225,0.03441558441558441,0.5573333333333333,0.008498365855987932,0.549,0.9008574675324675,0.006262130365854084,0.8931068181818183,0.9654771034835198,0.0032332743658095367,0.9612603617787403,88.23,1.5532801736164288,True
banking77_oos,3,0.25,1.05,nearest_sphere,3,0.8977916969570909,0.0068324204501331465,0.8881926121372031,0.6422133247702942,0.006243170011306113,0.6336200021609103,0.8321895424836602,0.011160860367156376,0.816421568627451,0.6806666666666666,0.02327134623427606,0.652,0.10086580086580087,0.017609126406741633,0.08636363636363636,0.3193333333333333,0.02327134623427608,0.291,0.8957860389610389,0.0039454695697641075,0.8902646103896104,0.9630478640343706,0.0020677516104660866,0.9601927627973275,88.23,1.5491696957090966,True
banking77_oos,5,0.75,0.9,normalized_union,3,0.8976032192735842,0.005200211583144237,0.8908310334253297,0.5598852835463605,0.021124802062464785,0.5333240119699002,0.8303921568627451,0.007667560919379153,0.8196078431372549,0.4876666666666667,0.017745108872274876,0.463,0.05032467532467533,0.006622103264406213,0.041233766233766234,0.5123333333333333,0.0177451088722749,0.496,0.8965699134199134,0.007911712420399128,0.8868610389610391,0.9640231092577164,0.0031958191853652747,0.960888449224646,88.23,1.5303219273584148,True
banking77_oos,5,0.75,0.9,nearest_sphere,3,0.8974194657202513,0.005147671407108091,0.8906944657366243,0.5568208767178294,0.020179201576290037,0.5325389374413474,0.8296568627450981,0.007303757071446762,0.8193627450980392,0.48633333333333334,0.01759419096052885,0.462,0.05032467532467533,0.006622103264406213,0.041233766233766234,0.5136666666666667,0.017594190960528878,0.497,0.8957378787878788,0.00793099967926848,0.8859805194805195,0.9635708640185099,0.0033000969426047497,0.9602603706932311,88.23,1.5119465720251242,True
banking77_oos,5,0.5,0.95,normalized_union,3,0.8973199043247412,0.005161597671645795,0.8907381722915704,0.5663385684328147,0.019135029054370215,0.5455933246467531,0.829983660130719,0.006863717640394872,0.8203431372549019,0.5036666666666667,0.017632041540584273,0.481,0.05508658008658008,0.00778468853175517,0.04415584415584416,0.4963333333333333,0.017632041540584273,0.476,0.8936086580086581,0.008420270215790315,0.8832142857142857,0.9627677834086888,0.0035640897659290974,0.9590899615521129,88.23,1.5019904324741162,True
banking77_oos,1,0.25,1.1,nearest_sphere,3,0.8972840520497612,0.005169943099888898,0.8934881373043917,0.6999909744108406,0.009478794641056,0.6868324509719045,0.8361111111111111,0.005856196384789987,0.8313725490196079,0.8246666666666668,0.0265371856499935,0.792,0.13993506493506494,0.011218930222838312,0.12727272727272726,0.17533333333333334,0.02653718564999353,0.143,0.9163714285714285,0.003538040936428994,0.9114149350649351,0.9701463048556199,0.00153783633572708,0.9680384913306744,88.23,1.4984052049761232,True
banking77_oos,1,0.25,1.1,normalized_union,3,0.8972840520497612,0.005169943099888898,0.8934881373043917,0.7004994753213617,0.009826194414761012,0.6868324509719045,0.8362745098039216,0.0059230617517620245,0.8313725490196079,0.8246666666666668,0.0265371856499935,0.792,0.13993506493506494,0.011218930222838312,0.12727272727272726,0.17533333333333334,0.02653718564999353,0.143,0.9163758658008657,0.0035446903198256665,0.9114094155844156,0.9701499791052294,0.0015420405395234495,0.9680360907655119,88.23,1.4984052049761232,True
banking77_oos,5,0.5,0.95,nearest_sphere,3,0.8972741550606277,0.005220009129158125,0.8906009244992296,0.5647407403836369,0.019189169987571832,0.5447280528031435,0.8296568627450981,0.006795303539845879,0.8200980392156862,0.5033333333333333,0.018061622912192106,0.48,0.05508658008658008,0.00778468853175517,0.04415584415584416,0.49666666666666665,0.018061622912192106,0.476,0.8933325757575757,0.008418811403361103,0.8829545454545454,0.96263003184281,0.00358576233801082,0.9589296204537094,88.23,1.4974155060627652,True
banking77_oos,4,1.25,0.95,nearest_sphere,3,0.8972332017980332,0.0009196188599113426,0.8960974806520665,0.6622361367465721,0.011971675682291821,0.6527169044441362,0.8338235294117647,0.0031451595677974,0.8296568627450981,0.7463333333333333,0.01701633202413364,0.728,0.11937229437229437,0.0042110555104640035,0.11623376623376623,0.25366666666666665,0.017016332024133628,0.231,0.9008574675324675,0.006262130365854084,0.8931068181818183,0.9654771034835198,0.0032332743658095367,0.9612603617787403,88.23,1.4933201798033195,True
banking77_oos,5,0.25,1.0,nearest_sphere,3,0.8971654608476873,0.004892784169664209,0.8910952528699969,0.5714685653007547,0.017977051958760117,0.5553204609445648,0.8294117647058824,0.006450627759199991,0.8203431372549019,0.519,0.012569805089976547,0.506,0.059415584415584415,0.00886785732710887,0.04707792207792208,0.48100000000000004,0.012569805089976521,0.464,0.8900366883116884,0.009089191848477214,0.8787782467532468,0.9612799410076814,0.004014174195602186,0.9569496052662838,88.23,1.486546084768733,True
