method,contract_layer,backbone,supervision_type,selection_audit,n_runs,n_rows,n_cells,aligned_cells,non_aligned_cells,score_available,source_paths
ADB-external-BERT,external_backbone,BERT,Known-only-external-runtime,external_runtime_manifest_does_not_declare_test_selection;Known-only training contract retained as external,45,221700,45,0,45,False,/home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v1/stackoverflow/ADB/kir50/seed100/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.5_1.0_bert_100/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v1/stackoverflow/ADB/kir50/seed42/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.5_1.0_bert_42/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v1/stackoverflow/ADB/kir50/seed87/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.5_1.0_bert_87/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v2/banking/ADB/kir50/seed100/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_100/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v2/banking/ADB/kir50/seed42/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_42/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v2/banking/ADB/kir50/seed87/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_87/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v2/clinc150/ADB/kir50/seed100/textoir_outputs/open_intent_detection/ADB_oos_0.5_1.0_bert_100/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v2/clinc150/ADB/kir50/seed42/textoir_outputs/open_intent_detection/ADB_oos_0.5_1.0_bert_42/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v2/clinc150/ADB/kir50/seed87/textoir_outputs/open_intent_detection/ADB_oos_0.5_1.0_bert_87/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.25/seed_100/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_100/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.25/seed_42/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_42/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.25/seed_87/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_87/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.75/seed_100/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_100/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.75/seed_42/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_42/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/banking77/ADB/kir_0.75/seed_87/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_87/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/clinc150/ADB/kir_0.25/seed_100/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_100/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/clinc150/ADB/kir_0.25/seed_42/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_42/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/clinc150/ADB/kir_0.25/seed_87/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_87/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/clinc150/ADB/kir_0.75/seed_100/textoir_outputs/open_intent_detection/ADB_oos_0.75_1.0_bert_100/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/clinc150/ADB/kir_0.75/seed_42/textoir_outputs/open_intent_detection/ADB_oos_0.75_1.0_bert_42/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/clinc150/ADB/kir_0.75/seed_87/textoir_outputs/open_intent_detection/ADB_oos_0.75_1.0_bert_87/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/stackoverflow/ADB/kir_0.25/seed_100/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.25_1.0_bert_100/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/stackoverflow/ADB/kir_0.25/seed_42/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.25_1.0_bert_42/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/stackoverflow/ADB/kir_0.25/seed_87/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.25_1.0_bert_87/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/stackoverflow/ADB/kir_0.75/seed_100/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.75_1.0_bert_100/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/stackoverflow/ADB/kir_0.75/seed_42/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.75_1.0_bert_42/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v3/stackoverflow/ADB/kir_0.75/seed_87/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.75_1.0_bert_87/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.25/seed_123/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_123/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.25/seed_13/textoir_outputs/open_intent_detection/ADB_banking_0.25_1.0_bert_13/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.50/seed_123/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_123/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.50/seed_13/textoir_outputs/open_intent_detection/ADB_banking_0.5_1.0_bert_13/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.75/seed_123/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_123/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/banking77/ADB/kir_0.75/seed_13/textoir_outputs/open_intent_detection/ADB_banking_0.75_1.0_bert_13/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/clinc150/ADB/kir_0.25/seed_123/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_123/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/clinc150/ADB/kir_0.25/seed_13/textoir_outputs/open_intent_detection/ADB_oos_0.25_1.0_bert_13/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/clinc150/ADB/kir_0.50/seed_123/textoir_outputs/open_intent_detection/ADB_oos_0.5_1.0_bert_123/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/clinc150/ADB/kir_0.50/seed_13/textoir_outputs/open_intent_detection/ADB_oos_0.5_1.0_bert_13/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/clinc150/ADB/kir_0.75/seed_123/textoir_outputs/open_intent_detection/ADB_oos_0.75_1.0_bert_123/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/clinc150/ADB/kir_0.75/seed_13/textoir_outputs/open_intent_detection/ADB_oos_0.75_1.0_bert_13/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/stackoverflow/ADB/kir_0.25/seed_123/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.25_1.0_bert_123/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/stackoverflow/ADB/kir_0.25/seed_13/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.25_1.0_bert_13/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/stackoverflow/ADB/kir_0.50/seed_123/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.5_1.0_bert_123/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/stackoverflow/ADB/kir_0.50/seed_13/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.5_1.0_bert_13/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/stackoverflow/ADB/kir_0.75/seed_123/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.75_1.0_bert_123/y_pred.npy | /home/bo/bo01/llmpy311/artifacts/s2c/external/adb_gpu_runtime_v4b/stackoverflow/ADB/kir_0.75/seed_13/textoir_outputs/open_intent_detection/ADB_stackoverflow_0.75_1.0_bert_13/y_pred.npy
MOGB-MiniLM,same_protocol_fair,MiniLM-frozen,Known-only,manifest:test_used_for_selection=false;Known-only,45,221700,45,45,0,True,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_13/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_100/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_123/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_100/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_123/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_13/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_42/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_87/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_100/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_123/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_13/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_42/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_87/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_100/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_123/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_100/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_123/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_13/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_42/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_87/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_100/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_123/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_13/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_42/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_87/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_100/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_123/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_13/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_42/mogb_minilm/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_87/mogb_minilm/predictions.tsv
MOGB-partition-S2C-boundary,same_protocol_fair,MiniLM-frozen,Known-only,manifest:test_used_for_selection=false;Known-only,45,221700,45,45,0,True,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_100/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_123/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_13/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_42/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.25/seed_87/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_100/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_123/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_13/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_42/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.50/seed_87/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_100/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_123/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_13/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_42/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/banking77/kir_0.75/seed_87/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_100/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_123/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_13/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_42/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.25/seed_87/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_100/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_123/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_13/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_42/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.50/seed_87/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_100/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_123/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_13/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_42/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/clinc150/kir_0.75/seed_87/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_100/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_123/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_13/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_42/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.25/seed_87/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_100/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_123/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_13/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_42/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.50/seed_87/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_100/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_123/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_13/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_42/mogb_partition_ours_boundary/predictions.tsv | /home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/mogb_baseline_v1/stackoverflow/kir_0.75/seed_87/mogb_partition_ours_boundary/predictions.tsv
