dataset,seed,k,radius_lambda,threshold,acceptance_mode,selection_scope,validation_oos_f1,validation_known_f1,validation_accuracy,test_used_for_selection,direct_pipeline_verified,direct_prediction_count,paper_known_f1,paper_accuracy,oos_f1,f1_all,known_macro_f1,overall_accuracy,known_recall,false_accept_rate,false_reject_rate,router_error_rate,expert_error_rate,paper_oos_f1,delta_oos_f1_pp,beats_paper_oos_f1,stage_count_correct_oos_rejection,stage_count_oos_accepted_by_gate,stage_count_known_rejected_by_gate,stage_count_known_wrong_domain,stage_count_known_wrong_expert,stage_count_correct_known_prediction
clinc150,13,2,2.0,0.95,nearest_sphere,per_seed_validation,0.8838199513381995,0.8571939194650594,0.8709677419354839,False,True,5500,79.95,86.78,0.9004211793020457,0.7922767160741648,0.8342225022672213,0.8561818181818182,0.82,0.07907692307692307,0.18,0.02981029810298103,0.04010840108401084,91.96,-1.917882069795425,False,2993,257,405,55,74,1716
clinc150,42,3,2.0,1.0,normalized_union,per_seed_validation,0.8828052906797909,0.8632737117953934,0.8716129032258064,False,True,5500,79.95,86.78,0.913572732805843,0.8152561226579458,0.8579049146725959,0.8729090909090909,0.8577777777777778,0.07630769230769231,0.14222222222222222,0.031606217616580314,0.03626943005181347,91.96,-0.6027267194156991,False,3002,248,320,61,70,1799
clinc150,87,1,2.0,0.95,nearest_sphere,per_seed_validation,0.8964891041162227,0.8696979395232323,0.8848387096774194,False,True,5500,79.95,86.78,0.9157175398633257,0.811092800638011,0.8495494713472257,0.8725454545454545,0.8577777777777778,0.07230769230769231,0.14222222222222222,0.027979274611398965,0.04766839378238342,91.96,-0.38824601366742684,False,3015,235,320,54,92,1784
stackoverflow,13,1,2.0,0.85,nearest_sphere,per_seed_validation,0.8984557791296209,0.8514812143497483,0.8763763763763763,False,True,5990,75.48,85.54,0.8977680661776183,0.8227070171811451,0.8325202541607583,0.8597662771285476,0.8207610146862483,0.0394121576486306,0.17923898531375168,0.0,0.07523383489223262,89.71,0.06680661776184138,True,2876,118,537,0,185,2274
stackoverflow,42,1,2.0,0.85,nearest_sphere,per_seed_validation,0.921455938697318,0.8797934332465627,0.9009009009009009,False,True,5990,75.48,85.54,0.9185441941074524,0.8577553088108423,0.8636383638086679,0.8873121869782972,0.8546608753758771,0.027360694027360695,0.14533912462412296,0.0,0.0617670054730258,89.71,2.1444194107452432,True,2915,82,435,0,158,2400
stackoverflow,87,1,1.25,0.85,normalized_union,per_seed_validation,0.8872458410351202,0.8629877200727533,0.8758758758758759,False,True,5990,75.48,85.54,0.8809230769230769,0.8374753281342099,0.8521125534140073,0.8589315525876461,0.7859051436205745,0.04439252336448598,0.21409485637942552,0.0,0.030174245643858903,89.71,-1.6176923076923089,False,2863,133,641,0,71,2282
banking77_oos,13,1,1.5,0.85,nearest_sphere,per_seed_validation,0.8723475917817447,0.7286696075888909,0.8206618962432916,False,True,4080,74.9,78.98,0.9157057008283255,0.7007159330225579,0.778989269411356,0.8580882352941176,0.742,0.08474025974025974,0.258,0.0,0.08086253369272237,88.23,3.340570082832542,True,2819,261,258,0,60,682
banking77_oos,42,1,0.5,0.95,nearest_sphere,per_seed_validation,0.8874801901743264,0.697075991939483,0.8313953488372093,False,True,4080,74.9,78.98,0.9184185754628177,0.6660857607772925,0.710080877375014,0.8602941176470589,0.633,0.04967532467532468,0.367,0.0,0.07898894154818326,88.23,3.611857546281769,True,2927,153,367,0,50,583
banking77_oos,87,1,0.75,0.95,nearest_sphere,per_seed_validation,0.8884527314360484,0.731931802020836,0.8367620751341681,False,True,4080,74.9,78.98,0.9153957296516295,0.668931527058683,0.7390848516074869,0.8534313725490196,0.702,0.07435064935064935,0.298,0.0,0.10113960113960115,88.23,3.3095729651629426,True,2851,229,298,0,71,631
