dataset,kir,seed,method,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,source,recipe,geometry,checkpoint,validation_selection
banking77,0.6,42,Ours,0.7677114641477029,0.8190188318511988,0.7931818181818182,0.8940217391304348,0.27903225806451615,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir60_seed42/Ours.json,temperature10,"{""boundary"": ""intent_quantile_0.99"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 3, ""known_correct_accept_rate"": 0.8950930626057529, ""known_coverage"": 0.9001692047377327, ""known_wrong_accept_rate"": 0.005076142131979695, ""rule"": ""nearest_sphere"", ""threshold"": 1.891846815883239, ""utility"": 0.8747884940778342}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir60_seed42_temperature10/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.25,87,Ours,0.8920166128287955,0.7566089549114686,0.8405844155844155,0.8934210526315789,0.1668103448275862,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir25_seed87/Ours.json,lr_low,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 3, ""known_correct_accept_rate"": 0.9032258064516129, ""known_coverage"": 0.9032258064516129, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 2.402354003180668, ""utility"": 0.9032258064516129}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir25_seed87_lr_low/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.4,87,Ours,0.8578021344101529,0.7970234415541028,0.8246753246753247,0.8870967741935484,0.19184782608695652,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir40_seed87/Ours.json,last1,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 4, ""known_correct_accept_rate"": 0.896, ""known_coverage"": 0.9013333333333333, ""known_wrong_accept_rate"": 0.005333333333333333, ""rule"": ""nearest_sphere"", ""threshold"": 2.5448911269655095, ""utility"": 0.8746666666666667}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir40_seed87_last1/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.1,87,Ours,0.9469711266276656,0.6903013885100792,0.9068181818181819,0.90625,0.09094202898550724,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir10_seed87/Ours.json,last2,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""ratio"", ""fusion_weight"": 2.0, ""k"": 1, ""known_correct_accept_rate"": 0.9090909090909091, ""known_coverage"": 0.9090909090909091, ""known_wrong_accept_rate"": 0.0, ""rule"": ""nearest_sphere"", ""threshold"": 2.800715483511535, ""utility"": 0.9090909090909091}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir10_seed87_last2/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.7,13,Ours,0.690099589923843,0.8281667228443476,0.7831168831168831,0.9083333333333333,0.35978260869565215,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir70_seed13/Ours.json,lr_high,"{""boundary"": ""mean_std_1.5"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 2.0, ""k"": 5, ""known_correct_accept_rate"": 0.886058981233244, ""known_coverage"": 0.900804289544236, ""known_wrong_accept_rate"": 0.014745308310991957, ""rule"": ""nearest_sphere"", ""threshold"": 16.56108128531042, ""utility"": 0.8270777479892761}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir70_seed13_lr_high/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.3,13,Ours,0.8124177847934754,0.6928214274342601,0.7542207792207792,0.8945652173913043,0.2851851851851852,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir30_seed13/Ours.json,compact_margin,"{""boundary"": ""center_quantile_0.5"", ""distance"": ""euclidean"", ""fusion"": ""max_ratio"", ""fusion_weight"": 2.0, ""k"": 4, ""known_correct_accept_rate"": 0.8942307692307693, ""known_coverage"": 0.9006410256410257, ""known_wrong_accept_rate"": 0.00641025641025641, ""rule"": ""nearest_sphere"", ""threshold"": 1.756322154343857, ""utility"": 0.8685897435897436}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir30_seed13_compact_margin/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.4,13,Ours,0.8401290701085362,0.7790237838429904,0.8064935064935065,0.8895161290322581,0.2217391304347826,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir40_seed13/Ours.json,last1,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 0.25, ""k"": 4, ""known_correct_accept_rate"": 0.8959810874704491, ""known_coverage"": 0.900709219858156, ""known_wrong_accept_rate"": 0.004728132387706856, ""rule"": ""nearest_sphere"", ""threshold"": 2.668959439088776, ""utility"": 0.8770685579196218}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir40_seed13_last1/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.9,42,Ours,0.517464424320828,0.8699661107086715,0.8243506493506494,0.9083333333333333,0.375,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir90_seed42/Ours.json,lr_high,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""max_ratio"", ""fusion_weight"": 2.0, ""k"": 2, ""known_correct_accept_rate"": 0.8855218855218855, ""known_coverage"": 0.9001122334455668, ""known_wrong_accept_rate"": 0.014590347923681257, ""rule"": ""nearest_sphere"", ""threshold"": 1.7917289172518118, ""utility"": 0.8271604938271605}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir90_seed42_lr_high/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.75,87,Ours,0.7506297229219143,0.856177174987659,0.8282467532467532,0.9,0.21578947368421053,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir75_seed87/Ours.json,last4,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 1.0, ""k"": 3, ""known_correct_accept_rate"": 0.8832214765100671, ""known_coverage"": 0.9006711409395973, ""known_wrong_accept_rate"": 0.0174496644295302, ""rule"": ""nearest_sphere"", ""threshold"": 6.232159239799677, ""utility"": 0.8134228187919463}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir75_seed87_last4/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.75,13,Ours,0.6912144702842378,0.8360546063441059,0.797077922077922,0.8909482758620689,0.29605263157894735,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/coverage_repair/final/banking77/kir75_seed13/Ours.json,last4,"{""boundary"": ""mean_std_0.0"", ""distance"": ""euclidean"", ""fusion"": ""inverse_margin"", ""fusion_weight"": 1.0, ""k"": 3, ""known_correct_accept_rate"": 0.8870558375634517, ""known_coverage"": 0.9010152284263959, ""known_wrong_accept_rate"": 0.013959390862944163, ""rule"": ""nearest_sphere"", ""threshold"": 9.40919223746645, ""utility"": 0.8312182741116751}",/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/checkpoints/banking77_kir75_seed13_last4/checkpoint.pt,shared recipe/geometry by mean Known utility; per-seed Known quantile threshold
banking77,0.25,13,DOC,0.8240155566358774,0.6799937566676693,0.759090909090909,0.8697368421052631,0.26939655172413796,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/kir_sensitivity_known_only/baselines/banking77/kir25_seed13/DOC/final_predictions.npz,,,,
