adb_state,count,mean,median,p90,fraction_of_test
known_correct,2350,0.5842641010563424,0.5594106912612915,0.7685967743396759,0.39166666666666666
known_wrong,20,0.8161409348249435,0.8724496960639954,0.9689455926418304,0.0033333333333333335
known_rejected,630,1.3454410318344359,1.333979308605194,1.6079050421714782,0.105
oos_correct_rejected,2755,1.409755396929497,1.4188729524612427,1.6548520803451539,0.45916666666666667
oos_false_accept,245,0.8128977168579491,0.8406176567077637,0.9729719042778016,0.04083333333333333
