sample_index,true_label,gold_oos,adb_pred_label,adb_pred_oos,adb_state,nearest_intent,nearest_distance,radius,normalized_distance,s2c_pred_label,s2c_pred_oos,s2c_state,correctness_transition,s2c_oos_score
21,svn,False,svn,False,known_correct,svn,4.047470569610596,8.403355598449707,0.48164933919906616,svn,False,known_correct,both_correct,0.6259021020316696
22,visual-studio,False,visual-studio,False,known_correct,visual-studio,4.094003677368164,9.192319869995117,0.44537219405174255,visual-studio,False,known_correct,both_correct,0.7538239169289414
23,ajax,False,ajax,False,known_correct,ajax,4.853241920471191,9.351893424987793,0.5189582109451294,ajax,False,known_correct,both_correct,0.6645876200761875
24,apache,False,apache,False,known_correct,apache,4.619929790496826,8.90427017211914,0.5188443064689636,apache,False,known_correct,both_correct,0.6524399319727049
25,spring,False,spring,False,known_correct,spring,6.037318706512451,8.837760925292969,0.6831276416778564,spring,False,known_correct,both_correct,0.5748594523062053
26,cocoa,False,cocoa,False,known_correct,cocoa,7.234526634216309,10.345251083374023,0.6993089318275452,cocoa,False,known_correct,both_correct,0.7922359531385332
27,visual-studio,False,oos,True,known_rejected,svn,11.77017593383789,8.403355598449707,1.4006519317626953,visual-studio,False,known_correct,s2c_only_correct,0.9730984945148509
28,spring,False,spring,False,known_correct,spring,5.007160186767578,8.837760925292969,0.5665643215179443,spring,False,known_correct,both_correct,0.6301250386106241
29,ajax,False,ajax,False,known_correct,ajax,4.208219051361084,9.351893424987793,0.4499857723712921,ajax,False,known_correct,both_correct,0.7578727431494202
30,ajax,False,oos,True,known_rejected,cocoa,14.825089454650879,10.345251083374023,1.4330333471298218,oos,True,known_rejected,both_wrong,1.2255930930808363
31,excel,False,excel,False,known_correct,excel,3.9550082683563232,8.563843727111816,0.46182629466056824,excel,False,known_correct,both_correct,0.9051074257902407
32,apache,False,apache,False,known_correct,apache,4.47152853012085,8.90427017211914,0.5021780133247375,apache,False,known_correct,both_correct,0.6193966425535078
33,oracle,False,oracle,False,known_correct,oracle,5.176947116851807,8.86109447479248,0.5842333436012268,oracle,False,known_correct,both_correct,0.7175556924857778
34,ajax,False,ajax,False,known_correct,ajax,3.8188822269439697,9.351893424987793,0.40835389494895935,ajax,False,known_correct,both_correct,0.7280202782387081
35,apache,False,apache,False,known_correct,apache,3.837448835372925,8.90427017211914,0.43096724152565,apache,False,known_correct,both_correct,0.653485536096501
36,sharepoint,False,sharepoint,False,known_correct,sharepoint,4.503376007080078,8.862053871154785,0.5081639289855957,sharepoint,False,known_correct,both_correct,0.8178940581222174
37,excel,False,oos,True,known_rejected,excel,10.140231132507324,8.563843727111816,1.1840747594833374,excel,False,known_correct,s2c_only_correct,0.9939243688093806
38,visual-studio,False,visual-studio,False,known_correct,visual-studio,4.711099624633789,9.192319869995117,0.5125038623809814,visual-studio,False,known_correct,both_correct,0.7780743423864439
39,apache,False,apache,False,known_correct,apache,3.964226007461548,8.90427017211914,0.44520503282546997,apache,False,known_correct,both_correct,0.8718282661204667
40,apache,False,apache,False,known_correct,apache,4.773891448974609,8.90427017211914,0.5361350774765015,apache,False,known_correct,both_correct,0.7385797123607998
41,apache,False,apache,False,known_correct,apache,8.025130271911621,8.90427017211914,0.9012675881385803,apache,False,known_correct,both_correct,0.7162811883596942
42,visual-studio,False,oos,True,known_rejected,cocoa,13.120135307312012,10.345251083374023,1.2682278156280518,oos,True,known_rejected,both_wrong,1.122101482511878
43,apache,False,apache,False,known_correct,apache,7.976145267486572,8.90427017211914,0.8957663178443909,apache,False,known_correct,both_correct,0.9856011467295597
44,spring,False,spring,False,known_correct,spring,4.3224663734436035,8.837760925292969,0.4890906512737274,spring,False,known_correct,both_correct,0.5762638975972414
45,visual-studio,False,visual-studio,False,known_correct,visual-studio,6.342672348022461,9.192319869995117,0.6899968981742859,visual-studio,False,known_correct,both_correct,0.8798325783510382
46,spring,False,oos,True,known_rejected,spring,11.93414306640625,8.837760925292969,1.350358247756958,oos,True,known_rejected,both_wrong,1.064465137138915
47,sharepoint,False,sharepoint,False,known_correct,sharepoint,4.581849575042725,8.862053871154785,0.5170189142227173,sharepoint,False,known_correct,both_correct,0.737128781196372
48,ajax,False,oos,True,known_rejected,ajax,10.47775650024414,9.351893424987793,1.1203887462615967,ajax,False,known_correct,s2c_only_correct,0.9600576061719395
49,svn,False,svn,False,known_correct,svn,4.19081449508667,8.403355598449707,0.49870726466178894,svn,False,known_correct,both_correct,0.7871918399432212
50,apache,False,apache,False,known_correct,apache,4.916539669036865,8.90427017211914,0.5521552562713623,apache,False,known_correct,both_correct,0.864772109817671
51,ajax,False,oos,True,known_rejected,apache,11.955009460449219,8.90427017211914,1.3426153659820557,oos,True,known_rejected,both_wrong,1.0899038763019182
52,excel,False,excel,False,known_correct,excel,3.402135133743286,8.563843727111816,0.39726731181144714,excel,False,known_correct,both_correct,0.6019274209980128
53,sharepoint,False,sharepoint,False,known_correct,sharepoint,7.284912109375,8.862053871154785,0.8220342993736267,sharepoint,False,known_correct,both_correct,0.9725817663098001
54,ajax,False,ajax,False,known_correct,ajax,6.891740798950195,9.351893424987793,0.7369353175163269,ajax,False,known_correct,both_correct,0.6455627598329691
55,svn,False,svn,False,known_correct,svn,4.567253112792969,8.403355598449707,0.54350346326828,svn,False,known_correct,both_correct,0.6695379942011953
56,ajax,False,oos,True,known_rejected,sharepoint,10.065447807312012,8.862053871154785,1.1357917785644531,oos,True,known_rejected,both_wrong,1.0469645198458426
57,oracle,False,oos,True,known_rejected,oracle,12.137630462646484,8.86109447479248,1.3697664737701416,oos,True,known_rejected,both_wrong,1.056722557770784
58,visual-studio,False,visual-studio,False,known_correct,visual-studio,6.307992458343506,9.192319869995117,0.6862242221832275,visual-studio,False,known_correct,both_correct,0.8569832721995936
59,sharepoint,False,sharepoint,False,known_correct,sharepoint,5.076838970184326,8.862053871154785,0.5728738307952881,sharepoint,False,known_correct,both_correct,0.660530598067482
60,oracle,False,oracle,False,known_correct,oracle,3.8333828449249268,8.86109447479248,0.4326082766056061,oracle,False,known_correct,both_correct,0.6365465910605661
61,apache,False,apache,False,known_correct,apache,4.175245761871338,8.90427017211914,0.4689037501811981,apache,False,known_correct,both_correct,0.8195608654824249
62,apache,False,apache,False,known_correct,apache,4.827872276306152,8.90427017211914,0.5421974062919617,apache,False,known_correct,both_correct,0.654438830206244
63,svn,False,svn,False,known_correct,svn,6.838517189025879,8.403355598449707,0.813784122467041,svn,False,known_correct,both_correct,0.6621461228595087
64,sharepoint,False,sharepoint,False,known_correct,sharepoint,8.194001197814941,8.862053871154785,0.9246165156364441,sharepoint,False,known_correct,both_correct,0.9111993364354042
65,excel,False,excel,False,known_correct,excel,4.005885601043701,8.563843727111816,0.46776723861694336,excel,False,known_correct,both_correct,0.7238627320485336
66,sharepoint,False,sharepoint,False,known_correct,sharepoint,4.551014423370361,8.862053871154785,0.5135394930839539,sharepoint,False,known_correct,both_correct,0.8491395589183839
67,linq,False,linq,False,known_correct,linq,6.204915523529053,8.504315376281738,0.7296196222305298,linq,False,known_correct,both_correct,0.6605511950131642
68,visual-studio,False,visual-studio,False,known_correct,visual-studio,5.365106105804443,9.192319869995117,0.5836509466171265,visual-studio,False,known_correct,both_correct,0.6886259986541288
69,apache,False,apache,False,known_correct,apache,6.161373615264893,8.90427017211914,0.6919571757316589,apache,False,known_correct,both_correct,0.7678239232337492
70,ajax,False,ajax,False,known_correct,ajax,6.674929618835449,9.351893424987793,0.7137516736984253,ajax,False,known_correct,both_correct,0.6227616609738497
71,oracle,False,oos,True,known_rejected,excel,10.94774055480957,8.563843727111816,1.2783676385879517,oos,True,known_rejected,both_wrong,1.2257429105791557
72,spring,False,spring,False,known_correct,spring,5.9524431228637695,8.837760925292969,0.6735239028930664,spring,False,known_correct,both_correct,0.708122138104683
73,svn,False,oos,True,known_rejected,svn,10.459962844848633,8.403355598449707,1.2447364330291748,oos,True,known_rejected,both_wrong,1.1888389731681412
74,oracle,False,oracle,False,known_correct,oracle,4.257289409637451,8.86109447479248,0.48044735193252563,oracle,False,known_correct,both_correct,0.6727765612473168
75,ajax,False,oos,True,known_rejected,ajax,9.895057678222656,9.351893424987793,1.0580806732177734,ajax,False,known_correct,s2c_only_correct,0.9393649867466533
76,linq,False,linq,False,known_correct,linq,4.134850025177002,8.504315376281738,0.4862061142921448,linq,False,known_correct,both_correct,0.5118286210763743
77,cocoa,False,cocoa,False,known_correct,cocoa,6.546268939971924,10.345251083374023,0.6327800750732422,cocoa,False,known_correct,both_correct,0.7135852816626544
78,svn,False,svn,False,known_correct,svn,6.2909836769104,8.403355598449707,0.7486275434494019,svn,False,known_correct,both_correct,0.6994618769910383
79,visual-studio,False,oos,True,known_rejected,visual-studio,10.783565521240234,9.192319869995117,1.1731059551239014,visual-studio,False,known_correct,s2c_only_correct,0.9420094629828277
80,oracle,False,oos,True,known_rejected,excel,15.012275695800781,8.563843727111816,1.7529833316802979,oos,True,known_rejected,both_wrong,1.173272828283138
81,oracle,False,oracle,False,known_correct,oracle,5.4207940101623535,8.86109447479248,0.6117522120475769,oracle,False,known_correct,both_correct,0.752144097674573
82,apache,False,apache,False,known_correct,apache,5.376589298248291,8.90427017211914,0.6038214564323425,apache,False,known_correct,both_correct,0.8482212120348227
83,visual-studio,False,visual-studio,False,known_correct,visual-studio,6.63707160949707,9.192319869995117,0.7220235466957092,visual-studio,False,known_correct,both_correct,0.7756807120597434
84,apache,False,apache,False,known_correct,apache,4.472525119781494,8.90427017211914,0.502289891242981,apache,False,known_correct,both_correct,0.6812174665469344
85,spring,False,oos,True,known_rejected,sharepoint,13.182642936706543,8.862053871154785,1.4875380992889404,cocoa,False,known_wrong,both_wrong,0.9948708158332557
86,apache,False,apache,False,known_correct,apache,7.529790878295898,8.90427017211914,0.8456382155418396,oos,True,known_rejected,adb_only_correct,1.1827300870627324
87,ajax,False,ajax,False,known_correct,ajax,6.046536922454834,9.351893424987793,0.6465575098991394,ajax,False,known_correct,both_correct,0.6669616620012003
88,ajax,False,oos,True,known_rejected,ajax,11.889151573181152,9.351893424987793,1.2713096141815186,oos,True,known_rejected,both_wrong,1.0926650891823646
89,excel,False,oos,True,known_rejected,oracle,13.871304512023926,8.86109447479248,1.5654165744781494,oos,True,known_rejected,both_wrong,1.1083766462933808
90,spring,False,spring,False,known_correct,spring,5.459288597106934,8.837760925292969,0.6177230477333069,spring,False,known_correct,both_correct,0.7141074192517138
91,excel,False,excel,False,known_correct,excel,3.6038241386413574,8.563843727111816,0.4208185374736786,excel,False,known_correct,both_correct,0.6553161292786546
92,oracle,False,oracle,False,known_correct,oracle,5.98806095123291,8.86109447479248,0.6757699251174927,oracle,False,known_correct,both_correct,0.714121998274568
93,ajax,False,ajax,False,known_correct,ajax,5.2972092628479,9.351893424987793,0.5664317607879639,ajax,False,known_correct,both_correct,0.5231676046883796
94,oracle,False,oracle,False,known_correct,oracle,6.394935607910156,8.86109447479248,0.7216868996620178,oos,True,known_rejected,adb_only_correct,1.012933736762748
95,oracle,False,oos,True,known_rejected,visual-studio,10.748506546020508,9.192319869995117,1.1692920923233032,oos,True,known_rejected,both_wrong,1.085605142756694
96,svn,False,svn,False,known_correct,svn,4.42765474319458,8.403355598449707,0.52689129114151,svn,False,known_correct,both_correct,0.7744815724462537
97,cocoa,False,cocoa,False,known_correct,cocoa,6.896012783050537,10.345251083374023,0.6665872931480408,cocoa,False,known_correct,both_correct,0.730247450226624
98,spring,False,spring,False,known_correct,spring,5.082108020782471,8.837760925292969,0.5750447511672974,spring,False,known_correct,both_correct,0.6869813710288466
99,linq,False,linq,False,known_correct,linq,4.175881862640381,8.504315376281738,0.4910309314727783,linq,False,known_correct,both_correct,0.6946790767424706
100,oracle,False,oracle,False,known_correct,oracle,5.506693363189697,8.86109447479248,0.6214461922645569,oracle,False,known_correct,both_correct,0.780076732889911
101,spring,False,oos,True,known_rejected,spring,10.354277610778809,8.837760925292969,1.1715950965881348,spring,False,known_correct,s2c_only_correct,0.7365736179828797
102,oracle,False,oracle,False,known_correct,oracle,3.884666919708252,8.86109447479248,0.43839582800865173,oracle,False,known_correct,both_correct,0.6714330164551622
103,svn,False,svn,False,known_correct,svn,5.922828197479248,8.403355598449707,0.7048170566558838,svn,False,known_correct,both_correct,0.6642174190319818
104,apache,False,apache,False,known_correct,apache,8.495633125305176,8.90427017211914,0.9541077613830566,apache,False,known_correct,both_correct,0.8883220974287267
105,svn,False,oos,True,known_rejected,spring,12.443514823913574,8.837760925292969,1.407994031906128,oos,True,known_rejected,both_wrong,1.264543338381255
106,visual-studio,False,visual-studio,False,known_correct,visual-studio,7.5325140953063965,9.192319869995117,0.8194355964660645,visual-studio,False,known_correct,both_correct,0.7947277696484183
107,excel,False,excel,False,known_correct,excel,3.584524393081665,8.563843727111816,0.41856488585472107,excel,False,known_correct,both_correct,0.7669991567580521
108,sharepoint,False,oos,True,known_rejected,sharepoint,10.134098052978516,8.862053871154785,1.1435383558273315,sharepoint,False,known_correct,s2c_only_correct,0.9659683607779688
109,visual-studio,False,visual-studio,False,known_correct,visual-studio,5.765990257263184,9.192319869995117,0.6272616982460022,visual-studio,False,known_correct,both_correct,0.9065873299076166
110,cocoa,False,cocoa,False,known_correct,cocoa,6.411502361297607,10.345251083374023,0.6197531819343567,cocoa,False,known_correct,both_correct,0.6557593163007507
111,ajax,False,ajax,False,known_correct,ajax,5.075486183166504,9.351893424987793,0.5427228212356567,ajax,False,known_correct,both_correct,0.9749328936386252
112,apache,False,oos,True,known_rejected,svn,13.22931957244873,8.403355598449707,1.574290156364441,apache,False,known_correct,s2c_only_correct,0.9977315821047035
113,ajax,False,ajax,False,known_correct,ajax,5.457723140716553,9.351893424987793,0.5835955142974854,ajax,False,known_correct,both_correct,0.7925626687200062
114,cocoa,False,cocoa,False,known_correct,cocoa,7.486495018005371,10.345251083374023,0.7236648797988892,cocoa,False,known_correct,both_correct,0.6464013751707101
115,oracle,False,oracle,False,known_correct,oracle,6.68273401260376,8.86109447479248,0.754165768623352,oracle,False,known_correct,both_correct,0.6827153256422035
116,oracle,False,oos,True,known_rejected,oracle,11.620405197143555,8.86109447479248,1.3113961219787598,oracle,False,known_correct,s2c_only_correct,0.9835087462876789
117,svn,False,svn,False,known_correct,svn,3.808687925338745,8.403355598449707,0.45323416590690613,svn,False,known_correct,both_correct,0.7258850245629974
118,cocoa,False,cocoa,False,known_correct,cocoa,8.420838356018066,10.345251083374023,0.8139810562133789,oos,True,known_rejected,adb_only_correct,1.0549142436675987
119,sharepoint,False,sharepoint,False,known_correct,sharepoint,3.9980998039245605,8.862053871154785,0.45114821195602417,sharepoint,False,known_correct,both_correct,0.8048488860178933
120,cocoa,False,oos,True,known_rejected,linq,13.39108943939209,8.504315376281738,1.5746228694915771,oos,True,known_rejected,both_wrong,1.1382487109072599
121,spring,False,oos,True,known_rejected,ajax,11.674588203430176,9.351893424987793,1.2483662366867065,oos,True,known_rejected,both_wrong,1.2040124139925876
122,excel,False,excel,False,known_correct,excel,4.8374834060668945,8.563843727111816,0.5648729205131531,excel,False,known_correct,both_correct,0.7721656894760233
123,cocoa,False,cocoa,False,known_correct,cocoa,8.060429573059082,10.345251083374023,0.7791429758071899,oos,True,known_rejected,adb_only_correct,1.0191070642357178
124,apache,False,apache,False,known_correct,apache,7.214030742645264,8.90427017211914,0.8101765513420105,apache,False,known_correct,both_correct,0.8040263508795751
125,visual-studio,False,visual-studio,False,known_correct,visual-studio,5.167961597442627,9.192319869995117,0.5622043013572693,visual-studio,False,known_correct,both_correct,0.8230547069571623
126,oracle,False,oos,True,known_rejected,cocoa,13.149276733398438,10.345251083374023,1.2710447311401367,oos,True,known_rejected,both_wrong,1.1838378673499699
127,oracle,False,oracle,False,known_correct,oracle,4.509396553039551,8.86109447479248,0.5088983774185181,oracle,False,known_correct,both_correct,0.6541354988410293
128,apache,False,apache,False,known_correct,apache,4.445793151855469,8.90427017211914,0.49928775429725647,apache,False,known_correct,both_correct,0.8270319257196332
129,svn,False,oos,True,known_rejected,visual-studio,10.474514961242676,9.192319869995117,1.139485478401184,svn,False,known_correct,s2c_only_correct,0.7315400761481753
130,spring,False,spring,False,known_correct,spring,6.374434947967529,8.837760925292969,0.7212725877761841,oos,True,known_rejected,adb_only_correct,1.0080242637807657
131,oracle,False,visual-studio,False,known_wrong,visual-studio,8.31995677947998,9.192319869995117,0.9050986766815186,oos,True,known_rejected,both_wrong,1.1892940250178303
132,oracle,False,oos,True,known_rejected,visual-studio,12.247530937194824,9.192319869995117,1.33236563205719,oos,True,known_rejected,both_wrong,1.107197240111308
133,ajax,False,ajax,False,known_correct,ajax,6.0006103515625,9.351893424987793,0.6416465640068054,ajax,False,known_correct,both_correct,0.6836339272997862
134,linq,False,linq,False,known_correct,linq,5.35007381439209,8.504315376281738,0.629101037979126,linq,False,known_correct,both_correct,0.7903557852918891
135,spring,False,oos,True,known_rejected,ajax,11.740983963012695,9.351893424987793,1.2554659843444824,oos,True,known_rejected,both_wrong,1.1814218817047792
136,excel,False,excel,False,known_correct,excel,5.753539085388184,8.563843727111816,0.6718407273292542,excel,False,known_correct,both_correct,0.7091256546150456
137,linq,False,linq,False,known_correct,linq,7.222731113433838,8.504315376281738,0.8493018746376038,linq,False,known_correct,both_correct,0.9082421588738732
138,sharepoint,False,sharepoint,False,known_correct,sharepoint,4.446760654449463,8.862053871154785,0.5017753839492798,sharepoint,False,known_correct,both_correct,0.6804343399831244
139,svn,False,svn,False,known_correct,svn,3.047105312347412,8.403355598449707,0.3626057803630829,svn,False,known_correct,both_correct,0.6257313871898971
140,spring,False,spring,False,known_correct,spring,4.485239028930664,8.837760925292969,0.5075085163116455,spring,False,known_correct,both_correct,0.6205732222396273
141,apache,False,apache,False,known_correct,apache,5.0028252601623535,8.90427017211914,0.561845600605011,apache,False,known_correct,both_correct,0.5673894624610729
142,excel,False,excel,False,known_correct,excel,3.5519049167633057,8.563843727111816,0.4147559106349945,excel,False,known_correct,both_correct,0.6557581143166697
143,visual-studio,False,oos,True,known_rejected,cocoa,14.53183650970459,10.345251083374023,1.404686689376831,oos,True,known_rejected,both_wrong,1.3212635912174833
144,svn,False,svn,False,known_correct,svn,3.7948007583618164,8.403355598449707,0.45158159732818604,svn,False,known_correct,both_correct,0.7996915486403807
145,visual-studio,False,visual-studio,False,known_correct,visual-studio,5.226726055145264,9.192319869995117,0.5685970783233643,visual-studio,False,known_correct,both_correct,0.7425343692201476
146,ajax,False,ajax,False,known_correct,ajax,5.3049635887146,9.351893424987793,0.5672609210014343,ajax,False,known_correct,both_correct,0.7566539854738074
147,oracle,False,oracle,False,known_correct,oracle,5.797496318817139,8.86109447479248,0.6542641520500183,oracle,False,known_correct,both_correct,0.6886385596509349
148,ajax,False,ajax,False,known_correct,ajax,4.322028636932373,9.351893424987793,0.46215546131134033,ajax,False,known_correct,both_correct,0.5664954797929433
149,linq,False,linq,False,known_correct,linq,4.03627347946167,8.504315376281738,0.4746147394180298,linq,False,known_correct,both_correct,0.7565676391497836
150,spring,False,spring,False,known_correct,spring,4.964903831481934,8.837760925292969,0.5617830157279968,spring,False,known_correct,both_correct,0.6964844876843642
151,svn,False,oos,True,known_rejected,apache,11.737547874450684,8.90427017211914,1.3181931972503662,apache,False,known_wrong,both_wrong,0.7741213715321253
152,spring,False,spring,False,known_correct,spring,6.8914666175842285,8.837760925292969,0.7797752022743225,spring,False,known_correct,both_correct,0.895717457423868
153,svn,False,svn,False,known_correct,svn,6.900847911834717,8.403355598449707,0.8212014436721802,svn,False,known_correct,both_correct,0.8145209155767783
154,oracle,False,oracle,False,known_correct,oracle,7.526734352111816,8.86109447479248,0.8494136333465576,oracle,False,known_correct,both_correct,0.6998027641974388
155,svn,False,svn,False,known_correct,svn,3.4620747566223145,8.403355598449707,0.41198718547821045,svn,False,known_correct,both_correct,0.647706578066968
156,ajax,False,ajax,False,known_correct,ajax,5.481725692749023,9.351893424987793,0.5861621499061584,ajax,False,known_correct,both_correct,0.7786595616968314
157,excel,False,oos,True,known_rejected,visual-studio,13.168505668640137,9.192319869995117,1.4325551986694336,oos,True,known_rejected,both_wrong,1.110993567203967
158,sharepoint,False,sharepoint,False,known_correct,sharepoint,4.302304744720459,8.862053871154785,0.48547491431236267,sharepoint,False,known_correct,both_correct,0.6617008902496476
159,spring,False,spring,False,known_correct,spring,4.72960901260376,8.837760925292969,0.535159170627594,spring,False,known_correct,both_correct,0.8591348509864878
160,svn,False,svn,False,known_correct,svn,4.626649379730225,8.403355598449707,0.5505716800689697,svn,False,known_correct,both_correct,0.7449009447572128
161,svn,False,svn,False,known_correct,svn,4.699756145477295,8.403355598449707,0.5592713356018066,svn,False,known_correct,both_correct,0.840775108598449
162,svn,False,svn,False,known_correct,svn,3.291520357131958,8.403355598449707,0.3916911780834198,svn,False,known_correct,both_correct,0.5532220155913021
163,excel,False,excel,False,known_correct,excel,3.871328353881836,8.563843727111816,0.4520550072193146,excel,False,known_correct,both_correct,0.729844144064663
164,oracle,False,oracle,False,known_correct,oracle,4.9384331703186035,8.86109447479248,0.5573163628578186,oracle,False,known_correct,both_correct,0.6985875187136824
165,excel,False,excel,False,known_correct,excel,4.439837455749512,8.563843727111816,0.5184398293495178,excel,False,known_correct,both_correct,0.6555811452686392
166,spring,False,oos,True,known_rejected,spring,12.194876670837402,8.837760925292969,1.3798604011535645,oos,True,known_rejected,both_wrong,1.1980980700579893
167,linq,False,oos,True,known_rejected,linq,14.039312362670898,8.504315376281738,1.6508456468582153,oos,True,known_rejected,both_wrong,1.1332917321647065
168,visual-studio,False,oos,True,known_rejected,visual-studio,9.570943832397461,9.192319869995117,1.041189193725586,oos,True,known_rejected,both_wrong,1.0151906400323543
169,spring,False,spring,False,known_correct,spring,5.021061420440674,8.837760925292969,0.5681372880935669,spring,False,known_correct,both_correct,0.718685924788762
170,spring,False,oos,True,known_rejected,spring,11.398889541625977,8.837760925292969,1.289793848991394,spring,False,known_correct,s2c_only_correct,0.8248831118214673
171,sharepoint,False,sharepoint,False,known_correct,sharepoint,3.8427574634552,8.862053871154785,0.43361929059028625,sharepoint,False,known_correct,both_correct,0.6092740856227599
172,apache,False,apache,False,known_correct,apache,4.824672698974609,8.90427017211914,0.5418381094932556,apache,False,known_correct,both_correct,0.8396287722782164
173,oracle,False,oracle,False,known_correct,oracle,5.191110610961914,8.86109447479248,0.5858317613601685,oracle,False,known_correct,both_correct,0.7982255203972128
174,visual-studio,False,visual-studio,False,known_correct,visual-studio,4.760864734649658,9.192319869995117,0.5179176330566406,visual-studio,False,known_correct,both_correct,0.5681660383059014
175,excel,False,excel,False,known_correct,excel,3.883920669555664,8.563843727111816,0.4535253942012787,excel,False,known_correct,both_correct,0.8310607416668516
176,excel,False,excel,False,known_correct,excel,3.4887514114379883,8.563843727111816,0.40738147497177124,excel,False,known_correct,both_correct,0.7352216404248613
177,oracle,False,oracle,False,known_correct,oracle,4.5557861328125,8.86109447479248,0.5141335725784302,oracle,False,known_correct,both_correct,0.7293887868002809
178,excel,False,excel,False,known_correct,excel,3.4174129962921143,8.563843727111816,0.399051308631897,excel,False,known_correct,both_correct,0.6974085716313175
179,spring,False,oos,True,known_rejected,sharepoint,11.979833602905273,8.862053871154785,1.3518123626708984,oos,True,known_rejected,both_wrong,1.3588797832376691
180,svn,False,svn,False,known_correct,svn,3.943842649459839,8.403355598449707,0.46931758522987366,svn,False,known_correct,both_correct,0.6984247071185279
181,sharepoint,False,sharepoint,False,known_correct,sharepoint,4.5609211921691895,8.862053871154785,0.5146573781967163,sharepoint,False,known_correct,both_correct,0.6534562762867018
182,spring,False,spring,False,known_correct,spring,7.038863182067871,8.837760925292969,0.7964532375335693,spring,False,known_correct,both_correct,0.6652798394059356
183,cocoa,False,cocoa,False,known_correct,cocoa,8.8732328414917,10.345251083374023,0.8577107191085815,cocoa,False,known_correct,both_correct,0.70319293127002
184,sharepoint,False,sharepoint,False,known_correct,sharepoint,4.694376468658447,8.862053871154785,0.5297165513038635,sharepoint,False,known_correct,both_correct,0.7156156731039771
185,visual-studio,False,visual-studio,False,known_correct,visual-studio,6.436158180236816,9.192319869995117,0.7001668810844421,visual-studio,False,known_correct,both_correct,0.6618548581673633
186,cocoa,False,oos,True,known_rejected,ajax,12.706110954284668,9.351893424987793,1.358667254447937,oos,True,known_rejected,both_wrong,1.1899039514095282
187,visual-studio,False,visual-studio,False,known_correct,visual-studio,7.901620388031006,9.192319869995117,0.8595893383026123,visual-studio,False,known_correct,both_correct,0.8035287045162107
