dataset,kir,seed,method,method_label,layer,contract,source_run_dir,manifest_status,run_return_code,valid_semantic_metrics,invalid_reason,oos_f1,f1_all,f1_k,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos,n_test,n_known,n_oos
stackoverflow,0.5,100,ADB,ADB (same protocol cell),same_protocol_external_compatibility,protocol_v2_split + legacy TextOIR BERT runner,artifacts/s2c/external/adb_protocol_v2_probe/stackoverflow/ADB/kir50/seed100_shim_retry,complete,0.0,True,,0.8913282107574094,0.8739716185903199,0.8966831930475573,0.8825,0.8216666666666667,0.05266666666666667,0.17833333333333334,,,6000.0,3000.0,3000.0
stackoverflow,0.5,42,ADB,ADB (same protocol cell),same_protocol_external_compatibility,protocol_v2_split + legacy TextOIR BERT runner,artifacts/s2c/external/adb_protocol_v2_probe/stackoverflow/ADB/kir50/seed42,dry_run,,False,missing_predictions,,,,,,,,,,,,
stackoverflow,0.5,42,ADB,ADB (same protocol cell),same_protocol_external_compatibility,protocol_v2_split + legacy TextOIR BERT runner,artifacts/s2c/external/adb_protocol_v2_probe/stackoverflow/ADB/kir50/seed42_shim2,preflight_failed,4.0,False,missing_predictions,,,,,,,,,,,,
stackoverflow,0.5,42,ADB,ADB (same protocol cell),same_protocol_external_compatibility,protocol_v2_split + legacy TextOIR BERT runner,artifacts/s2c/external/adb_protocol_v2_probe/stackoverflow/ADB/kir50/seed42_shim3,preflight_failed,4.0,False,missing_predictions,,,,,,,,,,,,
stackoverflow,0.5,42,ADB,ADB (same protocol cell),same_protocol_external_compatibility,protocol_v2_split + legacy TextOIR BERT runner,artifacts/s2c/external/adb_protocol_v2_probe/stackoverflow/ADB/kir50/seed42_shim4,failed,1.0,False,missing_predictions,,,,,,,,,,,,
stackoverflow,0.5,42,ADB,ADB (same protocol cell),same_protocol_external_compatibility,protocol_v2_split + legacy TextOIR BERT runner,artifacts/s2c/external/adb_protocol_v2_probe/stackoverflow/ADB/kir50/seed42_shim5,complete,0.0,True,,0.8629600626468285,0.8430360596938716,0.8745993602541267,0.8508333333333333,0.79,0.08166666666666667,0.21,,,6000.0,3000.0,3000.0
stackoverflow,0.5,87,ADB,ADB (same protocol cell),same_protocol_external_compatibility,protocol_v2_split + legacy TextOIR BERT runner,artifacts/s2c/external/adb_protocol_v2_probe/stackoverflow/ADB/kir50/seed87_shim,complete,0.0,True,,0.8699225541330804,0.8531567316004537,0.8866465662562779,0.8598333333333333,0.8083333333333333,0.08266666666666667,0.19166666666666668,,,6000.0,3000.0,3000.0
stackoverflow,0.5,42,DA-ADB,DA-ADB (adapted; invalid),same_protocol_external_compatibility,protocol_v2_split + legacy TextOIR BERT runner,artifacts/s2c/external/adb_protocol_v2_probe/stackoverflow/DA-ADB/kir50/seed42_adapted_clamp30,complete,0.0,False,all_class_prediction_or_nonfinite,0.0,0.008658008658008658,0.01818181818181818,0.05,1.0,1.0,0.0,,,6000.0,3000.0,3000.0
stackoverflow,0.5,42,DA-ADB,DA-ADB (adapted; invalid),same_protocol_external_compatibility,protocol_v2_split + legacy TextOIR BERT runner,artifacts/s2c/external/adb_protocol_v2_probe/stackoverflow/DA-ADB/kir50/seed42_shim1,complete,0.0,False,all_class_prediction_or_nonfinite,0.0,0.008658008658008658,0.01818181818181818,0.05,1.0,1.0,0.0,,,6000.0,3000.0,3000.0
