index,metric,mean,std
0,accuracy,0.7944444444444457,0.696485888293939
1,f1_all,1.0215090596057963,0.41405779430911016
2,false_accept_rate,0.9444444444444432,1.724443012599633
3,false_reject_rate,-3.0111111111111133,1.5724479618075051
4,known_recall,3.011111111111109,1.572447961807504
5,oos_f1,0.7362363367725592,0.7081069202869117
