dataset,kir,comparator,comparator_label,metric,metric_label,n_seeds,mean_delta,std_delta,median_delta,ci95_low,ci95_high,wins,ties,losses
banking77,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,OOS F1,5,0.15520265696899074,0.027705375581473998,0.1551941025126723,0.13515556705202064,0.1778568775713598,5,0,0
banking77,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,F1-All,5,0.25523982364564174,0.02340309025324332,0.2547110866636074,0.23697984466095418,0.2734998026303293,5,0,0
banking77,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,known_recall,Known Recall,5,0.36551724137931035,0.0256872684612204,0.3599137931034483,0.34646551724137936,0.3847413793103448,5,0,0
banking77,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,False acceptance,5,0.15552631578947368,0.04826813668861253,0.1447368421052632,0.11736842105263154,0.19368421052631576,5,0,0
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,OOS F1,5,0.01032880531290301,0.00436005119575545,0.008633265599209627,0.0069844013223247185,0.013717154133126819,5,0,0
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,F1-All,5,0.09527641905276044,0.030111278140090705,0.09207783788078783,0.07272266189729396,0.11901151747053444,5,0,0
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,known_recall,Known Recall,5,0.13456140350877194,0.04109534440160603,0.14210526315789473,0.10438596491228073,0.1649122807017544,5,0,0
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,False acceptance,5,0.01,0.007184486317350649,0.010964912280701799,0.004385964912280681,0.015614035087719321,5,0,0
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,OOS F1,5,0.04883975328188104,0.0015476565346521265,0.04901625498090545,0.04764431571393981,0.05003519084982226,5,0,0
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,F1-All,5,0.1721844564526416,0.01299545446173445,0.16562604200726727,0.1633151195490073,0.1835299804380468,5,0,0
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,known_recall,Known Recall,5,0.21102222222222222,0.017145420149379982,0.20399999999999996,0.19777777777777777,0.22426666666666667,5,0,0
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,False acceptance,5,0.011942028985507261,0.008235149382993525,0.006956521739130396,0.0062608695652173986,0.019304347826086983,5,0,0
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,OOS F1,5,0.10874981752645278,0.004012978682807476,0.11025462066827685,0.10570382310411888,0.11177854825514774,5,0,0
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,F1-All,5,0.2331106491564773,0.019056807440524154,0.23043101192222093,0.2178721957464509,0.24755141095403127,5,0,0
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,known_recall,Known Recall,5,0.27029761904761906,0.013385249161846665,0.27142857142857146,0.2593869047619048,0.2801785714285715,5,0,0
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,False acceptance,5,0.02128205128205128,0.006650759017935225,0.0192307692307692,0.016153846153846164,0.026495726495726502,5,0,0
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,OOS F1,5,0.028800829501088976,0.01222467583576215,0.02989177302997381,0.019282228458535843,0.03811839745763661,5,0,0
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,F1-All,5,0.14186338138724225,0.04293184293356094,0.14453776314309053,0.10823071269196231,0.17549605008252217,5,0,0
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,known_recall,Known Recall,5,0.2518666666666666,0.052250252524642306,0.2366666666666667,0.21266666666666662,0.2933333333333333,5,0,0
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,False acceptance,5,0.0181777777777778,0.023458605517794665,0.0151111111111111,-0.0005333333333333009,0.036133333333333365,4,0,1
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,OOS F1,5,0.0842360401744714,0.022986660089490827,0.07884032924650308,0.06731129397107402,0.10321224644792026,5,0,0
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,F1-All,5,0.23206595555377652,0.06257109511903576,0.20581168513461479,0.193252479722903,0.2855303626959115,5,0,0
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,known_recall,Known Recall,5,0.33506666666666673,0.05008847727327669,0.31633333333333336,0.3056666666666667,0.3801333333333334,5,0,0
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,False acceptance,5,0.0748,0.02568354423447907,0.0736666666666667,0.05320000000000001,0.0936666666666667,5,0,0
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,oos_f1,OOS F1,5,0.24736595808066575,0.03248985444043722,0.2438703287884928,0.2208257531162879,0.2731773275056546,5,0,0
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,f1_all,F1-All,5,0.3769603934104304,0.042407270798787956,0.3911884218719566,0.3449560671765531,0.4089647196443078,5,0,0
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,known_recall,Known Recall,5,0.4504888888888889,0.034559806812445866,0.46155555555555555,0.4235111111111111,0.47746666666666676,5,0,0
stackoverflow,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,false_accept_rate,False acceptance,5,0.07,0.050497524691810375,0.047999999999999994,0.03146666666666668,0.10986666666666664,5,0,0
banking77,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,OOS F1,5,0.009765053440882677,0.014693171793278784,0.01465477249739544,-0.0028888646621515026,0.02035030844426051,4,0,1
banking77,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,F1-All,5,0.13019498072728805,0.02673102014491361,0.12771027881846875,0.10952126038166754,0.15086870107290856,5,0,0
banking77,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,known_recall,Known Recall,5,0.2797368421052632,0.01722126656668042,0.28552631578947363,0.26421052631578945,0.2905263157894737,5,0,0
banking77,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,False acceptance,5,0.05818965517241376,0.025009287810997708,0.054741379310344895,0.03905172413793096,0.07965517241379307,5,0,0
banking77,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,OOS F1,5,0.04704595729472083,0.013753133450006932,0.04859460113950986,0.03611818669873699,0.05797372789070467,5,0,0
banking77,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,F1-All,5,0.1599548795960077,0.005235939475690054,0.1603270655589022,0.15560650451078728,0.16413076749778938,5,0,0
banking77,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,known_recall,Known Recall,5,0.28960526315789475,0.015326264730250345,0.28157894736842115,0.2781578947368421,0.30157894736842106,5,0,0
banking77,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,False acceptance,5,0.10500000000000002,0.03250132754078232,0.0980769230769231,0.07935897435897438,0.13064102564102567,5,0,0
banking77,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,OOS F1,5,0.13582420934583295,0.0262862298287338,0.13150557467708124,0.11751027075643408,0.1581224740334184,5,0,0
banking77,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,F1-All,5,0.18456714201557847,0.008460501483369522,0.18481397325454485,0.17857487702855013,0.19114330990463366,5,0,0
banking77,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,known_recall,Known Recall,5,0.28853448275862076,0.006484168500393752,0.28663793103448276,0.2835344827586207,0.29353448275862076,5,0,0
banking77,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,False acceptance,5,0.11473684210526316,0.0420579503915221,0.1276315789473684,0.07868421052631577,0.14499999999999996,5,0,0
clinc150,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,OOS F1,5,0.025265198958437086,0.004335193289107857,0.025078493530750978,0.021916693526430175,0.028717279603985603,5,0,0
clinc150,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,F1-All,5,0.23020441458042348,0.014446235634209622,0.237133295055306,0.21866707985272615,0.2410415427840665,5,0,0
clinc150,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,known_recall,Known Recall,5,0.31736842105263163,0.01073262731170718,0.31666666666666676,0.3096491228070176,0.3264912280701754,5,0,0
clinc150,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,False acceptance,5,0.0205701754385965,0.007702646014007977,0.0225877192982456,0.014035087719298261,0.0261842105263158,5,0,0
clinc150,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,OOS F1,5,0.07116170928491863,0.003242094398074013,0.07286368835883017,0.0683055896810576,0.07326188160214235,5,0,0
clinc150,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,F1-All,5,0.25407306847778,0.009349919069865185,0.2582163029833232,0.24555544338368848,0.259118790375412,5,0,0
clinc150,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,known_recall,Known Recall,5,0.32204444444444447,0.01443110495157789,0.3248888888888889,0.31013333333333337,0.3323555555555555,5,0,0
clinc150,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,False acceptance,5,0.02005797101449278,0.009629559616072602,0.0179710144927536,0.013333333333333358,0.028347826086956584,5,0,0
clinc150,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,OOS F1,5,0.1280887512487786,0.004409513560804225,0.12600410371419768,0.12484940744979381,0.13166733019773436,5,0,0
clinc150,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,F1-All,5,0.2598345652319406,0.008032490433177369,0.26245524797150244,0.25340857009368023,0.2658878642844229,5,0,0
clinc150,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,known_recall,Known Recall,5,0.32273809523809527,0.008059378735417922,0.32202380952380955,0.3163095238095239,0.3298809523809524,5,0,0
clinc150,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,False acceptance,5,0.021367521367521364,0.00485376781692331,0.021367521367521302,0.0176068376068376,0.0248717948717949,5,0,0
stackoverflow,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,OOS F1,5,0.04843836225673439,0.01722496511610897,0.053251961289341954,0.03394106556017902,0.06092408964285343,5,0,0
stackoverflow,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,F1-All,5,0.18584220069150634,0.03914741363990771,0.19520656969849148,0.15467773878032767,0.21460322189888387,5,0,0
stackoverflow,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,known_recall,Known Recall,5,0.30146666666666666,0.024346571741326463,0.2866666666666666,0.2832,0.3197333333333333,5,0,0
stackoverflow,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,False acceptance,5,-0.0058666666666667006,0.027993209053026085,-0.0075555555555556035,-0.027377777777777834,0.017022222222222216,2,0,3
stackoverflow,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,OOS F1,5,0.14318484531961012,0.01170362471178412,0.1493408259732204,0.1337283856064087,0.15197446971199163,5,0,0
stackoverflow,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,F1-All,5,0.22963825555403972,0.023206188937401572,0.22559837963828888,0.21234991248064547,0.24856390178614401,5,0,0
stackoverflow,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,known_recall,Known Recall,5,0.29399999999999993,0.011045361017187245,0.29399999999999993,0.2852,0.30279999999999996,5,0,0
stackoverflow,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,False acceptance,5,-0.06353333333333332,0.021049676693215263,-0.0693333333333333,-0.07880000000000002,-0.047599999999999934,0,0,5
stackoverflow,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,oos_f1,OOS F1,5,0.2782436838682637,0.022029284898077817,0.27394609073745785,0.2615977844280789,0.29607485239926007,5,0,0
stackoverflow,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,f1_all,F1-All,5,0.26060190106066655,0.017843670421471385,0.25764650739193695,0.24796666719945168,0.2766399605176332,5,0,0
stackoverflow,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,known_recall,Known Recall,5,0.30617777777777777,0.010838204033264317,0.3071111111111111,0.2977777777777778,0.3145777777777778,5,0,0
stackoverflow,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,false_accept_rate,False acceptance,5,-0.14573333333333335,0.049018363905785345,-0.15333333333333332,-0.18373333333333336,-0.10773333333333335,0,0,5
