dataset,kir,seed,representation,oos_f1,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos,f1_k,f1_all,known_score_mean,known_score_median,known_score_p90,known_score_p95,known_score_p99,known_radius_mean,known_radius_std,known_radius_cv,known_accepted_rate,known_score_leq_1_rate,oos_score_mean,oos_score_median,oos_score_p90,oos_score_p95,oos_score_p99,oos_radius_mean,oos_radius_std,oos_radius_cv,oos_accepted_rate,oos_score_leq_1_rate,score_gap_median_oos_minus_known,radius_gap_oos_minus_known
clinc150,0.5,13,trainable,0.9070904645476773,0.7453333333333334,0.03217391304347826,0.25466666666666665,0.9580215136876005,0.969613073854642,0.8251207671930192,0.8261993158424226,0.8845770688689532,0.8627434273082425,1.1272224138219555,1.2223726427108195,1.380677701498986,22.84462248191524,0.7271906000822791,0.03183202526800141,0.7453333333333333,0.7453333333333333,1.3524909684670623,1.3676458640738778,1.5608727899929482,1.604515336503218,1.6728766952983307,22.277804558016836,0.44369429237449476,0.01991642808513768,0.03217391304347826,0.03217391304347826,0.5049024367656353,-0.5668179238984052
clinc150,0.5,13,frozen,0.8979082975481368,0.7653333333333333,0.06057971014492754,0.23466666666666666,0.9260787117552334,0.9352457390277841,,,0.8970050475387888,0.902541885554268,1.0771784183950717,1.1372710782824864,1.214565353597362,22.122774266540688,0.8646082670378098,0.03908227135624105,0.7653333333333333,0.7653333333333333,1.1409327277743329,1.1587975262982901,1.2261927631488123,1.2391095740174953,1.2583804584636065,21.312186254322533,0.37814303769591645,0.017743043026344683,0.06057971014492754,0.06057971014492754,0.2562556407440222,-0.8105880122181546
clinc150,0.5,42,trainable,0.8971451987433411,0.739111111111111,0.04811594202898551,0.2608888888888889,0.9461893719806764,0.9595486046293606,0.8063190545791508,0.8075141354234163,0.8996291952127308,0.8897143995803668,1.1284839315148103,1.2034868874542821,1.3358997648255997,22.502582250552788,0.7625416207719484,0.03388684961936829,0.7391111111111112,0.7391111111111112,1.2681559876228974,1.28766414941698,1.4180747854372375,1.4452856469258026,1.4911607964395255,21.598407650125413,0.4146739892372447,0.01919928524151348,0.04811594202898551,0.04811594202898551,0.39794974983661324,-0.9041746004273747
clinc150,0.5,42,frozen,0.8840280643829963,0.7306666666666667,0.06869565217391305,0.2693333333333333,0.9236139130434784,0.9379760800808493,,,0.9079636724715711,0.9147270634923098,1.0906733650733889,1.1448293795987372,1.2233818875356997,21.9802672944243,0.8696117640207444,0.03956329340186583,0.7306666666666667,0.7306666666666667,1.1542568964121331,1.1716744242787538,1.2513399000088543,1.2696080786214632,1.2954985381076771,21.030612422981605,0.4393119205748294,0.020889164411339863,0.06869565217391305,0.06869565217391305,0.256947360786444,-0.9496548714426964
clinc150,0.5,87,trainable,0.9086720867208672,0.7435555555555555,0.028115942028985506,0.2564444444444444,0.9497262479871176,0.9565369353120585,0.8222647753104556,0.8234017136184874,0.8877827330328235,0.8661299781727394,1.1407634673612717,1.236753474923483,1.3874022707337137,22.678668049951792,0.7623201959125611,0.03361397566353909,0.7435555555555555,0.7435555555555555,1.2919034969021173,1.3043909194659398,1.4531730220387196,1.4835241997322128,1.5304353913882924,21.532697117472544,0.6062450683485077,0.02815462758989791,0.028115942028985506,0.028115942028985506,0.43826094129320037,-1.1459709324792478
clinc150,0.5,87,frozen,0.8974822645708722,0.772,0.06492753623188406,0.228,0.9257504669887279,0.9352960524514863,,,0.8921600955298711,0.8944457648071866,1.07793412240839,1.148557005527045,1.2291295514496865,22.105305231925374,0.8449995070671472,0.03822609541924645,0.772,0.772,1.1475448954967429,1.1583766185052178,1.252297016366396,1.2701877454070403,1.2979282247295374,21.080530567982343,0.5021840266697699,0.023822172077229406,0.06492753623188406,0.06492753623188406,0.26393085369803115,-1.024774663943031
clinc150,0.5,100,trainable,0.9051512673753066,0.748,0.03739130434782609,0.252,0.959203607085346,0.9727051957009589,0.8238497026169713,0.8249194600480021,0.8934685972430397,0.8811653474072298,1.118837958364814,1.20256392058137,1.3298482273826573,22.558558059393704,0.6654651228309865,0.029499452982717455,0.748,0.748,1.3278914071060322,1.3496359199722865,1.5075876747869421,1.554145366288646,1.621971332260563,21.828837742893963,0.5824678562154493,0.026683411323860456,0.03739130434782609,0.03739130434782609,0.46847057256505664,-0.7297203164997406
clinc150,0.5,100,frozen,0.8904947192884936,0.7591111111111111,0.07130434782608695,0.2408888888888889,0.9318787761674718,0.9460588978498146,,,0.8976095392903967,0.9050628143487465,1.0743895319192465,1.1151609825712547,1.1993661246279417,22.07483454383573,0.8371035221612556,0.03792116858221308,0.7591111111111111,0.7591111111111111,1.1416944305206993,1.1622815609078412,1.2294282908849132,1.2412679784929035,1.26400644237252,21.128256861907186,0.40907385047672784,0.019361457651258504,0.07130434782608695,0.07130434782608695,0.2572187465590947,-0.9465776819285452
clinc150,0.5,123,trainable,0.9039116805233747,0.7462222222222222,0.03884057971014493,0.25377777777777777,0.9531961352657006,0.9661621473228265,0.8075280163572003,0.8087962224646499,0.9016476478524356,0.893814908231694,1.1075386778789924,1.1739143005366148,1.285128108507612,22.28137835568265,0.7277574046080849,0.0326621357525881,0.7462222222222222,0.7462222222222222,1.2553846251576581,1.2745648746562865,1.3932801910015808,1.4222686046981212,1.4661852643712923,21.37453556175406,0.4513268369464416,0.02111516461457113,0.03884057971014493,0.03884057971014493,0.3807499664245926,-0.9068427939285897
clinc150,0.5,123,frozen,0.8961884961884962,0.7635555555555555,0.06289855072463768,0.23644444444444446,0.9316882447665056,0.9443073810761233,,,0.902901259963312,0.9082761726261537,1.0786644499897042,1.1287628969025927,1.2066229860800217,22.00350536844699,0.8201178783830724,0.03727214662619715,0.7635555555555555,0.7635555555555555,1.1453181530924506,1.1639759489952102,1.2278208388521388,1.2410262256599347,1.26171823500125,21.114155696714896,0.39528708195199064,0.018721424982837104,0.06289855072463768,0.06289855072463768,0.2556997763690565,-0.889349671732095
clinc150,0.75,13,trainable,0.8230088495575221,0.7464285714285714,0.046153846153846156,0.25357142857142856,0.9450418447293447,0.9211589379942506,0.820589866827606,0.8206112737544194,0.8990547601365959,0.8887292213135266,1.1062757120841702,1.1813215038146558,1.3074335021261763,22.410715951703725,0.7210101808657722,0.03217256344775361,0.7464285714285714,0.7464285714285714,1.244649264011955,1.2614189206620174,1.3945097571032856,1.425466748391531,1.4763357679925435,21.778807874848376,0.4446396403258999,0.020416160649426526,0.046153846153846156,0.046153846153846156,0.37268969934849083,-0.6319080768553498
clinc150,0.75,13,frozen,0.8084147257700977,0.7523809523809524,0.08034188034188035,0.24761904761904763,0.9199736721611722,0.8716119757092934,,,0.9005339281954637,0.9074862997028258,1.07951266714258,1.1320203830293891,1.2037110263287034,22.077220821827428,0.8466492574991262,0.0383494491599258,0.7523809523809524,0.7523809523809524,1.1360926437803176,1.157253886030257,1.2224276888285748,1.2358315899207006,1.25807073879389,21.328945379019686,0.3739118322666891,0.01753072295053506,0.08034188034188035,0.08034188034188035,0.24976758632743123,-0.748275442807742
clinc150,0.75,42,trainable,0.823141706334676,0.7398809523809524,0.039316239316239315,0.26011904761904764,0.9525565984940986,0.9308015936582519,0.8243933333912352,0.824382257045602,0.8912420314775402,0.8723435472667709,1.149858518149327,1.22268175874916,1.366582794600334,22.710997291318893,0.7323682296174571,0.03224729500969115,0.7398809523809524,0.7398809523809524,1.3145401064372724,1.3400797961000335,1.482518600497306,1.5140467714822952,1.568232661149652,21.8665358476148,0.576246726460869,0.02635290429525105,0.039316239316239315,0.039316239316239315,0.4677362488332626,-0.8444614437040947
clinc150,0.75,42,frozen,0.8068605518269948,0.7440476190476191,0.07521367521367521,0.25595238095238093,0.9132769892144892,0.8521280358513693,,,0.9037385325147809,0.9084036783920311,1.099195475219054,1.147552007298598,1.1884717336148234,21.884995041710482,0.9505108542121916,0.04343207994338672,0.7440476190476191,0.7440476190476191,1.126952062310009,1.151530281160292,1.1958781974004207,1.2049995370461106,1.2204966199247549,20.709083275065176,0.5685658255115865,0.02745490072929349,0.07521367521367521,0.07521367521367521,0.24312660276826104,-1.1759117666453065
clinc150,0.75,87,trainable,0.8302650957290133,0.7508928571428571,0.03632478632478633,0.24910714285714286,0.9461285358160358,0.9096249572475938,0.8277759124141166,0.827797940585045,0.8933815082572867,0.8808356171117137,1.1129656020632444,1.1954227458319422,1.3380635238142153,22.47063595706314,0.7743171700506671,0.03445906789332671,0.7508928571428571,0.7508928571428571,1.2505628337758352,1.2695731167915518,1.3856572425994784,1.4058720140140912,1.440935202172141,21.40509857241669,0.5473630748475987,0.025571621312361,0.03632478632478633,0.03632478632478633,0.38873749967983817,-1.0655373846464506
clinc150,0.75,87,frozen,0.8188828286627797,0.7619047619047619,0.06965811965811966,0.23809523809523808,0.9096610449735449,0.8501816196690191,,,0.8978118349692298,0.9018647697529135,1.0962390106289333,1.1507540645749752,1.1881516223116584,21.93726377176259,0.9537205934262907,0.04347491115340964,0.7619047619047619,0.7619047619047619,1.1224777370318084,1.1451273822535337,1.1960216028382347,1.2055249218028026,1.2221673390332604,20.69569595153458,0.5289775190172402,0.025559784037029045,0.06965811965811966,0.06965811965811966,0.2432626125006202,-1.2415678202280098
clinc150,0.75,100,trainable,0.8333023601561048,0.762202380952381,0.04188034188034188,0.23779761904761904,0.9543171296296297,0.9349668659863393,0.8404915892545313,0.840427967758085,0.878841175961205,0.8589907071709006,1.134001868943155,1.2250209055134438,1.3633747768548508,22.833530836279465,0.7003931329068852,0.03067388648425994,0.7622023809523809,0.7622023809523809,1.3323865198086096,1.3589692590290516,1.5230739195554546,1.5567707069409635,1.613011372056638,22.040804893376198,0.5753517665601295,0.02610393628288216,0.04188034188034188,0.04188034188034188,0.499978551858151,-0.7927259429032674
clinc150,0.75,100,frozen,0.8236857088631618,0.7741071428571429,0.07264957264957266,0.22589285714285715,0.9292960164835166,0.8839986898176564,,,0.890759762323942,0.8987321083821087,1.072405310231776,1.1195770987268898,1.2017312586382356,22.09089869197877,0.8797049525597427,0.039822053635109225,0.7741071428571429,0.7741071428571429,1.137493678170746,1.1581349829264815,1.2252347860836472,1.238299175864826,1.2621650817876235,21.114453025301017,0.4351142818185135,0.020607414328807142,0.07264957264957266,0.07264957264957266,0.25940287454437283,-0.9764456666777512
clinc150,0.75,123,trainable,0.8327481057105895,0.756547619047619,0.03717948717948718,0.24345238095238095,0.9521731277981278,0.9255911521635527,0.8324003831130555,0.8324034603041841,0.8913521978868529,0.8805644878960222,1.1099703053455023,1.1883298277059002,1.3257348756225373,22.556482678357792,0.718096142435205,0.0318354662238273,0.756547619047619,0.756547619047619,1.266563292601382,1.285927018560584,1.4180386995980963,1.4441775300561692,1.4795690095801093,21.66687193632894,0.5276380788331777,0.024352296002104697,0.03717948717948718,0.03717948717948718,0.40536253066456185,-0.8896107420288537
clinc150,0.75,123,frozen,0.815858699736941,0.7586309523809524,0.07222222222222222,0.24136904761904762,0.9119024725274726,0.8481640189656191,,,0.9011130002458083,0.9069933762142806,1.0913031112853822,1.1474274575985908,1.190809151085609,21.940917501893818,0.9402565831619398,0.04285402299519982,0.7586309523809524,0.7586309523809524,1.1253784889533727,1.150128205671881,1.1942971780696823,1.2037268015679135,1.2200452142087808,20.690388149541153,0.5728596807370258,0.02768723702023589,0.07222222222222222,0.07222222222222222,0.24313482945760034,-1.2505293523526646
banking77,0.25,13,trainable,0.9154867256637168,0.8276315789473684,0.10818965517241379,0.1723684210526316,0.9256567604355717,0.968786301571126,0.7614204325444194,0.7691237472003842,0.8494054425144372,0.8287198401767942,1.0689514096364923,1.1384457730273767,1.3318564060058165,22.658089421866617,0.6496739614378972,0.028672936598569388,0.8276315789473684,0.8276315789473684,1.1897212127055514,1.1911993841674624,1.3942741911251033,1.443121862889711,1.5216214620263906,22.23805648946278,0.6589435712769048,0.029631347127350667,0.10818965517241379,0.10818965517241379,0.3624795439906682,-0.420032932403835
banking77,0.25,13,frozen,0.8895941963273634,0.8302631578947368,0.1543103448275862,0.16973684210526316,0.911461547186933,0.9632987574174235,,,0.8436134782312406,0.8229727071004932,1.0608832788035947,1.1043285644531178,1.30991508579687,22.648749872386187,0.6435037929949142,0.028412331657187272,0.8302631578947368,0.8302631578947368,1.155625002324113,1.1557700484026432,1.3744215773665536,1.425402161014,1.4887019853709391,22.296896927147365,0.7092407836567777,0.03180894570101585,0.1543103448275862,0.1543103448275862,0.33279734130215,-0.3518529452388215
banking77,0.25,42,trainable,0.9191208791208791,0.8171052631578948,0.09870689655172414,0.18289473684210528,0.9272203947368423,0.96790581565507,0.7874023685186046,0.7939882940487182,0.8298982824922764,0.7950588548214819,1.106138795206852,1.1887962052686374,1.399898217613308,23.187023058871272,0.6061905281570626,0.02614352548052245,0.8171052631578948,0.8171052631578948,1.2532961850566413,1.2532179288219587,1.5127131018899125,1.579968478522912,1.6790442258369995,22.843763483700627,0.5747705760306115,0.02516094059723211,0.09870689655172414,0.09870689655172414,0.45815907400047684,-0.3432595751706451
banking77,0.25,42,frozen,0.8845276129621178,0.8368421052631578,0.1646551724137931,0.1631578947368421,0.907635549001815,0.9605283530961284,,,0.832240189282253,0.8093870715351639,1.070690802015977,1.1325124384936758,1.286434380658122,22.862240329323605,0.5911131574342506,0.02585543450333151,0.8368421052631579,0.8368421052631579,1.149592020511174,1.1507805277717786,1.35878426817815,1.4102464603978921,1.5166649339449516,22.400798820538004,0.5388266036411704,0.024053901289767903,0.1646551724137931,0.1646551724137931,0.34139345623661477,-0.461441508785601
banking77,0.25,87,trainable,0.9304952215464813,0.8131578947368421,0.07672413793103448,0.1868421052631579,0.9331040154264973,0.9722067940438386,0.8088265307304798,0.8149099652712799,0.8354593727906182,0.8108858115903009,1.1175326164746768,1.2102468004224451,1.4151428313870373,23.33498739827954,0.5406471828296741,0.023168951137703862,0.8131578947368421,0.8131578947368421,1.2715471227610908,1.2758506836063224,1.508643448240532,1.575375304301212,1.7061531712399938,23.153879116389405,0.5178063432963058,0.022363697274802568,0.07672413793103448,0.07672413793103448,0.46496487201602144,-0.18110828189013617
banking77,0.25,87,frozen,0.9068681929317626,0.8171052631578948,0.1206896551724138,0.18289473684210528,0.9185163339382939,0.9660947820999632,,,0.8370787875994627,0.8213451351266107,1.0741828582109438,1.1388688805768374,1.2434313687484215,23.027901759733247,0.5040999384745307,0.02189083242295238,0.8171052631578948,0.8171052631578948,1.1623342240397816,1.1652226649397754,1.3417818415534581,1.3805320542676411,1.4861769685262045,23.005223087769195,0.3774933463757121,0.016409027851436386,0.1206896551724138,0.1206896551724138,0.3438775298131648,-0.02267867196405149
banking77,0.25,100,trainable,0.9308176100628931,0.8092105263157895,0.075,0.19078947368421054,0.9305064655172413,0.9694606522842194,0.7906632889327773,0.7976710049892831,0.8455528105115507,0.8275575948576287,1.1132595427764533,1.2345130972707437,1.4124374661842924,23.077422456854475,0.7342185116743353,0.031815447026071884,0.8092105263157895,0.8092105263157895,1.2808765093352175,1.2856814549440831,1.5209196774646123,1.564463478122458,1.6468777969231794,22.798140200856924,0.630210547292586,0.027643068326639115,0.075,0.075,0.45812386008645445,-0.2792822559975505
banking77,0.25,100,frozen,0.9114710450410473,0.825,0.1146551724137931,0.175,0.9159363656987296,0.961606704072764,,,0.8473180218560215,0.837069055642498,1.0748220956795203,1.1611847924239278,1.3288525286225776,22.755682436968915,0.6557451436691352,0.02881676458113208,0.825,0.825,1.1810238191369136,1.1780308413628335,1.381370256733632,1.4154130116883203,1.4834721257499874,22.507048428524705,0.5959564020623865,0.026478656406456684,0.1146551724137931,0.1146551724137931,0.34096178572033553,-0.2486340084442098
banking77,0.25,123,trainable,0.8867710460630814,0.825,0.15775862068965518,0.175,0.8983904264972776,0.9567111504764729,0.7426066270278735,0.7498148479796339,0.8422227115060247,0.832234772923798,1.0739721331600731,1.1561488246600664,1.3023089323693147,22.732538320663902,0.6286621964970504,0.02765472942920746,0.825,0.825,1.1474212853406442,1.1504927595630423,1.3448964845386404,1.4019661691125285,1.4875772833860277,22.203431455898606,0.6403871650182291,0.02884181061338168,0.15775862068965518,0.15775862068965518,0.3182579866392443,-0.5291068647652963
banking77,0.25,123,frozen,0.866635687732342,0.843421052631579,0.1961206896551724,0.15657894736842104,0.8926145644283121,0.9541436705449695,,,0.838016281194638,0.8263552467881552,1.065229246429129,1.1401448572518196,1.2746293049517325,22.71198172796303,0.5865758040604755,0.02582671169281025,0.843421052631579,0.843421052631579,1.1253631228638543,1.1257245114444951,1.3190817137311945,1.3719145732494855,1.4602624233719381,22.333558292985714,0.6840516024997192,0.030628867712251606,0.1961206896551724,0.1961206896551724,0.29936926465633995,-0.37842343497731434
banking77,0.5,13,trainable,0.8462021343377275,0.8171052631578948,0.1358974358974359,0.18289473684210528,0.911104504048583,0.8997160473749267,0.819216709280921,0.8199086432567366,0.8447846696381998,0.8223374131030622,1.0707172372030036,1.1599340844305401,1.3280827405744462,22.903110379050844,0.6404473299528288,0.02796333420890453,0.8171052631578948,0.8171052631578948,1.1827527758777263,1.1744755763444177,1.4164044741888961,1.47592562806704,1.5478268544843086,22.536436693700363,0.5507290622526079,0.02443727328049841,0.1358974358974359,0.1358974358974359,0.3521381632413555,-0.36667368535048084
banking77,0.5,13,frozen,0.773972602739726,0.8486842105263158,0.27564102564102566,0.1513157894736842,0.8681954284750337,0.8498182373414507,,,0.8426516101337139,0.8260375541426943,1.0547521624611345,1.114769080359611,1.268160246048926,22.678463844868006,0.5931732821046284,0.026155796360910036,0.8486842105263158,0.8486842105263158,1.0839291707996943,1.078202057798684,1.2738483453944272,1.333343694435009,1.4406234759652279,22.323070698870858,0.541626090331926,0.02426306387854259,0.27564102564102566,0.27564102564102566,0.25216450365598964,-0.355393145997148
banking77,0.5,42,trainable,0.8414403032217309,0.8197368421052631,0.14615384615384616,0.18026315789473685,0.9006448211875844,0.8851886213770147,0.8162172308812371,0.8168639763258652,0.8467007438288581,0.8298275224476181,1.0883473892296325,1.1700259839929794,1.300936864538491,22.890476904101167,0.6179017719323254,0.026993835668911694,0.8197368421052632,0.8197368421052632,1.1611730955050301,1.156969658435956,1.381095476744393,1.4412336706144198,1.5022215586679661,22.608393996870884,0.5815389535361549,0.02572225845040753,0.14615384615384616,0.14615384615384616,0.32714213598833775,-0.28208290723028284
banking77,0.5,42,frozen,0.7993366500829188,0.8355263157894737,0.22756410256410256,0.16447368421052633,0.8768286099865048,0.8503524307621577,,,0.8421887450426203,0.8307388635696819,1.063035954293249,1.1348018533058957,1.249799015513526,22.727507419154474,0.646569661181882,0.028448771317393158,0.8355263157894737,0.8355263157894737,1.0934728380572298,1.0909477134991854,1.2784399081617688,1.3186963341593556,1.3842055481412625,22.206366934716314,0.5956635736810071,0.02682399941567104,0.22756410256410256,0.22756410256410256,0.26020884992950355,-0.5211404844381597
banking77,0.5,87,trainable,0.8554480174836091,0.8203947368421053,0.12179487179487179,0.17960526315789474,0.9123578778677464,0.8918112259260201,0.8318533492455537,0.8324583407388371,0.8387073914341286,0.8198426880653478,1.1083240478292469,1.203198858469399,1.3398969069715059,23.138607040047084,0.6918709797149187,0.029901150856551772,0.8203947368421053,0.8203947368421053,1.1915273958776833,1.1920693077609525,1.4135160658165062,1.4552354036991757,1.5274258044185116,22.734991865921998,0.7119749324758546,0.03131626070836868,0.12179487179487179,0.12179487179487179,0.3722266196956048,-0.4036151741250862
banking77,0.5,87,frozen,0.8142344107084558,0.8315789473684211,0.20064102564102565,0.16842105263157894,0.8862580128205129,0.8580995580422193,,,0.8361729736405358,0.8213451351266107,1.0708154974739552,1.1377697566717344,1.2596988597276366,22.93826387679395,0.5957472206553139,0.025971765947727894,0.8315789473684211,0.8315789473684211,1.1017652503611923,1.0963077863751933,1.2819239745426945,1.338286864344834,1.4508340891252511,22.515743080458503,0.6243521391694264,0.02772958178365892,0.20064102564102565,0.20064102564102565,0.27496265124858266,-0.4225207963354478
banking77,0.5,100,trainable,0.8259473346178549,0.8236842105263158,0.17564102564102563,0.1763157894736842,0.8979318488529016,0.8847468854188911,0.8058946619987237,0.8064088330915219,0.8474233994398562,0.8385968390049666,1.0700731227403593,1.1482010044661268,1.2731717594135021,22.811448398977326,0.665776697317647,0.029186077344720243,0.8236842105263158,0.8236842105263158,1.1436514677999476,1.1461066124086976,1.344825395468837,1.392250561929462,1.4728282612325156,22.3940193573743,0.6373081231180343,0.028458853810366568,0.17564102564102563,0.17564102564102563,0.307509773403731,-0.4174290416030253
banking77,0.5,100,frozen,0.7850151873101586,0.8421052631578947,0.25448717948717947,0.15789473684210525,0.871411943319838,0.8523515755254054,,,0.8405158652157898,0.8310929208495798,1.0650165227672372,1.1324050867476054,1.2650828675959516,22.815117027025085,0.6771722324713056,0.029680857287261685,0.8421052631578947,0.8421052631578947,1.0973101645704044,1.0891848402418165,1.3085917930227318,1.3693148254865861,1.457737005004182,22.366352482601194,0.6961930737113393,0.031126804169473256,0.25448717948717947,0.25448717948717947,0.25809191939223675,-0.44876454442389146
banking77,0.5,123,trainable,0.809165302782324,0.8296052631578947,0.2076923076923077,0.17039473684210527,0.8850476551956815,0.8700534389761899,0.8080084423605449,0.8080381054482829,0.8367442370389085,0.8229866216019153,1.0784642007651204,1.167181521198544,1.3146615176349281,22.98964798699991,0.6557909972501244,0.02852549102191379,0.8296052631578947,0.8296052631578947,1.1374198006901182,1.13276521927403,1.3621442041770178,1.420190149442932,1.5471105498134055,22.509135519150757,0.5602122152326863,0.02488821548726552,0.2076923076923077,0.2076923076923077,0.3097785976721148,-0.48051246784915236
