dataset,kir,seed,representation,source,source_path,k1_oos_f1,k1_oos_precision,k1_oos_recall,k1_f1_all,k1_f1_k,k1_accuracy,k1_known_recall,k1_false_accept_rate,k1_false_reject_rate,k1_auroc,k1_aupr_oos,k1_fpr95,k2_oos_f1,k2_oos_precision,k2_oos_recall,k2_f1_all,k2_f1_k,k2_accuracy,k2_known_recall,k2_false_accept_rate,k2_false_reject_rate,k2_auroc,k2_aupr_oos,k2_fpr95,k2_minus_k1_oos_f1,k2_minus_k1_oos_precision,k2_minus_k1_oos_recall,k2_minus_k1_f1_all,k2_minus_k1_f1_k,k2_minus_k1_accuracy,k2_minus_k1_known_recall,k2_minus_k1_false_accept_rate,k2_minus_k1_false_reject_rate,k2_minus_k1_auroc,k2_minus_k1_aupr_oos,k2_minus_k1_fpr95,k1_replay_max_abs_delta
banking77,0.5,13,trainable_minilm_last2_plus_projection,minilm_trainable_k2_control_v1,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_k2_control_v1/runs/banking77/seed_13/metrics.json,0.8462021343377275,0.8290282902829028,0.8641025641025641,0.8199086432567366,0.819216709280921,0.8314935064935065,0.8171052631578948,0.1358974358974359,0.18289473684210528,0.911104504048583,0.8997160473749267,0.325,0.8454629916382781,0.8178550029958058,0.875,0.8178098988811519,0.8170821859138591,0.8305194805194805,0.8,0.125,0.2,0.9088111504723347,0.8985000074289773,0.3157894736842105,-0.0007391426994494132,-0.011173287287096989,0.010897435897435859,-0.0020987443755847712,-0.002134523367061991,-0.0009740259740259605,-0.017105263157894735,-0.010897435897435886,0.017105263157894735,-0.0022933535762482693,-0.001216039945949432,-0.009210526315789502,0.0
banking77,0.5,42,trainable_minilm_last2_plus_projection,minilm_trainable_k2_control_v1,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_k2_control_v1/runs/banking77/seed_42/metrics.json,0.8414403032217309,0.8293897882938979,0.8538461538461538,0.8168639763258652,0.8162172308812371,0.824025974025974,0.8197368421052631,0.14615384615384616,0.18026315789473685,0.9006448211875844,0.8851886213770147,0.35460526315789476,0.8484100030873727,0.8183442525312686,0.8807692307692307,0.8157610777589126,0.8149018955134268,0.8298701298701299,0.7993421052631579,0.11923076923076924,0.20065789473684212,0.9068775303643725,0.8933607772373856,0.31776315789473686,0.006969699865641776,-0.011045535762629233,0.02692307692307694,-0.0011028985669525593,-0.0013153353678102553,0.005844155844155874,-0.020394736842105243,-0.026923076923076925,0.02039473684210527,0.006232709176788087,0.0081721558603709,-0.0368421052631579,0.0
banking77,0.5,87,trainable_minilm_last2_plus_projection,minilm_trainable_k2_control_v1,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_k2_control_v1/runs/banking77/seed_87/metrics.json,0.8554480174836091,0.8338405356055996,0.8782051282051282,0.8324583407388371,0.8318533492455537,0.839935064935065,0.8203947368421053,0.12179487179487179,0.17960526315789474,0.9123578778677464,0.8918112259260201,0.2881578947368421,0.8530135301353013,0.8197399527186762,0.889102564102564,0.8192523990177647,0.8183639481988823,0.8340909090909091,0.7993421052631579,0.11089743589743589,0.20065789473684212,0.9054655870445344,0.8760424595234928,0.30526315789473685,-0.0024344873483077567,-0.014100582886923396,0.010897435897435859,-0.013205941721072367,-0.013489401046671401,-0.005844155844155874,-0.021052631578947434,-0.0108974358974359,0.02105263157894738,-0.006892290823211966,-0.015768766402527334,0.017105263157894735,0.0
clinc150,0.5,13,trainable_minilm_last2_plus_projection,minilm_trainable_k2_control_v1,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_k2_control_v1/runs/clinc150/seed_13/metrics.json,0.9070904645476773,0.8535276073619632,0.9678260869565217,0.8261993158424226,0.8251207671930192,0.878421052631579,0.7453333333333334,0.03217391304347826,0.25466666666666665,0.9580215136876005,0.969613073854642,0.18133333333333335,0.9060150375939849,0.8439219609804902,0.9779710144927536,0.816517238689618,0.8153239347042264,0.8759649122807017,0.7226666666666667,0.022028985507246378,0.2773333333333333,0.9582955233494366,0.9685076330661097,0.17377777777777778,-0.0010754269536923378,-0.009605646381472988,0.010144927536231862,-0.009682077152804558,-0.009796832488792817,-0.0024561403508772672,-0.022666666666666724,-0.010144927536231883,0.02266666666666667,0.0002740096618361054,-0.0011054407885323636,-0.007555555555555565,0.0
clinc150,0.5,42,trainable_minilm_last2_plus_projection,minilm_trainable_k2_control_v1,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_k2_control_v1/runs/clinc150/seed_42/metrics.json,0.8971451987433411,0.8483595970033583,0.9518840579710145,0.8075141354234163,0.8063190545791508,0.8642105263157894,0.739111111111111,0.04811594202898551,0.2608888888888889,0.9461893719806764,0.9595486046293606,0.25555555555555554,0.8976040690670593,0.833872171101716,0.9718840579710145,0.7913267839997316,0.7899097535321673,0.8619298245614035,0.7031111111111111,0.028115942028985506,0.29688888888888887,0.9535951046698873,0.9648352067582546,0.2111111111111111,0.0004588703237181635,-0.014487425901642315,0.020000000000000018,-0.01618735142368477,-0.01640930104698346,-0.002280701754385883,-0.03599999999999992,-0.020000000000000004,0.035999999999999976,0.007405732689210853,0.00528660212889398,-0.044444444444444425,0.0
clinc150,0.5,87,trainable_minilm_last2_plus_projection,minilm_trainable_k2_control_v1,/home/bo/bo01/llmpy311/artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_k2_control_v1/runs/clinc150/seed_87/metrics.json,0.9086720867208672,0.8531806615776082,0.9718840579710145,0.8234017136184874,0.8222647753104556,0.8792982456140351,0.7435555555555555,0.028115942028985506,0.2564444444444444,0.9497262479871176,0.9565369353120585,0.17422222222222222,0.9009081196581197,0.8353145121347202,0.9776811594202899,0.8030693035735749,0.8017647860257809,0.8682456140350877,0.7044444444444444,0.022318840579710144,0.29555555555555557,0.9526201610305958,0.9612915927284433,0.18577777777777776,-0.007763967062747512,-0.017866149442888002,0.005797101449275366,-0.020332410044912486,-0.02049998928467467,-0.011052631578947425,-0.039111111111111097,-0.005797101449275362,0.03911111111111115,0.0028939130434781912,0.004754657416384811,0.011555555555555541,0.0
stackoverflow,0.5,13,trainable_minilm_last2_plus_projection,racal_v1_stage2_fixed_k2_existing,/home/bo/bo01/llmpy311/s2c/results/diagnostics/racal_v1/stage2_fixed_k2/RACAL_V1_STAGE2_PER_SEED.csv,0.8565782973818541,0.8464041653107712,0.867,0.8523954175911279,0.8519771296120553,0.8496666666666667,0.8426666666666667,0.133,0.1573333333333333,0.9058574444444444,0.8624639062641226,0.2226666666666666,0.621721222631693,0.889026658400496,0.478,0.75424927466179,0.7675020798647998,0.6871666666666667,0.9403333333333334,0.522,0.0596666666666666,0.8917012222222223,0.8635643954922207,0.433,-0.234857074750161,0.0426224930897247,-0.389,-0.0981461429293378,-0.0844750497472555,-0.1624999999999999,0.0976666666666666,0.389,-0.0976666666666666,-0.0141562222222221,0.0011004892280981,0.2103333333333333,
stackoverflow,0.5,42,trainable_minilm_last2_plus_projection,racal_v1_stage2_fixed_k2_existing,/home/bo/bo01/llmpy311/s2c/results/diagnostics/racal_v1/stage2_fixed_k2/RACAL_V1_STAGE2_PER_SEED.csv,0.8754826254826255,0.8460820895522388,0.907,0.8576590966593717,0.8558767437770463,0.8648333333333333,0.835,0.093,0.165,0.9267934444444444,0.9119942660488356,0.2006666666666666,0.7623839009287926,0.9086715867158672,0.6566666666666666,0.7847455020590115,0.7869816621720334,0.7645,0.934,0.3433333333333333,0.066,0.9123943333333332,0.9097331444229778,0.402,-0.1130987245538328,0.0625894971636282,-0.2503333333333334,-0.0729135946003601,-0.0688950816050129,-0.1003333333333333,0.0989999999999999,0.2503333333333333,-0.099,-0.0143991111111111,-0.0022611216258576,0.2013333333333333,
stackoverflow,0.5,87,trainable_minilm_last2_plus_projection,racal_v1_stage2_fixed_k2_existing,/home/bo/bo01/llmpy311/s2c/results/diagnostics/racal_v1/stage2_fixed_k2/RACAL_V1_STAGE2_PER_SEED.csv,0.8692120227457352,0.8478605388272583,0.8916666666666667,0.8595641369722073,0.8585993483948545,0.8601666666666666,0.84,0.1083333333333333,0.16,0.9198784444444444,0.8888527044060599,0.212,0.6453389830508475,0.8854651162790698,0.5076666666666667,0.7652160154551413,0.7772037186955707,0.6951666666666667,0.9343333333333332,0.4923333333333333,0.0656666666666666,0.8795430000000001,0.8528643100858477,0.4806666666666667,-0.2238730396948877,0.0376045774518114,-0.384,-0.094348121517066,-0.0813956296992838,-0.1649999999999999,0.0943333333333333,0.384,-0.0943333333333333,-0.0403354444444443,-0.0359883943202121,0.2686666666666667,
