k,distance,boundary,rule,fusion,fusion_weight,threshold,utility,known_coverage,known_correct_accept_rate,known_wrong_accept_rate
1,euclidean,mean_std_0.0,nearest_sphere,none,0.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,none,0.25,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,none,0.5,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,none,1.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,none,2.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,ratio,0.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,ratio,0.25,0.9,0.4492656875834446,0.465954606141522,0.46261682242990654,0.0033377837116154874
1,euclidean,mean_std_0.0,nearest_sphere,ratio,0.5,0.9,0.3177570093457944,0.3177570093457944,0.3177570093457944,0.0
1,euclidean,mean_std_0.0,nearest_sphere,ratio,1.0,0.9,0.11682242990654206,0.11682242990654206,0.11682242990654206,0.0
1,euclidean,mean_std_0.0,nearest_sphere,ratio,2.0,0.9,0.004005340453938585,0.004005340453938585,0.004005340453938585,0.0
1,euclidean,mean_std_0.0,nearest_sphere,inverse_margin,0.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,inverse_margin,0.25,0.9,0.37783711615487314,0.38117489986648867,0.38050734312416556,0.0006675567423230974
1,euclidean,mean_std_0.0,nearest_sphere,inverse_margin,0.5,0.9,0.2102803738317757,0.2102803738317757,0.2102803738317757,0.0
1,euclidean,mean_std_0.0,nearest_sphere,inverse_margin,1.0,0.9,0.04739652870493992,0.04739652870493992,0.04739652870493992,0.0
1,euclidean,mean_std_0.0,nearest_sphere,inverse_margin,2.0,0.9,0.0006675567423230974,0.0006675567423230974,0.0006675567423230974,0.0
1,euclidean,mean_std_0.0,nearest_sphere,max_ratio,0.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,max_ratio,0.25,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,max_ratio,0.5,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,max_ratio,1.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,nearest_sphere,max_ratio,2.0,0.9,0.5093457943925234,0.5126835781041389,0.5120160213618158,0.0006675567423230974
1,euclidean,mean_std_0.0,normalized_union,none,0.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,none,0.25,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,none,0.5,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,none,1.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,none,2.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,ratio,0.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,ratio,0.25,0.9,0.4492656875834446,0.465954606141522,0.46261682242990654,0.0033377837116154874
1,euclidean,mean_std_0.0,normalized_union,ratio,0.5,0.9,0.3177570093457944,0.3177570093457944,0.3177570093457944,0.0
1,euclidean,mean_std_0.0,normalized_union,ratio,1.0,0.9,0.11682242990654206,0.11682242990654206,0.11682242990654206,0.0
1,euclidean,mean_std_0.0,normalized_union,ratio,2.0,0.9,0.004005340453938585,0.004005340453938585,0.004005340453938585,0.0
1,euclidean,mean_std_0.0,normalized_union,inverse_margin,0.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,inverse_margin,0.25,0.9,0.37783711615487314,0.38117489986648867,0.38050734312416556,0.0006675567423230974
1,euclidean,mean_std_0.0,normalized_union,inverse_margin,0.5,0.9,0.2102803738317757,0.2102803738317757,0.2102803738317757,0.0
1,euclidean,mean_std_0.0,normalized_union,inverse_margin,1.0,0.9,0.04739652870493992,0.04739652870493992,0.04739652870493992,0.0
1,euclidean,mean_std_0.0,normalized_union,inverse_margin,2.0,0.9,0.0006675567423230974,0.0006675567423230974,0.0006675567423230974,0.0
1,euclidean,mean_std_0.0,normalized_union,max_ratio,0.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,max_ratio,0.25,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,max_ratio,0.5,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,max_ratio,1.0,0.9,0.5707610146862483,0.6041388518024032,0.5974632843791722,0.006675567423230975
1,euclidean,mean_std_0.0,normalized_union,max_ratio,2.0,0.9,0.5093457943925234,0.5126835781041389,0.5120160213618158,0.0006675567423230974
