dataset,kir,recipe,coverage_target,k,distance,boundary,rule,fusion,fusion_weight,f1_u_mean,f1_u_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,baseline,delta_pp
stackoverflow,0.5,existing,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.8373295889599689,0.0665734862296399,0.8341560851417693,0.022376529932972372,0.8340011129660545,0.04814295448698435,0.8544020465661867,0.03154223670947762,0.16678588768719185,0.12352858609954083,88.86,-5.127041104003112
stackoverflow,0.25,existing,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.911485402220482,0.034611046553587724,0.7613129174298767,0.02777459296409081,0.8673344462993878,0.04088851583850119,0.85682304979355,0.04198640909178247,0.12001087011531941,0.07077455645596438,92.65,-1.5014597779518084
stackoverflow,0.75,no_projection,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.6873203909239295,0.09704889062393554,0.8750009925197099,0.009880279263677693,0.8223149693934335,0.03198794942442746,0.8638190229987223,0.013675009510061082,0.24704363883054822,0.1732391807757493,74.55,-5.817960907607045
