dataset,kir,seed,recipe,coverage_target,k,distance,boundary,rule,fusion,fusion_weight,threshold,f1_u,f1_k,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos
stackoverflow,0.5,13,existing,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.9,0.8745451669039709,0.8403473744680415,0.8582637729549248,0.812082777036048,0.07682030728122913,0.18791722296395194,0.9253815820336713,0.9009868381754234
stackoverflow,0.5,42,existing,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.9,0.8936170212765957,0.8579363514421818,0.8769616026711186,0.8633478115603074,0.08208208208208208,0.13665218843969262,0.9488503984550314,0.9357869360560447
stackoverflow,0.5,87,existing,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.9,0.7438265786993402,0.8041845295150842,0.7667779632721202,0.8877755511022044,0.34145527369826434,0.11222444889779559,0.9134013465292846,0.8847823964132595
stackoverflow,0.25,13,existing,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.9,0.9392921146953405,0.7928065830457226,0.9015025041736227,0.8377837116154874,0.06656277827248441,0.16221628838451269,0.9423746354593303,0.9743869252548631
stackoverflow,0.25,42,existing,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.9,0.9324672415724046,0.7658947292162043,0.8906510851419032,0.8176352705410822,0.07344758513242822,0.18236472945891782,0.9323487095862473,0.9696304564650249
stackoverflow,0.25,87,existing,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.9,0.8626968503937008,0.7252374400277033,0.8098497495826378,0.9150501672240803,0.2200222469410456,0.08494983277591973,0.9442902370154872,0.9752747067658583
stackoverflow,0.75,13,no_projection,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.9,0.7128358208955224,0.8721131502379291,0.8240400667779633,0.8537074148296593,0.20346897931954636,0.1462925851703407,0.9079973006572035,0.680157634239946
stackoverflow,0.75,42,no_projection,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.9,0.7913507441729851,0.8882844724661072,0.8606010016694491,0.8545980850590069,0.06004002668445631,0.1454019149409931,0.9403870375099024,0.797393541229585
stackoverflow,0.75,87,no_projection,0.9,1,euclidean,center_quantile_0.99,nearest_sphere,max_ratio,1.0,0.9,0.557774607703281,0.8646053548550932,0.7823038397328882,0.8831515691075006,0.47762191048764197,0.11684843089249944,0.8888666865595571,0.6115992715312004
