mode,epoch,train_ce_loss,subcentroid_loss,subcentroid_signal_sample_count,subcentroid_mean_true_probability,subcentroid_mean_logit_span,subcentroid_distance_gradient_norm,dev_accuracy,number_of_balls,selected_ball_count,mean_ball_purity,mean_ball_radius,min_ball_size,max_ball_size,learning_rate,elapsed_time
official_fixed,48,0.08659400164763978,0.25319746136665344,1024,0.8573095798492432,6.8200788497924805,0.009026075713336468,91.7,98,38,1.0,4.948106088136372,10,531,2e-05,15.084
official_fixed,49,0.08084897887199483,0.2702828645706177,1024,0.8431501388549805,6.404750347137451,0.009582392871379852,92.0,111,46,1.0,4.9570420824963115,10,541,2e-05,15.133
official_fixed,50,0.07815650862423663,0.26692909002304077,1024,0.8488543033599854,8.857522010803223,0.009707579389214516,91.9,123,42,1.0,4.998797961643764,10,544,2e-05,15.194
official_fixed,51,0.07591090593090717,0.08657501637935638,1024,0.9472874402999878,9.982969284057617,0.006167704705148935,92.1,10,41,1.0,5.147918596500304,10,553,2e-05,14.958
official_fixed,52,0.07474012708568827,0.25606638193130493,1024,0.8474469780921936,7.303175926208496,0.009593533352017403,91.9,97,42,1.0,5.01545110202971,10,562,2e-05,15.188
official_fixed,53,0.06852188064379895,0.08639605343341827,1024,0.9490132331848145,10.051935195922852,0.006267876364290714,91.8,10,36,1.0,5.128945562574598,10,543,2e-05,14.916
official_fixed,54,0.0692745622326719,0.2455097883939743,1024,0.852164089679718,7.092650413513184,0.01007971353828907,92.0,82,41,1.0,5.118772262480201,10,553,2e-05,15.102
official_fixed,55,0.06709098455278163,0.23325683176517487,1024,0.857440710067749,8.155363082885742,0.009471049532294273,91.9,90,38,1.0,5.175638863914891,10,560,2e-05,15.018
official_fixed,56,0.06633169069252115,0.2035094052553177,1024,0.886207640171051,9.946038246154785,0.008826888166368008,92.1,39,32,1.0,5.218596652150154,10,559,2e-05,14.814
official_fixed,57,0.06680840543134416,0.17727459967136383,1024,0.8985651731491089,9.576725959777832,0.008096135221421719,91.9,46,35,1.0,5.124690532684326,10,560,2e-05,14.97
official_fixed,58,0.06474153164457133,0.2018008679151535,1024,0.8788297772407532,7.7645955085754395,0.008831467479467392,92.0,54,35,1.0,5.144408743722098,10,539,2e-05,15.149
official_fixed,59,0.0645003549833881,0.17097894847393036,1024,0.8995283842086792,10.032554626464844,0.008246967568993568,92.1,41,38,1.0,5.260404210341604,10,559,2e-05,14.936
official_fixed,60,0.06194935108911484,0.22249986231327057,1024,0.8707326054573059,9.506433486938477,0.00930461660027504,92.1,72,49,1.0,5.261932382778245,10,547,2e-05,14.952
official_fixed,61,0.06097885197464456,0.19211827218532562,1024,0.8828168511390686,10.269207954406738,0.00887796189635992,92.1,40,37,1.0,5.354699920963597,10,547,2e-05,14.959
