dataset,seed,split,k,radius_lambda,global_threshold,acceptance_mode,calibration_mode,calibration_quantile,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos
clinc150,13,test,1,0.5,1.3,nearest_sphere,none,none,0.6228619107217355,0.7903414026242181,0.6394545454545455,0.9773333333333334,0.5406153846153846,0.02266666666666667,0.9303135726495726,0.9444074357925558
clinc150,13,val,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.8,0.7302100161550888,0.3489843321546438,0.6222580645161291,0.23266666666666666,0.01125,0.7673333333333333,0.7703308333333334,0.7455452857234577
clinc150,13,test,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.8,0.7901053147195689,0.36397451032612965,0.688,0.24888888888888888,0.0073846153846153844,0.7511111111111111,0.7578542222222222,0.7582552939875652
clinc150,13,val,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.8,0.750121300339641,0.4809598222213527,0.665483870967742,0.34933333333333333,0.03375,0.6506666666666666,0.7703308333333334,0.7455452857234577
clinc150,13,test,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.8,0.8026985743380856,0.48110953299150916,0.7167272727272728,0.3542222222222222,0.029846153846153845,0.6457777777777778,0.7578542222222222,0.7582552939875652
clinc150,13,val,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.8,0.7670661803022407,0.6154383932785829,0.7064516129032258,0.48933333333333334,0.08,0.5106666666666667,0.7703308333333334,0.7455452857234577
clinc150,13,test,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.8,0.8177181208053691,0.5987557137415876,0.7474545454545455,0.4871111111111111,0.06276923076923077,0.5128888888888888,0.7578542222222222,0.7582552939875652
clinc150,13,val,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.8,0.7430555555555556,0.7105486552620541,0.7025806451612904,0.6186666666666667,0.1975,0.38133333333333336,0.7703308333333334,0.7455452857234577
clinc150,13,test,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.8,0.8037956204379562,0.690926912517399,0.7414545454545455,0.6235555555555555,0.1529230769230769,0.37644444444444447,0.7578542222222222,0.7582552939875652
clinc150,13,val,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.8,0.6284485847366535,0.8050841269527125,0.6429032258064517,0.7906666666666666,0.451875,0.20933333333333334,0.7703308333333334,0.7455452857234577
clinc150,13,test,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.8,0.664804469273743,0.7479007520619091,0.6256363636363637,0.7448888888888889,0.41415384615384615,0.2551111111111111,0.7578542222222222,0.7582552939875652
clinc150,13,val,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.8,0.425033768572715,0.845665369041895,0.5574193548387096,0.9006666666666666,0.705,0.09933333333333333,0.7703308333333334,0.7455452857234577
clinc150,13,test,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.8,0.41286627010354704,0.779795435925786,0.4823636363636364,0.8435555555555555,0.7116923076923077,0.15644444444444444,0.7578542222222222,0.7582552939875652
clinc150,13,val,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.8,0.3090085556114746,0.8511353692840412,0.5235483870967742,0.9466666666666667,0.808125,0.05333333333333334,0.7703308333333334,0.7455452857234577
clinc150,13,test,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.8,0.27491236855282924,0.7982754167336222,0.43781818181818183,0.9133333333333333,0.831076923076923,0.08666666666666667,0.7578542222222222,0.7582552939875652
clinc150,13,val,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.8,0.126523505513639,0.8344182054712953,0.47774193548387095,0.9906666666666667,0.931875,0.009333333333333334,0.7703308333333334,0.7455452857234577
clinc150,13,test,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.8,0.12773204655123474,0.7950847740339984,0.4018181818181818,0.9786666666666667,0.9307692307692308,0.021333333333333333,0.7578542222222222,0.7582552939875652
clinc150,13,val,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.8,0.01488833746898263,0.8182042637527325,0.44967741935483874,1.0,0.9925,0.0,0.7703308333333334,0.7455452857234577
clinc150,13,test,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.8,0.022492401215805473,0.7852721659446718,0.37472727272727274,0.9986666666666667,0.9886153846153846,0.0013333333333333333,0.7578542222222222,0.7582552939875652
clinc150,13,val,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.9,0.7515557683101962,0.46020687156973283,0.6641935483870968,0.328,0.01875,0.672,0.7962008333333332,0.7697627584536076
clinc150,13,test,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.9,0.8057861635220126,0.46531078169064527,0.7185454545454546,0.33466666666666667,0.014461538461538461,0.6653333333333333,0.787219282051282,0.7781629662026809
clinc150,13,val,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.9,0.7743918053777209,0.5984834893302836,0.7129032258064516,0.4713333333333333,0.055,0.5286666666666666,0.7962008333333332,0.7697627584536076
clinc150,13,test,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.9,0.8197197991012424,0.5807549017304684,0.7492727272727273,0.46,0.04584615384615385,0.54,0.787219282051282,0.7781629662026809
clinc150,13,val,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.9,0.7766342141863699,0.6986856952842287,0.733225806451613,0.6006666666666667,0.1275,0.3993333333333333,0.7962008333333332,0.7697627584536076
clinc150,13,test,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.9,0.8266100495399858,0.6812366126699382,0.7687272727272727,0.6022222222222222,0.10153846153846154,0.3977777777777778,0.787219282051282,0.7781629662026809
clinc150,13,val,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.9,0.7158030254264564,0.7772499005142093,0.6996774193548387,0.7366666666666667,0.305,0.2633333333333333,0.7962008333333332,0.7697627584536076
clinc150,13,test,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.9,0.7705048574613792,0.7409332366928141,0.7165454545454546,0.7288888888888889,0.2556923076923077,0.27111111111111114,0.787219282051282,0.7781629662026809
clinc150,13,val,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.9,0.51786464901219,0.8398696592138081,0.6019354838709677,0.8913333333333333,0.615,0.10866666666666666,0.7962008333333332,0.7697627584536076
clinc150,13,test,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.9,0.529650690495532,0.7738594026755499,0.5472727272727272,0.8355555555555556,0.5987692307692307,0.16444444444444445,0.787219282051282,0.7781629662026809
clinc150,13,val,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.9,0.28851107676455434,0.8518466572958565,0.52,0.9593333333333334,0.825,0.04066666666666666,0.7962008333333332,0.7697627584536076
clinc150,13,test,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.9,0.25701998482165445,0.7921862177631454,0.43036363636363634,0.9133333333333333,0.8436923076923077,0.08666666666666667,0.787219282051282,0.7781629662026809
clinc150,13,val,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.9,0.1935483870967742,0.8447340488860344,0.49548387096774194,0.984,0.89125,0.016,0.7962008333333332,0.7697627584536076
clinc150,13,test,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.9,0.16497670594683475,0.7966568506429521,0.4083636363636364,0.9564444444444444,0.9073846153846153,0.043555555555555556,0.787219282051282,0.7781629662026809
clinc150,13,val,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.9,0.04039167686658507,0.821931085197204,0.4561290322580645,0.9993333333333333,0.979375,0.0006666666666666666,0.7962008333333332,0.7697627584536076
clinc150,13,test,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.9,0.04788985333732416,0.7890009317642089,0.38145454545454544,0.9951111111111111,0.9753846153846154,0.004888888888888889,0.787219282051282,0.7781629662026809
clinc150,13,val,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.9,0.0012492192379762648,0.8162865622782014,0.4461290322580645,1.0,0.999375,0.0,0.7962008333333332,0.7697627584536076
clinc150,13,test,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.9,0.006129328838492185,0.7819430264230356,0.3698181818181818,0.9986666666666667,0.9969230769230769,0.0013333333333333333,0.787219282051282,0.7781629662026809
clinc150,13,val,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.95,0.7671097981290005,0.5303403648253554,0.6932258064516129,0.3973333333333333,0.02625,0.6026666666666667,0.8076620833333333,0.7831028639306885
clinc150,13,test,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.95,0.8154241645244216,0.5252478971303214,0.7378181818181818,0.39644444444444443,0.024,0.6035555555555555,0.7989273162393162,0.7905866209649042
clinc150,13,val,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.95,0.7836195508586525,0.6471150154419236,0.7319354838709677,0.532,0.073125,0.468,0.8076620833333333,0.7831028639306885
clinc150,13,test,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.95,0.8331521739130435,0.6393428374901714,0.772,0.536,0.056615384615384616,0.464,0.7989273162393162,0.7905866209649042
clinc150,13,val,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.95,0.7748752568241855,0.7460861101131961,0.7422580645161291,0.6753333333333333,0.175,0.32466666666666666,0.8076620833333333,0.7831028639306885
clinc150,13,test,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.95,0.8249668776681879,0.7199002215315996,0.77,0.6706666666666666,0.13784615384615384,0.3293333333333333,0.7989273162393162,0.7905866209649042
clinc150,13,val,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.95,0.6493228795438346,0.8047968077131588,0.662258064516129,0.8033333333333333,0.430625,0.19666666666666666,0.8076620833333333,0.7831028639306885
clinc150,13,test,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.95,0.7026650409336352,0.7635662079708453,0.664,0.7893333333333333,0.3793846153846154,0.21066666666666667,0.7989273162393162,0.7905866209649042
clinc150,13,val,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.95,0.41037735849056606,0.8531806322176102,0.5648387096774193,0.9433333333333334,0.728125,0.056666666666666664,0.8076620833333333,0.7831028639306885
clinc150,13,test,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.95,0.39588100686498856,0.7879221597476949,0.48545454545454547,0.8866666666666667,0.7338461538461538,0.11333333333333333,0.7989273162393162,0.7905866209649042
clinc150,13,val,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.95,0.22838499184339314,0.8477292861359084,0.5054838709677419,0.9806666666666667,0.86875,0.019333333333333334,0.8076620833333333,0.7831028639306885
clinc150,13,test,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.95,0.20325420112029874,0.7991904177945983,0.41963636363636364,0.9475555555555556,0.8827692307692308,0.052444444444444446,0.7989273162393162,0.7905866209649042
clinc150,13,val,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.95,0.13046010483401282,0.8362096442819584,0.4806451612903226,0.9966666666666667,0.93,0.0033333333333333335,0.8076620833333333,0.7831028639306885
clinc150,13,test,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.95,0.12393405343945424,0.797253529037029,0.4007272727272727,0.9777777777777777,0.932923076923077,0.022222222222222223,0.7989273162393162,0.7905866209649042
clinc150,13,val,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.95,0.02347127856701668,0.8197367413717997,0.45193548387096777,1.0,0.988125,0.0,0.8076620833333333,0.7831028639306885
clinc150,13,test,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.95,0.03141993957703928,0.7857529872213799,0.37672727272727274,0.9964444444444445,0.984,0.0035555555555555557,0.7989273162393162,0.7905866209649042
clinc150,13,val,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.95,0.0012492192379762648,0.8162865622782014,0.4461290322580645,1.0,0.999375,0.0,0.8076620833333333,0.7831028639306885
clinc150,13,test,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.95,0.005519779208831647,0.7821842740772127,0.3698181818181818,0.9991111111111111,0.9972307692307693,0.0008888888888888889,0.7989273162393162,0.7905866209649042
clinc150,13,val,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.975,0.7784190715181932,0.5743820031835476,0.7132258064516129,0.444,0.030625,0.556,0.8253691666666666,0.8003341882884798
clinc150,13,test,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.975,0.8256497322711245,0.5745793935306737,0.7558181818181818,0.44622222222222224,0.027384615384615386,0.5537777777777778,0.8170854017094018,0.8073254150543518
clinc150,13,val,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.975,0.7991313789359392,0.6958381236782116,0.7558064516129033,0.592,0.08,0.408,0.8253691666666666,0.8003341882884798
clinc150,13,test,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.975,0.8430965240271431,0.6818684412727039,0.7883636363636364,0.588,0.06338461538461539,0.412,0.8170854017094018,0.8073254150543518
clinc150,13,val,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.975,0.7739183424741012,0.7756071703838621,0.7490322580645161,0.7253333333333334,0.20625,0.27466666666666667,0.8253691666666666,0.8003341882884798
clinc150,13,test,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.975,0.8224101479915433,0.7419059470033832,0.7705454545454545,0.7115555555555556,0.16215384615384615,0.28844444444444445,0.8170854017094018,0.8073254150543518
clinc150,13,val,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.975,0.6254709871891485,0.8227143919306971,0.6558064516129032,0.8506666666666667,0.48125,0.14933333333333335,0.8253691666666666,0.8003341882884798
clinc150,13,test,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.975,0.6592920353982301,0.7762102227016914,0.6358181818181818,0.8284444444444444,0.44984615384615384,0.17155555555555554,0.8170854017094018,0.8073254150543518
clinc150,13,val,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.975,0.3453379378391712,0.8439666622356177,0.5383870967741935,0.9486666666666667,0.78125,0.051333333333333335,0.8253691666666666,0.8003341882884798
clinc150,13,test,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.975,0.344294003868472,0.7980338312004392,0.4709090909090909,0.9226666666666666,0.7809230769230769,0.07733333333333334,0.8170854017094018,0.8073254150543518
clinc150,13,val,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.975,0.1698005698005698,0.8432619271334224,0.4925806451612903,0.996,0.906875,0.004,0.8253691666666666,0.8003341882884798
clinc150,13,test,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.975,0.15648327343102017,0.7948739336268166,0.4070909090909091,0.9626666666666667,0.912923076923077,0.037333333333333336,0.8170854017094018,0.8073254150543518
clinc150,13,val,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.975,0.09069212410501193,0.8301509649333524,0.4703225806451613,1.0,0.9525,0.0,0.8253691666666666,0.8003341882884798
clinc150,13,test,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.975,0.09030002912904166,0.7936408545408359,0.39254545454545453,0.9875555555555555,0.9523076923076923,0.012444444444444444,0.8170854017094018,0.8073254150543518
clinc150,13,val,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.975,0.013656114214773432,0.8179932918500876,0.4493548387096774,1.0,0.993125,0.0,0.8253691666666666,0.8003341882884798
clinc150,13,test,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.975,0.023679417122040074,0.7848449468210135,0.3749090909090909,0.9977777777777778,0.988,0.0022222222222222222,0.8170854017094018,0.8073254150543518
clinc150,13,val,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.975,0.0,0.816059804908587,0.4458064516129032,1.0,1.0,0.0,0.8253691666666666,0.8003341882884798
clinc150,13,test,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.975,0.0006151953245155337,0.7816611728774757,0.36854545454545456,1.0,0.9996923076923077,0.0,0.8170854017094018,0.8073254150543518
clinc150,13,val,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.99,0.7857687420584498,0.6013066847867552,0.7258064516129032,0.474,0.03375,0.526,0.82771,0.8002662931360536
clinc150,13,test,1,0.5,0.8,nearest_sphere,per_sphere_known_quantile,0.99,0.8315733896515312,0.5989756538836623,0.7654545454545455,0.47733333333333333,0.03076923076923077,0.5226666666666666,0.8217783247863248,0.8105574947511891
clinc150,13,val,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.99,0.8054098813138283,0.7196878363486882,0.7661290322580645,0.624,0.088125,0.376,0.82771,0.8002662931360536
clinc150,13,test,1,0.5,0.85,nearest_sphere,per_sphere_known_quantile,0.99,0.8473003374578177,0.7063887351210473,0.7956363636363636,0.6226666666666667,0.07292307692307692,0.37733333333333335,0.8217783247863248,0.8105574947511891
clinc150,13,val,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.99,0.765315739868049,0.7912994601294027,0.7464516129032258,0.7566666666666667,0.23875,0.24333333333333335,0.82771,0.8002662931360536
clinc150,13,test,1,0.5,0.9,nearest_sphere,per_sphere_known_quantile,0.99,0.8104433801946547,0.7499251179888009,0.7594545454545455,0.7333333333333333,0.19292307692307692,0.26666666666666666,0.8217783247863248,0.8105574947511891
clinc150,13,val,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.99,0.5822081016679904,0.8287115628181028,0.6341935483870967,0.8766666666666667,0.541875,0.12333333333333334,0.82771,0.8002662931360536
clinc150,13,test,1,0.5,0.95,nearest_sphere,per_sphere_known_quantile,0.99,0.6068858198794009,0.781590220282767,0.6023636363636363,0.8528888888888889,0.52,0.1471111111111111,0.8217783247863248,0.8105574947511891
clinc150,13,val,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.99,0.2802874743326489,0.8365816627130886,0.5135483870967742,0.95,0.829375,0.05,0.82771,0.8002662931360536
clinc150,13,test,1,0.5,1.0,nearest_sphere,per_sphere_known_quantile,0.99,0.2876574307304786,0.7967900604215502,0.4490909090909091,0.9337777777777778,0.8243076923076923,0.06622222222222222,0.8217783247863248,0.8105574947511891
clinc150,13,val,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.99,0.14169570267131243,0.8385407806124118,0.48516129032258065,1.0,0.92375,0.0,0.82771,0.8002662931360536
clinc150,13,test,1,0.5,1.05,nearest_sphere,per_sphere_known_quantile,0.99,0.1369632332304238,0.7932984371962365,0.4021818181818182,0.9693333333333334,0.924923076923077,0.030666666666666665,0.8217783247863248,0.8105574947511891
clinc150,13,val,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.99,0.07460890493381468,0.8271670111674756,0.46580645161290324,1.0,0.96125,0.0,0.82771,0.8002662931360536
clinc150,13,test,1,0.5,1.1,nearest_sphere,per_sphere_known_quantile,0.99,0.0782122905027933,0.7924575861428396,0.3901818181818182,0.992,0.959076923076923,0.008,0.8217783247863248,0.8105574947511891
clinc150,13,val,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.99,0.004987531172069825,0.8166732048753703,0.4470967741935484,1.0,0.9975,0.0,0.82771,0.8002662931360536
clinc150,13,test,1,0.5,1.2,nearest_sphere,per_sphere_known_quantile,0.99,0.017672151127361365,0.7840066429757171,0.37327272727272726,0.9986666666666667,0.9910769230769231,0.0013333333333333333,0.8217783247863248,0.8105574947511891
clinc150,13,val,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.99,0.0,0.816059804908587,0.4458064516129032,1.0,1.0,0.0,0.82771,0.8002662931360536
clinc150,13,test,1,0.5,1.3,nearest_sphere,per_sphere_known_quantile,0.99,0.0006151953245155337,0.7816611728774757,0.36854545454545456,1.0,0.9996923076923077,0.0,0.8217783247863248,0.8105574947511891
clinc150,13,val,1,0.5,0.8,normalized_union,none,none,0.715374271627073,0.24224198814243147,0.59,0.156,0.0025,0.844,0.9257708333333332,0.9187342999832357
clinc150,13,test,1,0.5,0.8,normalized_union,none,none,0.7738322211630124,0.2532491655948706,0.6549090909090909,0.15777777777777777,0.0009230769230769231,0.8422222222222222,0.9318629743589745,0.9467731414913219
clinc150,13,val,1,0.5,0.85,normalized_union,none,none,0.7353824820892073,0.3586381728175969,0.63,0.24266666666666667,0.005625,0.7573333333333333,0.9257708333333332,0.9187342999832357
clinc150,13,test,1,0.5,0.85,normalized_union,none,none,0.7908791610779173,0.36815840114504655,0.688,0.2408888888888889,0.0021538461538461538,0.7591111111111111,0.9318629743589745,0.9467731414913219
clinc150,13,val,1,0.5,0.9,normalized_union,none,none,0.7685589519650655,0.5155800154515464,0.6916129032258065,0.37466666666666665,0.01,0.6253333333333333,0.9257708333333332,0.9187342999832357
clinc150,13,test,1,0.5,0.9,normalized_union,none,none,0.8144693723216536,0.49917267749910715,0.7316363636363636,0.3542222222222222,0.005846153846153846,0.6457777777777778,0.9318629743589745,0.9467731414913219
clinc150,13,val,1,0.5,0.95,normalized_union,none,none,0.8020408163265306,0.6365677698384764,0.7483870967741936,0.5013333333333333,0.0175,0.49866666666666665,0.9257708333333332,0.9187342999832357
clinc150,13,test,1,0.5,0.95,normalized_union,none,none,0.839047369798482,0.6151655436741265,0.7749090909090909,0.4728888888888889,0.01353846153846154,0.5271111111111111,0.9318629743589745,0.9467731414913219
clinc150,13,val,1,0.5,1.0,normalized_union,none,none,0.8300374131480491,0.7243465876459838,0.7929032258064516,0.6073333333333333,0.029375,0.39266666666666666,0.9257708333333332,0.9187342999832357
clinc150,13,test,1,0.5,1.0,normalized_union,none,none,0.8635743519781719,0.7112427815300505,0.8156363636363636,0.5933333333333334,0.026153846153846153,0.4066666666666667,0.9318629743589745,0.9467731414913219
clinc150,13,val,1,0.5,1.05,normalized_union,none,none,0.853830930166808,0.7943956814803566,0.8309677419354838,0.7153333333333334,0.05625,0.2846666666666667,0.9257708333333332,0.9187342999832357
clinc150,13,test,1,0.5,1.05,normalized_union,none,none,0.8792051100070972,0.7722813838057473,0.842,0.6897777777777778,0.04707692307692308,0.31022222222222223,0.9318629743589745,0.9467731414913219
clinc150,13,val,1,0.5,1.1,normalized_union,none,none,0.8673408685306365,0.8344778426925187,0.8522580645161291,0.7973333333333333,0.08875,0.20266666666666666,0.9257708333333332,0.9187342999832357
clinc150,13,test,1,0.5,1.1,normalized_union,none,none,0.8858501783590963,0.8130823756625296,0.8556363636363636,0.7786666666666666,0.08307692307692308,0.22133333333333333,0.9318629743589745,0.9467731414913219
clinc150,13,val,1,0.5,1.2,normalized_union,none,none,0.8231269243927472,0.8511345152143602,0.8209677419354838,0.92,0.248125,0.08,0.9257708333333332,0.9187342999832357
clinc150,13,test,1,0.5,1.2,normalized_union,none,none,0.8450326687887418,0.8231442922351648,0.8174545454545454,0.9124444444444444,0.224,0.08755555555555555,0.9318629743589745,0.9467731414913219
clinc150,13,val,1,0.5,1.3,normalized_union,none,none,0.5303370786516854,0.8170676705459176,0.6412903225806451,0.9766666666666667,0.63125,0.023333333333333334,0.9257708333333332,0.9187342999832357
clinc150,13,test,1,0.5,1.3,normalized_union,none,none,0.6165160748056314,0.7904314497814634,0.6418181818181818,0.9813333333333333,0.5486153846153846,0.018666666666666668,0.9318629743589745,0.9467731414913219
clinc150,13,val,1,0.5,0.8,normalized_union,per_sphere_known_quantile,0.8,0.7322505800464038,0.36672019360949254,0.6274193548387097,0.24533333333333332,0.01375,0.7546666666666667,0.79309875,0.7777920462482272
clinc150,13,test,1,0.5,0.8,normalized_union,per_sphere_known_quantile,0.8,0.7909035033804548,0.3736599768780988,0.6903636363636364,0.25866666666666666,0.010153846153846154,0.7413333333333333,0.7707539145299145,0.7772375975362315
clinc150,13,val,1,0.5,0.85,normalized_union,per_sphere_known_quantile,0.8,0.7514591439688716,0.48734013311861485,0.6690322580645162,0.35533333333333333,0.034375,0.6446666666666667,0.79309875,0.7777920462482272
clinc150,13,test,1,0.5,0.85,normalized_union,per_sphere_known_quantile,0.8,0.8053742802303263,0.4954194771603077,0.7221818181818181,0.36977777777777776,0.03169230769230769,0.6302222222222222,0.7707539145299145,0.7772375975362315
