dataset,seed,split,k,radius_lambda,global_threshold,acceptance_mode,calibration_mode,calibration_quantile,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos
clinc150,42,val,2,0.75,1.05,normalized_union,per_sphere_known_quantile,0.99,0.28785446762974853,0.8258670300429877,0.5364516129032258,1.0,0.831875,0.0,0.8371233333333332,0.8293569002005403
clinc150,42,test,2,0.75,1.05,normalized_union,per_sphere_known_quantile,0.99,0.2768166089965398,0.7685456235805844,0.4450909090909091,0.8951111111111111,0.8276923076923077,0.10488888888888889,0.7954155213675214,0.7611784186834822
clinc150,42,val,2,0.75,1.1,normalized_union,per_sphere_known_quantile,0.99,0.17663817663817663,0.8113446432176248,0.4996774193548387,1.0,0.903125,0.0,0.8371233333333332,0.8293569002005403
clinc150,42,test,2,0.75,1.1,normalized_union,per_sphere_known_quantile,0.99,0.15250544662309368,0.7776122271725194,0.4107272727272727,0.9368888888888889,0.9138461538461539,0.06311111111111112,0.7954155213675214,0.7611784186834822
clinc150,42,val,2,0.75,1.2,normalized_union,per_sphere_known_quantile,0.99,0.0687990343995172,0.7928475368519485,0.46806451612903227,1.0,0.964375,0.0,0.8371233333333332,0.8293569002005403
clinc150,42,test,2,0.75,1.2,normalized_union,per_sphere_known_quantile,0.99,0.06363105662580268,0.7764386095796683,0.3921818181818182,0.9702222222222222,0.9664615384615385,0.029777777777777778,0.7954155213675214,0.7611784186834822
clinc150,42,val,2,0.75,1.3,normalized_union,per_sphere_known_quantile,0.99,0.03801348865726548,0.787829789261035,0.4596774193548387,1.0,0.980625,0.0,0.8371233333333332,0.8293569002005403
clinc150,42,test,2,0.75,1.3,normalized_union,per_sphere_known_quantile,0.99,0.027644230769230768,0.7774871706242471,0.3869090909090909,0.9857777777777778,0.9858461538461538,0.014222222222222223,0.7954155213675214,0.7611784186834822
clinc150,42,val,2,1.0,0.8,nearest_sphere,none,none,0.761699064074874,0.47642381976021836,0.6790322580645162,0.3466666666666667,0.008125,0.6533333333333333,0.93132375,0.9210769903861245
clinc150,42,test,2,1.0,0.8,nearest_sphere,none,none,0.8108581436077058,0.47044004684314916,0.724909090909091,0.332,0.002769230769230769,0.668,0.942334358974359,0.9489256848875635
clinc150,42,val,2,1.0,0.85,nearest_sphere,none,none,0.7886199151484902,0.5868982097051126,0.7261290322580645,0.44866666666666666,0.0125,0.5513333333333333,0.93132375,0.9210769903861245
clinc150,42,test,2,1.0,0.85,nearest_sphere,none,none,0.8317443957742849,0.5764853407914265,0.7621818181818182,0.42933333333333334,0.00676923076923077,0.5706666666666667,0.942334358974359,0.9489256848875635
clinc150,42,val,2,1.0,0.9,nearest_sphere,none,none,0.8112574231861606,0.6672268581865638,0.7632258064516129,0.532,0.018125,0.468,0.93132375,0.9210769903861245
clinc150,42,test,2,1.0,0.9,nearest_sphere,none,none,0.8545647558386412,0.6669538727626528,0.8001818181818182,0.5262222222222223,0.009230769230769232,0.4737777777777778,0.942334358974359,0.9489256848875635
clinc150,42,val,2,1.0,0.95,nearest_sphere,none,none,0.8396987627756859,0.7445462522747806,0.8058064516129032,0.6286666666666667,0.024375,0.37133333333333335,0.93132375,0.9210769903861245
clinc150,42,test,2,1.0,0.95,nearest_sphere,none,none,0.874436398415084,0.73759763006728,0.8323636363636364,0.6137777777777778,0.015384615384615385,0.38622222222222224,0.942334358974359,0.9489256848875635
clinc150,42,val,2,1.0,1.0,nearest_sphere,none,none,0.8612199216564074,0.8013124990099771,0.8380645161290322,0.71,0.038125,0.29,0.93132375,0.9210769903861245
clinc150,42,test,2,1.0,1.0,nearest_sphere,none,none,0.8917627213944335,0.7911984210366725,0.8585454545454545,0.6924444444444444,0.024,0.3075555555555556,0.942334358974359,0.9489256848875635
clinc150,42,val,2,1.0,1.05,nearest_sphere,none,none,0.8776811594202899,0.8372529624371018,0.8606451612903225,0.776,0.05375,0.224,0.93132375,0.9210769903861245
clinc150,42,test,2,1.0,1.05,nearest_sphere,none,none,0.9050862193884944,0.8320789803440903,0.8787272727272727,0.7653333333333333,0.03907692307692308,0.23466666666666666,0.942334358974359,0.9489256848875635
clinc150,42,val,2,1.0,1.1,nearest_sphere,none,none,0.8770764119601329,0.851997185078533,0.8641935483870967,0.8273333333333334,0.0925,0.17266666666666666,0.93132375,0.9210769903861245
clinc150,42,test,2,1.0,1.1,nearest_sphere,none,none,0.9072134091589344,0.8509285866840056,0.8838181818181818,0.8217777777777778,0.06738461538461539,0.17822222222222223,0.942334358974359,0.9489256848875635
clinc150,42,val,2,1.0,1.2,nearest_sphere,none,none,0.8504611330698287,0.8513483507630382,0.8416129032258064,0.9033333333333333,0.193125,0.09666666666666666,0.93132375,0.9210769903861245
clinc150,42,test,2,1.0,1.2,nearest_sphere,none,none,0.881213686249193,0.8528059983353181,0.8583636363636363,0.904,0.16,0.096,0.942334358974359,0.9489256848875635
clinc150,42,val,2,1.0,1.3,nearest_sphere,none,none,0.7239404352806414,0.8183165515011943,0.7429032258064516,0.9526666666666667,0.4075,0.04733333333333333,0.93132375,0.9210769903861245
clinc150,42,test,2,1.0,1.3,nearest_sphere,none,none,0.7774750227066304,0.8201483956251269,0.7618181818181818,0.9488888888888889,0.3415384615384615,0.051111111111111114,0.942334358974359,0.9489256848875635
clinc150,42,val,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.8,0.7483683828861494,0.47412229704151637,0.6625806451612903,0.3406666666666667,0.0325,0.6593333333333333,0.7668879166666667,0.7447282407351018
clinc150,42,test,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.8,0.8074676149352299,0.48060179072156434,0.722909090909091,0.35777777777777775,0.021846153846153845,0.6422222222222222,0.7394765128205129,0.7244044341674769
clinc150,42,val,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.8,0.7615676359039191,0.5617361144820157,0.6909677419354838,0.434,0.05875,0.566,0.7668879166666667,0.7447282407351018
clinc150,42,test,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.8,0.8192008439931425,0.5690383897156628,0.7485454545454545,0.45466666666666666,0.044307692307692305,0.5453333333333333,0.7394765128205129,0.7244044341674769
clinc150,42,val,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.8,0.7667025862068966,0.6454383698313164,0.7109677419354838,0.5406666666666666,0.110625,0.4593333333333333,0.7668879166666667,0.7447282407351018
clinc150,42,test,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.8,0.8142281506183132,0.6399878204149883,0.7523636363636363,0.548,0.09846153846153846,0.452,0.7394765128205129,0.7244044341674769
clinc150,42,val,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.8,0.7350326022525193,0.7108563353506826,0.6961290322580646,0.644,0.225,0.356,0.7668879166666667,0.7447282407351018
clinc150,42,test,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.8,0.77291917973462,0.6894241215203931,0.7161818181818181,0.636,0.2113846153846154,0.364,0.7394765128205129,0.7244044341674769
clinc150,42,val,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.8,0.6267806267806267,0.784037391750335,0.6396774193548387,0.7813333333333333,0.45,0.21866666666666668,0.7668879166666667,0.7447282407351018
clinc150,42,test,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.8,0.661349054967921,0.7280694839125853,0.6250909090909091,0.7288888888888889,0.41323076923076923,0.27111111111111114,0.7394765128205129,0.7244044341674769
clinc150,42,val,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.8,0.45719252498913515,0.8203786564552895,0.5651612903225807,0.8833333333333333,0.67125,0.11666666666666667,0.7668879166666667,0.7447282407351018
clinc150,42,test,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.8,0.47041727216109613,0.761770576705888,0.5103636363636364,0.8071111111111111,0.6513846153846153,0.1928888888888889,0.7394765128205129,0.7244044341674769
clinc150,42,val,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.8,0.33528836754643204,0.8296538365414771,0.5245161290322581,0.9313333333333333,0.785625,0.06866666666666667,0.7668879166666667,0.7447282407351018
clinc150,42,test,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.8,0.30667297681022243,0.7746375997547517,0.438,0.8542222222222222,0.8006153846153846,0.14577777777777778,0.7394765128205129,0.7244044341674769
clinc150,42,val,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.8,0.23351351351351352,0.8256143907979258,0.5009677419354839,0.9773333333333334,0.865,0.02266666666666667,0.7668879166666667,0.7447282407351018
clinc150,42,test,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.8,0.18326693227091634,0.7959051200999215,0.4101818181818182,0.9244444444444444,0.8938461538461538,0.07555555555555556,0.7394765128205129,0.7244044341674769
clinc150,42,val,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.8,0.15753424657534246,0.8150613331858547,0.48193548387096774,0.9906666666666667,0.91375,0.009333333333333334,0.7668879166666667,0.7447282407351018
clinc150,42,test,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.8,0.11477272727272728,0.8013219446404423,0.4016363636363636,0.9697777777777777,0.9378461538461539,0.030222222222222223,0.7394765128205129,0.7244044341674769
clinc150,42,val,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.9,0.7762857866734229,0.5866178096699359,0.7112903225806452,0.45666666666666667,0.0425,0.5433333333333333,0.7844991666666666,0.7654999720749524
clinc150,42,test,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.9,0.8211764705882353,0.5610588503011911,0.7494545454545455,0.44044444444444447,0.03353846153846154,0.5595555555555556,0.7617460512820513,0.7415962715142903
clinc150,42,val,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.9,0.7837909890695814,0.6540018229209333,0.7312903225806452,0.546,0.08125,0.454,0.7844991666666666,0.7654999720749524
clinc150,42,test,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.9,0.8243039363598957,0.6364553279295351,0.764,0.5395555555555556,0.07538461538461538,0.46044444444444443,0.7617460512820513,0.7415962715142903
clinc150,42,val,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.9,0.7669479196974105,0.7219381544506615,0.7290322580645161,0.654,0.17625,0.346,0.7844991666666666,0.7654999720749524
clinc150,42,test,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.9,0.8047633049103204,0.6984706654110371,0.7510909090909091,0.6377777777777778,0.15784615384615386,0.3622222222222222,0.7617460512820513,0.7415962715142903
clinc150,42,val,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.9,0.6724309943465248,0.7549280151601979,0.6625806451612903,0.736,0.368125,0.264,0.7844991666666666,0.7654999720749524
clinc150,42,test,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.9,0.7262863718559921,0.7304973676791845,0.68,0.7226666666666667,0.3203076923076923,0.2773333333333333,0.7617460512820513,0.7415962715142903
clinc150,42,val,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.9,0.5041597337770383,0.8096541686915802,0.5861290322580646,0.868,0.62125,0.132,0.7844991666666666,0.7654999720749524
clinc150,42,test,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.9,0.5369340746624305,0.7635271104806653,0.5514545454545454,0.8071111111111111,0.584,0.1928888888888889,0.7617460512820513,0.7415962715142903
clinc150,42,val,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.9,0.3467062902426944,0.8345682231594501,0.535483870967742,0.954,0.78125,0.046,0.7844991666666666,0.7654999720749524
clinc150,42,test,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.9,0.33724202626641653,0.7806066223287014,0.45654545454545453,0.8688888888888889,0.7787692307692308,0.13111111111111112,0.7617460512820513,0.7415962715142903
clinc150,42,val,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.9,0.26276595744680853,0.8335052458457156,0.5119354838709678,0.978,0.845625,0.022,0.7844991666666666,0.7654999720749524
clinc150,42,test,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.9,0.2211390456644433,0.7889823395439906,0.4172727272727273,0.9035555555555556,0.8673846153846154,0.09644444444444444,0.7617460512820513,0.7415962715142903
clinc150,42,val,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.9,0.17593643586833144,0.8213019796465834,0.4896774193548387,0.9953333333333333,0.903125,0.004666666666666667,0.7844991666666666,0.7654999720749524
clinc150,42,test,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.9,0.12436974789915967,0.7968016898026107,0.4001818181818182,0.9564444444444444,0.9316923076923077,0.043555555555555556,0.7617460512820513,0.7415962715142903
clinc150,42,val,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.9,0.1028976936723832,0.8082334945818452,0.4687096774193548,0.9973333333333333,0.945625,0.0026666666666666666,0.7844991666666666,0.7654999720749524
clinc150,42,test,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.9,0.05626295528575659,0.7949242827266175,0.38781818181818184,0.9857777777777778,0.9707692307692307,0.014222222222222223,0.7617460512820513,0.7415962715142903
clinc150,42,val,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.95,0.7886958776250972,0.6300681546941257,0.7325806451612903,0.5093333333333333,0.049375,0.49066666666666664,0.7995995833333334,0.7810246929113001
clinc150,42,test,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.95,0.8278447121820616,0.6076805130962466,0.7638181818181818,0.49866666666666665,0.048615384615384616,0.5013333333333333,0.7757152820512819,0.7459217720628534
clinc150,42,val,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.95,0.7874930824571112,0.6931421120237786,0.7438709677419355,0.606,0.110625,0.394,0.7995995833333334,0.7810246929113001
clinc150,42,test,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.95,0.8249894232125229,0.6746361873559176,0.7696363636363637,0.5928888888888889,0.1,0.4071111111111111,0.7757152820512819,0.7459217720628534
clinc150,42,val,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.95,0.7576958244437672,0.7496041221111308,0.7293548387096774,0.708,0.223125,0.292,0.7995995833333334,0.7810246929113001
clinc150,42,test,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.95,0.7940907706366128,0.7248732769547134,0.7447272727272727,0.6848888888888889,0.19784615384615384,0.3151111111111111,0.7757152820512819,0.7459217720628534
clinc150,42,val,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.95,0.6329294369208838,0.7724811647224367,0.6441935483870967,0.788,0.445,0.212,0.7995995833333334,0.7810246929113001
clinc150,42,test,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.95,0.6808435852372583,0.7517298781036746,0.6492727272727272,0.7764444444444445,0.404,0.22355555555555556,0.7757152820512819,0.7459217720628534
clinc150,42,val,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.95,0.43204320432043203,0.8129452025708234,0.557741935483871,0.9053333333333333,0.7,0.09466666666666666,0.7995995833333334,0.7810246929113001
clinc150,42,test,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.95,0.45906558079725673,0.7709952397613824,0.5138181818181818,0.8466666666666667,0.6704615384615384,0.15333333333333332,0.7757152820512819,0.7459217720628534
clinc150,42,val,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.95,0.29037348763808524,0.8359889731118147,0.5232258064516129,0.9833333333333333,0.8275,0.016666666666666666,0.7995995833333334,0.7810246929113001
clinc150,42,test,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.95,0.2636160159164387,0.7814803850695591,0.4310909090909091,0.8928888888888888,0.8369230769230769,0.10711111111111112,0.7757152820512819,0.7459217720628534
clinc150,42,val,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.95,0.21606648199445982,0.829205366619962,0.5016129032258064,0.9933333333333333,0.878125,0.006666666666666667,0.7995995833333334,0.7810246929113001
clinc150,42,test,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.95,0.16267169404793966,0.7886259791517504,0.4032727272727273,0.9284444444444444,0.9070769230769231,0.07155555555555555,0.7757152820512819,0.7459217720628534
clinc150,42,val,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.95,0.10973451327433628,0.8103459225533738,0.47096774193548385,0.9986666666666667,0.941875,0.0013333333333333333,0.7995995833333334,0.7810246929113001
clinc150,42,test,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.95,0.07149084568439407,0.7903028478694526,0.38636363636363635,0.9697777777777777,0.9621538461538461,0.030222222222222223,0.7757152820512819,0.7459217720628534
clinc150,42,val,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.95,0.03801348865726548,0.8002606148453586,0.4509677419354839,1.0,0.980625,0.0,0.7995995833333334,0.7810246929113001
clinc150,42,test,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.95,0.021160822249093107,0.7922361391687976,0.37836363636363635,0.9897777777777778,0.9892307692307692,0.010222222222222223,0.7757152820512819,0.7459217720628534
clinc150,42,val,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.975,0.794498809838667,0.6581982400821778,0.7441935483870967,0.5473333333333333,0.06125,0.45266666666666666,0.79597875,0.7739184755893888
clinc150,42,test,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.975,0.8285946385052803,0.6268393704570708,0.7674545454545455,0.5217777777777778,0.05846153846153846,0.4782222222222222,0.7740522393162392,0.7380658173984159
clinc150,42,val,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.975,0.7875177304964539,0.7154857856561373,0.7487096774193548,0.642,0.1325,0.358,0.79597875,0.7739184755893888
clinc150,42,test,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.975,0.8212129922391492,0.6915735996996814,0.7681818181818182,0.6217777777777778,0.12092307692307692,0.37822222222222224,0.7740522393162392,0.7380658173984159
clinc150,42,val,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.975,0.7361769352290679,0.7574569241592887,0.7135483870967742,0.7333333333333333,0.271875,0.26666666666666666,0.79597875,0.7739184755893888
clinc150,42,test,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.975,0.7694738505293095,0.7325439174433699,0.722,0.7137777777777777,0.25076923076923074,0.2862222222222222,0.7740522393162392,0.7380658173984159
clinc150,42,val,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.975,0.5646518745218057,0.780902297602274,0.6074193548387097,0.816,0.53875,0.184,0.79597875,0.7739184755893888
clinc150,42,test,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.975,0.6094339622641509,0.7609822254813996,0.600909090909091,0.8066666666666666,0.5030769230769231,0.19333333333333333,0.7740522393162392,0.7380658173984159
clinc150,42,val,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.975,0.36286522148916117,0.807835411882243,0.5270967741935484,0.9086666666666666,0.759375,0.09133333333333334,0.79597875,0.7739184755893888
clinc150,42,test,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.975,0.3708457483382993,0.7715094821231012,0.47254545454545455,0.8648888888888889,0.7510769230769231,0.1351111111111111,0.7740522393162392,0.7380658173984159
clinc150,42,val,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.975,0.23864258347016967,0.8323320895120736,0.5093548387096775,0.994,0.86375,0.006,0.79597875,0.7739184755893888
clinc150,42,test,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.975,0.20265003897116135,0.7789694232600142,0.4103636363636364,0.9071111111111111,0.88,0.09288888888888888,0.7740522393162392,0.7380658173984159
clinc150,42,val,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.975,0.1628440366972477,0.8224196868986836,0.4867741935483871,0.9986666666666667,0.91125,0.0013333333333333333,0.79597875,0.7739184755893888
clinc150,42,test,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.975,0.11250348092453355,0.783824618093267,0.3885454545454545,0.9382222222222222,0.9378461538461539,0.06177777777777778,0.7740522393162392,0.7380658173984159
clinc150,42,val,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.975,0.05825242718446602,0.8047620177550192,0.45645161290322583,1.0,0.97,0.0,0.79597875,0.7739184755893888
clinc150,42,test,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.975,0.03619104123405518,0.7872955871891947,0.37636363636363634,0.9733333333333334,0.9812307692307692,0.02666666666666667,0.7740522393162392,0.7380658173984159
clinc150,42,val,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.975,0.024691358024691357,0.7993021069634765,0.4474193548387097,1.0,0.9875,0.0,0.79597875,0.7739184755893888
clinc150,42,test,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.975,0.011550151975683891,0.7917899304915154,0.37581818181818183,0.9906666666666667,0.9941538461538462,0.009333333333333334,0.7740522393162392,0.7380658173984159
clinc150,42,val,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.99,0.7931769722814499,0.6637281622932835,0.7445161290322581,0.5573333333333333,0.07,0.44266666666666665,0.7932541666666666,0.7677240927131195
clinc150,42,test,2,1.0,0.8,nearest_sphere,per_sphere_known_quantile,0.99,0.8294213973799127,0.6396804167915029,0.7701818181818182,0.5382222222222223,0.06492307692307692,0.4617777777777778,0.7735481709401709,0.7352345948643761
clinc150,42,val,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.99,0.7827338129496403,0.7223701679374782,0.7458064516129033,0.6566666666666666,0.15,0.3433333333333333,0.7932541666666666,0.7677240927131195
clinc150,42,test,2,1.0,0.85,nearest_sphere,per_sphere_known_quantile,0.99,0.8172699520279111,0.699457629712992,0.7658181818181818,0.6364444444444445,0.13507692307692307,0.3635555555555556,0.7735481709401709,0.7352345948643761
clinc150,42,val,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.99,0.7114573190522557,0.7589510482990119,0.6958064516129032,0.7433333333333333,0.315,0.25666666666666665,0.7932541666666666,0.7677240927131195
clinc150,42,test,2,1.0,0.9,nearest_sphere,per_sphere_known_quantile,0.99,0.7528994845360825,0.7341713262968341,0.7074545454545454,0.724,0.28092307692307694,0.276,0.7735481709401709,0.7352345948643761
clinc150,42,val,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.99,0.5255243371586862,0.7792643493188549,0.5861290322580646,0.8246666666666667,0.585,0.17533333333333334,0.7932541666666666,0.7677240927131195
clinc150,42,test,2,1.0,0.95,nearest_sphere,per_sphere_known_quantile,0.99,0.5674036392095481,0.7612024747624395,0.5745454545454546,0.8173333333333334,0.5538461538461539,0.18266666666666667,0.7735481709401709,0.7352345948643761
clinc150,42,val,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.99,0.311284046692607,0.7998176425898789,0.5061290322580645,0.9093333333333333,0.8,0.09066666666666667,0.7932541666666666,0.7677240927131195
clinc150,42,test,2,1.0,1.0,nearest_sphere,per_sphere_known_quantile,0.99,0.3198284080076263,0.7722092432879144,0.45127272727272727,0.8777777777777778,0.7935384615384615,0.12222222222222222,0.7735481709401709,0.7352345948643761
clinc150,42,val,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.99,0.19413092550790068,0.8280203314226985,0.4964516129032258,1.0,0.8925,0.0,0.7932541666666666,0.7677240927131195
clinc150,42,test,2,1.0,1.05,nearest_sphere,per_sphere_known_quantile,0.99,0.16595744680851063,0.7765038665946931,0.3978181818181818,0.912,0.904,0.088,0.7735481709401709,0.7352345948643761
clinc150,42,val,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.99,0.1286549707602339,0.8176151246927553,0.4764516129032258,1.0,0.93125,0.0,0.7932541666666666,0.7677240927131195
clinc150,42,test,2,1.0,1.1,nearest_sphere,per_sphere_known_quantile,0.99,0.0851305334846765,0.7830095248404487,0.38163636363636366,0.9448888888888889,0.9538461538461539,0.05511111111111111,0.7735481709401709,0.7352345948643761
clinc150,42,val,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.99,0.05115712545676005,0.8038328041878047,0.4545161290322581,1.0,0.97375,0.0,0.7932541666666666,0.7677240927131195
clinc150,42,test,2,1.0,1.2,nearest_sphere,per_sphere_known_quantile,0.99,0.030980041703902294,0.7875370510575018,0.37563636363636366,0.9755555555555555,0.984,0.024444444444444446,0.7735481709401709,0.7352345948643761
clinc150,42,val,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.99,0.021026592455163882,0.7984820276773749,0.4464516129032258,1.0,0.989375,0.0,0.7932541666666666,0.7677240927131195
clinc150,42,test,2,1.0,1.3,nearest_sphere,per_sphere_known_quantile,0.99,0.010945576162967468,0.7916457863473713,0.37563636363636366,0.9906666666666667,0.9944615384615385,0.009333333333333334,0.7735481709401709,0.7352345948643761
clinc150,42,val,2,1.0,0.8,normalized_union,none,none,0.761699064074874,0.47642381976021836,0.6790322580645162,0.3466666666666667,0.008125,0.6533333333333333,0.9335141666666666,0.928018920869097
clinc150,42,test,2,1.0,0.8,normalized_union,none,none,0.8108581436077058,0.47044004684314916,0.724909090909091,0.332,0.002769230769230769,0.668,0.9453106324786325,0.9535473103236627
clinc150,42,val,2,1.0,0.85,normalized_union,none,none,0.7888167748377434,0.5876579437981801,0.7264516129032258,0.4493333333333333,0.0125,0.5506666666666666,0.9335141666666666,0.928018920869097
clinc150,42,test,2,1.0,0.85,normalized_union,none,none,0.8318515655199072,0.576889381195467,0.7623636363636364,0.42977777777777776,0.00676923076923077,0.5702222222222222,0.9453106324786325,0.9535473103236627
clinc150,42,val,2,1.0,0.9,normalized_union,none,none,0.8114669421487604,0.6679323255586979,0.7635483870967742,0.5326666666666666,0.018125,0.4673333333333333,0.9335141666666666,0.928018920869097
clinc150,42,test,2,1.0,0.9,normalized_union,none,none,0.8546781685467817,0.6673767057436254,0.8003636363636364,0.5266666666666666,0.009230769230769232,0.47333333333333333,0.9453106324786325,0.9535473103236627
clinc150,42,val,2,1.0,0.95,normalized_union,none,none,0.8393866020984665,0.7444047556761411,0.805483870967742,0.6286666666666667,0.025,0.37133333333333335,0.9335141666666666,0.928018920869097
clinc150,42,test,2,1.0,0.95,normalized_union,none,none,0.8745558895873189,0.7379113555574761,0.8325454545454546,0.6142222222222222,0.015384615384615385,0.3857777777777778,0.9453106324786325,0.9535473103236627
clinc150,42,val,2,1.0,1.0,normalized_union,none,none,0.8614609571788413,0.8018175495150278,0.8383870967741935,0.7106666666666667,0.038125,0.28933333333333333,0.9335141666666666,0.928018920869097
clinc150,42,test,2,1.0,1.0,normalized_union,none,none,0.8918880922255026,0.791955239779475,0.858909090909091,0.6928888888888889,0.024,0.3071111111111111,0.9453106324786325,0.9535473103236627
clinc150,42,val,2,1.0,1.05,normalized_union,none,none,0.8776102088167054,0.8374681691548551,0.8606451612903225,0.7766666666666666,0.054375,0.22333333333333333,0.9335141666666666,0.928018920869097
clinc150,42,test,2,1.0,1.05,normalized_union,none,none,0.9054798492316614,0.8334227291377407,0.8794545454545455,0.7666666666666667,0.03907692307692308,0.23333333333333334,0.9453106324786325,0.9535473103236627
clinc150,42,val,2,1.0,1.1,normalized_union,none,none,0.8776065276518585,0.8534033837525059,0.8651612903225806,0.8286666666666667,0.0925,0.17133333333333334,0.9335141666666666,0.928018920869097
clinc150,42,test,2,1.0,1.1,normalized_union,none,none,0.906858340820605,0.8525369149069829,0.8841818181818182,0.8222222222222222,0.0683076923076923,0.17777777777777778,0.9453106324786325,0.9535473103236627
clinc150,42,val,2,1.0,1.2,normalized_union,none,none,0.8505443747937974,0.8538854811572242,0.8432258064516129,0.9053333333333333,0.194375,0.09466666666666666,0.9335141666666666,0.928018920869097
