index,metric,mean,std
0,accuracy,0.8666666666666675,0.8212456663169938
1,f1_all,1.0338851797814093,0.45951488885921116
2,false_accept_rate,0.6555555555555544,1.7821127702606028
3,false_reject_rate,-2.9000000000000017,1.4310058622443738
4,known_recall,2.8999999999999986,1.4310058622443727
5,oos_f1,0.845912338009506,0.8663953612805959
