epoch,loss,known_validation_f1
1,0.7236525895802871,0.8994010829356456
2,0.5468761603469434,0.9205885931671842
3,0.41538820156584616,0.9261573108240441
4,0.35872924975726916,0.9284226877040426
5,0.3137061793519103,0.9228909590242351
6,0.28739053626423294,0.9231693546179325
7,0.2581744236142739,0.927457931710373
8,0.23984522955573123,0.9235850646138871
9,0.21541338025227838,0.9299068408014378
