epoch,loss,known_validation_f1
1,0.4522223524907802,0.8987333925714502
2,0.32054902977765876,0.9093829986586555
3,0.23148050048249832,0.9138964776607177
4,0.174991309761684,0.9145194855262172
5,0.13599246649190466,0.9169295270654978
6,0.10519688219783153,0.9155221929773758
7,0.08215337094078039,0.9135148745612589
8,0.0645631901880211,0.91338007568237
9,0.04870261027021928,0.9121357785928937
