epoch,loss,known_validation_f1
1,0.5213133042797129,0.8909656568234449
2,0.36187093382608804,0.9119450245840215
3,0.25554164409214725,0.9183944409473594
4,0.18367408704778826,0.9215063730493884
5,0.12915424595699243,0.9180805186748755
6,0.09558038577331719,0.9178458813734658
7,0.07144198634047458,0.916344191621747
8,0.05305742456557903,0.9209160793348075
9,0.04162838483057546,0.9212862728067922
