epoch,loss,known_validation_f1
1,0.6876090972319894,0.8934240438817816
2,0.41347096666045813,0.9198209023366245
3,0.2842565198307452,0.9299234831815256
4,0.21833177688329117,0.9322841620452934
5,0.19374856093655463,0.9275198692959824
6,0.16662957762246547,0.9331477482745183
7,0.14571344577099965,0.9331921023426065
8,0.11882607719820479,0.9383971146829432
9,0.09636597545898479,0.9414662662286176
