epoch,loss,known_validation_f1
1,0.3394596109840464,0.8995696589711872
2,0.24162808116129103,0.9146177625241745
3,0.1797639064173749,0.9189774707580819
4,0.13565935000301677,0.9192041879951371
5,0.10215041516943181,0.9168311514539227
6,0.07552347873198859,0.9134456347385864
7,0.0550520218997956,0.9120683164911035
8,0.0376159638250643,0.9069381266433938
9,0.028184952592090803,0.9124013984526866
