epoch,loss,known_validation_f1
1,0.8024726503569147,0.8987973401759749
2,0.5339369424011396,0.9191283292922999
3,0.37339569466269534,0.9257351886050783
4,0.30076671974814456,0.9252488830195099
5,0.24378517075725223,0.9200775506930826
6,0.2180360380722129,0.9258154992351695
7,0.18168790265917778,0.931248312770959
8,0.16319398363323315,0.9216897858086418
9,0.13441979382996974,0.9244539158331027
