epoch,loss,known_validation_f1
1,0.5406903918330551,0.8861853602215148
2,0.42383054152448124,0.9135258048138714
3,0.33477741701805847,0.9109270915413892
4,0.28684361284294874,0.9166934603424146
5,0.2505943587063052,0.9152033957243293
6,0.21382005111122807,0.9157679536435573
7,0.18670076623241952,0.9151946884077449
8,0.16184827154304118,0.915252155820968
9,0.1447574665096212,0.9157682760306014
