epoch,loss,known_validation_f1
1,0.21259273354496275,0.9495907981096944
2,0.142939048068864,0.9653914852150756
3,0.08510534671800477,0.9726082507800035
4,0.059138617111103874,0.9731833687641165
5,0.04392800604658467,0.9740349733575489
6,0.035129784675581116,0.9709917642298047
7,0.028881719974534852,0.9744888913938301
8,0.022277816704341345,0.9745156385535828
9,0.019504902346857957,0.9704073082992277
