epoch,loss,known_validation_f1
1,0.8024726503569147,0.8987973401759749
2,0.5582069825866948,0.9154993805744068
3,0.43446460301461426,0.9208877444597114
4,0.37904376018306485,0.9220657630192066
5,0.3389372964916022,0.9180250132438477
6,0.3124300141049468,0.9153682630607421
7,0.2860013687092325,0.9221252556011835
8,0.27227257888602174,0.927142751947823
9,0.24872172510494356,0.9284343269421161
