epoch,loss,known_validation_f1
1,1.0918486610702847,0.8975244582591405
2,0.8180924083875574,0.9182217575794612
3,0.630142092704773,0.9273478033898717
4,0.5484032021916431,0.9236603629479252
5,0.4768551847209101,0.9191534658652484
6,0.43135161114775616,0.9256918297458091
7,0.39030538628930633,0.9312980355496705
8,0.3596004594279372,0.9262503635405033
9,0.3272690332454184,0.9379180173784823
