epoch,loss,known_validation_f1
1,0.9859860812274504,0.8399616207228837
2,0.754117231553709,0.8740986122099961
3,0.5844280222352122,0.8796325621069893
4,0.5123438111073534,0.8807045699213191
5,0.44539100687268757,0.8813195882327051
6,0.41502950434953395,0.8879098154822231
7,0.3773822100229666,0.8826003058477776
8,0.3511615149991613,0.8822967226126813
9,0.31044696292407076,0.8856794255494812
