epoch,loss,known_validation_f1
1,0.9643695138870402,0.8920291156393847
2,0.5578300648547233,0.9106056095476134
3,0.3791265000476905,0.9199869031900647
4,0.31039098703058055,0.9208408018099062
5,0.2640915379879322,0.9144062476583303
6,0.22334263944034036,0.9191118912499434
7,0.19172575536137776,0.9188441325458929
8,0.16058795328469985,0.9160600201995367
9,0.14576166545879757,0.9169777183756227
