epoch,loss,known_validation_f1
1,0.2632690549213835,0.9678314694692844
2,0.2086471791597123,0.9678215192205283
3,0.17154298754448585,0.9678559470024674
4,0.14710376490937901,0.9678559470024674
5,0.12760260178053634,0.9658450831786378
6,0.1145290029334261,0.9678284948716932
7,0.10019522366371561,0.9658323288455708
8,0.08875857919771621,0.96780028584509
9,0.07846471223425358,0.9658935030535323
