cluster_id,intent,k,radius,sample_count
66,travel_alert,1,23.09901006987245,100
67,travel_notification,1,22.207082336225014,100
68,user_name,1,21.6157935434062,100
69,vaccines,1,21.669583796476772,100
70,what_are_your_hobbies,1,23.61477249121338,100
71,what_can_i_ask_you,1,21.69701748156244,100
72,what_is_your_name,1,21.651103287893182,100
73,where_are_you_from,1,21.98088491323798,100
74,whisper_mode,1,24.253768561379594,100
0,accept_reservations,2,21.564265326237955,49
1,accept_reservations,2,21.42164680575155,51
2,apr,2,23.284039998673943,43
3,apr,2,23.9030287885913,57
4,book_flight,2,22.022931629783574,37
5,book_flight,2,21.615745661916957,63
6,book_hotel,2,21.80085477581413,26
7,book_hotel,2,21.49360776997964,74
8,calculator,2,20.66556795265725,87
9,calculator,2,21.8191858968377,13
10,calendar,2,22.447015442924368,58
11,calendar,2,22.064399476803565,42
12,cancel,2,21.361645312023214,54
13,cancel,2,21.8017549596573,46
14,cancel_reservation,2,24.857404084376824,35
15,cancel_reservation,2,22.4151421457442,65
16,card_declined,2,22.50935846891993,44
17,card_declined,2,25.16478636667546,56
18,carry_on,2,21.70374737299629,71
19,carry_on,2,23.77037810836407,29
20,change_language,2,21.75805813293455,44
21,change_language,2,22.058186230243084,56
22,change_speed,2,22.66923828031062,40
23,change_speed,2,22.88857500450711,60
24,change_user_name,2,21.064754572774554,54
25,change_user_name,2,21.257524779606523,46
26,change_volume,2,23.260818017539155,37
27,change_volume,2,23.143854693952132,63
28,confirm_reservation,2,21.43067417822277,50
29,confirm_reservation,2,23.27488464617653,50
30,cook_time,2,21.546556877279425,53
31,cook_time,2,21.48760312389059,47
32,credit_limit,2,22.63299802510398,77
33,credit_limit,2,22.957406080899563,23
34,credit_limit_change,2,22.49803008408656,55
35,credit_limit_change,2,23.276917613368273,45
36,credit_score,2,23.61021544571556,41
37,credit_score,2,23.442846802528624,59
38,current_location,2,22.897073174242035,58
39,current_location,2,23.30850721250719,42
40,damaged_card,2,22.58733134007854,51
41,damaged_card,2,22.89974262093549,49
42,date,2,23.042778186142503,58
43,date,2,21.916094156730583,42
44,directions,2,22.078962340962004,59
45,directions,2,22.137083393764584,41
46,exchange_rate,2,21.714094581013267,34
47,exchange_rate,2,21.891396209737344,66
48,expiration_date,2,23.27080093577352,84
49,expiration_date,2,23.889807786416544,16
50,flight_status,2,22.933647123862013,64
51,flight_status,2,22.80565329796211,36
52,food_last,2,21.360399531604827,70
53,food_last,2,22.23120003174182,30
54,freeze_account,2,21.367517415055175,31
55,freeze_account,2,22.56733768548619,69
56,gas,2,22.280076933280046,72
57,gas,2,22.123129835227036,28
58,how_busy,2,21.684815396963472,46
59,how_busy,2,21.706790566897112,54
60,ingredient_substitution,2,21.12754249555356,68
61,ingredient_substitution,2,22.18513573077443,32
62,ingredients_list,2,21.56073226918355,51
63,ingredients_list,2,21.66066281496908,49
64,international_fees,2,21.84671652957042,42
65,international_fees,2,22.442788402890688,58
66,jump_start,2,23.736945994470393,72
67,jump_start,2,23.957450106889276,28
68,lost_luggage,2,22.946794627727638,62
69,lost_luggage,2,23.058918025538645,38
70,make_call,2,21.148546685593132,48
71,make_call,2,21.124445259774486,52
72,maybe,2,22.491412387816002,38
73,maybe,2,22.377844750167238,62
74,meal_suggestion,2,25.065710160094547,24
75,meal_suggestion,2,22.163468653276375,76
76,meaning_of_life,2,23.268952129425763,22
77,meaning_of_life,2,23.856227190707862,78
78,measurement_conversion,2,21.28525378152043,49
79,measurement_conversion,2,23.266589538391607,51
80,new_card,2,23.057270035536543,59
81,new_card,2,22.452990824445877,41
82,next_song,2,22.39170522774274,66
83,next_song,2,23.00644986792889,34
84,no,2,21.035626858126115,42
85,no,2,21.738714452081172,58
86,oil_change_how,2,23.91434452809939,72
87,oil_change_how,2,22.92071362773982,28
88,order_checks,2,23.264233135259992,42
89,order_checks,2,22.74362523564592,58
90,order_status,2,22.664651754209018,27
91,order_status,2,22.416830706984253,73
92,pin_change,2,22.7759109582763,30
93,pin_change,2,23.140585747408018,70
94,play_music,2,21.4226323705444,64
95,play_music,2,21.38170171266255,36
96,reminder,2,24.30471153372222,80
97,reminder,2,21.96922528714024,20
98,reminder_update,2,22.144904228034868,65
99,reminder_update,2,21.564430442665234,35
100,repeat,2,21.787390010612903,46
101,repeat,2,21.63217853225224,54
102,replacement_card_duration,2,23.767689379803073,23
103,replacement_card_duration,2,23.657762288145758,77
104,restaurant_reservation,2,21.882245552752952,52
105,restaurant_reservation,2,21.41026933466053,48
106,rewards_balance,2,21.53621092560107,50
107,rewards_balance,2,22.407327130513263,50
108,roll_dice,2,23.511523733379704,51
109,roll_dice,2,23.017027294669244,49
110,schedule_maintenance,2,22.397822436893605,25
111,schedule_maintenance,2,22.00077916886419,75
112,schedule_meeting,2,22.80713110653986,64
113,schedule_meeting,2,23.22786998295031,36
114,share_location,2,21.84705923172184,26
115,share_location,2,21.40115350608249,74
116,smart_home,2,21.957820788739404,22
117,smart_home,2,21.16318138048376,78
118,taxes,2,23.01584930157952,72
119,taxes,2,23.81520535419117,28
120,tell_joke,2,22.39888831170419,37
121,tell_joke,2,22.342912270089265,63
122,timer,2,23.4880036014169,44
123,timer,2,21.719285213673757,56
124,timezone,2,21.456559883496585,61
125,timezone,2,22.003940789806283,39
126,todo_list_update,2,22.72394811423922,30
127,todo_list_update,2,22.353084253788097,70
128,traffic,2,23.510308455989765,15
129,traffic,2,21.61272504586049,85
130,translate,2,21.40499195186181,69
131,translate,2,24.625045811596742,31
132,travel_alert,2,22.525067766863003,77
133,travel_alert,2,20.71192982347566,23
134,travel_notification,2,22.266639357250078,36
135,travel_notification,2,21.694910225924062,64
136,user_name,2,21.81569300826572,62
137,user_name,2,22.108227493890116,38
138,vaccines,2,22.401993340368026,42
139,vaccines,2,22.027290469534144,58
140,what_are_your_hobbies,2,24.422308388362584,59
141,what_are_your_hobbies,2,22.863245240050784,41
142,what_can_i_ask_you,2,23.948940513670156,27
143,what_can_i_ask_you,2,22.085031147846177,73
144,what_is_your_name,2,22.02218772973359,42
145,what_is_your_name,2,22.32244307081628,58
146,where_are_you_from,2,22.049772704844724,73
147,where_are_you_from,2,23.183972735545233,27
148,whisper_mode,2,23.205046860291684,45
149,whisper_mode,2,24.82496329756169,55
0,accept_reservations,1,21.283561344379443,100
1,account_blocked,1,21.888105839180994,100
2,alarm,1,22.578167826721238,100
3,application_status,1,23.23309540726108,100
4,bill_balance,1,21.477704054945235,100
5,calculator,1,20.627813982113658,100
6,calendar,1,22.255949235413638,100
7,cancel_reservation,1,23.16185242302295,100
8,card_declined,1,23.58946135670752,100
9,change_ai_name,1,21.698666123481818,100
10,change_language,1,21.31021469190928,100
11,change_speed,1,22.781985205030693,100
12,change_volume,1,23.356337736236018,100
13,confirm_reservation,1,22.089857182981877,100
14,cook_time,1,21.2508265900291,100
15,credit_limit,1,22.649589583948913,100
16,credit_limit_change,1,22.541659920562765,100
17,damaged_card,1,22.263299798650873,100
18,date,1,23.485344249232824,100
19,distance,1,21.31883562858724,100
20,do_you_have_pets,1,22.765432617490653,100
21,flip_coin,1,22.591704309085603,100
22,food_last,1,21.11917595701883,100
23,freeze_account,1,22.127001321319135,100
24,goodbye,1,21.326051367730905,100
25,greeting,1,21.810277546678037,100
26,improve_credit_score,1,22.967040633118778,100
27,income,1,22.325308572429243,100
28,ingredients_list,1,21.47853692854849,100
29,insurance_change,1,22.4639000070625,100
30,interest_rate,1,22.90661968103382,100
31,lost_luggage,1,22.394529257418103,100
32,make_call,1,21.070055720664016,100
33,maybe,1,21.632192767666446,100
34,meal_suggestion,1,22.17559780303899,100
35,meaning_of_life,1,24.35309456388414,100
36,measurement_conversion,1,21.88171343676772,100
37,min_payment,1,22.732400441414562,100
38,no,1,21.536319366625314,100
39,oil_change_how,1,23.549344231638642,100
40,oil_change_when,1,23.92023172194068,100
41,order,1,22.25013431897433,100
42,order_checks,1,21.99981477514607,100
43,pay_bill,1,22.37793020965342,100
44,plug_type,1,21.527500381122923,100
45,pto_balance,1,23.661276616577748,100
46,pto_used,1,22.16644277065075,100
47,recipe,1,20.950782441721973,100
48,redeem_rewards,1,23.305082080493644,100
49,report_fraud,1,22.654507517897585,100
50,report_lost_card,1,23.54090349451966,100
51,schedule_meeting,1,22.24134380124488,100
52,shopping_list,1,24.296615190366545,100
53,shopping_list_update,1,21.404227861544648,100
54,smart_home,1,20.879192046007738,100
55,spending_history,1,22.394298457548345,100
56,sync_device,1,22.416418051313727,100
57,taxes,1,22.53330672262499,100
58,text,1,21.521711444531565,100
59,thank_you,1,21.28987242076978,100
60,timer,1,23.076280057462817,100
61,tire_change,1,23.45116484338353,100
62,todo_list,1,22.40114297481427,100
63,traffic,1,21.63949822716925,100
64,transactions,1,22.207195335889434,100
65,transfer,1,21.624504401236624,100
66,translate,1,21.90416312402214,100
67,travel_alert,1,23.09901006987245,100
68,travel_notification,1,22.207082336225014,100
69,update_playlist,1,21.58804540869438,100
70,w2,1,22.89026580093837,100
71,what_can_i_ask_you,1,21.69701748156244,100
72,what_song,1,22.239173974024894,100
73,where_are_you_from,1,21.98088491323798,100
74,who_do_you_work_for,1,22.40738287684621,100
0,accept_reservations,2,21.63008783872212,39
1,accept_reservations,2,21.358727374397812,61
2,account_blocked,2,22.29304807442349,68
3,account_blocked,2,21.937306694251795,32
4,alarm,2,22.559594430687188,32
5,alarm,2,22.92847010180383,68
6,application_status,2,23.596826476213977,73
7,application_status,2,21.722614769351075,27
8,bill_balance,2,21.797158424555015,67
9,bill_balance,2,23.0470441874586,33
10,calculator,2,20.91064739236071,61
11,calculator,2,20.81196066393216,39
12,calendar,2,22.262002376972347,69
13,calendar,2,21.90428629123943,31
14,cancel_reservation,2,22.48323644907756,61
15,cancel_reservation,2,24.625261211745983,39
16,card_declined,2,25.103702397856036,58
17,card_declined,2,22.55917607118791,42
18,change_ai_name,2,20.742443677392178,41
19,change_ai_name,2,22.051913471117373,59
20,change_language,2,22.058186230243084,56
21,change_language,2,21.75805813293455,44
22,change_speed,2,22.66923828031062,40
23,change_speed,2,22.88857500450711,60
24,change_volume,2,23.143854693952132,63
25,change_volume,2,23.260818017539155,37
26,confirm_reservation,2,21.43067417822277,50
27,confirm_reservation,2,23.27488464617653,50
28,cook_time,2,21.422587230489935,43
29,cook_time,2,21.294753297484892,57
30,credit_limit,2,22.63299802510398,77
31,credit_limit,2,22.957406080899563,23
32,credit_limit_change,2,22.49803008408656,55
33,credit_limit_change,2,23.276917613368273,45
34,damaged_card,2,22.58733134007854,51
35,damaged_card,2,22.89974262093549,49
36,date,2,22.198260930297927,39
37,date,2,23.043674448876352,61
38,distance,2,21.593931403200564,29
39,distance,2,21.28977496004913,71
40,do_you_have_pets,2,22.565424619256028,27
41,do_you_have_pets,2,23.41718767960913,73
42,flip_coin,2,22.687054727034695,57
43,flip_coin,2,22.728141059897904,43
44,food_last,2,21.360399531604827,70
45,food_last,2,22.23120003174182,30
46,freeze_account,2,22.56733768548619,69
47,freeze_account,2,21.367517415055175,31
48,goodbye,2,21.4489243581232,63
49,goodbye,2,22.111561327059025,37
50,greeting,2,21.47750559040502,40
51,greeting,2,21.642231238417597,60
52,improve_credit_score,2,22.9345692054786,70
53,improve_credit_score,2,22.54493717464276,30
54,income,2,22.867659243867053,43
55,income,2,22.27850247063142,57
56,ingredients_list,2,21.54355448472205,56
57,ingredients_list,2,21.611971515177906,44
58,insurance_change,2,23.004361118496313,47
59,insurance_change,2,23.0196008049508,53
60,interest_rate,2,22.40457282390903,49
61,interest_rate,2,23.895845941125092,51
62,lost_luggage,2,22.870688537522355,61
63,lost_luggage,2,23.139449224501007,39
64,make_call,2,21.120456666415393,39
65,make_call,2,21.249962540991003,61
66,maybe,2,22.50982429372399,39
67,maybe,2,22.421755584368533,61
68,meal_suggestion,2,25.065710160094547,24
69,meal_suggestion,2,22.163468653276375,76
70,meaning_of_life,2,23.268952129425763,22
71,meaning_of_life,2,23.856227190707862,78
72,measurement_conversion,2,23.034429206856636,50
73,measurement_conversion,2,21.57315017588972,50
74,min_payment,2,22.770664133463626,46
75,min_payment,2,23.36246320337134,54
76,no,2,21.72030467810446,57
77,no,2,21.034554137305598,43
78,oil_change_how,2,22.92071362773982,28
79,oil_change_how,2,23.91434452809939,72
80,oil_change_when,2,24.213255274382924,70
81,oil_change_when,2,23.042934524025007,30
82,order,2,23.223845906230615,37
83,order,2,21.138644520522472,63
84,order_checks,2,22.74362523564592,58
85,order_checks,2,23.264233135259992,42
86,pay_bill,2,22.481235576552955,82
87,pay_bill,2,24.0618234853748,18
88,plug_type,2,22.201987847780366,51
89,plug_type,2,21.679172244683606,49
90,pto_balance,2,23.76777639356801,75
91,pto_balance,2,23.7190341189634,25
92,pto_used,2,22.34426078354055,76
93,pto_used,2,22.583455908637557,24
94,recipe,2,21.36248572189849,19
95,recipe,2,21.03653755264898,81
96,redeem_rewards,2,23.846768152415223,72
97,redeem_rewards,2,22.639025108362897,28
98,report_fraud,2,22.96186677843293,50
99,report_fraud,2,23.67922164632926,50
100,report_lost_card,2,24.328857859258818,41
101,report_lost_card,2,23.935536210424317,59
102,schedule_meeting,2,22.80713110653986,64
103,schedule_meeting,2,23.22786998295031,36
104,shopping_list,2,23.29242553578923,78
105,shopping_list,2,22.278281719823127,22
106,shopping_list_update,2,22.254825226172045,38
107,shopping_list_update,2,21.63503978463614,62
108,smart_home,2,21.16318138048376,78
109,smart_home,2,21.957820788739404,22
110,spending_history,2,23.08834950415183,40
111,spending_history,2,22.467201945724327,60
112,sync_device,2,23.272278574612933,52
113,sync_device,2,23.09300481701907,48
114,taxes,2,23.01584930157952,72
115,taxes,2,23.81520535419117,28
116,text,2,23.13903799364303,33
117,text,2,21.07960202941348,67
118,thank_you,2,21.261232585838087,53
119,thank_you,2,21.647595082113778,47
120,timer,2,23.778785770755174,42
121,timer,2,22.09393679190787,58
122,tire_change,2,23.90708074617113,56
123,tire_change,2,23.293176675385897,44
124,todo_list,2,21.23499862783205,43
125,todo_list,2,22.61304993320094,57
126,traffic,2,23.662647048860297,22
127,traffic,2,21.707609814230327,78
128,transactions,2,22.039992999772473,74
129,transactions,2,21.363232373969602,26
130,transfer,2,21.864393981992368,71
131,transfer,2,23.392644896949648,29
132,translate,2,24.625045811596742,31
133,translate,2,21.40499195186181,69
134,travel_alert,2,20.71192982347566,23
135,travel_alert,2,22.525067766863003,77
136,travel_notification,2,21.709805046994365,64
137,travel_notification,2,22.278588135481158,36
138,update_playlist,2,22.1677805940039,11
139,update_playlist,2,21.541746937849908,89
140,w2,2,23.276791439709058,19
141,w2,2,22.18839550496204,81
142,what_can_i_ask_you,2,23.948940513670156,27
143,what_can_i_ask_you,2,22.085031147846177,73
144,what_song,2,22.14638118612649,53
145,what_song,2,22.767706705048322,47
146,where_are_you_from,2,23.45441652399531,29
147,where_are_you_from,2,22.050270735621886,71
148,who_do_you_work_for,2,23.321021026197194,24
149,who_do_you_work_for,2,22.746169334336848,76
0,ajax,1,21.73229051614156,600
1,apache,1,21.118752122877957,600
2,excel,1,21.014583550913667,600
3,hibernate,1,21.803251791256628,600
4,linq,1,22.366547809656208,600
5,oracle,1,21.130538974188003,600
6,osx,1,20.799757935993824,600
7,qt,1,21.732983237108918,600
8,scala,1,21.96980258326862,600
9,sharepoint,1,20.02411955583332,600
0,ajax,2,20.419012785312702,147
1,ajax,2,21.12912304986119,453
2,apache,2,21.98057566128381,203
3,apache,2,20.848043731749392,397
4,excel,2,21.236762017927983,328
5,excel,2,20.954706141413688,272
6,hibernate,2,21.74406225068993,320
7,hibernate,2,21.920671353877342,280
8,linq,2,22.202075147920993,258
9,linq,2,22.08614475231784,342
10,oracle,2,21.154204471452292,271
11,oracle,2,21.26156264304382,329
12,osx,2,20.818785198190792,278
13,osx,2,20.540701940944693,322
14,qt,2,21.785560751875742,279
15,qt,2,21.901859465075013,321
16,scala,2,20.449881013939347,118
17,scala,2,21.01499449242364,482
18,sharepoint,2,20.007359036032092,311
19,sharepoint,2,20.249663300603252,289
0,ajax,1,21.73229051614156,600
1,apache,1,21.118752122877957,600
2,cocoa,1,21.17484507661873,600
3,excel,1,21.014583550913667,600
4,linq,1,22.366547809656208,600
5,oracle,1,21.130538974188003,600
6,sharepoint,1,20.02411955583332,600
7,spring,1,21.40380290941672,600
8,svn,1,21.779194683784812,600
9,visual-studio,1,21.209986356912005,600
0,ajax,2,20.417889069547716,149
1,ajax,2,21.12642118455888,451
2,apache,2,20.843230920335348,400
3,apache,2,21.978638790296895,200
4,cocoa,2,20.049404375805725,200
5,cocoa,2,20.67370197918429,400
6,excel,2,20.953947809928774,268
7,excel,2,21.23696659155993,332
8,linq,2,22.14466483974159,338
9,linq,2,22.20250927230013,262
10,oracle,2,21.257468336715142,329
11,oracle,2,21.156805825001236,271
12,sharepoint,2,20.008653194607014,313
13,sharepoint,2,20.251108998241953,287
14,spring,2,20.770066267669623,474
15,spring,2,20.622558710928427,126
16,svn,2,22.42752009226813,231
17,svn,2,21.207690249983695,369
18,visual-studio,2,21.096474469368584,325
19,visual-studio,2,21.160840208602195,275
0,apache,1,21.118752122877957,600
1,bash,1,21.175328563293096,600
2,drupal,1,20.188033670903287,600
3,excel,1,21.014583550913667,600
4,hibernate,1,21.803251791256628,600
5,linq,1,22.366547809656208,600
6,oracle,1,21.130538974188003,600
7,osx,1,20.799757935993824,600
8,scala,1,21.96980258326862,600
9,svn,1,21.779194683784812,600
0,apache,2,20.848043731749392,397
1,apache,2,21.98057566128381,203
2,bash,2,21.19311391187796,280
3,bash,2,21.070820863308914,320
4,drupal,2,20.27172299373639,423
5,drupal,2,20.597536533106965,177
6,excel,2,20.949194599082613,272
7,excel,2,21.245080341336404,328
8,hibernate,2,21.741368212951087,321
9,hibernate,2,21.92450236048644,279
10,linq,2,22.192183526182344,261
11,linq,2,22.349326346645633,339
12,oracle,2,21.15274322148209,261
13,oracle,2,21.256860349194493,339
14,osx,2,20.851537839679615,281
15,osx,2,20.55717944354147,319
16,scala,2,21.01499449242364,482
17,scala,2,20.449881013939347,118
18,svn,2,21.245464262030495,371
19,svn,2,22.42706278101408,229
