ci95_high,ci95_low,dataset,k,mean,method,metric,n_seeds,std
0.7376027185530877,0.712325666305027,banking77,2,0.7247254558177928,ccsg_k2,f1_k,3,0.01264528877078229
0.938157894736842,0.9348684210526316,banking77,2,0.9370614035087718,ccsg_k2,known_recall,3,0.0018991785170711273
0.6596153846153846,0.6134615384615385,banking77,2,0.6418803418803418,ccsg_k2,false_accept_rate,3,0.024862651416514822
0.06513157894736842,0.06184210526315789,banking77,2,0.06293859649122806,ccsg_k2,false_reject_rate,3,0.0018991785170711353
0.6181818181818182,0.5925324675324676,banking77,2,0.6038961038961039,ccsg_k2,accuracy,3,0.013071962428050232
0.8487925944669367,0.8479967948717948,banking77,2,0.8484822031039135,ccsg_k2,auroc,3,0.0004257903559946701
0.8261259056393837,0.8074599566397986,banking77,2,0.8169988854075472,ccsg_k2,aupr_oos,3,0.009339789317497776
0.5774345774345774,0.5211845102505694,banking77,1,0.5430283458353119,current_k1,oos_f1,3,0.030155892621022407
0.741453471958562,0.7174661012124218,banking77,1,0.731678415329578,current_k1,f1_all,3,0.012594261762423916
0.7457697586565617,0.7226314062377336,banking77,1,0.7366428908425849,current_k1,f1_k,3,0.012318297327948547
0.9585526315789473,0.9355263157894737,banking77,1,0.9471491228070175,current_k1,known_recall,3,0.011514724204232517
0.6333333333333333,0.5685897435897436,banking77,1,0.6074786324786324,current_k1,false_accept_rate,3,0.03428338732541598
0.06447368421052632,0.04144736842105263,banking77,1,0.052850877192982454,current_k1,false_reject_rate,3,0.011514724204232529
0.650974025974026,0.6230519480519481,banking77,1,0.6337662337662339,current_k1,accuracy,3,0.015051074008440583
0.8857860998650472,0.8683379723346829,banking77,1,0.8767505904183536,current_k1,auroc,3,0.008740725588677434
0.856886882819809,0.850026712763872,banking77,1,0.8526142943156408,current_k1,aupr_oos,3,0.0037275889823475913
0.46742209631728054,0.43992248062015515,banking77,2,0.45702382057231733,current_k2_union,oos_f1,3,0.014924996422001903
0.7381848264872598,0.7194897695427098,banking77,2,0.7279071942372841,current_k2_union,f1_all,3,0.00948533434581352
0.7453101614917328,0.7268468034617244,banking77,2,0.7350357040705727,current_k2_union,f1_k,3,0.009406702814966793
0.9671052631578947,0.9585526315789473,banking77,2,0.9620614035087719,current_k2_union,known_recall,3,0.004478196898390813
0.708974358974359,0.6826923076923078,banking77,2,0.6927350427350426,current_k2_union,false_accept_rate,3,0.01419453306003623
0.04144736842105263,0.03289473684210526,banking77,2,0.03793859649122807,current_k2_union,false_reject_rate,3,0.004478196898390819
0.5957792207792207,0.5853896103896103,banking77,2,0.5920995670995671,current_k2_union,accuracy,3,0.005820056129761389
0.885138326585695,0.8687356612685561,banking77,2,0.8768631916329285,current_k2_union,auroc,3,0.008202328798116092
0.8570948913181065,0.8451619740759156,banking77,2,0.8491769606728021,current_k2_union,aupr_oos,3,0.006857357921317324
0.4040210627094303,0.27388535031847133,banking77,1,0.3431040118392872,margin_only_k1,oos_f1,3,0.06546383325487531
0.722459765224448,0.6968423527564487,banking77,1,0.7082879678542495,margin_only_k1,f1_all,3,0.013024477253450621
0.7308397310801066,0.7059327930266196,banking77,1,0.7178980719599065,margin_only_k1,f1_k,3,0.012482142424363959
0.9565789473684211,0.9296052631578947,banking77,1,0.9440789473684211,margin_only_k1,known_recall,3,0.013594722578797281
0.8346153846153846,0.7294871794871794,banking77,1,0.7799145299145299,margin_only_k1,false_accept_rate,3,0.052694231254011493
0.07039473684210526,0.04342105263157895,banking77,1,0.05592105263157895,margin_only_k1,false_reject_rate,3,0.01359472257879725
0.5685064935064935,0.5230519480519481,banking77,1,0.5474025974025974,margin_only_k1,accuracy,3,0.022900545421535502
0.8356836201079623,0.8218880735492577,banking77,1,0.8290336819613136,margin_only_k1,auroc,3,0.006911117346157029
0.7905359461016906,0.7696452056314045,banking77,1,0.7819107372050605,margin_only_k1,aupr_oos,3,0.01091076171694101
0.5774345774345774,0.5211845102505694,banking77,1,0.5430283458353119,mixture_support_k1,oos_f1,3,0.030155892621022407
0.741453471958562,0.7174661012124218,banking77,1,0.731678415329578,mixture_support_k1,f1_all,3,0.012594261762423916
0.7457697586565617,0.7226314062377336,banking77,1,0.7366428908425849,mixture_support_k1,f1_k,3,0.012318297327948547
0.9585526315789473,0.9355263157894737,banking77,1,0.9471491228070175,mixture_support_k1,known_recall,3,0.011514724204232517
0.6333333333333333,0.5685897435897436,banking77,1,0.6074786324786324,mixture_support_k1,false_accept_rate,3,0.03428338732541598
0.06447368421052632,0.04144736842105263,banking77,1,0.052850877192982454,mixture_support_k1,false_reject_rate,3,0.011514724204232529
0.650974025974026,0.6230519480519481,banking77,1,0.6337662337662339,mixture_support_k1,accuracy,3,0.015051074008440583
0.8857860998650472,0.8683379723346829,banking77,1,0.8767505904183536,mixture_support_k1,auroc,3,0.008740725588677434
0.856886882819809,0.850026712763872,banking77,1,0.8526142943156408,mixture_support_k1,aupr_oos,3,0.0037275889823475913
0.5343376163048293,0.48604118993135015,banking77,2,0.504294071259402,mixture_support_k2,oos_f1,3,0.026218333533701232
0.7311524229474022,0.7077618701511758,banking77,2,0.7190733690342443,mixture_support_k2,f1_all,3,0.011714151508813012
0.7376027185530877,0.712325666305027,banking77,2,0.7247254558177928,mixture_support_k2,f1_k,3,0.01264528877078229
0.938157894736842,0.9348684210526316,banking77,2,0.9370614035087718,mixture_support_k2,known_recall,3,0.0018991785170711273
0.6596153846153846,0.6134615384615385,banking77,2,0.6418803418803418,mixture_support_k2,false_accept_rate,3,0.024862651416514822
0.06513157894736842,0.06184210526315789,banking77,2,0.06293859649122806,mixture_support_k2,false_reject_rate,3,0.0018991785170711353
0.6181818181818182,0.5925324675324676,banking77,2,0.6038961038961039,mixture_support_k2,accuracy,3,0.013071962428050232
0.8676665823211877,0.8548119095816465,banking77,2,0.8596269118308593,mixture_support_k2,auroc,3,0.007007818259567015
0.8331914337105094,0.8168580524676242,banking77,2,0.8274828926320171,mixture_support_k2,aupr_oos,3,0.009209904083804574
0.7054867256637168,0.6773430391264786,clinc150,2,0.688555875758079,ccsg_independent_k2,oos_f1,3,0.01491772535704192
0.7608489607986155,0.7425801468519032,clinc150,2,0.7540745369433318,ccsg_independent_k2,f1_all,3,0.01000729492458674
0.7615871239337476,0.7434499749549089,clinc150,2,0.7549481190924686,ccsg_independent_k2,f1_k,3,0.009997373119757073
0.9284444444444443,0.908,clinc150,2,0.9182222222222222,ccsg_independent_k2,known_recall,3,0.010222222222222188
0.46057971014492755,0.4223188405797102,clinc150,2,0.4467632850241546,ccsg_independent_k2,false_accept_rate,3,0.02122945197196329
0.09200000000000001,0.07155555555555555,clinc150,2,0.08177777777777777,ccsg_independent_k2,false_reject_rate,3,0.010222222222222223
0.6787719298245612,0.6508771929824562,clinc150,2,0.6653801169590643,ccsg_independent_k2,accuracy,3,0.013980522586745503
0.8995362318840581,0.89165346215781,clinc150,2,0.8953931078904992,ccsg_independent_k2,auroc,3,0.003956843523505682
0.9173337506840761,0.9134567589977146,clinc150,2,0.9158793592592122,ccsg_independent_k2,aupr_oos,3,0.0021120694585005147
0.8017517264611757,0.7619544427056164,clinc150,1,0.7767986720588427,ccsg_k1,oos_f1,3,0.021739300965882332
0.8004925114628598,0.7828453193709874,clinc150,1,0.7892817926095527,ccsg_k1,f1_all,3,0.009744275913287302
0.800475721929549,0.7831238643931925,clinc150,1,0.7894482342168957,ccsg_k1,f1_k,3,0.009584426346867372
0.9568888888888889,0.9511111111111111,clinc150,1,0.9534814814814815,ccsg_k1,known_recall,3,0.003025270793579578
0.36492753623188406,0.3101449275362319,clinc150,1,0.34531400966183573,ccsg_k1,false_accept_rate,3,0.030524826540976734
0.04888888888888889,0.04311111111111112,clinc150,1,0.04651851851851852,ccsg_k1,false_reject_rate,3,0.003025270793579575
0.7719298245614036,0.7347368421052631,clinc150,1,0.7494152046783625,ccsg_k1,accuracy,3,0.019796077451515483
0.9267829951690821,0.9216599033816427,clinc150,1,0.9237050348899625,ccsg_k1,auroc,3,0.0027132211148332354
0.9445342524185857,0.9409070705096649,clinc150,1,0.9427450526153734,ccsg_k1,aupr_oos,3,0.0018140829459752177
0.6728315147031627,0.6442362836933664,clinc150,2,0.6550908449455198,ccsg_k2,oos_f1,3,0.015491471101478194
0.757163291314312,0.7444857448503562,clinc150,2,0.7525122650235735,ccsg_k2,f1_all,3,0.006980366415842764
0.7582877150024606,0.7457694916291607,clinc150,2,0.7538112172912808,ccsg_k2,f1_k,3,0.006979227526208166
0.9604444444444443,0.9386666666666666,clinc150,2,0.9521481481481482,ccsg_k2,known_recall,3,0.011778476569067248
0.5115942028985507,0.4727536231884058,clinc150,2,0.49748792270531395,ccsg_k2,false_accept_rate,3,0.021491015660347026
0.06133333333333333,0.03955555555555555,clinc150,2,0.04785185185185185,ccsg_k2,false_reject_rate,3,0.011778476569067234
0.6533333333333333,0.6301754385964913,clinc150,2,0.6406432748538012,ccsg_k2,accuracy,3,0.011737790501809434
0.8995362318840581,0.89165346215781,clinc150,2,0.8953931078904992,ccsg_k2,auroc,3,0.003956843523505682
0.9173337506840761,0.9134567589977146,clinc150,2,0.9158793592592122,ccsg_k2,aupr_oos,3,0.0021120694585005147
0.8017517264611757,0.7619544427056164,clinc150,1,0.7767986720588427,current_k1,oos_f1,3,0.021739300965882332
0.8004925114628598,0.7828453193709874,clinc150,1,0.7892817926095527,current_k1,f1_all,3,0.009744275913287302
0.800475721929549,0.7831238643931925,clinc150,1,0.7894482342168957,current_k1,f1_k,3,0.009584426346867372
0.9568888888888889,0.9511111111111111,clinc150,1,0.9534814814814815,current_k1,known_recall,3,0.003025270793579578
0.36492753623188406,0.3101449275362319,clinc150,1,0.34531400966183573,current_k1,false_accept_rate,3,0.030524826540976734
0.04888888888888889,0.04311111111111112,clinc150,1,0.04651851851851852,current_k1,false_reject_rate,3,0.003025270793579575
0.7719298245614036,0.7347368421052631,clinc150,1,0.7494152046783625,current_k1,accuracy,3,0.019796077451515483
0.9329704347826088,0.9320851529790661,clinc150,1,0.9326148362855612,current_k1,auroc,3,0.00046761106550331
0.9500246746767238,0.9463908104845253,clinc150,1,0.9478727541011014,current_k1,aupr_oos,3,0.0019073264235770532
0.8008760107816713,0.7320402298850573,clinc150,2,0.7676645422457452,current_k2_union,oos_f1,3,0.03448126367179251
0.7864482361395894,0.7781889926374292,clinc150,2,0.783589247302538,current_k2_union,f1_all,3,0.004679455076569585
0.7866665141405106,0.7788043094741276,clinc150,2,0.7838015767032953,current_k2_union,f1_k,3,0.004343234774941344
0.9644444444444445,0.944,clinc150,2,0.9533333333333333,current_k2_union,known_recall,3,0.010337514088544912
0.4092753623188406,0.3110144927536232,clinc150,2,0.35710144927536236,current_k2_union,false_accept_rate,3,0.049412426591914346
0.056,0.035555555555555556,clinc150,2,0.04666666666666666,current_k2_union,false_reject_rate,3,0.010337514088544894
0.7656140350877193,0.714561403508772,clinc150,2,0.7391812865497075,current_k2_union,accuracy,3,0.025574550998342074
0.9396421256038647,0.930442769726248,clinc150,2,0.9353371121846483,current_k2_union,auroc,3,0.004627906511380695
0.9552522249342302,0.9433856042700994,clinc150,2,0.9505688049499721,current_k2_union,aupr_oos,3,0.006315920292500519
0.5236514522821576,0.4350492880613362,clinc150,1,0.4654871476227307,margin_only_k1,oos_f1,3,0.050390005898828846
0.7580050192929985,0.752155125291203,clinc150,1,0.7549766524285485,margin_only_k1,f1_all,3,0.002930426924970515
0.7622749435165758,0.7552018409313236,clinc150,1,0.7588365124926261,margin_only_k1,f1_k,3,0.0035406324020930283
0.952,0.9457777777777778,clinc150,1,0.949925925925926,margin_only_k1,known_recall,3,0.0035924016749576174
0.7121739130434782,0.6342028985507246,clinc150,1,0.6857971014492753,margin_only_k1,false_accept_rate,3,0.044685650866970086
0.05422222222222222,0.04800000000000001,clinc150,1,0.05007407407407407,margin_only_k1,false_reject_rate,3,0.00359240167495767
0.5726315789473684,0.5273684210526316,clinc150,1,0.5431578947368421,margin_only_k1,accuracy,3,0.025546654946340175
0.8818969404186796,0.8622451529790661,clinc150,1,0.8720112077294687,margin_only_k1,auroc,3,0.009826440326980858
0.8912634524266828,0.8699439985457559,clinc150,1,0.8776257677307857,margin_only_k1,aupr_oos,3,0.011842063824548804
0.8017517264611757,0.7619544427056164,clinc150,1,0.7767986720588427,mixture_support_k1,oos_f1,3,0.021739300965882332
0.8004925114628598,0.7828453193709874,clinc150,1,0.7892817926095527,mixture_support_k1,f1_all,3,0.009744275913287302
0.800475721929549,0.7831238643931925,clinc150,1,0.7894482342168957,mixture_support_k1,f1_k,3,0.009584426346867372
0.9568888888888889,0.9511111111111111,clinc150,1,0.9534814814814815,mixture_support_k1,known_recall,3,0.003025270793579578
0.36492753623188406,0.3101449275362319,clinc150,1,0.34531400966183573,mixture_support_k1,false_accept_rate,3,0.030524826540976734
0.04888888888888889,0.04311111111111112,clinc150,1,0.04651851851851852,mixture_support_k1,false_reject_rate,3,0.003025270793579575
0.7719298245614036,0.7347368421052631,clinc150,1,0.7494152046783625,mixture_support_k1,accuracy,3,0.019796077451515483
0.9329704347826088,0.9320851529790661,clinc150,1,0.9326148362855612,mixture_support_k1,auroc,3,0.00046761106550331
0.9500246746767238,0.9463908104845253,clinc150,1,0.9478727541011014,mixture_support_k1,aupr_oos,3,0.0019073264235770532
0.6728315147031627,0.6442362836933664,clinc150,2,0.6550908449455198,mixture_support_k2,oos_f1,3,0.015491471101478194
0.757163291314312,0.7444857448503562,clinc150,2,0.7525122650235735,mixture_support_k2,f1_all,3,0.006980366415842764
0.7582877150024606,0.7457694916291607,clinc150,2,0.7538112172912808,mixture_support_k2,f1_k,3,0.006979227526208166
0.9604444444444443,0.9386666666666666,clinc150,2,0.9521481481481482,mixture_support_k2,known_recall,3,0.011778476569067248
0.5115942028985507,0.4727536231884058,clinc150,2,0.49748792270531395,mixture_support_k2,false_accept_rate,3,0.021491015660347026
0.06133333333333333,0.03955555555555555,clinc150,2,0.04785185185185185,mixture_support_k2,false_reject_rate,3,0.011778476569067234
0.6533333333333333,0.6301754385964913,clinc150,2,0.6406432748538012,mixture_support_k2,accuracy,3,0.011737790501809434
0.9123193558776168,0.9060852818035428,clinc150,2,0.9084405797101449,mixture_support_k2,auroc,3,0.0033847687363788375
0.9249463735825407,0.9207135074017886,clinc150,2,0.9235169555168827,mixture_support_k2,aupr_oos,3,0.0024280152303073677
0.646217616580311,0.46365973358261287,stackoverflow,2,0.5516695065238499,ccsg_independent_k2,oos_f1,3,0.09145440148141887
0.7674551253002817,0.7506380168776299,stackoverflow,2,0.7611836040529387,ccsg_independent_k2,f1_all,3,0.009187192911453167
0.7874903200381324,0.7793358452071316,stackoverflow,2,0.7821350138058475,ccsg_independent_k2,f1_k,3,0.004639422878297074
0.9113333333333333,0.9043333333333333,stackoverflow,2,0.9083333333333332,ccsg_independent_k2,known_recall,3,0.0036055512754639926
0.6693333333333333,0.48033333333333333,stackoverflow,2,0.5803333333333334,ccsg_independent_k2,false_accept_rate,3,0.0949789450352024
0.09566666666666666,0.08866666666666667,stackoverflow,2,0.09166666666666667,ccsg_independent_k2,false_reject_rate,3,0.0036055512754639848
0.647,0.5676666666666667,stackoverflow,2,0.6121666666666666,ccsg_independent_k2,accuracy,3,0.04054044619608644
0.8594876666666668,0.8239043333333335,stackoverflow,2,0.8443497407407407,ccsg_independent_k2,auroc,3,0.018375810799389967
0.8354782453861712,0.7779505958744081,stackoverflow,2,0.8089456152242179,ccsg_independent_k2,aupr_oos,3,0.029022272525338018
0.5894069714803077,0.3894169021320318,stackoverflow,1,0.48373833977299346,ccsg_k1,oos_f1,3,0.10047674392299272
0.7633052503489366,0.749058347625171,stackoverflow,1,0.7549689044646133,ccsg_k1,f1_all,3,0.007426769060150519
0.7850224921744848,0.7805583123910411,stackoverflow,1,0.7820919609337751,ccsg_k1,f1_k,3,0.0025388356068589382
0.9613333333333335,0.9533333333333335,stackoverflow,1,0.9565555555555555,ccsg_k1,known_recall,3,0.004220759980716146
0.7473333333333333,0.566,stackoverflow,1,0.6632222222222222,ccsg_k1,false_accept_rate,3,0.09137488916748612
0.04666666666666667,0.03866666666666667,stackoverflow,1,0.043444444444444445,ccsg_k1,false_reject_rate,3,0.004220759980716128
0.6403333333333333,0.5573333333333333,stackoverflow,1,0.6001111111111112,ccsg_k1,accuracy,3,0.04155897193324381
0.899759,0.8653765555555556,stackoverflow,1,0.8802945185185186,ccsg_k1,auroc,3,0.01763636142953671
0.8883683919653637,0.8223547668959924,stackoverflow,1,0.848974538653199,ccsg_k1,aupr_oos,3,0.0348113852551062
0.5020032995522037,0.3820850202429151,stackoverflow,2,0.44766692672354563,ccsg_k2,oos_f1,3,0.060744917058659136
0.7564126256616012,0.7436269756482062,stackoverflow,2,0.7510213509944451,ccsg_k2,f1_all,3,0.006624010931011645
0.7861626421902094,0.77812656688566,stackoverflow,2,0.7813567934215349,ccsg_k2,f1_k,3,0.004243414384722095
0.9466666666666667,0.9343333333333333,stackoverflow,2,0.9405555555555556,ccsg_k2,known_recall,3,0.006167417371723506
0.7483333333333334,0.645,stackoverflow,2,0.6932222222222223,ccsg_k2,false_accept_rate,3,0.052009970554087355
0.06566666666666666,0.05333333333333334,stackoverflow,2,0.059444444444444446,ccsg_k2,false_reject_rate,3,0.006167417371723516
0.582,0.5338333333333334,stackoverflow,2,0.5617222222222221,ccsg_k2,accuracy,3,0.024969054922117134
0.8594876666666668,0.8239043333333335,stackoverflow,2,0.8443497407407407,ccsg_k2,auroc,3,0.018375810799389967
0.8354782453861712,0.7779505958744081,stackoverflow,2,0.8089456152242179,ccsg_k2,aupr_oos,3,0.029022272525338018
0.6504980511043742,0.4426799007444168,stackoverflow,1,0.5240375255153759,current_k1,oos_f1,3,0.11100810624188615
0.7723756291516898,0.754052137954814,stackoverflow,1,0.7612440892695829,current_k1,f1_all,3,0.00977639253356898
0.7887669606980275,0.7815638892805618,stackoverflow,1,0.7849647456450035,current_k1,f1_k,3,0.003618269760390157
0.9613333333333335,0.953,stackoverflow,1,0.956111111111111,current_k1,known_recall,3,0.0045501322732096625
0.7026666666666667,0.49933333333333335,stackoverflow,1,0.6241111111111111,current_k1,false_accept_rate,3,0.10926335836629533
0.04700000000000001,0.03866666666666667,stackoverflow,1,0.04388888888888889,current_k1,false_reject_rate,3,0.004550132273209614
0.6756666666666667,0.5821666666666667,stackoverflow,1,0.6214444444444445,current_k1,accuracy,3,0.048508399425406835
0.919295888888889,0.8835446666666668,stackoverflow,1,0.8967754444444443,current_k1,auroc,3,0.019602573878932744
0.9093209183212929,0.8453593825135323,stackoverflow,1,0.8677042034237865,current_k1,aupr_oos,3,0.03607386781471837
0.5697220307833678,0.4523336643495532,stackoverflow,2,0.5111397771655191,current_k2_union,oos_f1,3,0.05869450339005624
0.7341570819020026,0.7152376745258461,stackoverflow,2,0.7262067329897784,current_k2_union,f1_all,3,0.009814298211508617
0.7564364264558391,0.7415280755434756,stackoverflow,2,0.7477134285722045,current_k2_union,f1_k,3,0.0077713874429709735
0.9623333333333334,0.952,stackoverflow,2,0.9584444444444444,current_k2_union,known_recall,3,0.005620728831085248
0.6963333333333334,0.5866666666666667,stackoverflow,2,0.641,current_k2_union,false_accept_rate,3,0.05484017181268168
0.04800000000000001,0.03766666666666667,stackoverflow,2,0.041555555555555554,current_k2_union,false_reject_rate,3,0.005620728831085217
0.6348333333333334,0.5895,stackoverflow,2,0.6139444444444445,current_k2_union,accuracy,3,0.022874860857702708
0.8806270000000002,0.864779111111111,stackoverflow,2,0.8713415925925926,current_k2_union,auroc,3,0.008267384093968511
0.8710633215724144,0.8377029774367029,stackoverflow,2,0.848966182822398,current_k2_union,aupr_oos,3,0.019137887143574447
0.3569198751300728,0.31427811752193563,stackoverflow,1,0.3321409138207206,margin_only_k1,oos_f1,3,0.02214621585774478
0.7387982940595607,0.7290592891170996,stackoverflow,1,0.7337231294778354,margin_only_k1,f1_all,3,0.004882514211797009
0.7801556485845014,0.7705374062766163,stackoverflow,1,0.7738813510435468,margin_only_k1,f1_k,3,0.005437634762327335
0.9473333333333334,0.9433333333333334,stackoverflow,1,0.945,margin_only_k1,known_recall,3,0.0020816659994661348
0.803,0.7713333333333333,stackoverflow,1,0.7897777777777778,margin_only_k1,false_accept_rate,3,0.0164665766979099
0.056666666666666664,0.05266666666666667,stackoverflow,1,0.055,margin_only_k1,false_reject_rate,3,0.0020816659994661317
0.5506666666666666,0.5141666666666667,stackoverflow,1,0.5305555555555556,margin_only_k1,accuracy,3,0.01853250397824598
0.84673,0.8163776666666666,stackoverflow,1,0.8317943703703703,margin_only_k1,auroc,3,0.01518188423394822
0.7908793491498356,0.7524657459197394,stackoverflow,1,0.7702457306768645,margin_only_k1,aupr_oos,3,0.019365140002539995
0.6504980511043742,0.4426799007444168,stackoverflow,1,0.5240375255153759,mixture_support_k1,oos_f1,3,0.11100810624188615
0.7723756291516898,0.754052137954814,stackoverflow,1,0.7612440892695829,mixture_support_k1,f1_all,3,0.00977639253356898
0.7887669606980275,0.7815638892805618,stackoverflow,1,0.7849647456450035,mixture_support_k1,f1_k,3,0.003618269760390157
0.9613333333333335,0.953,stackoverflow,1,0.956111111111111,mixture_support_k1,known_recall,3,0.0045501322732096625
0.7026666666666667,0.49933333333333335,stackoverflow,1,0.6241111111111111,mixture_support_k1,false_accept_rate,3,0.10926335836629533
0.04700000000000001,0.03866666666666667,stackoverflow,1,0.04388888888888889,mixture_support_k1,false_reject_rate,3,0.004550132273209614
0.6756666666666667,0.5821666666666667,stackoverflow,1,0.6214444444444445,mixture_support_k1,accuracy,3,0.048508399425406835
0.919295888888889,0.8835446666666668,stackoverflow,1,0.8967754444444443,mixture_support_k1,auroc,3,0.019602573878932744
0.9093209183212929,0.8453593825135323,stackoverflow,1,0.8677042034237865,mixture_support_k1,aupr_oos,3,0.03607386781471837
0.6361245067952653,0.4179934293656811,stackoverflow,2,0.5134698074841443,mixture_support_k2,oos_f1,3,0.11157637560113823
0.774744706009933,0.7514886843686849,stackoverflow,2,0.7627552157782906,mixture_support_k2,f1_all,3,0.01164485456063406
0.7896063340227312,0.7848382098689853,stackoverflow,2,0.7876837566077054,mixture_support_k2,f1_k,3,0.00251448926538662
0.963,0.951,stackoverflow,2,0.9568888888888889,mixture_support_k2,known_recall,3,0.006003085626328937
0.7243333333333334,0.5163333333333333,stackoverflow,2,0.6345555555555557,mixture_support_k2,false_accept_rate,3,0.10687756927819243
0.04900000000000001,0.037,stackoverflow,2,0.04311111111111112,mixture_support_k2,false_reject_rate,3,0.006003085626328935
0.6425,0.553,stackoverflow,2,0.5972777777777778,mixture_support_k2,accuracy,3,0.04475747402927781
0.9141801111111111,0.8634359999999998,stackoverflow,2,0.8828704074074074,mixture_support_k2,auroc,3,0.027377147399022847
0.9032649146466228,0.8283370047001006,stackoverflow,2,0.8554963563912046,mixture_support_k2,aupr_oos,3,0.04149822247574539
