dataset,kir,seed,comparison,native_method,metric,raw_delta,better_delta
stackoverflow,0.5,13,trainable_gate_minus_native,lof,false_accept_rate,-0.4766666666666667,0.4766666666666667
stackoverflow,0.5,42,trainable_gate_minus_native,lof,false_accept_rate,-0.3873333333333333,0.3873333333333333
stackoverflow,0.5,87,trainable_gate_minus_native,lof,false_accept_rate,-0.3226666666666667,0.3226666666666667
stackoverflow,0.5,13,trainable_gate_minus_native,lof,false_reject_rate,0.10966666666666669,-0.10966666666666669
stackoverflow,0.5,42,trainable_gate_minus_native,lof,false_reject_rate,0.1173333333333334,-0.1173333333333334
stackoverflow,0.5,87,trainable_gate_minus_native,lof,false_reject_rate,0.1033333333333334,-0.1033333333333334
stackoverflow,0.5,13,trainable_gate_minus_native,lof,auroc,0.029968888888888823,0.029968888888888823
stackoverflow,0.5,42,trainable_gate_minus_native,lof,auroc,0.017808388888888804,0.017808388888888804
stackoverflow,0.5,87,trainable_gate_minus_native,lof,auroc,0.020960999999999896,0.020960999999999896
stackoverflow,0.5,13,trainable_gate_minus_native,lof,aupr_oos,0.004414937917335493,0.004414937917335493
stackoverflow,0.5,42,trainable_gate_minus_native,lof,aupr_oos,0.014443695532209366,0.014443695532209366
stackoverflow,0.5,87,trainable_gate_minus_native,lof,aupr_oos,0.010682597734580912,0.010682597734580912
stackoverflow,0.5,13,trainable_gate_minus_native,lof,accuracy,0.19566666666666666,0.19566666666666666
stackoverflow,0.5,42,trainable_gate_minus_native,lof,accuracy,0.15183333333333338,0.15183333333333338
stackoverflow,0.5,87,trainable_gate_minus_native,lof,accuracy,0.1233333333333333,0.1233333333333333
