phase,dataset,kir,distance,k_gate,seed_count,test_oos_f1_mean,test_oos_f1_std,test_id_recall_mean,test_id_recall_std,test_auroc_mean,test_auroc_std,test_aupr_oos_mean,test_aupr_oos_std,test_fpr95_mean,test_fpr95_std
tuned,banking77_oos,25,euclidean,1,3,0.8838000308334243,0.013850217499368427,0.8722222222222222,0.04479570395241706,0.9235800540123457,0.01626870687952748,0.9873074759757873,0.00347357779696621,0.32569444444444445,0.059887529617639976
tuned,banking77_oos,25,euclidean,2,3,0.8426246377201531,0.033391067179952,0.8701388888888889,0.024854903011351754,0.8988474151234568,0.0041053802119195865,0.9821332777699777,0.002329270832222725,0.38611111111111107,0.027189961042294316
tuned,banking77_oos,25,euclidean,3,3,0.8494736973548372,0.008208038949873297,0.8708333333333332,0.03974746672570612,0.9061653163580248,0.01366235901602836,0.9841054708689073,0.003568812052539173,0.3854166666666667,0.019873733362853026
tuned,banking77_oos,25,euclidean,4,3,0.8759678689430898,0.013873263831249637,0.8729166666666667,0.03207250899654302,0.9136826774691359,0.012083868807165785,0.9863762428125863,0.002603418730659366,0.4368055555555556,0.0614612758240986
tuned,banking77_oos,25,euclidean,5,3,0.8866419127374158,0.011607853656492506,0.876388888888889,0.025881451602200282,0.9183777006172841,0.01024197551871209,0.9876617767637547,0.0018507511734519924,0.44236111111111115,0.07598694758775155
tuned,banking77_oos,25,mahalanobis_diag,1,3,0.9171494665977039,0.0070442105247183195,0.8611111111111112,0.04281406289388433,0.9321853780864197,0.01395708858901491,0.9893523977937297,0.002400142144302109,0.2965277777777778,0.04622622011289615
tuned,banking77_oos,25,mahalanobis_diag,2,3,0.87862511187301,0.025771739695936966,0.8743055555555556,0.025201732377255648,0.9247866512345678,0.008800549774432781,0.9882052244766806,0.0018761420905756788,0.3111111111111111,0.015356489157983318
tuned,banking77_oos,25,mahalanobis_diag,3,3,0.8969688297172042,0.004262042652692178,0.8569444444444444,0.021883265634150995,0.9219654706790124,0.01096466328237108,0.9878064753959898,0.0021796468898850957,0.3451388888888889,0.04137047502390689
tuned,banking77_oos,25,mahalanobis_diag,4,3,0.9120382853197163,0.014416803196220978,0.8472222222222222,0.02813142930629042,0.9263503086419753,0.009845682910809325,0.9884333799447934,0.002007746305420009,0.3458333333333334,0.05356233388409351
tuned,banking77_oos,25,mahalanobis_diag,5,3,0.9180800976631233,0.0071516597913471895,0.8604166666666666,0.029536347664078824,0.9333898533950616,0.005228182032620855,0.9898327859452185,0.0010528044377451067,0.3347222222222222,0.0744287659692387
tuned,banking77_oos,50,euclidean,1,3,0.8006462564236198,0.013993638553779397,0.9016666666666667,0.01594783161854093,0.9005653679653678,0.0037885462182551195,0.9632321664381376,0.001674325905163421,0.42966666666666664,0.011015141094572214
tuned,banking77_oos,50,euclidean,2,3,0.7726260537083988,0.01912762894340849,0.908,0.022516660498395426,0.8870414502164502,0.007152234195709359,0.9561310369528792,0.0020730802629360372,0.47000000000000003,0.025942243542145686
tuned,banking77_oos,50,euclidean,3,3,0.766180664326599,0.0164378445533969,0.8943333333333333,0.020502032419575725,0.8805427489177489,0.0026611145498424828,0.9553489919401285,0.001989974066026307,0.5303333333333333,0.044410959608336915
tuned,banking77_oos,50,euclidean,4,3,0.7955369389078438,0.012479382004799892,0.903,0.014525839046333963,0.8800392857142857,0.003087325677769325,0.9575057029099536,0.002850306489075031,0.5663333333333332,0.046360903068569874
tuned,banking77_oos,50,euclidean,5,3,0.8047022587099023,0.009485454889449985,0.8983333333333334,0.034019602192461564,0.881715909090909,0.008427906687161993,0.9587033783736243,0.00334469458612197,0.5883333333333334,0.07539451792626128
tuned,banking77_oos,50,mahalanobis_diag,1,3,0.8482265965039684,0.014431358608591224,0.8883333333333333,0.017925772879665017,0.9113760822510822,0.0022606288914913553,0.9679501153977047,0.0008350392085220992,0.39033333333333337,0.018583146486355125
tuned,banking77_oos,50,mahalanobis_diag,2,3,0.8053995383395095,0.041722722827410824,0.9066666666666667,0.011930353445448865,0.9092545454545454,0.0055753814629656544,0.9673111205964261,0.0028947970261983817,0.38533333333333336,0.01594783161854093
tuned,banking77_oos,50,mahalanobis_diag,3,3,0.8284185682115316,0.005931178476298825,0.8770000000000001,0.018027756377319962,0.9012955627705628,0.0036698017095394848,0.9649216467536901,0.0022422989315198853,0.4566666666666667,0.04823207784590387
tuned,banking77_oos,50,mahalanobis_diag,4,3,0.8373834993945234,0.0107833035055513,0.89,0.015716233645501725,0.9016778138528139,0.003565061226763274,0.9649832399088846,0.0018765246911129896,0.476,0.04158124577258359
tuned,banking77_oos,50,mahalanobis_diag,5,3,0.8459059334706867,0.006928291612094387,0.8873333333333333,0.01650252505931543,0.9058392857142857,0.005343974882925175,0.9661337168201177,0.002132001510856143,0.467,0.05510898293381944
tuned,banking77_oos,75,euclidean,1,3,0.8003324083054046,0.022550087931227654,0.9094298245614034,0.012864043312335498,0.9054832271107456,0.012053614509169709,0.9429472043512862,0.00844303522588089,0.4375,0.028969787968821038
tuned,banking77_oos,75,euclidean,2,3,0.7456990713040877,0.012501739966046617,0.924780701754386,0.019520007729362857,0.8841938219572368,0.004689024496808833,0.9272868030739096,0.001942377920739731,0.49934210526315786,0.016552296875538313
tuned,banking77_oos,75,euclidean,3,3,0.7383759061962224,0.015972218720886288,0.912938596491228,0.008561061971904881,0.8669162040844297,0.014914947202225134,0.917510624238397,0.006640132471355238,0.6037280701754386,0.09577811649464249
tuned,banking77_oos,75,euclidean,4,3,0.7634475847387137,0.014135327334327472,0.9135964912280702,0.015150636359136752,0.8689023951480263,0.013499557326125159,0.9242976470365584,0.007683876576466823,0.6372807017543859,0.06287743834636492
tuned,banking77_oos,75,euclidean,5,3,0.7614172226193684,0.0026062314093694386,0.912719298245614,0.024282763133772367,0.8673745888157894,0.014406583935408324,0.924451605371147,0.008000458237465268,0.6513157894736842,0.06254153744366356
tuned,banking77_oos,75,mahalanobis_diag,1,3,0.8355006510944841,0.0216376764371247,0.8989035087719298,0.012523062750236182,0.9153300609923245,0.010713890113562614,0.9503767942246064,0.0065226754976175074,0.39999999999999997,0.040916610014384756
tuned,banking77_oos,75,mahalanobis_diag,2,3,0.8002365250134599,4.9810569527248285e-05,0.9061403508771929,0.012694697928426611,0.9075471148574561,0.005317741844652421,0.9446626640996832,0.003465221787144864,0.40614035087719297,0.03173163016177887
tuned,banking77_oos,75,mahalanobis_diag,3,3,0.794178325062807,0.014676417410434248,0.887719298245614,0.0131798063169445,0.891234923245614,0.010590821451601897,0.9368323322912478,0.005234825179411717,0.5326754385964912,0.06664357864288621
tuned,banking77_oos,75,mahalanobis_diag,4,3,0.8001087620599091,0.0062361252307918955,0.8995614035087719,0.019025939672582474,0.8926228412828947,0.010941607173232832,0.9375677650316785,0.005648862220379458,0.5364035087719298,0.04967141570681754
tuned,banking77_oos,75,mahalanobis_diag,5,3,0.8133983692739087,0.013746304616491069,0.8940789473684211,0.008003634908287137,0.8956261136239035,0.011281453220489495,0.9397554068914729,0.005987090316254769,0.531578947368421,0.0519320286101734
tuned,clinc150,25,euclidean,1,3,0.9364946992656571,0.0017685299897035882,0.8038011695906433,0.03797681710635444,0.9426532405171951,0.004142471416534832,0.981146659879763,0.001806986908260192,0.2625730994152047,0.018902101004554358
tuned,clinc150,25,euclidean,2,3,0.9406066241954095,0.0037782109564379186,0.8108187134502923,0.0062233323549101835,0.9397241670690487,0.00268923656553404,0.9782329609147639,0.0005229807562185412,0.22046783625730995,0.011448404649387067
tuned,clinc150,25,euclidean,3,3,0.9356723501825331,0.002801988948540377,0.8140350877192982,0.018316327208614994,0.9355149820269327,0.005589426472727812,0.973720397150427,0.003268597497104691,0.2128654970760234,0.011448404649387066
tuned,clinc150,25,euclidean,4,3,0.9338527597137287,0.003360290234029537,0.8178362573099416,0.013934213517478172,0.9312800445302859,0.0025369917294583134,0.9737981324759537,0.00240894735983621,0.24298245614035086,0.01747794635541339
tuned,clinc150,25,euclidean,5,3,0.9274117809527263,0.006944312122304979,0.8412280701754385,0.006851096206935619,0.9299648586297549,0.007326360728670725,0.9717842256757893,0.004507948768836226,0.24035087719298245,0.0031627642767228076
tuned,clinc150,25,mahalanobis_diag,1,3,0.9369273790830862,0.00423084206913156,0.8005847953216373,0.02177724699574905,0.9332418584688019,0.012503753128452975,0.9730175567776832,0.008284291613703405,0.2453216374269006,0.01572436217514474
tuned,clinc150,25,mahalanobis_diag,2,3,0.9424684205954782,0.004454935719235348,0.8195906432748538,0.01710713739919306,0.9333243467997211,0.016821146316688254,0.9748314795283318,0.009167897175243078,0.2134502923976608,0.02083833427204308
tuned,clinc150,25,mahalanobis_diag,3,3,0.9360778996213256,0.004574608370621689,0.8239766081871345,0.026276774197264267,0.9243034765813616,0.020972047387681145,0.9686061921699975,0.012751715715340917,0.2128654970760234,0.02575922162483864
tuned,clinc150,25,mahalanobis_diag,4,3,0.9276864410387399,0.005872068455791834,0.8239766081871345,0.011176324475799094,0.9208509710821396,0.01736084315896099,0.9680790455090619,0.010792540411348016,0.25526315789473686,0.004019803241189346
tuned,clinc150,25,mahalanobis_diag,5,3,0.9291163172210345,0.011351533658605629,0.7999999999999999,0.020060695835139072,0.9111597993454584,0.028373603054578204,0.9628930106384704,0.015496793694024976,0.24883040935672515,0.020181794066359535
tuned,clinc150,50,euclidean,1,3,0.8759451098883883,0.01283987321035099,0.8112592592592592,0.0076637138704459965,0.9203434301994301,0.011607812948425535,0.9330971633946281,0.009745777580196957,0.3391111111111111,0.05988136419436167
tuned,clinc150,50,euclidean,2,3,0.8823389358501356,0.011858542527576335,0.8028148148148148,0.006975559921181359,0.9187024501424501,0.010960452780506934,0.9259273203854214,0.00911458532821588,0.29614814814814816,0.05022484424489407
tuned,clinc150,50,euclidean,3,3,0.877874001756204,0.01107383134209515,0.8177777777777777,0.023714349461251748,0.9190629743589742,0.006934448721623964,0.9236947134139721,0.008858619484639247,0.2965925925925926,0.04067172605645748
tuned,clinc150,50,euclidean,4,3,0.8725982460626046,0.007686023645255462,0.8088888888888889,0.008922159955504345,0.9094873162393163,0.0088539123162736,0.9162256467811757,0.010056595176168592,0.3100740740740741,0.027420217226659632
tuned,clinc150,50,euclidean,5,3,0.8663416562561265,0.0031305281980189663,0.8373333333333334,0.007316478948068555,0.9096092991452992,0.006912290536719552,0.9138639075021749,0.008493488222951463,0.3091851851851852,0.01491595108291182
tuned,clinc150,50,mahalanobis_diag,1,3,0.8768776955146693,0.009211033053466287,0.8041481481481482,0.02104120981046633,0.9046073618233619,0.005797976539363321,0.9048100969587772,0.0017202845736710092,0.3180740740740741,0.04433839198837984
tuned,clinc150,50,mahalanobis_diag,2,3,0.8768606652940218,0.008093698270369045,0.8185185185185185,0.01978817870499722,0.905314188034188,0.009604263215851068,0.9086560330982211,0.005331987627466132,0.2903703703703704,0.049139425389111105
tuned,clinc150,50,mahalanobis_diag,3,3,0.8556257273833908,0.002593294715476678,0.818962962962963,0.02208997687163345,0.8927717834757835,0.006683483616556693,0.8956468165152508,0.00786537502601933,0.30237037037037034,0.02674556230257007
tuned,clinc150,50,mahalanobis_diag,4,3,0.8508947104538551,0.011439243157251044,0.7853333333333333,0.013561018935459862,0.8733287293447293,0.012239141783855928,0.873430082536145,0.01516145401908435,0.33688888888888885,0.02596103442935151
tuned,clinc150,50,mahalanobis_diag,5,3,0.8513562030671468,0.003838976853843508,0.765037037037037,0.01498201940159585,0.8694503931623933,0.005052456992194357,0.8641824161564293,0.0051918064029791485,0.3293333333333333,0.02309828704033118
tuned,clinc150,75,euclidean,1,3,0.8098437008777557,0.014187147474622519,0.8425595238095238,0.029761904761904767,0.911926782005637,0.015251094549640442,0.8605881568163225,0.018682188982577914,0.4066468253968254,0.08210744434492911
tuned,clinc150,75,euclidean,2,3,0.8044406151095052,0.01307011384850757,0.8481150793650793,0.03290586521592262,0.9149914237501854,0.00872738205388333,0.8536306712654973,0.01374196229536979,0.34900793650793654,0.053269929804635345
