dataset,kir,method,seed_count,data_seeds,distance,k_gate_values,validation_oos_f1_mean,validation_oos_f1_std,validation_id_recall_mean,validation_id_recall_std,validation_fpr95_mean,validation_fpr95_std,test_oos_precision_mean,test_oos_precision_std,test_oos_recall_mean,test_oos_recall_std,test_oos_f1_mean,test_oos_f1_std,test_id_recall_mean,test_id_recall_std,test_oos_rejection_mean,test_oos_rejection_std,test_auroc_mean,test_auroc_std,test_aupr_oos_mean,test_aupr_oos_std,test_fpr95_mean,test_fpr95_std,run_elapsed_seconds_mean,run_elapsed_seconds_std,test_scoring_seconds_mean,test_scoring_seconds_std,test_samples_per_second_mean,test_samples_per_second_std,process_peak_rss_mb_mean,process_peak_rss_mb_std
clinc150,50,energy,3,13|42|87,,,0.8835755400206794,0.010001871170697228,0.852,0.010413666234542217,0.25133333333333335,0.06023657065640808,0.8968574456043131,0.007197259534107767,0.916,0.015467469203146834,0.9062990829640475,0.010155109921137334,0.847851851851852,0.010445232436783575,0.916,0.015467469203146834,0.9509243076923077,0.005370796581888629,0.9629956885802023,0.003364991520209872,0.22562962962962962,0.036567092629500704,,,0.020406719656117882,0.003702251641766137,276290.4393743248,55985.91726236176,1238.8567708333333,108.39534936010291
clinc150,50,entropy,3,13|42|87,,,0.8887109947903001,0.007018395030544675,0.8737777777777778,0.009341266469770553,0.23666666666666666,0.0377771241773525,0.9053700501375629,0.00835983888621967,0.9108717948717949,0.01558434454418261,0.9080925103136602,0.011328911398651406,0.8625185185185185,0.011601050044712275,0.9108717948717949,0.01558434454418261,0.9529218917378918,0.004781568673502868,0.9646630448470406,0.003410001564813835,0.22325925925925927,0.031102644350548537,,,0.014081835669154922,0.0012120412709825095,392471.2114874005,33095.20604440118,1243.3450520833333,107.37978979107076
clinc150,50,euclidean_centroid,3,13|42|87,euclidean,1,0.8519590093377268,0.011207808456144613,0.8155555555555556,0.012153341256778067,0.3586666666666667,0.06379480995957097,0.8708256375934477,0.006264788135146796,0.8812307692307693,0.02085282323059375,0.8759451098883883,0.01283987321035099,0.8112592592592592,0.0076637138704459965,0.8812307692307693,0.02085282323059375,0.9203434301994301,0.011607812948425535,0.9330971633946281,0.009745777580196957,0.3391111111111111,0.05988136419436167,2.04785219199645,0.02401257141540621,,,,,,
clinc150,50,knn,3,13|42|87,,,0.8108303678695111,0.019101030997620116,0.8033333333333333,0.0006666666666667043,0.39644444444444443,0.02424260100945656,0.8688547787706186,0.0062345380608705425,0.8335384615384616,0.018494841756490698,0.8507090781645018,0.006596715466413258,0.8180740740740741,0.014113006580190815,0.8335384615384616,0.018494841756490698,0.9106671225071225,0.001445798216697328,0.9232240589390254,0.0012962733088749815,0.3546666666666667,0.026975983831988473,,,0.1183935616669866,0.006382572193198425,46542.72726705399,2434.6175100318846,1261.3502604166667,95.46373514259906
clinc150,50,lof,3,13|42|87,,,0.8295912584899293,0.02604464463667986,0.8031111111111112,0.005388602512436491,0.4142222222222222,0.05448887076309288,0.8603077396099527,0.018157230865176854,0.8635897435897436,0.026154449465137987,0.8617992961831257,0.017940529144905973,0.7971851851851852,0.029993689322538396,0.8635897435897436,0.026154449465137987,0.9039766609686609,0.014243399094011401,0.9175041261778301,0.006669020483983614,0.3706666666666667,0.08067493070616451,,,0.42396145832996507,0.05216534644543165,13114.083917969152,1722.4044821049124,1263.16796875,95.66522902450777
clinc150,50,msp,3,13|42|87,,,0.886607524313848,0.0032845583442800176,0.85,0.012128936932440148,0.2457777777777778,0.029077164261349184,0.8891829417633496,0.014403832670588274,0.9208205128205128,0.00943534000583133,0.9046549125527045,0.007446593543229001,0.833925925925926,0.02460686778903058,0.9208205128205128,0.00943534000583133,0.9480624501424502,0.0046486274963608,0.9603894749898468,0.004020853133954571,0.23525925925925928,0.02818048824444802,,,0.01078230800825016,0.0007574318553478962,511849.4907757099,37466.843252961444,1223.8450520833333,89.46157731060143
clinc150,50,multisphere_k2,3,13|42|87,mahalanobis_diag,2,0.8437919690399246,0.013829436807014532,0.8148888888888889,0.012513696200267611,0.3297777777777778,0.049244665061679876,0.8749943655751525,0.012346556460610707,0.8787692307692309,0.004736862867181761,0.8768606652940218,0.008093698270369045,0.8185185185185185,0.01978817870499722,0.8787692307692309,0.004736862867181761,0.905314188034188,0.009604263215851068,0.9086560330982211,0.005331987627466132,0.2903703703703704,0.049139425389111105,6.819711256001028,0.10514885254183308,,,,,,
clinc150,50,multisphere_selected_k,3,13|42|87,mahalanobis_diag,1,0.8514115970120816,0.007941490985389054,0.8064444444444444,0.002341256389522794,0.3297777777777778,0.06234788897195524,0.8674315653890146,0.013056880707040919,0.8865641025641026,0.0060790324154820306,0.8768776955146693,0.009211033053466287,0.8041481481481482,0.02104120981046633,0.8865641025641026,0.0060790324154820306,0.9046073618233619,0.005797976539363321,0.9048100969587772,0.0017202845736710092,0.3180740740740741,0.04433839198837984,3.5997501156671206,0.03842314409241619,,,,,,
clinc150,75,diag_mahalanobis_centroid,3,13|42|87,mahalanobis_diag,1,0.7071765364290759,0.023252441044778013,0.8145833333333333,0.011652840446697513,0.45803571428571427,0.10962889627264874,0.7504447720226158,0.017346749991718063,0.848753894080997,0.0418174260394355,0.7962712984409911,0.023518870478025734,0.8201388888888889,0.01675765272322286,0.848753894080997,0.0418174260394355,0.8998524885031894,0.011746196391666248,0.8155456086100074,0.013541947270204292,0.3824404761904762,0.08054266502930402,5.271420881326776,0.08246004344887384,,,,,,
clinc150,75,energy,3,13|42|87,,,0.7570348475282004,0.025356033176070065,0.8642857142857143,0.022441640584922894,0.3244047619047619,0.07216464118891723,0.8039322446194692,0.02555918676037213,0.8777258566978192,0.028973218744751967,0.8387456480983264,0.012529692881997056,0.8628968253968253,0.02564076331520265,0.8777258566978192,0.028973218744751967,0.9395570946447114,0.009661676469609493,0.9084309804679971,0.014317996419183807,0.28422619047619047,0.05383203806280666,,,0.021499490995969,0.002945226499808208,259323.28862669613,38375.03868080443,1133.50390625,59.07333923665849
clinc150,75,entropy,3,13|42|87,,,0.7736476671276327,0.01855429451965202,0.8870535714285714,0.018123020651950386,0.3005952380952381,0.07593136278074758,0.8247963374108426,0.015723258022891793,0.8799065420560748,0.011244120949080364,0.8513627630839841,0.008322801126358342,0.8807539682539683,0.013577866754702878,0.8799065420560748,0.011244120949080364,0.945438315902685,0.0069082625936933,0.9157680749653517,0.01001057226932255,0.23958333333333334,0.04296345115235314,,,0.014799280324950814,0.002083317056965137,376786.16927750496,54991.05548844096,1143.5065104166667,52.187123456803384
clinc150,75,euclidean_centroid,3,13|42|87,euclidean,1,0.7114405456814216,0.020704992452471205,0.8373511904761904,0.026020824993326627,0.46770833333333334,0.11161815421870441,0.7754561090258685,0.030120412205899953,0.8484423676012461,0.024219555995025004,0.8098437008777557,0.014187147474622519,0.8425595238095238,0.029761904761904767,0.8484423676012461,0.024219555995025004,0.911926782005637,0.015251094549640442,0.8605881568163225,0.018682188982577914,0.4066468253968254,0.08210744434492911,2.955535139000858,0.017380507753728475,,,,,,
clinc150,75,knn,3,13|42|87,,,0.6618843981511008,0.03025568107498748,0.8101190476190476,0.017141539507893676,0.4479166666666667,0.060203890215739735,0.740343422695541,0.018631511677234657,0.8144859813084112,0.02316267987176398,0.7754560971262281,0.014346804677815687,0.8177579365079365,0.018472371404099828,0.8144859813084112,0.02316267987176398,0.9036547804480047,0.011035739071469564,0.845683745477375,0.013501098270432643,0.391170634920635,0.05001446550008567,,,0.16133057198991688,0.009606614821236334,34170.403524685,1988.4312528074522,1170.7174479166667,41.28859432632316
clinc150,75,lof,3,13|42|87,,,0.6861476172372226,0.008109605864117554,0.8346726190476191,0.030127589721299714,0.5001488095238095,0.023352666765661414,0.7602914293839821,0.024421668525832215,0.8045171339563862,0.04280316015335493,0.7808858959721089,0.01159344163469482,0.8373015873015873,0.030087995317187637,0.8045171339563862,0.04280316015335493,0.8971351848761312,0.008537025816995733,0.8406016777761328,0.014514174334296364,0.42777777777777776,0.05757550540595649,,,0.7462683426759517,0.020492047816834932,7373.651837957164,199.31659113632213,1185.0833333333333,36.74146827395588
clinc150,75,msp,3,13|42|87,,,0.7669568103850866,0.014282408850548782,0.8732142857142856,0.018336207837422173,0.30952380952380953,0.05399817626518498,0.8069531924336947,0.019924438325581682,0.8838006230529595,0.023607767687754782,0.8432799404428913,0.004603256754420463,0.8647817460317461,0.020439156478091323,0.8838006230529595,0.023607767687754782,0.9407801142263758,0.005882792627163936,0.9074318765485471,0.008517277611237686,0.24970238095238095,0.035962677885278134,,,0.017980569653445855,0.0042171307924505535,316482.0547433282,68087.88406078628,1223.7864583333333,99.61855352422127
clinc150,75,multisphere_k2,3,13|42|87,mahalanobis_diag,2,0.693539732823426,0.020964586639586218,0.809672619047619,0.006716240533569507,0.40252976190476186,0.07019914804970755,0.7527321167797555,0.009414870660409053,0.8501557632398754,0.04855392789641317,0.7978949329013726,0.01859641173422308,0.8218253968253969,0.017247359772533444,0.8501557632398754,0.04855392789641317,0.9029300641596203,0.01254965716735708,0.8226815561368666,0.01916734710381344,0.3510912698412698,0.06810817531672349,9.670285886667747,0.2192235206977962,,,,,,
clinc150,75,multisphere_selected_k,3,13|42|87,mahalanobis_diag,1,0.7071765364290759,0.023252441044778013,0.8145833333333333,0.011652840446697513,0.45803571428571427,0.10962889627264874,0.7504447720226158,0.017346749991718063,0.848753894080997,0.0418174260394355,0.7962712984409911,0.023518870478025734,0.8201388888888889,0.01675765272322286,0.848753894080997,0.0418174260394355,0.8998524885031894,0.011746196391666248,0.8155456086100074,0.013541947270204292,0.3824404761904762,0.08054266502930402,5.271420881326776,0.08246004344887384,,,,,,
