phase,dataset,distance,reference_k,target_k,metric,better_direction,paired_cells,pair_count,mean_delta,std_delta,ci95_low,ci95_high,win_rate,tie_rate
tuned,clinc150,mahalanobis_diag,1,3,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.02252390234846375,0.010806498762104055,0.01598488640582936,0.029392970272904505,1.0,0.0
tuned,clinc150,mahalanobis_diag,1,3,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.024419683467929092,0.02948858666156513,-0.04274571846282375,-0.00662289636127358,0.6666666666666666,0.0
tuned,clinc150,mahalanobis_diag,1,4,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.018656047003635236,0.012045585225610606,-0.02605739884138305,-0.011187299525444639,0.0,0.0
tuned,clinc150,mahalanobis_diag,1,4,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-9.470435347628629e-05,0.023986143077165654,-0.013117848440545829,0.01460201023391814,0.3333333333333333,0.1111111111111111
tuned,clinc150,mahalanobis_diag,1,4,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.018877773136545054,0.024644023863917685,0.004518418151861123,0.034105881602153505,0.2222222222222222,0.0
tuned,clinc150,mahalanobis_diag,1,5,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.021971273027121443,0.014829844190284963,-0.03109917292243789,-0.012687095981486233,0.1111111111111111,0.0
tuned,clinc150,mahalanobis_diag,1,5,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.0286750905040379,0.023064542296370838,-0.04176606562703057,-0.014241845934280154,0.2222222222222222,0.0
tuned,clinc150,mahalanobis_diag,1,5,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.0039967511371020075,0.03298700795144351,-0.016993220899470904,0.022685953889352985,0.5555555555555556,0.0
tuned,banking77_oos,euclidean,1,2,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.04127631094326975,0.027763329073156665,-0.05889998824011243,-0.025101850062903774,0.0,0.0
tuned,banking77_oos,euclidean,1,2,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.006533625730994166,0.015323931237608264,-0.004317178362573083,0.014721125730994176,0.8888888888888888,0.0
tuned,banking77_oos,euclidean,1,2,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.05419736842105263,0.04610245414802013,0.026333174951267066,0.0858980750487329,0.1111111111111111,0.0
tuned,banking77_oos,euclidean,1,3,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.043582809228263374,0.02332140318073544,-0.05705551491805955,-0.029946619031332004,0.0,0.0
tuned,banking77_oos,euclidean,1,3,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.0017378167641325505,0.00979805880081971,-0.008034941520467834,0.004345821150097476,0.4444444444444444,0.1111111111111111
tuned,banking77_oos,euclidean,1,3,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.10887231968810915,0.07238609235483938,0.06418221247563353,0.15178503898635476,0.1111111111111111,0.0
tuned,banking77_oos,euclidean,1,4,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.01660876765760053,0.02854766435139347,-0.03445435314691969,0.0006961212824827423,0.3333333333333333,0.0
tuned,banking77_oos,euclidean,1,4,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.002064814814814834,0.010445972805169738,-0.004063462475633508,0.008707638888888909,0.4444444444444444,0.0
tuned,banking77_oos,euclidean,1,4,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.1491861598440546,0.06935212013464505,0.10616731237816764,0.18809673489278744,0.0,0.0
tuned,banking77_oos,euclidean,1,5,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.01067243383192081,0.02798796279717217,-0.028863801030004667,0.007067284850912079,0.3333333333333333,0.0
tuned,banking77_oos,euclidean,1,5,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.0013742690058479784,0.01992915528995008,-0.009963072612085752,0.014084295808966907,0.4444444444444444,0.0
tuned,banking77_oos,euclidean,1,5,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.1630497076023392,0.07721951226849734,0.11206952972709554,0.20739284844054579,0.0,0.0
tuned,banking77_oos,mahalanobis_diag,1,2,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.038871846323392356,0.030319701201195322,-0.059330011826976975,-0.022329732025461905,0.0,0.0
tuned,banking77_oos,mahalanobis_diag,1,2,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.01292153996101364,0.013226718478154448,0.0053883771929824666,0.02171684941520466,0.8888888888888888,0.0
tuned,banking77_oos,mahalanobis_diag,1,2,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.005241228070175445,0.027731670307613438,-0.011027485380116943,0.023320053606237803,0.4444444444444444,0.0
tuned,banking77_oos,mahalanobis_diag,1,3,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.027103663734871226,0.012696165942630674,-0.035246644711176056,-0.019570353544605935,0.0,0.0
tuned,banking77_oos,mahalanobis_diag,1,3,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.008894736842105264,0.011460615906284008,-0.014844420077972707,-0.0010238913255360446,0.1111111111111111,0.0
tuned,banking77_oos,mahalanobis_diag,1,3,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.08253996101364522,0.05500614190732066,0.04930701754385965,0.11469947612085764,0.0,0.0
tuned,banking77_oos,mahalanobis_diag,1,4,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.017115389140669235,0.022291548512711375,-0.03176310405731273,-0.00292943257027583,0.3333333333333333,0.0
tuned,banking77_oos,mahalanobis_diag,1,4,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.003854775828460043,0.011758653618693837,-0.011266203703703705,0.002859027777777782,0.4444444444444444,0.0
tuned,banking77_oos,mahalanobis_diag,1,4,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.09045857699805067,0.0551037390590048,0.05627493908382065,0.12371471734892789,0.0,0.0
tuned,banking77_oos,mahalanobis_diag,1,5,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.00783077126281257,0.014142419122854006,-0.01622113024712881,0.0007718732322582392,0.3333333333333333,0.0
tuned,banking77_oos,mahalanobis_diag,1,5,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.002173001949317737,0.010828308975677317,-0.007963657407407428,0.005318433235867458,0.3333333333333333,0.0
tuned,banking77_oos,mahalanobis_diag,1,5,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.08214668615984405,0.06482474476177356,0.04120835769980506,0.11976472953216373,0.1111111111111111,0.0
tuned,stackoverflow,euclidean,1,2,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.19873828349208772,0.11654089651650087,-0.2738163571117739,-0.13121104483132578,0.0,0.0
tuned,stackoverflow,euclidean,1,2,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.03694931215826379,0.015291496244925951,0.026582775495385843,0.045189886426450346,1.0,0.0
tuned,stackoverflow,euclidean,1,2,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.12632896507860442,0.10598701441539292,0.06778137208149018,0.1970160226106207,0.0,0.0
tuned,stackoverflow,euclidean,1,3,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.29183883693218987,0.07914385671811051,-0.3364413222401916,-0.2399307441089025,0.0,0.0
tuned,stackoverflow,euclidean,1,3,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.03756342911968322,0.018537368547413505,0.0258958112308074,0.04862412765389479,0.8888888888888888,0.0
tuned,stackoverflow,euclidean,1,3,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.20805086960188482,0.03652419690590713,0.1879295466495007,0.23169377109777314,0.0,0.0
tuned,stackoverflow,euclidean,1,4,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.3363278664807059,0.07435597822788484,-0.3834223694426953,-0.29535450916710204,0.0,0.0
tuned,stackoverflow,euclidean,1,4,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.0380367462521061,0.010983080359416334,0.031882179735071105,0.04545335733037357,1.0,0.0
tuned,stackoverflow,euclidean,1,4,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.2293911215404629,0.06380667038968164,0.19226387802225173,0.2716371704814945,0.0,0.0
tuned,stackoverflow,euclidean,1,5,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.3005547631473251,0.08569424577736577,-0.35523503678128787,-0.24939574789446806,0.0,0.0
tuned,stackoverflow,euclidean,1,5,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.030002733770766787,0.017029463260368402,0.01817624009550956,0.03946444884794902,0.8888888888888888,0.0
tuned,stackoverflow,euclidean,1,5,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.20982594477422165,0.05895887509820365,0.1774253625783548,0.24783096669207516,0.0,0.0
tuned,stackoverflow,mahalanobis_diag,1,2,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.041097956389164886,0.0786066370179981,-0.09552259816655388,-0.0019764994159339132,0.2222222222222222,0.0
tuned,stackoverflow,mahalanobis_diag,1,2,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.013609542700804254,0.015474315100344017,0.0046884025082124655,0.02397965689747577,0.8888888888888888,0.0
tuned,stackoverflow,mahalanobis_diag,1,2,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.08886437791110081,0.0983056760122277,0.03662684361288095,0.15974713665389795,0.0,0.0
tuned,stackoverflow,mahalanobis_diag,1,3,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.06378589382748732,0.07528518936815684,-0.11467993953897977,-0.020388466754450787,0.1111111111111111,0.0
tuned,stackoverflow,mahalanobis_diag,1,3,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.020498033361619594,0.009710873045680558,0.014222675418162745,0.026395860840893005,1.0,0.0
tuned,stackoverflow,mahalanobis_diag,1,3,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.15077150731199893,0.066107725178661,0.11385967714318816,0.19645540583135043,0.0,0.0
tuned,stackoverflow,mahalanobis_diag,1,4,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.07900391386807754,0.07482737322705268,-0.13225713362876526,-0.04138816425765831,0.0,0.0
tuned,stackoverflow,mahalanobis_diag,1,4,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.02035183129704215,0.013819266968884518,0.012133335004810513,0.028735552092114154,0.8888888888888888,0.0
tuned,stackoverflow,mahalanobis_diag,1,4,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.17144601832594897,0.09388375117923034,0.11972254477802956,0.23574683198276203,0.0,0.0
tuned,stackoverflow,mahalanobis_diag,1,5,test_oos_f1,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,-0.07051803810206025,0.08525854860600515,-0.12630867560516287,-0.022970543154796328,0.1111111111111111,0.0
tuned,stackoverflow,mahalanobis_diag,1,5,test_id_recall,higher,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.010625551240312737,0.019928901422171113,9.832038414615368e-05,0.023556776955677348,0.6666666666666666,0.0
tuned,stackoverflow,mahalanobis_diag,1,5,test_fpr95,lower,kir25_seed13|kir25_seed42|kir25_seed87|kir50_seed13|kir50_seed42|kir50_seed87|kir75_seed13|kir75_seed42|kir75_seed87,9,0.16166378842556095,0.09580861941044042,0.10626595734620492,0.22644259812100054,0.0,0.0
