phase,dataset,kir,data_seed,distance,k_gate,oos_source,bucket,validation_q20,validation_q80,known_test_count,bucket_oos_count,oos_precision,oos_recall,oos_f1,id_recall,oos_rejection,auroc,aupr_oos,fpr95
tuned,clinc150,50,42,mahalanobis_diag,1,combined,near,0.4340781280666274,0.6877058361176551,2250,510,0.4077380952380952,0.5372549019607843,0.4636209813874788,0.8231111111111111,0.5372549019607843,0.774721568627451,0.4041003212138171,0.6195555555555555
tuned,clinc150,50,42,mahalanobis_diag,1,combined,medium,0.4340781280666274,0.6877058361176551,2250,1879,0.8101145038167938,0.903672166045769,0.8543396226415094,0.8231111111111111,0.903672166045769,0.91404222103956,0.8395041671530725,0.2253333333333333
tuned,clinc150,50,42,mahalanobis_diag,1,combined,far,0.4340781280666274,0.6877058361176551,2250,861,0.6838760921366164,1.0,0.8122641509433962,0.8231111111111111,1.0,0.9535759452832624,0.8325351435299684,0.1168888888888888
tuned,clinc150,50,42,mahalanobis_diag,1,heldout_unknown,near,0.4340781280666274,0.6877058361176551,2250,482,0.3996983408748115,0.549792531120332,0.462882096069869,0.8231111111111111,0.549792531120332,0.7786214845550945,0.3961889669385588,0.6195555555555555
tuned,clinc150,50,42,mahalanobis_diag,1,heldout_unknown,medium,0.4340781280666274,0.6877058361176551,2250,1446,0.7653301886792453,0.8976486860304288,0.8262253341820497,0.8231111111111111,0.8976486860304288,0.9107982173044415,0.7884804392427125,0.2262222222222222
tuned,clinc150,50,42,mahalanobis_diag,1,heldout_unknown,far,0.4340781280666274,0.6877058361176551,2250,322,0.4472222222222222,1.0,0.6180422264875239,0.8231111111111111,1.0,0.9329717046238788,0.5373382388002909,0.1293333333333333
tuned,clinc150,50,42,mahalanobis_diag,1,native_oos,near,0.4340781280666274,0.6877058361176551,2250,28,0.0221130221130221,0.3214285714285714,0.0413793103448275,0.8231111111111111,0.3214285714285714,0.7075873015873015,0.0336074655100734,0.6186666666666667
tuned,clinc150,50,42,mahalanobis_diag,1,native_oos,medium,0.4340781280666274,0.6877058361176551,2250,433,0.5012531328320802,0.9237875288683602,0.6498781478472786,0.8231111111111111,0.9237875288683602,0.9248755452912496,0.6127847184115963,0.1977777777777777
tuned,clinc150,50,42,mahalanobis_diag,1,native_oos,far,0.4340781280666274,0.6877058361176551,2250,539,0.575240128068303,1.0,0.7303523035230353,0.8231111111111111,1.0,0.9658849721706866,0.8095776796697263,0.0897777777777777
tuned,clinc150,75,42,euclidean,2,combined,near,0.4211644694206115,0.6770067590195623,3360,308,0.2684124386252046,0.5324675324675324,0.3569096844396082,0.8669642857142857,0.5324675324675324,0.800328540507112,0.3658052668834214,0.625
tuned,clinc150,75,42,euclidean,2,combined,medium,0.4211644694206115,0.6770067590195623,3360,1143,0.68342776203966,0.8442694663167104,0.7553816046966731,0.8669642857142857,0.8442694663167104,0.9326953922426364,0.7870822750988756,0.2229166666666666
tuned,clinc150,75,42,euclidean,2,combined,far,0.4211644694206115,0.6770067590195623,3360,689,0.5987432675044884,0.9680696661828736,0.7398779811425402,0.8669642857142857,0.9680696661828736,0.9664614866265808,0.7859614503495683,0.1011904761904761
