dataset,kir,seed,intent,trainable_known_count,trainable_known_false_reject,trainable_known_false_reject_rate,trainable_oos_false_accept,trainable_oos_false_accept_rate,mogb_known_count,mogb_known_false_reject,mogb_known_false_reject_rate,mogb_oos_false_accept,mogb_oos_false_accept_rate,known_count,known_recovery_count,known_recovery_rate,extra_oos_accept_count,extra_oos_accept_rate,coverage_tradeoff_net_count,ball_count,train_support_total,mean_ball_support,min_ball_support,max_ball_support,mean_radius,max_radius,max_depth,tiny_ball_ratio,dominant_ball_ratio,missing_selected_ball,ball_count_group
banking77,0.5,100,card_arrival,40,6,0.15,14,0.0089743589743589,40,28,0.7,5,0.0032051282051282,40,22,0.5499999999999999,9,0.005769230769230701,13,4.0,92.0,23.0,16.0,35.0,0.49638303473357526,0.5500152390751745,4.0,0.5,0.3804347826086957,False,3+
banking77,0.5,100,card_payment_not_recognised,40,9,0.225,8,0.0051282051282051,40,34,0.85,0,0.0,40,25,0.625,8,0.0051282051282051,17,3.0,74.0,24.666666666666668,18.0,38.0,0.4554055268395931,0.4688641162419689,4.0,0.6666666666666666,0.5135135135135135,False,3+
banking77,0.5,100,card_payment_wrong_exchange_rate,40,3,0.075,0,0.0,40,27,0.675,0,0.0,40,24,0.6000000000000001,0,0.0,24,6.0,90.0,15.0,10.0,31.0,0.4192256250548694,0.4939253658050934,6.0,0.8333333333333334,0.34444444444444444,False,3+
banking77,0.5,100,cash_withdrawal_charge,40,4,0.1,0,0.0,40,24,0.6,0,0.0,40,20,0.5,0,0.0,20,4.0,127.0,31.75,15.0,50.0,0.487226271487247,0.5516965193640536,5.0,0.25,0.3937007874015748,False,3+
banking77,0.5,100,cash_withdrawal_not_recognised,40,6,0.15,25,0.016025641025641,40,31,0.775,0,0.0,40,25,0.625,25,0.016025641025641,0,4.0,70.0,17.5,13.0,21.0,0.5150738500253913,0.5768999306835082,7.0,0.75,0.3,False,3+
banking77,0.5,100,compromised_card,40,13,0.325,1,0.0006410256410256,40,39,0.975,0,0.0,40,26,0.6499999999999999,1,0.0006410256410256,25,1.0,13.0,13.0,13.0,13.0,0.4246532061590556,0.4246532061590556,3.0,1.0,1.0,False,1
banking77,0.5,100,country_support,40,11,0.275,0,0.0,40,18,0.45,0,0.0,40,7,0.175,0,0.0,7,4.0,97.0,24.25,11.0,42.0,0.5088028780296767,0.6384991618501134,4.0,0.5,0.4329896907216495,False,3+
banking77,0.5,100,declined_card_payment,40,5,0.125,14,0.0089743589743589,40,27,0.675,1,0.0006410256410256,40,22,0.55,13,0.0083333333333333,9,5.0,69.0,13.8,10.0,18.0,0.3920765693397494,0.5072839071272868,5.0,1.0,0.2608695652173913,False,3+
banking77,0.5,100,declined_transfer,40,9,0.225,14,0.0089743589743589,40,22,0.55,0,0.0,40,13,0.32500000000000007,14,0.0089743589743589,-1,2.0,69.0,34.5,12.0,57.0,0.46725121850749574,0.5233539748234912,3.0,0.5,0.8260869565217391,False,2
banking77,0.5,100,exchange_charge,40,5,0.125,0,0.0,40,28,0.7,0,0.0,40,23,0.575,0,0.0,23,2.0,54.0,27.0,12.0,42.0,0.46813766459757,0.4796097929195052,5.0,0.5,0.7777777777777778,False,2
banking77,0.5,100,exchange_rate,40,4,0.1,0,0.0,40,33,0.825,0,0.0,40,29,0.725,0,0.0,29,2.0,54.0,27.0,19.0,35.0,0.41095864251054826,0.4262746203818345,5.0,0.5,0.6481481481481481,False,2
banking77,0.5,100,extra_charge_on_statement,40,11,0.275,8,0.0051282051282051,40,32,0.8,0,0.0,40,21,0.525,8,0.0051282051282051,13,3.0,62.0,20.666666666666668,12.0,30.0,0.4425710193665269,0.4766451019629636,4.0,0.3333333333333333,0.4838709677419355,False,3+
banking77,0.5,100,fiat_currency_support,40,8,0.2,24,0.0153846153846153,40,29,0.725,0,0.0,40,21,0.5249999999999999,24,0.0153846153846153,-3,3.0,52.0,17.333333333333332,15.0,22.0,0.48350672554215013,0.4984945820782503,5.0,0.6666666666666666,0.4230769230769231,False,3+
banking77,0.5,100,get_disposable_virtual_card,40,9,0.225,4,0.0025641025641025,40,19,0.475,1,0.0006410256410256,40,10,0.24999999999999997,3,0.0019230769230768998,7,4.0,80.0,20.0,15.0,33.0,0.3745831133302533,0.4511246953251041,5.0,0.75,0.4125,False,3+
banking77,0.5,100,get_physical_card,40,6,0.15,12,0.0076923076923076,40,24,0.6,1,0.0006410256410256,40,18,0.44999999999999996,11,0.007051282051282,7,3.0,63.0,21.0,10.0,29.0,0.4781545246922187,0.4947549144602834,3.0,0.3333333333333333,0.4603174603174603,False,3+
banking77,0.5,100,getting_spare_card,40,7,0.175,0,0.0,40,25,0.625,0,0.0,40,18,0.45,0,0.0,18,4.0,79.0,19.75,10.0,48.0,0.5386703653221523,0.5983837338806667,3.0,0.75,0.6075949367088608,False,3+
banking77,0.5,100,getting_virtual_card,40,6,0.15,1,0.0006410256410256,40,26,0.65,0,0.0,40,20,0.5,1,0.0006410256410256,19,3.0,46.0,15.333333333333334,14.0,18.0,0.371024027057202,0.3885240297088898,7.0,1.0,0.391304347826087,False,3+
banking77,0.5,100,lost_or_stolen_card,40,9,0.225,6,0.0038461538461538,40,36,0.9,0,0.0,40,27,0.675,6,0.0038461538461538,21,1.0,22.0,22.0,22.0,22.0,0.405580408296603,0.405580408296603,5.0,0.0,1.0,False,1
banking77,0.5,100,lost_or_stolen_phone,40,9,0.225,0,0.0,40,32,0.8,0,0.0,40,23,0.5750000000000001,0,0.0,23,1.0,67.0,67.0,67.0,67.0,0.589222222865561,0.589222222865561,2.0,0.0,1.0,False,1
banking77,0.5,100,pending_card_payment,40,12,0.3,0,0.0,40,25,0.625,0,0.0,40,13,0.325,0,0.0,13,3.0,94.0,31.333333333333332,12.0,68.0,0.46615807009785826,0.5448815181861649,6.0,0.6666666666666666,0.723404255319149,False,3+
banking77,0.5,100,pending_cash_withdrawal,40,8,0.2,0,0.0,40,28,0.7,0,0.0,40,20,0.49999999999999994,0,0.0,20,3.0,68.0,22.666666666666668,15.0,32.0,0.4684938635577354,0.5034532158647183,5.0,0.3333333333333333,0.47058823529411764,False,3+
banking77,0.5,100,pending_transfer,40,4,0.1,1,0.0006410256410256,40,29,0.725,0,0.0,40,25,0.625,1,0.0006410256410256,24,3.0,83.0,27.666666666666668,13.0,42.0,0.4132353582144166,0.4825886039282177,6.0,0.3333333333333333,0.5060240963855421,False,3+
banking77,0.5,100,receiving_money,40,7,0.175,5,0.0032051282051282,40,31,0.775,0,0.0,40,24,0.6000000000000001,5,0.0032051282051282,19,2.0,39.0,19.5,13.0,26.0,0.5575679276097492,0.59327712487197,2.0,0.5,0.6666666666666666,False,2
banking77,0.5,100,terminate_account,40,7,0.175,0,0.0,40,23,0.575,0,0.0,40,16,0.39999999999999997,0,0.0,16,1.0,91.0,91.0,91.0,91.0,0.5877316249930596,0.5877316249930596,3.0,0.0,1.0,False,1
banking77,0.5,100,top_up_reverted,40,7,0.175,48,0.0307692307692307,40,23,0.575,14,0.0089743589743589,40,16,0.39999999999999997,34,0.0217948717948718,-18,1.0,104.0,104.0,104.0,104.0,0.6203771145103736,0.6203771145103736,2.0,0.0,1.0,False,1
banking77,0.5,100,transaction_charged_twice,40,4,0.1,0,0.0,40,31,0.775,0,0.0,40,27,0.675,0,0.0,27,5.0,94.0,18.8,11.0,37.0,0.5089402347750156,0.553990140920627,4.0,0.8,0.39361702127659576,False,3+
banking77,0.5,100,transfer_fee_charged,40,5,0.125,7,0.0044871794871794,40,28,0.7,0,0.0,40,23,0.575,7,0.0044871794871794,16,3.0,72.0,24.0,12.0,46.0,0.4665353057317303,0.5001013047264589,3.0,0.6666666666666666,0.6388888888888888,False,3+
banking77,0.5,100,transfer_into_account,40,11,0.275,4,0.0025641025641025,40,26,0.65,0,0.0,40,15,0.375,4,0.0025641025641025,11,2.0,73.0,36.5,11.0,62.0,0.49659519954258563,0.545434738784253,3.0,0.5,0.8493150684931506,False,2
banking77,0.5,100,verify_my_identity,40,4,0.1,1,0.0006410256410256,40,17,0.425,0,0.0,40,13,0.32499999999999996,1,0.0006410256410256,12,3.0,60.0,20.0,16.0,26.0,0.446268869393797,0.4965757708118533,8.0,0.6666666666666666,0.43333333333333335,False,3+
banking77,0.5,100,verify_source_of_funds,40,1,0.025,0,0.0,40,22,0.55,0,0.0,40,21,0.525,0,0.0,21,1.0,81.0,81.0,81.0,81.0,0.5457710731189153,0.5457710731189153,2.0,0.0,1.0,False,1
banking77,0.5,100,virtual_card_not_working,40,14,0.35,0,0.0,40,30,0.75,0,0.0,40,16,0.4,0,0.0,16,1.0,12.0,12.0,12.0,12.0,0.437208652660719,0.437208652660719,3.0,1.0,1.0,False,1
banking77,0.5,100,visa_or_mastercard,40,9,0.225,0,0.0,40,23,0.575,0,0.0,40,14,0.35,0,0.0,14,3.0,90.0,30.0,12.0,45.0,0.4334166007501307,0.466078468645457,4.0,0.3333333333333333,0.5,False,3+
banking77,0.5,100,why_verify_identity,40,3,0.075,24,0.0153846153846153,40,23,0.575,0,0.0,40,20,0.49999999999999994,24,0.0153846153846153,-4,4.0,71.0,17.75,10.0,29.0,0.4340923993955923,0.4752892903930812,7.0,0.75,0.4084507042253521,False,3+
banking77,0.5,100,wrong_exchange_rate_for_cash_withdrawal,40,11,0.275,0,0.0,40,33,0.825,0,0.0,40,22,0.5499999999999999,0,0.0,22,3.0,60.0,20.0,11.0,32.0,0.4494279740110285,0.4886372684611636,5.0,0.6666666666666666,0.5333333333333333,False,3+
banking77,0.5,123,activate_my_card,40,6,0.15,0,0.0,40,22,0.55,0,0.0,40,16,0.4,0,0.0,16,4.0,120.0,30.0,19.0,39.0,0.40054104154715997,0.4907449930307051,6.0,0.25,0.325,False,3+
banking77,0.5,123,atm_support,40,4,0.1,0,0.0,40,19,0.475,0,0.0,40,15,0.375,0,0.0,15,1.0,51.0,51.0,51.0,51.0,0.5383744919612061,0.5383744919612061,2.0,0.0,1.0,False,1
banking77,0.5,123,balance_not_updated_after_bank_transfer,40,3,0.075,26,0.0166666666666666,40,35,0.875,6,0.0038461538461538,40,32,0.8,20,0.012820512820512801,12,5.0,69.0,13.8,10.0,25.0,0.4598736360647885,0.5198931712976146,6.0,0.8,0.36231884057971014,False,3+
banking77,0.5,123,beneficiary_not_allowed,40,12,0.3,37,0.0237179487179487,40,21,0.525,2,0.0012820512820512,40,9,0.22500000000000003,35,0.0224358974358975,-26,4.0,97.0,24.25,14.0,39.0,0.49094220350075835,0.5188934600834935,5.0,0.5,0.4020618556701031,False,3+
banking77,0.5,123,cancel_transfer,40,7,0.175,0,0.0,40,21,0.525,0,0.0,40,14,0.35000000000000003,0,0.0,14,1.0,92.0,92.0,92.0,92.0,0.5616849643298659,0.5616849643298659,2.0,0.0,1.0,False,1
banking77,0.5,123,card_delivery_estimate,40,8,0.2,15,0.0096153846153846,40,30,0.75,6,0.0038461538461538,40,22,0.55,9,0.005769230769230801,13,1.0,55.0,55.0,55.0,55.0,0.598443842787193,0.598443842787193,2.0,0.0,1.0,False,1
banking77,0.5,123,card_linking,40,8,0.2,2,0.0012820512820512,40,26,0.65,0,0.0,40,18,0.45,2,0.0012820512820512,16,4.0,70.0,17.5,16.0,19.0,0.41968448769691585,0.4739493732394604,3.0,1.0,0.2714285714285714,False,3+
banking77,0.5,123,card_not_working,40,2,0.05,6,0.0038461538461538,40,22,0.55,0,0.0,40,20,0.5,6,0.0038461538461538,14,3.0,56.0,18.666666666666668,11.0,32.0,0.43406177002275387,0.4597600558395994,5.0,0.6666666666666666,0.5714285714285714,False,3+
banking77,0.5,123,card_payment_fee_charged,40,7,0.175,3,0.0019230769230769,40,28,0.7,0,0.0,40,21,0.5249999999999999,3,0.0019230769230769,18,1.0,89.0,89.0,89.0,89.0,0.4452294818261589,0.4452294818261589,6.0,0.0,1.0,False,1
banking77,0.5,123,card_payment_wrong_exchange_rate,40,5,0.125,0,0.0,40,27,0.675,0,0.0,40,22,0.55,0,0.0,22,4.0,80.0,20.0,11.0,38.0,0.4083446013212597,0.5523114404730091,7.0,0.75,0.475,False,3+
banking77,0.5,123,card_swallowed,40,9,0.225,0,0.0,40,23,0.575,0,0.0,40,14,0.35,0,0.0,14,1.0,40.0,40.0,40.0,40.0,0.466326959165985,0.466326959165985,2.0,0.0,1.0,False,1
banking77,0.5,123,change_pin,40,5,0.125,0,0.0,40,27,0.675,0,0.0,40,22,0.55,0,0.0,22,2.0,93.0,46.5,32.0,61.0,0.44172185309778933,0.490215429919675,5.0,0.0,0.6559139784946236,False,2
banking77,0.5,123,compromised_card,40,18,0.45,22,0.0141025641025641,40,29,0.725,1,0.0006410256410256,40,11,0.27499999999999997,21,0.013461538461538499,-10,1.0,47.0,47.0,47.0,47.0,0.5558549396381889,0.5558549396381889,3.0,0.0,1.0,False,1
banking77,0.5,123,contactless_not_working,40,8,0.2,0,0.0,40,26,0.65,0,0.0,40,18,0.45,0,0.0,18,1.0,17.0,17.0,17.0,17.0,0.5886736322397428,0.5886736322397428,2.0,1.0,1.0,False,1
banking77,0.5,123,declined_card_payment,40,6,0.15,5,0.0032051282051282,40,33,0.825,0,0.0,40,27,0.6749999999999999,5,0.0032051282051282,22,3.0,57.0,19.0,10.0,24.0,0.4346703557272373,0.4689156512642258,7.0,0.3333333333333333,0.42105263157894735,False,3+
banking77,0.5,123,direct_debit_payment_not_recognised,40,9,0.225,3,0.0019230769230769,40,27,0.675,0,0.0,40,18,0.45000000000000007,3,0.0019230769230769,15,2.0,106.0,53.0,13.0,93.0,0.5362238551000473,0.5454948128276321,3.0,0.5,0.8773584905660378,False,2
banking77,0.5,123,edit_personal_details,40,6,0.15,0,0.0,40,25,0.625,0,0.0,40,19,0.475,0,0.0,19,2.0,87.0,43.5,10.0,77.0,0.6141895081823296,0.6604527794086484,3.0,0.5,0.8850574712643678,False,2
banking77,0.5,123,fiat_currency_support,40,6,0.15,25,0.016025641025641,40,25,0.625,1,0.0006410256410256,40,19,0.475,24,0.0153846153846154,-5,4.0,87.0,21.75,10.0,53.0,0.4981508751636523,0.5380493487649965,6.0,0.75,0.6091954022988506,False,3+
banking77,0.5,123,lost_or_stolen_phone,40,12,0.3,0,0.0,40,28,0.7,0,0.0,40,16,0.39999999999999997,0,0.0,16,2.0,79.0,39.5,16.0,63.0,0.5961093938302005,0.6089310716108737,3.0,0.5,0.7974683544303798,False,2
banking77,0.5,123,order_physical_card,40,4,0.1,6,0.0038461538461538,40,29,0.725,0,0.0,40,25,0.625,6,0.0038461538461538,19,2.0,32.0,16.0,16.0,16.0,0.4424713209452714,0.4593099848645282,5.0,1.0,0.5,False,2
banking77,0.5,123,passcode_forgotten,40,4,0.1,0,0.0,40,19,0.475,0,0.0,40,15,0.375,0,0.0,15,1.0,86.0,86.0,86.0,86.0,0.5904904423037489,0.5904904423037489,2.0,0.0,1.0,False,1
banking77,0.5,123,pin_blocked,40,11,0.275,3,0.0019230769230769,40,29,0.725,0,0.0,40,18,0.44999999999999996,3,0.0019230769230769,15,2.0,67.0,33.5,14.0,53.0,0.4729721982665184,0.4927688195619625,4.0,0.5,0.7910447761194029,False,2
banking77,0.5,123,receiving_money,40,7,0.175,13,0.0083333333333333,40,20,0.5,0,0.0,40,13,0.325,13,0.0083333333333333,0,2.0,64.0,32.0,18.0,46.0,0.5783523765238174,0.6678505643768361,2.0,0.5,0.71875,False,2
banking77,0.5,123,reverted_card_payment?,40,6,0.15,12,0.0076923076923076,40,29,0.725,0,0.0,40,23,0.575,12,0.0076923076923076,11,3.0,53.0,17.666666666666668,10.0,29.0,0.46992729000109573,0.5338876733255757,4.0,0.6666666666666666,0.5471698113207547,False,3+
banking77,0.5,123,top_up_by_cash_or_cheque,40,6,0.15,2,0.0012820512820512,40,29,0.725,0,0.0,40,23,0.575,2,0.0012820512820512,21,2.0,50.0,25.0,10.0,40.0,0.538438879159572,0.6055039611077447,2.0,0.5,0.8,False,2
banking77,0.5,123,top_up_limits,40,6,0.15,3,0.0019230769230769,40,17,0.425,1,0.0006410256410256,40,11,0.275,2,0.0012820512820513,9,1.0,79.0,79.0,79.0,79.0,0.5453947214908536,0.5453947214908536,2.0,0.0,1.0,False,1
banking77,0.5,123,top_up_reverted,40,7,0.175,32,0.0205128205128205,40,29,0.725,1,0.0006410256410256,40,22,0.55,31,0.0198717948717949,-9,2.0,87.0,43.5,16.0,71.0,0.5418929895009295,0.5476331020278273,4.0,0.5,0.8160919540229885,False,2
banking77,0.5,123,topping_up_by_card,40,11,0.275,19,0.0121794871794871,40,38,0.95,0,0.0,40,27,0.6749999999999999,19,0.0121794871794871,8,1.0,10.0,10.0,10.0,10.0,0.3914553762986289,0.3914553762986289,4.0,1.0,1.0,False,1
banking77,0.5,123,transaction_charged_twice,40,6,0.15,1,0.0006410256410256,40,29,0.725,0,0.0,40,23,0.575,1,0.0006410256410256,22,3.0,87.0,29.0,10.0,67.0,0.46095539518057094,0.6145008669079555,4.0,0.6666666666666666,0.7701149425287356,False,3+
banking77,0.5,123,transfer_fee_charged,40,5,0.125,5,0.0032051282051282,40,26,0.65,0,0.0,40,21,0.525,5,0.0032051282051282,16,1.0,91.0,91.0,91.0,91.0,0.5005407006387163,0.5005407006387163,3.0,0.0,1.0,False,1
banking77,0.5,123,transfer_timing,40,10,0.25,9,0.0057692307692307,40,30,0.75,0,0.0,40,20,0.5,9,0.0057692307692307,11,4.0,64.0,16.0,10.0,23.0,0.3894230015437309,0.4310432261044177,5.0,0.5,0.359375,False,3+
banking77,0.5,123,verify_my_identity,40,4,0.1,1,0.0006410256410256,40,28,0.7,0,0.0,40,24,0.6,1,0.0006410256410256,23,1.0,56.0,56.0,56.0,56.0,0.4485965847643948,0.4485965847643948,7.0,0.0,1.0,False,1
banking77,0.5,123,verify_source_of_funds,40,2,0.05,0,0.0,40,21,0.525,0,0.0,40,19,0.47500000000000003,0,0.0,19,2.0,79.0,39.5,10.0,69.0,0.5113810154313415,0.5248092092318515,3.0,0.5,0.8734177215189873,False,2
banking77,0.5,123,verify_top_up,40,2,0.05,0,0.0,40,16,0.4,0,0.0,40,14,0.35000000000000003,0,0.0,14,2.0,105.0,52.5,16.0,89.0,0.4876677278803396,0.550615661696753,3.0,0.5,0.8476190476190476,False,2
banking77,0.5,123,virtual_card_not_working,40,10,0.25,10,0.0064102564102564,40,25,0.625,0,0.0,40,15,0.375,10,0.0064102564102564,5,1.0,23.0,23.0,23.0,23.0,0.483222002550427,0.483222002550427,2.0,0.0,1.0,False,1
banking77,0.5,123,why_verify_identity,40,2,0.05,23,0.0147435897435897,40,22,0.55,0,0.0,40,20,0.5,23,0.0147435897435897,-3,4.0,70.0,17.5,11.0,25.0,0.45517606243210307,0.5484986752242945,6.0,0.75,0.35714285714285715,False,3+
banking77,0.5,123,wrong_amount_of_cash_received,40,8,0.2,41,0.0262820512820512,40,20,0.5,8,0.0051282051282051,40,12,0.3,33,0.0211538461538461,-21,4.0,125.0,31.25,10.0,77.0,0.547645204754759,0.6162573787097644,4.0,0.75,0.616,False,3+
banking77,0.5,123,wrong_exchange_rate_for_cash_withdrawal,40,7,0.175,0,0.0,40,32,0.8,0,0.0,40,25,0.625,0,0.0,25,3.0,88.0,29.333333333333332,11.0,60.0,0.4853043490248246,0.5364679311336835,6.0,0.6666666666666666,0.6818181818181818,False,3+
banking77,0.75,13,Refund_not_showing_up,40,6,0.15,12,0.0157894736842105,40,18,0.45,1,0.0013157894736842,40,12,0.30000000000000004,11,0.014473684210526298,1,2.0,127.0,63.5,10.0,117.0,0.5498015466825927,0.555822041422458,3.0,0.5,0.9212598425196851,False,2
banking77,0.75,13,activate_my_card,40,5,0.125,0,0.0,40,21,0.525,0,0.0,40,16,0.4,0,0.0,16,3.0,106.0,35.333333333333336,11.0,79.0,0.4374657230069339,0.5209288458217827,6.0,0.6666666666666666,0.7452830188679245,False,3+
banking77,0.75,13,apple_pay_or_google_pay,40,5,0.125,0,0.0,40,24,0.6,0,0.0,40,19,0.475,0,0.0,19,1.0,61.0,61.0,61.0,61.0,0.6141463004919011,0.6141463004919011,2.0,0.0,1.0,False,1
banking77,0.75,13,atm_support,40,4,0.1,1,0.0013157894736842,40,26,0.65,0,0.0,40,22,0.55,1,0.0013157894736842,21,1.0,39.0,39.0,39.0,39.0,0.4808424831773987,0.4808424831773987,2.0,0.0,1.0,False,1
banking77,0.75,13,automatic_top_up,40,6,0.15,0,0.0,40,28,0.7,0,0.0,40,22,0.5499999999999999,0,0.0,22,2.0,86.0,43.0,10.0,76.0,0.45356074950320413,0.537750224765553,2.0,0.5,0.8837209302325582,False,2
banking77,0.75,13,balance_not_updated_after_bank_transfer,40,4,0.1,7,0.0092105263157894,40,37,0.925,0,0.0,40,33,0.8250000000000001,7,0.0092105263157894,26,3.0,37.0,12.333333333333334,11.0,14.0,0.36822746282432767,0.3940471184536586,7.0,1.0,0.3783783783783784,False,3+
banking77,0.75,13,balance_not_updated_after_cheque_or_cash_deposit,40,6,0.15,0,0.0,40,32,0.8,0,0.0,40,26,0.65,0,0.0,26,3.0,107.0,35.666666666666664,16.0,68.0,0.49396230857748596,0.5888998509500281,4.0,0.3333333333333333,0.6355140186915887,False,3+
banking77,0.75,13,beneficiary_not_allowed,40,10,0.25,0,0.0,40,31,0.775,0,0.0,40,21,0.525,0,0.0,21,1.0,67.0,67.0,67.0,67.0,0.5502026019019637,0.5502026019019637,2.0,0.0,1.0,False,1
banking77,0.75,13,cancel_transfer,40,9,0.225,3,0.0039473684210526,40,18,0.45,0,0.0,40,9,0.225,3,0.0039473684210526,6,2.0,92.0,46.0,11.0,81.0,0.5298979193109552,0.5401389564919523,5.0,0.5,0.8804347826086957,False,2
banking77,0.75,13,card_about_to_expire,40,3,0.075,0,0.0,40,25,0.625,0,0.0,40,22,0.55,0,0.0,22,2.0,91.0,45.5,17.0,74.0,0.42901364073024517,0.496584405142204,3.0,0.5,0.8131868131868132,False,2
banking77,0.75,13,card_arrival,40,3,0.075,0,0.0,40,32,0.8,0,0.0,40,29,0.7250000000000001,0,0.0,29,6.0,64.0,10.666666666666666,10.0,12.0,0.43040505226202885,0.4746357142629421,4.0,1.0,0.1875,False,3+
banking77,0.75,13,card_delivery_estimate,40,7,0.175,0,0.0,40,35,0.875,0,0.0,40,28,0.7,0,0.0,28,1.0,26.0,26.0,26.0,26.0,0.50773779552476,0.50773779552476,2.0,0.0,1.0,False,1
banking77,0.75,13,card_linking,40,13,0.325,0,0.0,40,28,0.7,0,0.0,40,15,0.37499999999999994,0,0.0,15,3.0,56.0,18.666666666666668,15.0,23.0,0.44412417277844024,0.4925839311784953,3.0,0.6666666666666666,0.4107142857142857,False,3+
banking77,0.75,13,card_not_working,40,2,0.05,21,0.0276315789473684,40,27,0.675,0,0.0,40,25,0.625,21,0.0276315789473684,4,1.0,23.0,23.0,23.0,23.0,0.4067329269693656,0.4067329269693656,3.0,0.0,1.0,False,1
banking77,0.75,13,card_payment_not_recognised,40,10,0.25,12,0.0157894736842105,40,35,0.875,0,0.0,40,25,0.625,12,0.0157894736842105,13,2.0,23.0,11.5,10.0,13.0,0.44472981861528527,0.548791436869464,5.0,1.0,0.5652173913043478,False,2
banking77,0.75,13,card_payment_wrong_exchange_rate,40,3,0.075,0,0.0,40,26,0.65,0,0.0,40,23,0.5750000000000001,0,0.0,23,4.0,90.0,22.5,13.0,43.0,0.4545975025135564,0.57664735446025,9.0,0.75,0.4777777777777778,False,3+
banking77,0.75,13,cash_withdrawal_charge,40,5,0.125,0,0.0,40,29,0.725,0,0.0,40,24,0.6,0,0.0,24,4.0,77.0,19.25,10.0,31.0,0.456930578801318,0.547158463495206,7.0,0.5,0.4025974025974026,False,3+
banking77,0.75,13,compromised_card,40,15,0.375,2,0.0026315789473684,40,36,0.9,0,0.0,40,21,0.525,2,0.0026315789473684,19,1.0,28.0,28.0,28.0,28.0,0.4904879446226349,0.4904879446226349,2.0,0.0,1.0,False,1
banking77,0.75,13,contactless_not_working,40,8,0.2,0,0.0,40,40,1.0,0,0.0,40,32,0.8,0,0.0,32,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,True,0
banking77,0.75,13,declined_cash_withdrawal,40,6,0.15,8,0.0105263157894736,40,33,0.825,0,0.0,40,27,0.6749999999999999,8,0.0105263157894736,19,5.0,77.0,15.4,10.0,21.0,0.42874841228435734,0.4969766617916109,5.0,0.8,0.2727272727272727,False,3+
banking77,0.75,13,declined_transfer,40,10,0.25,1,0.0013157894736842,40,23,0.575,0,0.0,40,13,0.32499999999999996,1,0.0013157894736842,12,1.0,70.0,70.0,70.0,70.0,0.4376627812891835,0.4376627812891835,3.0,0.0,1.0,False,1
banking77,0.75,13,direct_debit_payment_not_recognised,40,10,0.25,1,0.0013157894736842,40,29,0.725,0,0.0,40,19,0.475,1,0.0013157894736842,18,3.0,81.0,27.0,12.0,46.0,0.4987338701237041,0.5270105557155587,5.0,0.3333333333333333,0.5679012345679012,False,3+
banking77,0.75,13,disposable_card_limits,40,7,0.175,0,0.0,40,23,0.575,0,0.0,40,16,0.39999999999999997,0,0.0,16,2.0,79.0,39.5,12.0,67.0,0.4441161515366677,0.5204777406871353,3.0,0.5,0.8481012658227848,False,2
banking77,0.75,13,edit_personal_details,40,5,0.125,0,0.0,40,25,0.625,0,0.0,40,20,0.5,0,0.0,20,1.0,100.0,100.0,100.0,100.0,0.6742615176469791,0.6742615176469791,2.0,0.0,1.0,False,1
banking77,0.75,13,exchange_rate,40,4,0.1,4,0.0052631578947368,40,18,0.45,2,0.0026315789473684,40,14,0.35,2,0.0026315789473684,12,1.0,91.0,91.0,91.0,91.0,0.498022218117251,0.498022218117251,3.0,0.0,1.0,False,1
banking77,0.75,13,exchange_via_app,40,12,0.3,1,0.0013157894736842,40,32,0.8,0,0.0,40,20,0.5,1,0.0013157894736842,19,4.0,58.0,14.5,10.0,19.0,0.42309931279847934,0.4907306128600084,5.0,1.0,0.3275862068965517,False,3+
banking77,0.75,13,extra_charge_on_statement,40,12,0.3,8,0.0105263157894736,40,28,0.7,0,0.0,40,16,0.39999999999999997,8,0.0105263157894736,8,3.0,96.0,32.0,10.0,58.0,0.5424516731212013,0.5825181953555573,4.0,0.3333333333333333,0.6041666666666666,False,3+
banking77,0.75,13,failed_transfer,40,6,0.15,0,0.0,40,34,0.85,0,0.0,40,28,0.7,0,0.0,28,2.0,30.0,15.0,12.0,18.0,0.422663751659591,0.4447486471770808,4.0,1.0,0.6,False,2
banking77,0.75,13,fiat_currency_support,40,8,0.2,10,0.0131578947368421,40,29,0.725,0,0.0,40,21,0.5249999999999999,10,0.0131578947368421,11,3.0,43.0,14.333333333333334,11.0,17.0,0.4923616879209522,0.5806105771942061,5.0,1.0,0.3953488372093023,False,3+
banking77,0.75,13,get_disposable_virtual_card,40,8,0.2,0,0.0,40,31,0.775,0,0.0,40,23,0.575,0,0.0,23,2.0,45.0,22.5,22.0,23.0,0.3501024088278125,0.3935240183846865,3.0,0.0,0.5111111111111111,False,2
banking77,0.75,13,get_physical_card,40,6,0.15,6,0.0078947368421052,40,26,0.65,0,0.0,40,20,0.5,6,0.0078947368421052,14,3.0,67.0,22.333333333333332,11.0,43.0,0.4521822925537838,0.4810042962487484,7.0,0.6666666666666666,0.6417910447761194,False,3+
banking77,0.75,13,getting_spare_card,40,8,0.2,0,0.0,40,35,0.875,0,0.0,40,27,0.675,0,0.0,27,2.0,24.0,12.0,10.0,14.0,0.43637998886041535,0.4682470641017505,4.0,1.0,0.5833333333333334,False,2
banking77,0.75,13,getting_virtual_card,40,7,0.175,0,0.0,40,27,0.675,0,0.0,40,20,0.5,0,0.0,20,2.0,48.0,24.0,18.0,30.0,0.4190126882507835,0.4397072226217134,4.0,0.5,0.625,False,2
