dataset,kir,intent,observed_seeds,known_count_mean,known_recovery_rate_mean,known_recovery_rate_std,known_recovery_count_mean,extra_oos_accept_count_mean,extra_oos_accept_rate_mean,mean_ball_count,mean_radius,min_ball_support_mean,missing_selected_ball_ratio,positive_seed_ratio
banking77,0.75,declined_transfer,5,40.0,0.37499999999999994,0.05303300858899108,15.0,0.6,0.0007894736842105201,2.0,0.4303353810172517,38.0,0.0,1.0
banking77,0.75,direct_debit_payment_not_recognised,3,40.0,0.44166666666666665,0.05773502691896253,17.666666666666668,1.6666666666666667,0.0021929824561403334,2.3333333333333335,0.5158786772738378,43.666666666666664,0.0,1.0
banking77,0.75,disposable_card_limits,4,40.0,0.38125,0.08260094833999589,15.25,0.0,0.0,2.25,0.46525900036864704,32.0,0.0,1.0
banking77,0.75,edit_personal_details,5,40.0,0.43,0.06471089552772392,17.2,0.0,0.0,1.6,0.6515084049899299,65.0,0.0,1.0
banking77,0.75,exchange_charge,2,40.0,0.475,0.03535533905932735,19.0,0.0,0.0,3.5,0.43710988616395796,12.0,0.0,1.0
banking77,0.75,exchange_rate,5,40.0,0.495,0.1440486029088793,19.8,0.8,0.00105263157894736,2.0,0.44461077097134377,33.4,0.0,1.0
banking77,0.75,exchange_via_app,4,40.0,0.55625,0.05153882032022075,22.25,2.5,0.0032894736842105,2.75,0.43233564522662676,11.75,0.0,1.0
banking77,0.75,extra_charge_on_statement,4,40.0,0.4624999999999999,0.05204164998665332,18.5,3.25,0.004276315789473651,3.5,0.5059666126106763,10.25,0.0,1.0
banking77,0.75,failed_transfer,4,40.0,0.625,0.08897565210026089,25.0,7.0,0.00921052631578945,2.25,0.418806734523312,12.5,0.0,1.0
banking77,0.75,fiat_currency_support,4,40.0,0.5812499999999999,0.05543389456520858,23.25,7.0,0.00921052631578945,2.5,0.4617543184069184,12.75,0.0,1.0
banking77,0.75,get_disposable_virtual_card,5,40.0,0.49499999999999994,0.051234753829797954,19.8,1.0,0.0013157894736842,2.6,0.3591598956230379,17.0,0.0,1.0
banking77,0.75,get_physical_card,4,40.0,0.49374999999999997,0.02393567769390842,19.75,2.25,0.00296052631578945,3.0,0.4565044054841562,11.5,0.0,1.0
banking77,0.75,getting_spare_card,4,40.0,0.64375,0.062499999999999986,25.75,0.0,0.0,2.75,0.46431796416697513,10.25,0.0,1.0
banking77,0.75,getting_virtual_card,5,40.0,0.485,0.060207972893961494,19.4,0.0,0.0,3.2,0.39731770018973983,12.0,0.0,1.0
banking77,0.75,lost_or_stolen_card,4,40.0,0.6375000000000001,0.03227486121839514,25.5,0.75,0.0009868421052631501,1.75,0.38912937987769247,14.5,0.0,1.0
banking77,0.75,lost_or_stolen_phone,5,40.0,0.49499999999999994,0.0778620575119872,19.8,0.0,0.0,3.0,0.542826785520293,22.6,0.0,1.0
banking77,0.75,order_physical_card,5,40.0,0.77,0.09082951062292476,30.8,1.2,0.0015789473684210402,1.4,0.4469041143920914,15.6,0.2,1.0
banking77,0.75,passcode_forgotten,5,40.0,0.32999999999999996,0.011180339887498959,13.2,0.0,0.0,2.4,0.5220810083488024,27.4,0.0,1.0
banking77,0.75,pending_card_payment,3,40.0,0.4583333333333333,0.08779711460710618,18.333333333333332,0.0,0.0,4.0,0.46244501100975816,16.666666666666668,0.0,1.0
banking77,0.75,pending_cash_withdrawal,4,40.0,0.50625,0.031457643480294825,20.25,0.25,0.00032894736842105,1.75,0.4609863100647579,55.0,0.0,1.0
banking77,0.75,pending_top_up,2,40.0,0.6500000000000001,0.07071067811865478,26.0,19.0,0.02499999999999995,3.0,0.5005051298036121,12.5,0.0,1.0
banking77,0.75,pending_transfer,4,40.0,0.6937500000000001,0.08750000000000001,27.75,4.0,0.005263157894736825,3.25,0.3845451508180703,11.25,0.0,1.0
banking77,0.75,pin_blocked,5,40.0,0.40499999999999997,0.07786205751198717,16.2,0.2,0.00026315789473684004,2.0,0.5001969413928627,31.4,0.0,1.0
banking77,0.75,receiving_money,3,40.0,0.6666666666666666,0.05204164998665342,26.666666666666668,2.6666666666666665,0.003508771929824533,1.6666666666666667,0.5206758623861528,16.666666666666668,0.0,1.0
banking77,0.75,request_refund,2,40.0,0.475,0.0707106781186548,19.0,0.0,0.0,3.5,0.4656524035039544,15.5,0.0,1.0
banking77,0.75,reverted_card_payment?,3,40.0,0.5499999999999999,0.04330127018922199,22.0,1.6666666666666667,0.0021929824561403334,3.3333333333333335,0.4084122786655359,12.333333333333334,0.0,1.0
banking77,0.75,supported_cards_and_currencies,3,40.0,0.6666666666666666,0.014433756729740729,26.666666666666668,2.3333333333333335,0.0030701754385964665,2.3333333333333335,0.40563645292743605,12.0,0.0,1.0
banking77,0.75,terminate_account,4,40.0,0.35625,0.03145764348029477,14.25,0.0,0.0,1.25,0.5702368941531004,60.25,0.0,1.0
banking77,0.75,top_up_by_bank_transfer_charge,4,40.0,0.59375,0.07180703308172531,23.75,3.5,0.004605263157894725,2.25,0.45243475531626076,12.75,0.0,1.0
banking77,0.75,top_up_by_card_charge,3,40.0,0.7083333333333334,0.0629152869605896,28.333333333333332,1.3333333333333333,0.0017543859649122669,3.0,0.4172169324009536,12.666666666666666,0.0,1.0
banking77,0.75,top_up_by_cash_or_cheque,3,40.0,0.5083333333333333,0.08779711460710614,20.333333333333332,0.6666666666666666,0.0008771929824561334,3.0,0.4724379528452592,12.666666666666666,0.0,1.0
banking77,0.75,top_up_failed,2,40.0,0.6125,0.22980970388562796,24.5,12.5,0.01644736842105255,3.0,0.45246277404579305,10.0,0.0,1.0
banking77,0.75,top_up_limits,2,40.0,0.375,0.1767766952966369,15.0,0.0,0.0,3.0,0.48473442679836737,15.5,0.0,1.0
banking77,0.75,top_up_reverted,3,40.0,0.5499999999999999,0.08660254037844382,22.0,16.666666666666668,0.021929824561403466,2.6666666666666665,0.4371018950084394,12.0,0.0,1.0
banking77,0.75,topping_up_by_card,5,40.0,0.6699999999999999,0.0817771361689807,26.8,9.8,0.0128947368421052,1.2,0.36367325750614055,13.0,0.0,1.0
banking77,0.75,transaction_charged_twice,4,40.0,0.5625,0.05204164998665335,22.5,0.0,0.0,3.75,0.5137935424957931,18.25,0.0,1.0
banking77,0.75,transfer_fee_charged,4,40.0,0.525,0.07905694150420954,21.0,1.0,0.0013157894736842,3.5,0.4693172101454596,10.25,0.0,1.0
banking77,0.75,transfer_into_account,4,40.0,0.375,0.03535533905932734,15.0,0.5,0.0006578947368421,1.25,0.49972556982622013,48.5,0.0,1.0
banking77,0.75,transfer_not_received_by_recipient,1,40.0,0.8,,32.0,2.0,0.0026315789473684,0.0,,0.0,1.0,1.0
banking77,0.75,transfer_timing,3,40.0,0.625,0.050000000000000044,25.0,5.0,0.006578947368420999,2.0,0.3673100036694021,17.666666666666668,0.0,1.0
banking77,0.75,unable_to_verify_identity,4,40.0,0.5125,0.11273124382057242,20.5,4.25,0.005592105263157874,2.75,0.4431834449367764,11.0,0.0,1.0
banking77,0.75,verify_my_identity,5,40.0,0.36500000000000005,0.12323757543866239,14.6,4.4,0.00578947368421052,2.6,0.39772639287621764,13.4,0.0,1.0
banking77,0.75,verify_source_of_funds,5,40.0,0.45499999999999996,0.03708099243547832,18.2,0.0,0.0,1.6,0.5262792759922672,57.2,0.0,1.0
banking77,0.75,verify_top_up,4,40.0,0.48750000000000004,0.04330127018922189,19.5,0.0,0.0,2.0,0.45845384296211644,37.75,0.0,1.0
banking77,0.75,virtual_card_not_working,4,40.0,0.50625,0.10873323625583242,20.25,0.0,0.0,1.25,0.3525880908095988,13.0,0.0,1.0
banking77,0.75,visa_or_mastercard,4,40.0,0.48750000000000004,0.14505745987941007,19.5,0.0,0.0,3.0,0.4594075672695022,32.75,0.0,1.0
banking77,0.75,why_verify_identity,3,40.0,0.6166666666666666,0.12829003598617209,24.666666666666668,7.666666666666667,0.0100877192982456,2.3333333333333335,0.43278923692653254,12.333333333333334,0.0,1.0
banking77,0.75,wrong_amount_of_cash_received,4,40.0,0.5625,0.08779711460710617,22.5,7.5,0.009868421052631549,4.0,0.4986286653160811,12.75,0.0,1.0
banking77,0.75,wrong_exchange_rate_for_cash_withdrawal,5,40.0,0.615,0.0741619848709566,24.6,0.0,0.0,2.8,0.44659859229898513,22.6,0.0,1.0
clinc150,0.25,accept_reservations,1,30.0,0.1666666666666667,,5.0,12.0,0.0026315789473684,1.0,0.7218314440645722,83.0,0.0,1.0
clinc150,0.25,account_blocked,2,30.0,0.25,0.11785113019775798,7.5,0.0,0.0,2.5,0.4862968931150944,17.0,0.0,1.0
clinc150,0.25,application_status,1,30.0,0.3,,9.0,2.0,0.000438596491228,1.0,0.5787367872638385,98.0,0.0,1.0
clinc150,0.25,apr,1,30.0,0.3333333333333333,,10.0,0.0,0.0,1.0,0.4852772076312417,94.0,0.0,1.0
clinc150,0.25,are_you_a_bot,1,30.0,0.39999999999999997,,12.0,0.0,0.0,1.0,0.6685417049843044,93.0,0.0,1.0
clinc150,0.25,bill_balance,1,30.0,0.2666666666666667,,8.0,6.0,0.0013157894736842,3.0,0.6106375776714194,17.0,0.0,1.0
clinc150,0.25,bill_due,2,30.0,0.3666666666666667,0.09428090415820634,11.0,2.0,0.000438596491228,1.5,0.6334885391321952,47.5,0.0,1.0
clinc150,0.25,book_flight,1,30.0,0.5,,15.0,0.0,0.0,2.0,0.6798495783984384,24.0,0.0,1.0
clinc150,0.25,calculator,2,30.0,0.5,0.1414213562373095,15.0,3.0,0.0006578947368420501,2.0,0.7597310202632683,11.5,0.0,1.0
clinc150,0.25,calendar,3,30.0,0.30000000000000004,0.06666666666666665,9.0,4.333333333333333,0.0009502923976608,1.6666666666666667,0.6362578882475992,42.666666666666664,0.0,1.0
clinc150,0.25,calendar_update,1,30.0,0.3666666666666667,,11.0,9.0,0.0019736842105263,2.0,0.7016854375973888,12.0,0.0,1.0
clinc150,0.25,calories,1,30.0,0.6333333333333333,,19.0,0.0,0.0,1.0,0.773160799233107,88.0,0.0,1.0
clinc150,0.25,cancel,3,30.0,0.48888888888888893,0.038490017945975105,14.666666666666666,1.0,0.000219298245614,2.6666666666666665,0.7139030890395829,14.0,0.0,1.0
clinc150,0.25,cancel_reservation,2,30.0,0.48333333333333334,0.02357022603955158,14.5,0.0,0.0,2.0,0.573598858196634,39.5,0.0,1.0
clinc150,0.25,car_rental,1,30.0,0.39999999999999997,,12.0,0.0,0.0,3.0,0.6494170256720788,11.0,0.0,1.0
clinc150,0.25,card_declined,2,30.0,0.3,0.0,9.0,0.0,0.0,1.5,0.5577854879037087,53.5,0.0,1.0
clinc150,0.25,carry_on,1,30.0,0.3666666666666667,,11.0,0.0,0.0,3.0,0.538251276188554,10.0,0.0,1.0
clinc150,0.25,change_accent,2,30.0,0.16666666666666666,0.047140452079103196,5.0,0.0,0.0,1.0,0.62438059033629,97.0,0.0,1.0
clinc150,0.25,change_ai_name,2,30.0,0.4000000000000001,0.14142135623730956,12.0,23.5,0.00515350877192985,1.5,0.7119484883140694,32.5,0.0,1.0
clinc150,0.25,change_language,1,30.0,0.6333333333333333,,19.0,2.0,0.000438596491228,2.0,0.6299059415866579,19.0,0.0,1.0
clinc150,0.25,change_speed,1,30.0,0.4,,12.0,0.0,0.0,1.0,0.6392579549630035,96.0,0.0,1.0
clinc150,0.25,change_user_name,1,30.0,0.4666666666666667,,14.0,43.0,0.0094298245614035,1.0,0.7448073522645775,76.0,0.0,1.0
clinc150,0.25,change_volume,1,30.0,0.3,,9.0,0.0,0.0,1.0,0.5888486284925033,93.0,0.0,1.0
clinc150,0.25,confirm_reservation,3,30.0,0.31111111111111117,0.05091750772173154,9.333333333333334,3.0,0.0006578947368420667,2.0,0.6223113705932728,44.333333333333336,0.0,1.0
clinc150,0.25,cook_time,1,30.0,0.6666666666666667,,20.0,0.0,0.0,1.0,0.731272998029913,53.0,0.0,1.0
clinc150,0.25,credit_limit,3,30.0,0.3888888888888889,0.03849001794597503,11.666666666666666,0.0,0.0,3.3333333333333335,0.4903369471857866,11.333333333333334,0.0,1.0
clinc150,0.25,credit_limit_change,4,30.0,0.3166666666666667,0.06938886664887108,9.5,0.0,0.0,1.75,0.5446376665924088,38.75,0.0,1.0
clinc150,0.25,credit_score,2,30.0,0.41666666666666663,0.023570226039551598,12.5,0.0,0.0,1.0,0.47793131930582505,99.5,0.0,1.0
clinc150,0.25,current_location,4,30.0,0.33333333333333337,0.09428090415820632,10.0,1.5,0.00032894736842105,2.0,0.579902852516704,58.0,0.0,1.0
clinc150,0.25,damaged_card,3,30.0,0.3333333333333333,0.08819171036881966,10.0,10.333333333333334,0.002266081871345,2.6666666666666665,0.5698651741542016,33.0,0.0,1.0
clinc150,0.25,date,3,30.0,0.5111111111111111,0.06938886664887108,15.333333333333334,0.0,0.0,1.3333333333333333,0.5778949006921358,65.66666666666667,0.0,1.0
clinc150,0.25,directions,2,30.0,0.46666666666666673,0.09428090415820639,14.0,9.5,0.0020833333333333,2.5,0.6643951504776182,16.0,0.0,1.0
clinc150,0.25,distance,2,30.0,0.4666666666666667,0.09428090415820646,14.0,1.5,0.000328947368421,2.5,0.6664270616405646,10.0,0.0,1.0
clinc150,0.25,do_you_have_pets,1,30.0,0.23333333333333342,,7.0,0.0,0.0,1.0,0.5885697090802527,98.0,0.0,1.0
clinc150,0.25,expiration_date,1,30.0,0.3333333333333333,,10.0,0.0,0.0,2.0,0.4833824352656897,25.0,0.0,1.0
clinc150,0.25,flight_status,2,30.0,0.5,0.0,15.0,0.0,0.0,1.5,0.617461964807485,58.0,0.0,1.0
clinc150,0.25,food_last,1,30.0,0.4333333333333333,,13.0,0.0,0.0,1.0,0.7538825991329952,85.0,0.0,1.0
clinc150,0.25,freeze_account,4,30.0,0.3416666666666667,0.13158576980363348,10.25,1.0,0.000219298245614025,2.75,0.5267344950336651,27.0,0.0,1.0
clinc150,0.25,fun_fact,3,30.0,0.35555555555555557,0.019245008972987553,10.666666666666666,1.3333333333333333,0.0002923976608187,1.3333333333333333,0.8093091814396147,52.0,0.0,1.0
clinc150,0.25,greeting,1,30.0,0.3666666666666667,,11.0,3.0,0.0006578947368421,2.0,0.691728249132995,24.0,0.0,1.0
clinc150,0.25,how_busy,2,30.0,0.4666666666666667,5.551115123125783e-17,14.0,4.0,0.0008771929824561,1.5,0.7209679431341032,31.0,0.0,1.0
clinc150,0.25,improve_credit_score,1,30.0,0.13333333333333341,,4.0,0.0,0.0,1.0,0.5720696500763078,91.0,0.0,1.0
clinc150,0.25,ingredient_substitution,2,30.0,0.5166666666666667,0.07071067811865471,15.5,0.5,0.000109649122807,3.5,0.7065507540087126,12.0,0.0,1.0
clinc150,0.25,ingredients_list,2,30.0,0.35,0.02357022603955158,10.5,9.5,0.0020833333333333,1.5,0.7337238118449119,48.0,0.0,1.0
clinc150,0.25,interest_rate,1,30.0,0.26666666666666666,,8.0,0.0,0.0,2.0,0.5395135909675987,19.0,0.0,1.0
clinc150,0.25,jump_start,2,30.0,0.2833333333333333,0.023570226039551657,8.5,0.0,0.0,1.0,0.6209537331968686,97.0,0.0,1.0
clinc150,0.25,last_maintenance,2,30.0,0.26666666666666666,0.04714045207910324,8.0,4.5,0.0009868421052631,2.0,0.5917749805689136,19.5,0.0,1.0
clinc150,0.25,lost_luggage,2,30.0,0.15000000000000002,0.02357022603955163,4.5,0.0,0.0,1.0,0.598942800789441,99.5,0.0,1.0
clinc150,0.25,make_call,1,30.0,0.23333333333333334,,7.0,21.0,0.0046052631578947,3.0,0.7482345985219219,21.0,0.0,1.0
clinc150,0.25,maybe,1,30.0,0.30000000000000004,,9.0,8.0,0.0017543859649122,3.0,0.7151549354531017,16.0,0.0,1.0
clinc150,0.25,meaning_of_life,1,30.0,0.2666666666666667,,8.0,0.0,0.0,1.0,0.5466770551782927,100.0,0.0,1.0
clinc150,0.25,measurement_conversion,3,30.0,0.5888888888888889,0.10715167512214407,17.666666666666668,0.0,0.0,2.0,0.6943865271344666,13.0,0.0,1.0
clinc150,0.25,mpg,1,30.0,0.2333333333333333,,7.0,0.0,0.0,1.0,0.6330392073072848,100.0,0.0,1.0
clinc150,0.25,new_card,2,30.0,0.2333333333333334,0.04714045207910316,7.0,0.5,0.000109649122807,2.0,0.5771389623685154,46.5,0.0,1.0
clinc150,0.25,next_song,1,30.0,0.4333333333333334,,13.0,0.0,0.0,1.0,0.5911545111833693,100.0,0.0,1.0
clinc150,0.25,no,2,30.0,0.5333333333333333,0.04714045207910316,16.0,16.5,0.0036184210526315,3.0,0.7146359073031469,11.5,0.0,1.0
clinc150,0.25,nutrition_info,1,30.0,0.43333333333333335,,13.0,2.0,0.000438596491228,2.0,0.7227098549448461,18.0,0.0,1.0
clinc150,0.25,oil_change_how,3,30.0,0.1444444444444445,0.019245008972987518,4.333333333333333,0.0,0.0,1.3333333333333333,0.45725714654596544,71.0,0.0,1.0
clinc150,0.25,order,1,30.0,0.5333333333333332,,16.0,12.0,0.0026315789473684,3.0,0.6417898099310367,10.0,0.0,1.0
clinc150,0.25,order_checks,2,30.0,0.43333333333333335,0.14142135623730948,13.0,0.0,0.0,1.0,0.629695869562849,89.5,0.0,1.0
clinc150,0.25,order_status,1,30.0,0.39999999999999997,,12.0,0.0,0.0,1.0,0.6650740829814062,88.0,0.0,1.0
clinc150,0.25,pay_bill,1,30.0,0.5000000000000001,,15.0,1.0,0.000219298245614,1.0,0.6502114884834552,68.0,0.0,1.0
clinc150,0.25,payday,1,30.0,0.36666666666666664,,11.0,0.0,0.0,2.0,0.5002054040763899,14.0,0.0,1.0
clinc150,0.25,plug_type,3,30.0,0.3333333333333333,0.12018504251546636,10.0,0.0,0.0,1.3333333333333333,0.6836164260136841,68.0,0.0,1.0
clinc150,0.25,pto_balance,2,30.0,0.45,0.07071067811865474,13.5,10.0,0.00219298245614035,1.5,0.5442979225472839,53.5,0.0,1.0
clinc150,0.25,pto_request,1,30.0,0.43333333333333346,,13.0,2.0,0.000438596491228,1.0,0.6131143889545517,88.0,0.0,1.0
clinc150,0.25,pto_request_status,2,30.0,0.1,3.925231146709438e-17,3.0,2.0,0.00043859649122805,3.0,0.5026543814873745,12.0,0.0,1.0
clinc150,0.25,pto_used,1,30.0,0.2,,6.0,16.0,0.0035087719298246,2.0,0.518414635218955,12.0,0.0,1.0
clinc150,0.25,redeem_rewards,2,30.0,0.5333333333333334,0.14142135623730948,16.0,2.0,0.00043859649122805,1.5,0.5583112117267524,48.5,0.0,1.0
clinc150,0.25,replacement_card_duration,2,30.0,0.41666666666666674,0.023570226039551636,12.5,0.5,0.000109649122807,2.0,0.496397207067952,45.0,0.0,1.0
clinc150,0.25,report_lost_card,1,30.0,0.1333333333333334,,4.0,0.0,0.0,2.0,0.45923558938712694,18.0,0.0,1.0
clinc150,0.25,restaurant_reservation,1,30.0,0.40000000000000013,,12.0,1.0,0.00021929824561410006,1.0,0.7172895353028064,89.0,0.0,1.0
clinc150,0.25,rewards_balance,3,30.0,0.39999999999999997,0.08819171036881966,12.0,3.6666666666666665,0.0008040935672514668,2.3333333333333335,0.5907823669056553,38.666666666666664,0.0,1.0
clinc150,0.25,schedule_maintenance,1,30.0,0.5333333333333332,,16.0,5.0,0.0010964912280701,2.0,0.5103561179770048,24.0,0.0,1.0
clinc150,0.25,share_location,1,30.0,0.7000000000000001,,21.0,0.0,0.0,4.0,0.6714285564865337,10.0,0.0,1.0
clinc150,0.25,shopping_list,1,30.0,0.29999999999999993,,9.0,5.0,0.0010964912280701,2.0,0.4565084028335475,23.0,0.0,1.0
clinc150,0.25,shopping_list_update,3,30.0,0.37777777777777777,0.019245008972987494,11.333333333333334,7.666666666666667,0.0016812865497075667,3.0,0.6621967403988757,13.333333333333334,0.0,1.0
clinc150,0.25,spelling,1,30.0,0.5333333333333333,,16.0,0.0,0.0,1.0,0.8222062497904326,76.0,0.0,1.0
clinc150,0.25,spending_history,1,30.0,0.2333333333333334,,7.0,8.0,0.0017543859649122,1.0,0.7001846079116917,78.0,0.0,1.0
clinc150,0.25,sync_device,3,30.0,0.5444444444444444,0.050917507721731585,16.333333333333332,0.0,0.0,1.0,0.6358423268214249,96.66666666666667,0.0,1.0
clinc150,0.25,taxes,1,30.0,0.33333333333333326,,10.0,0.0,0.0,1.0,0.6088753844016495,99.0,0.0,1.0
clinc150,0.25,tell_joke,3,30.0,0.3444444444444444,0.01924500897298754,10.333333333333334,0.0,0.0,1.3333333333333333,0.6705448383537016,69.33333333333333,0.0,1.0
clinc150,0.25,text,2,30.0,0.4833333333333334,0.023570226039551657,14.5,1.5,0.000328947368421,1.5,0.7183297639894453,56.5,0.0,1.0
clinc150,0.25,thank_you,2,30.0,0.5333333333333334,0.0,16.0,0.0,0.0,2.0,0.7315344299988598,16.5,0.0,1.0
clinc150,0.25,time,1,30.0,0.5,,15.0,8.0,0.0017543859649123,2.0,0.6784291872269427,13.0,0.0,1.0
clinc150,0.25,timer,2,30.0,0.18333333333333335,0.02357022603955158,5.5,0.0,0.0,1.0,0.5692780442039354,95.5,0.0,1.0
clinc150,0.25,timezone,2,30.0,0.25,0.023570226039551636,7.5,1.0,0.00021929824561399988,1.0,0.6971004998337175,99.5,0.0,1.0
clinc150,0.25,tire_pressure,1,30.0,0.5666666666666667,,17.0,0.0,0.0,1.0,0.5801920030828284,100.0,0.0,1.0
clinc150,0.25,todo_list,1,30.0,0.5333333333333334,,16.0,19.0,0.0041666666666667004,1.0,0.6924567157947926,73.0,0.0,1.0
clinc150,0.25,todo_list_update,3,30.0,0.26666666666666666,0.03333333333333334,8.0,15.0,0.003289473684210533,1.3333333333333333,0.6897775213405897,56.666666666666664,0.0,1.0
clinc150,0.25,traffic,3,30.0,0.45555555555555555,0.019245008972987525,13.666666666666666,0.0,0.0,1.0,0.7149858066463176,83.66666666666667,0.0,1.0
clinc150,0.25,transfer,3,30.0,0.22222222222222224,0.06938886664887112,6.666666666666667,0.6666666666666666,0.00014619883040933334,1.6666666666666667,0.6827709254058679,61.666666666666664,0.0,1.0
clinc150,0.25,translate,3,30.0,0.4666666666666666,0.05773502691896256,14.0,8.0,0.0017543859649122664,2.0,0.6770945735835454,30.0,0.0,1.0
clinc150,0.25,travel_alert,4,30.0,0.175,0.041943524640393096,5.25,0.0,0.0,1.75,0.6562695053606957,33.5,0.0,1.0
clinc150,0.25,travel_notification,2,30.0,0.41666666666666674,0.02357022603955156,12.5,0.0,0.0,2.0,0.5744266046603382,15.0,0.0,1.0
clinc150,0.25,uber,3,30.0,0.3111111111111111,0.03849001794597502,9.333333333333334,0.0,0.0,1.0,0.6425728331424616,96.33333333333333,0.0,1.0
clinc150,0.25,user_name,1,30.0,0.2333333333333334,,7.0,9.0,0.0019736842105263002,4.0,0.5922789541112814,10.0,0.0,1.0
clinc150,0.25,vaccines,2,30.0,0.2,0.0,6.0,0.0,0.0,1.0,0.6611581763076176,97.5,0.0,1.0
clinc150,0.25,what_are_your_hobbies,3,30.0,0.1888888888888889,0.01924500897298754,5.666666666666667,0.0,0.0,1.3333333333333333,0.5582865978078931,72.66666666666667,0.0,1.0
clinc150,0.25,what_is_your_name,1,30.0,0.5333333333333333,,16.0,19.0,0.0041666666666667,1.0,0.6962466857848649,60.0,0.0,1.0
clinc150,0.25,what_song,2,30.0,0.3833333333333333,0.023570226039551598,11.5,0.5,0.000109649122807,1.0,0.6639269587361514,95.5,0.0,1.0
clinc150,0.25,where_are_you_from,2,30.0,0.26666666666666666,0.09428090415820632,8.0,0.0,0.0,2.5,0.6619568427356094,43.0,0.0,1.0
clinc150,0.25,whisper_mode,3,30.0,0.32222222222222224,0.019245008972987514,9.666666666666666,0.0,0.0,1.3333333333333333,0.521733610072202,60.666666666666664,0.0,1.0
clinc150,0.25,yes,1,30.0,0.40000000000000013,,12.0,15.0,0.0032894736842105,1.0,0.722246734040318,51.0,0.0,1.0
clinc150,0.5,accept_reservations,3,30.0,0.2555555555555556,0.050917507721731564,7.666666666666667,1.3333333333333333,0.0003864734299517,2.3333333333333335,0.6864032423106653,13.333333333333334,0.0,1.0
clinc150,0.5,account_blocked,2,30.0,0.25,0.1649915822768611,7.5,0.0,0.0,2.0,0.585400874654606,27.0,0.0,1.0
clinc150,0.5,alarm,1,30.0,0.5333333333333333,,16.0,0.0,0.0,3.0,0.49313232170934623,20.0,0.0,1.0
clinc150,0.5,application_status,2,30.0,0.31666666666666676,0.023570226039551636,9.5,0.0,0.0,3.0,0.5622628996484691,12.5,0.0,1.0
clinc150,0.5,apr,3,30.0,0.3444444444444444,0.019245008972987553,10.333333333333334,0.0,0.0,1.0,0.4920929407703059,97.0,0.0,1.0
clinc150,0.5,are_you_a_bot,2,30.0,0.5666666666666668,0.04714045207910316,17.0,0.0,0.0,1.5,0.6466709533490143,51.0,0.0,1.0
clinc150,0.5,balance,1,30.0,0.3666666666666667,,11.0,7.0,0.0020289855072463,1.0,0.6061469860406011,60.0,0.0,1.0
clinc150,0.5,bill_balance,1,30.0,0.33333333333333337,,10.0,1.0,0.0002898550724637,3.0,0.607163348342657,10.0,0.0,1.0
clinc150,0.5,bill_due,2,30.0,0.48333333333333334,0.0235702260395515,14.5,1.5,0.0004347826086956,2.5,0.6111016938971023,14.0,0.0,1.0
clinc150,0.5,book_flight,4,30.0,0.5166666666666667,0.01924500897298755,15.5,0.0,0.0,1.75,0.6657141009147516,32.75,0.0,1.0
clinc150,0.5,book_hotel,1,30.0,0.6000000000000001,,18.0,0.0,0.0,1.0,0.6984752863500595,52.0,0.0,1.0
clinc150,0.5,calculator,4,30.0,0.7083333333333334,0.07391185942027827,21.25,2.25,0.00065217391304345,2.25,0.7565993917838881,12.75,0.0,1.0
clinc150,0.5,calendar,5,30.0,0.36000000000000004,0.09545214042184234,10.8,1.2,0.0003478260869565,1.8,0.6162979212639514,34.8,0.0,1.0
clinc150,0.5,calendar_update,1,30.0,0.7666666666666666,,23.0,0.0,0.0,2.0,0.5977800157936559,11.0,0.0,1.0
clinc150,0.5,calories,1,30.0,0.8,,24.0,0.0,0.0,2.0,0.6617176461393859,24.0,0.0,1.0
clinc150,0.5,cancel,3,30.0,0.6,0.03333333333333331,18.0,0.6666666666666666,0.0001932367149758,1.6666666666666667,0.7041937891561826,19.333333333333332,0.0,1.0
clinc150,0.5,cancel_reservation,4,30.0,0.5,0.08164965809277258,15.0,0.0,0.0,2.0,0.5632092333054546,33.0,0.0,1.0
clinc150,0.5,car_rental,1,30.0,0.40000000000000013,,12.0,0.0,0.0,2.0,0.6488133379044221,10.0,0.0,1.0
clinc150,0.5,card_declined,3,30.0,0.3555555555555556,0.019245008972987497,10.666666666666666,0.0,0.0,1.3333333333333333,0.5262448798893198,59.0,0.0,1.0
clinc150,0.5,carry_on,2,30.0,0.3166666666666667,0.02357022603955158,9.5,0.0,0.0,1.5,0.6397660550800837,59.0,0.0,1.0
clinc150,0.5,change_accent,3,30.0,0.3444444444444445,0.0962250448649377,10.333333333333334,0.0,0.0,1.6666666666666667,0.5696693996998904,54.0,0.0,1.0
clinc150,0.5,change_ai_name,4,30.0,0.5833333333333334,0.13471506281091264,17.5,12.0,0.0034782608695651997,1.25,0.6822943262794456,35.25,0.0,1.0
clinc150,0.5,change_language,3,30.0,0.688888888888889,0.0509175077217316,20.666666666666668,1.3333333333333333,0.0003864734299516667,2.3333333333333335,0.6507425161749959,19.0,0.0,1.0
clinc150,0.5,change_speed,5,30.0,0.4333333333333333,0.06236095644623235,13.0,0.0,0.0,1.4,0.6163297971905147,61.0,0.0,1.0
clinc150,0.5,change_user_name,2,30.0,0.6833333333333333,0.0235702260395517,20.5,7.5,0.0021739130434782,1.0,0.6855578384198422,5.0,0.5,1.0
clinc150,0.5,change_volume,3,30.0,0.4222222222222223,0.107151675122144,12.666666666666666,0.0,0.0,2.0,0.4916352662443167,42.333333333333336,0.0,1.0
