dataset,kir,intent,observed_seeds,known_count_mean,known_recovery_rate_mean,known_recovery_rate_std,known_recovery_count_mean,extra_oos_accept_count_mean,extra_oos_accept_rate_mean,mean_ball_count,mean_radius,min_ball_support_mean,missing_selected_ball_ratio,positive_seed_ratio
clinc150,0.5,confirm_reservation,3,30.0,0.5,7.850462293418876e-17,15.0,0.3333333333333333,9.66183574879e-05,2.0,0.4939746567766858,13.0,0.0,1.0
clinc150,0.5,cook_time,3,30.0,0.5,0.05773502691896258,15.0,0.0,0.0,1.3333333333333333,0.723335765250895,44.333333333333336,0.0,1.0
clinc150,0.5,credit_limit,4,30.0,0.4333333333333334,0.027216552697590882,13.0,0.0,0.0,2.0,0.5043927805467996,19.25,0.0,1.0
clinc150,0.5,credit_limit_change,5,30.0,0.31333333333333335,0.055777335102271695,9.4,0.0,0.0,2.4,0.5302862493747688,43.8,0.0,1.0
clinc150,0.5,credit_score,2,30.0,0.3833333333333333,0.07071067811865477,11.5,0.0,0.0,1.5,0.43638483830039365,55.5,0.0,1.0
clinc150,0.5,current_location,4,30.0,0.35833333333333334,0.11344765475923406,10.75,1.0,0.00028985507246375,3.25,0.5110173666096791,11.75,0.0,1.0
clinc150,0.5,damaged_card,4,30.0,0.3583333333333334,0.03191423692521127,10.75,2.5,0.000724637681159425,2.0,0.5726648084968227,32.0,0.0,1.0
clinc150,0.5,date,5,30.0,0.5533333333333333,0.07302967433402219,16.6,0.0,0.0,2.2,0.5276346672377009,55.6,0.0,1.0
clinc150,0.5,direct_deposit,3,30.0,0.3111111111111111,0.03849001794597508,9.333333333333334,0.0,0.0,1.0,0.4808062795600056,90.33333333333333,0.0,1.0
clinc150,0.5,directions,3,30.0,0.5888888888888889,0.050917507721731495,17.666666666666668,5.0,0.0014492753623188,2.3333333333333335,0.6564182495913485,13.666666666666666,0.0,1.0
clinc150,0.5,distance,3,30.0,0.4777777777777778,0.08388704928078608,14.333333333333334,1.0,0.0002898550724637333,1.6666666666666667,0.7154904635377806,26.666666666666668,0.0,1.0
clinc150,0.5,do_you_have_pets,2,30.0,0.21666666666666673,0.02357022603955165,6.5,0.0,0.0,1.5,0.5726821137486506,72.0,0.0,1.0
clinc150,0.5,exchange_rate,2,30.0,0.55,0.02357022603955154,16.5,0.0,0.0,1.0,0.7057006927825923,87.0,0.0,1.0
clinc150,0.5,expiration_date,2,30.0,0.3166666666666667,0.02357022603955158,9.5,0.0,0.0,1.0,0.5097130379970092,88.5,0.0,1.0
clinc150,0.5,find_phone,2,30.0,0.4666666666666667,0.04714045207910316,14.0,0.0,0.0,1.0,0.527420524506227,93.0,0.0,1.0
clinc150,0.5,flight_status,4,30.0,0.5000000000000001,0.10540925533894596,15.0,0.0,0.0,2.0,0.5919263191213745,44.75,0.0,1.0
clinc150,0.5,flip_coin,3,30.0,0.2555555555555556,0.019245008972987518,7.666666666666667,0.0,0.0,1.0,0.6002907032438008,98.66666666666667,0.0,1.0
clinc150,0.5,food_last,4,30.0,0.5750000000000001,0.18534252575124752,17.25,0.0,0.0,1.75,0.7028285129705504,22.75,0.0,1.0
clinc150,0.5,freeze_account,4,30.0,0.25,0.0793492047615872,7.5,1.0,0.0002898550724637,2.5,0.5177784420301714,11.5,0.0,1.0
clinc150,0.5,fun_fact,3,30.0,0.5,0.08819171036881968,15.0,0.0,0.0,2.3333333333333335,0.7793822041821828,18.0,0.0,1.0
clinc150,0.5,gas,1,30.0,0.3,,9.0,12.0,0.0034782608695652,1.0,0.642778115657413,80.0,0.0,1.0
clinc150,0.5,gas_type,1,30.0,0.30000000000000004,,9.0,0.0,0.0,1.0,0.5453694780948625,95.0,0.0,1.0
clinc150,0.5,goodbye,1,30.0,0.6666666666666667,,20.0,1.0,0.0002898550724637,2.0,0.6422457172628548,12.0,0.0,1.0
clinc150,0.5,greeting,2,30.0,0.5333333333333333,0.04714045207910316,16.0,0.0,0.0,2.0,0.6585511630769971,17.0,0.0,1.0
clinc150,0.5,how_busy,3,30.0,0.46666666666666673,0.033333333333333284,14.0,0.3333333333333333,9.66183574879e-05,2.3333333333333335,0.7097104443414066,22.333333333333332,0.0,1.0
clinc150,0.5,how_old_are_you,1,30.0,0.4,,12.0,0.0,0.0,3.0,0.5621849589293267,12.0,0.0,1.0
clinc150,0.5,improve_credit_score,2,30.0,0.25,0.2121320343559642,7.5,1.5,0.00043478260869565,1.5,0.5639243651471757,59.0,0.0,1.0
clinc150,0.5,income,3,30.0,0.31111111111111117,0.06938886664887108,9.333333333333334,0.0,0.0,1.6666666666666667,0.5868861865808989,39.0,0.0,1.0
clinc150,0.5,ingredient_substitution,2,30.0,0.6000000000000001,0.047140452079103314,18.0,0.0,0.0,1.5,0.7704832196467574,49.5,0.0,1.0
clinc150,0.5,ingredients_list,3,30.0,0.5222222222222223,0.08388704928078602,15.666666666666666,2.6666666666666665,0.0007729468599033668,1.6666666666666667,0.7266631364953636,45.0,0.0,1.0
clinc150,0.5,insurance,1,30.0,0.4333333333333333,,13.0,0.0,0.0,1.0,0.6296130689624825,93.0,0.0,1.0
clinc150,0.5,insurance_change,1,30.0,0.19999999999999998,,6.0,-1.0,-0.0002898550724638,1.0,0.5703054978944845,97.0,0.0,1.0
clinc150,0.5,interest_rate,2,30.0,0.26666666666666666,0.0,8.0,0.0,0.0,1.0,0.5953171648267651,92.0,0.0,1.0
clinc150,0.5,international_fees,3,30.0,0.41111111111111115,0.019245008972987532,12.333333333333334,0.0,0.0,1.3333333333333333,0.6159112482900712,62.333333333333336,0.0,1.0
clinc150,0.5,jump_start,3,30.0,0.17777777777777778,0.15030832509409645,5.333333333333333,0.0,0.0,1.3333333333333333,0.5554787246677465,61.0,0.0,1.0
clinc150,0.5,last_maintenance,2,30.0,0.19999999999999993,0.047140452079103196,6.0,1.5,0.00043478260869565,2.5,0.49509658169359316,19.0,0.0,1.0
clinc150,0.5,lost_luggage,3,30.0,0.15555555555555559,0.019245008972987573,4.666666666666667,0.0,0.0,1.0,0.5993290861276227,99.33333333333333,0.0,1.0
clinc150,0.5,make_call,3,30.0,0.45555555555555555,0.126197963240006,13.666666666666666,4.333333333333333,0.0012560386473429667,1.3333333333333333,0.725884489024812,21.333333333333332,0.0,1.0
clinc150,0.5,maybe,3,30.0,0.6333333333333333,0.20275875100994073,19.0,3.0,0.0008695652173912666,1.6666666666666667,0.7005539988472158,32.333333333333336,0.0,1.0
clinc150,0.5,meal_suggestion,2,30.0,0.3666666666666667,0.09428090415820638,11.0,1.5,0.0004347826086956,2.0,0.596375367066456,32.5,0.0,1.0
clinc150,0.5,meaning_of_life,3,30.0,0.3666666666666667,0.17320508075688767,11.0,0.0,0.0,1.3333333333333333,0.5331710497478008,70.66666666666667,0.0,1.0
clinc150,0.5,measurement_conversion,4,30.0,0.55,0.08819171036881972,16.5,0.0,0.0,2.5,0.6751255629768416,28.5,0.0,1.0
clinc150,0.5,meeting_schedule,1,30.0,0.5,,15.0,0.0,0.0,3.0,0.5375943165442291,12.0,0.0,1.0
clinc150,0.5,min_payment,1,30.0,0.6333333333333334,,19.0,0.0,0.0,3.0,0.5638331938048949,16.0,0.0,1.0
clinc150,0.5,mpg,1,30.0,0.33333333333333326,,10.0,0.0,0.0,1.0,0.6032212880158889,85.0,0.0,1.0
clinc150,0.5,new_card,2,30.0,0.33333333333333337,0.04714045207910316,10.0,0.0,0.0,3.5,0.4939151550828965,16.5,0.0,1.0
clinc150,0.5,next_holiday,1,30.0,0.5666666666666667,,17.0,1.0,0.0002898550724637,3.0,0.4978445705394261,16.0,0.0,1.0
clinc150,0.5,next_song,2,30.0,0.4,0.09428090415820639,12.0,0.0,0.0,2.0,0.5509940226299792,20.0,0.0,1.0
clinc150,0.5,no,2,30.0,0.5166666666666667,0.21213203435596428,15.5,10.5,0.00304347826086955,1.5,0.7227785071485047,34.5,0.0,1.0
clinc150,0.5,nutrition_info,2,30.0,0.48333333333333334,0.11785113019775789,14.5,1.0,0.00028985507246375,1.5,0.6556158011689206,43.0,0.0,1.0
clinc150,0.5,oil_change_how,3,30.0,0.1444444444444445,0.019245008972987525,4.333333333333333,0.0,0.0,1.0,0.459960550540488,96.66666666666667,0.0,1.0
clinc150,0.5,oil_change_when,2,30.0,0.3666666666666667,0.0,11.0,0.5,0.00014492753623185,2.0,0.4555967963719273,22.5,0.0,1.0
clinc150,0.5,order,2,30.0,0.4499999999999999,0.02357022603955158,13.5,3.5,0.00101449275362315,2.0,0.5889879162124398,17.5,0.0,1.0
clinc150,0.5,order_checks,4,30.0,0.47500000000000003,0.05000000000000004,14.25,0.0,0.0,1.0,0.6255707888797355,91.25,0.0,1.0
clinc150,0.5,order_status,3,30.0,0.4666666666666668,0.10000000000000003,14.0,0.0,0.0,1.0,0.6540143854770447,82.33333333333333,0.0,1.0
clinc150,0.5,pay_bill,1,30.0,0.4,,12.0,1.0,0.0002898550724637,1.0,0.6486708724156506,82.0,0.0,1.0
clinc150,0.5,payday,2,30.0,0.4,0.18856180831641273,12.0,0.0,0.0,2.0,0.5299045964982596,53.5,0.0,1.0
clinc150,0.5,pin_change,1,30.0,0.2,,6.0,0.0,0.0,1.0,0.5385744383539959,98.0,0.0,1.0
clinc150,0.5,play_music,2,30.0,0.4,0.04714045207910316,12.0,15.5,0.0044927536231884006,2.0,0.6818123804608628,13.5,0.0,1.0
clinc150,0.5,plug_type,3,30.0,0.2555555555555556,0.019245008972987507,7.666666666666667,0.0,0.0,1.0,0.7123298544759642,96.33333333333333,0.0,1.0
clinc150,0.5,pto_balance,2,30.0,0.75,0.11785113019775781,22.5,0.0,0.0,1.5,0.3595810353457283,15.0,0.0,1.0
clinc150,0.5,pto_request,2,30.0,0.36666666666666675,0.04714045207910324,11.0,0.0,0.0,2.5,0.4032935540063416,14.0,0.0,1.0
clinc150,0.5,pto_request_status,3,30.0,0.22222222222222224,0.06938886664887109,6.666666666666667,1.0,0.0002898550724637333,1.6666666666666667,0.511689514496329,44.666666666666664,0.0,1.0
clinc150,0.5,pto_used,3,30.0,0.38888888888888884,0.11706281947614153,11.666666666666666,6.0,0.0017391304347825999,3.0,0.470182938834854,13.333333333333334,0.0,1.0
clinc150,0.5,recipe,2,30.0,0.48333333333333334,0.3064129385141705,14.5,3.0,0.0008695652173913,3.0,0.6678095275438066,10.5,0.0,1.0
clinc150,0.5,redeem_rewards,3,30.0,0.611111111111111,0.10715167512214382,18.333333333333332,1.6666666666666667,0.0004830917874396,3.0,0.5345988911402125,38.333333333333336,0.0,1.0
clinc150,0.5,reminder,1,30.0,0.39999999999999997,,12.0,0.0,0.0,1.0,0.5046289084107622,69.0,0.0,1.0
clinc150,0.5,reminder_update,3,30.0,0.7666666666666667,0.11547005383792525,23.0,7.666666666666667,0.002222222222222233,1.3333333333333333,0.6200437076309314,25.333333333333332,0.0,1.0
clinc150,0.5,repeat,3,30.0,0.30000000000000004,0.13333333333333333,9.0,0.0,0.0,2.6666666666666665,0.6100065622627893,10.666666666666666,0.0,1.0
clinc150,0.5,replacement_card_duration,3,30.0,0.48888888888888893,0.038490017945975064,14.666666666666666,0.3333333333333333,9.66183574879e-05,2.3333333333333335,0.46515181162507596,37.333333333333336,0.0,1.0
clinc150,0.5,report_fraud,1,30.0,0.33333333333333337,,10.0,0.0,0.0,2.0,0.5984311309213183,16.0,0.0,1.0
clinc150,0.5,report_lost_card,2,30.0,0.2166666666666667,0.07071067811865478,6.5,0.0,0.0,3.0,0.481481519923981,16.5,0.0,1.0
clinc150,0.5,reset_settings,1,30.0,0.23333333333333336,,7.0,0.0,0.0,2.0,0.4749426607592202,26.0,0.0,1.0
clinc150,0.5,restaurant_reservation,4,30.0,0.6083333333333333,0.18534252575124754,18.25,0.5,0.000144927536231875,2.0,0.621745832969617,17.0,0.0,1.0
clinc150,0.5,restaurant_reviews,1,30.0,0.30000000000000004,,9.0,1.0,0.0002898550724637,1.0,0.7661597326129834,80.0,0.0,1.0
clinc150,0.5,restaurant_suggestion,2,30.0,0.43333333333333335,0.0942809041582063,13.0,0.0,0.0,2.5,0.6120198948127482,11.5,0.0,1.0
clinc150,0.5,rewards_balance,4,30.0,0.4666666666666667,0.12171612389003698,14.0,1.75,0.0005072463768116,2.25,0.5777830674218425,24.0,0.0,1.0
clinc150,0.5,roll_dice,1,30.0,0.4,,12.0,0.0,0.0,2.0,0.5415573150924251,13.0,0.0,1.0
clinc150,0.5,rollover_401k,1,30.0,0.4,,12.0,0.0,0.0,1.0,0.4459445251944376,100.0,0.0,1.0
clinc150,0.5,routing,1,30.0,0.33333333333333337,,10.0,0.0,0.0,1.0,0.6252632488806834,100.0,0.0,1.0
clinc150,0.5,schedule_maintenance,1,30.0,0.43333333333333335,,13.0,4.0,0.001159420289855,2.0,0.5085211308360288,24.0,0.0,1.0
clinc150,0.5,schedule_meeting,4,30.0,0.325,0.22669117514559076,9.75,2.0,0.0005797101449275001,2.25,0.5694315084920296,16.0,0.0,1.0
clinc150,0.5,share_location,4,30.0,0.6333333333333333,0.19051586888313607,19.0,0.0,0.0,2.5,0.673786887919334,13.75,0.0,1.0
clinc150,0.5,shopping_list,3,30.0,0.27777777777777773,0.038490017945975084,8.333333333333334,1.0,0.0002898550724637,2.0,0.4538864653459684,33.333333333333336,0.0,1.0
clinc150,0.5,shopping_list_update,4,30.0,0.4916666666666667,0.15485955405295956,14.75,0.75,0.000217391304347825,1.75,0.6520948392064847,24.5,0.0,1.0
clinc150,0.5,smart_home,2,30.0,0.5833333333333333,0.023570226039551383,17.5,7.0,0.00202898550724635,2.0,0.6136514305647152,13.0,0.0,1.0
clinc150,0.5,spelling,3,30.0,0.6000000000000001,0.12018504251546634,18.0,0.0,0.0,1.0,0.8137930113111297,64.0,0.0,1.0
clinc150,0.5,spending_history,3,30.0,0.35555555555555557,0.01924500897298756,10.666666666666666,3.3333333333333335,0.0009661835748792,2.0,0.642962663792658,35.0,0.0,1.0
clinc150,0.5,sync_device,4,30.0,0.5416666666666666,0.04194352464039312,16.25,0.0,0.0,1.75,0.5994753628985754,60.75,0.0,1.0
clinc150,0.5,taxes,4,30.0,0.3916666666666667,0.03191423692521127,11.75,0.0,0.0,1.0,0.5993342363931458,90.75,0.0,1.0
clinc150,0.5,tell_joke,4,30.0,0.3833333333333333,0.04303314829119356,11.5,0.0,0.0,1.25,0.6673864573225881,76.75,0.0,1.0
clinc150,0.5,text,3,30.0,0.5555555555555557,0.01924500897298753,16.666666666666668,0.3333333333333333,9.66183574879e-05,1.6666666666666667,0.690251197945278,35.0,0.0,1.0
clinc150,0.5,thank_you,2,30.0,0.6666666666666667,0.04714045207910316,20.0,0.0,0.0,2.0,0.7172414107190939,12.0,0.0,1.0
clinc150,0.5,time,1,30.0,0.5666666666666667,,17.0,5.0,0.0014492753623188003,3.0,0.6323083037984792,10.0,0.0,1.0
clinc150,0.5,timer,4,30.0,0.23333333333333334,0.08606629658238707,7.0,0.0,0.0,1.0,0.5579458887209388,91.0,0.0,1.0
clinc150,0.5,timezone,3,30.0,0.2888888888888889,0.019245008972987532,8.666666666666666,1.0,0.00028985507246380004,1.3333333333333333,0.6883514791644171,67.66666666666667,0.0,1.0
clinc150,0.5,tire_change,3,30.0,0.26666666666666666,0.0666666666666667,8.0,0.0,0.0,1.6666666666666667,0.4805272891289441,71.33333333333333,0.0,1.0
clinc150,0.5,tire_pressure,2,30.0,0.55,0.02357022603955162,16.5,0.0,0.0,1.5,0.5407897557754167,59.5,0.0,1.0
clinc150,0.5,todo_list,1,30.0,0.5333333333333334,,16.0,7.0,0.0020289855072464,3.0,0.6034989740291156,11.0,0.0,1.0
clinc150,0.5,todo_list_update,4,30.0,0.3666666666666667,0.09813067629253165,11.0,9.0,0.0026086956521739245,2.25,0.6518064513200464,17.75,0.0,1.0
clinc150,0.5,traffic,3,30.0,0.4777777777777778,0.07698003589195009,14.333333333333334,0.0,0.0,1.6666666666666667,0.6908992754570121,41.666666666666664,0.0,1.0
clinc150,0.5,transactions,2,30.0,0.5333333333333333,0.04714045207910316,16.0,0.0,0.0,1.5,0.6284771679818099,32.0,0.0,1.0
clinc150,0.5,transfer,3,30.0,0.3222222222222222,0.10183501544346316,9.666666666666666,0.0,0.0,1.6666666666666667,0.642527493084189,35.0,0.0,1.0
clinc150,0.5,translate,4,30.0,0.4833333333333334,0.08388704928078612,14.5,2.5,0.0007246376811594251,2.25,0.6549542679487087,19.75,0.0,1.0
clinc150,0.5,travel_alert,4,30.0,0.19166666666666668,0.05000000000000005,5.75,0.0,0.0,1.25,0.6310467716039981,65.0,0.0,1.0
clinc150,0.5,travel_notification,5,30.0,0.5200000000000001,0.08366600265340762,15.6,0.0,0.0,1.8,0.6012507569592034,43.4,0.0,1.0
clinc150,0.5,travel_suggestion,2,30.0,0.7500000000000001,0.023570226039551657,22.5,2.0,0.0005797101449275,2.0,0.730341106746392,24.0,0.0,1.0
clinc150,0.5,uber,3,30.0,0.32222222222222224,0.019245008972987553,9.666666666666666,0.0,0.0,1.3333333333333333,0.6330911229948205,67.0,0.0,1.0
clinc150,0.5,update_playlist,3,30.0,0.4222222222222222,0.20092379244472366,12.666666666666666,0.0,0.0,2.3333333333333335,0.648201554451986,41.666666666666664,0.0,1.0
clinc150,0.5,user_name,2,30.0,0.5,0.047140452079103196,15.0,1.0,0.0002898550724637,3.0,0.5066568042298287,11.0,0.0,1.0
clinc150,0.5,vaccines,3,30.0,0.18888888888888888,0.05091750772173157,5.666666666666667,0.0,0.0,1.0,0.6569647111167369,96.66666666666667,0.0,1.0
clinc150,0.5,w2,2,30.0,0.31666666666666665,0.07071067811865482,9.5,0.0,0.0,2.0,0.5235949462369598,12.0,0.0,1.0
clinc150,0.5,what_are_your_hobbies,3,30.0,0.20000000000000004,0.0333333333333333,6.0,0.0,0.0,2.0,0.5302790598716077,15.0,0.0,1.0
clinc150,0.5,what_can_i_ask_you,3,30.0,0.39999999999999997,0.1,12.0,0.0,0.0,1.6666666666666667,0.6785967571170982,35.666666666666664,0.0,1.0
clinc150,0.5,what_is_your_name,3,30.0,0.7111111111111111,0.11706281947614153,21.333333333333332,6.666666666666667,0.0019323671497584337,0.6666666666666666,0.6166934740233523,4.0,0.6666666666666666,1.0
clinc150,0.5,what_song,3,30.0,0.4333333333333333,3.925231146709438e-17,13.0,0.3333333333333333,9.66183574879e-05,1.3333333333333333,0.6283946358974964,67.0,0.0,1.0
clinc150,0.5,where_are_you_from,4,30.0,0.425,0.15,12.75,0.75,0.000217391304347825,2.0,0.6616451888514305,35.5,0.0,1.0
clinc150,0.5,whisper_mode,3,30.0,0.2888888888888889,0.019245008972987525,8.666666666666666,0.0,0.0,1.0,0.5126062620974655,81.33333333333333,0.0,1.0
clinc150,0.5,who_do_you_work_for,1,30.0,0.30000000000000004,,9.0,0.0,0.0,2.0,0.623818661656634,14.0,0.0,1.0
clinc150,0.5,yes,2,30.0,0.3833333333333334,0.023570226039551657,11.5,14.5,0.0042028985507246,1.5,0.718520418155401,31.0,0.0,1.0
clinc150,0.75,accept_reservations,5,30.0,0.42000000000000004,0.08027729719194861,12.6,0.0,0.0,2.4,0.6717327089867396,13.0,0.0,1.0
clinc150,0.75,account_blocked,3,30.0,0.2111111111111111,0.1261979632400061,6.333333333333333,0.0,0.0,3.0,0.5172732825285307,16.333333333333332,0.0,1.0
clinc150,0.75,alarm,2,30.0,0.55,0.11785113019775788,16.5,0.0,0.0,2.0,0.5297122711850628,42.0,0.0,1.0
clinc150,0.75,application_status,5,30.0,0.42000000000000004,0.018257418583505543,12.6,0.0,0.0,1.4,0.5423023669639317,54.8,0.0,1.0
clinc150,0.75,apr,4,30.0,0.42500000000000004,0.050000000000000024,12.75,0.25,0.0001068376068376,1.0,0.48470530464785977,94.25,0.0,1.0
clinc150,0.75,are_you_a_bot,5,30.0,0.34,0.08299933065325818,10.2,0.0,0.0,2.0,0.5818353507244154,34.2,0.0,1.0
clinc150,0.75,balance,3,30.0,0.39999999999999997,0.06666666666666668,12.0,4.333333333333333,0.0018518518518518,1.6666666666666667,0.5560669525319355,27.333333333333332,0.0,1.0
clinc150,0.75,bill_balance,2,30.0,0.4,0.09428090415820632,12.0,1.5,0.0006410256410255999,2.5,0.5522804326577322,10.5,0.0,1.0
clinc150,0.75,bill_due,4,30.0,0.5166666666666667,0.14782371884055642,15.5,0.0,0.0,1.75,0.6143196741468707,38.0,0.0,1.0
clinc150,0.75,book_flight,4,30.0,0.5333333333333334,0.07200822998230962,16.0,0.0,0.0,2.5,0.6263469971669618,11.0,0.0,1.0
clinc150,0.75,book_hotel,4,30.0,0.625,0.07391185942027825,18.75,0.0,0.0,2.0,0.6670665619883944,38.5,0.0,1.0
clinc150,0.75,calculator,4,30.0,0.7333333333333333,0.02721655269759084,22.0,2.0,0.0008547008547008001,2.0,0.7627669132480206,17.0,0.0,1.0
clinc150,0.75,calendar,5,30.0,0.6,0.06236095644623238,18.0,0.0,0.0,1.8,0.5355545699600672,13.4,0.0,1.0
clinc150,0.75,calendar_update,5,30.0,0.6733333333333335,0.1402378931197509,20.2,0.0,0.0,1.6,0.6277300294748891,17.0,0.0,1.0
clinc150,0.75,calories,2,30.0,0.65,0.07071067811865465,19.5,0.0,0.0,1.5,0.7341640977323891,41.5,0.0,1.0
clinc150,0.75,cancel,4,30.0,0.6000000000000001,0.08164965809277262,18.0,0.5,0.0002136752136752,1.75,0.6928065663758642,16.5,0.0,1.0
clinc150,0.75,cancel_reservation,4,30.0,0.45,0.019245008972987546,13.5,0.0,0.0,2.75,0.5449036286563855,11.75,0.0,1.0
clinc150,0.75,car_rental,4,30.0,0.3916666666666667,0.08333333333333331,11.75,0.0,0.0,1.75,0.663689610331686,46.75,0.0,1.0
clinc150,0.75,card_declined,5,30.0,0.37333333333333335,0.05962847939999444,11.2,0.0,0.0,1.2,0.5407252652245831,74.4,0.0,1.0
clinc150,0.75,carry_on,4,30.0,0.32500000000000007,0.016666666666666663,9.75,0.0,0.0,1.5,0.6421430656619971,52.25,0.0,1.0
clinc150,0.75,change_accent,3,30.0,0.3666666666666667,0.08819171036881972,11.0,0.0,0.0,2.0,0.5726052088365918,37.666666666666664,0.0,1.0
clinc150,0.75,change_ai_name,4,30.0,0.6666666666666667,0.05443310539518167,20.0,5.25,0.00224358974358975,1.25,0.4632346452453347,20.5,0.0,1.0
clinc150,0.75,change_language,4,30.0,0.7166666666666668,0.03333333333333339,21.5,0.0,0.0,2.5,0.639074162471753,20.5,0.0,1.0
clinc150,0.75,change_speed,5,30.0,0.44000000000000006,0.06411794687223782,13.2,0.0,0.0,1.2,0.6172201285793522,67.4,0.0,1.0
clinc150,0.75,change_user_name,3,30.0,0.7000000000000001,1.1102230246251565e-16,21.0,4.666666666666667,0.0019943019943019667,0.6666666666666666,0.6689179980575662,9.333333333333334,0.3333333333333333,1.0
clinc150,0.75,change_volume,5,30.0,0.44666666666666666,0.1520233900132184,13.4,0.0,0.0,2.2,0.47687123955862765,28.0,0.0,1.0
clinc150,0.75,confirm_reservation,5,30.0,0.5333333333333334,0.0527046276694729,16.0,0.0,0.0,2.4,0.5416200414717997,14.6,0.0,1.0
clinc150,0.75,cook_time,5,30.0,0.5533333333333335,0.08366600265340758,16.6,0.0,0.0,1.6,0.7021565149314073,32.0,0.0,1.0
clinc150,0.75,credit_limit,5,30.0,0.45999999999999996,0.05477225575051658,13.8,0.0,0.0,1.8,0.5082658693033232,26.4,0.0,1.0
clinc150,0.75,credit_limit_change,5,30.0,0.4,0.04082482904638629,12.0,0.0,0.0,2.2,0.5009142989483593,23.8,0.0,1.0
clinc150,0.75,credit_score,5,30.0,0.42000000000000004,0.029814239699997223,12.6,0.0,0.0,1.2,0.4626166722421988,78.6,0.0,1.0
clinc150,0.75,current_location,5,30.0,0.42000000000000004,0.153839743456191,12.6,1.0,0.0004273504273504,3.0,0.4961820610778974,15.0,0.0,1.0
clinc150,0.75,damaged_card,4,30.0,0.30833333333333335,0.13709958532503405,9.25,-1.75,-0.0007478632478632501,3.5,0.5512360612860208,10.75,0.0,1.0
clinc150,0.75,date,5,30.0,0.5733333333333334,0.06411794687223782,17.2,0.0,0.0,1.6,0.5558539679969201,46.6,0.0,1.0
clinc150,0.75,definition,3,30.0,0.5,0.033333333333333326,15.0,1.3333333333333333,0.0005698005698005667,1.3333333333333333,0.8157884849776211,8.0,0.3333333333333333,1.0
clinc150,0.75,direct_deposit,5,30.0,0.3066666666666667,0.02788866755113586,9.2,0.0,0.0,1.4,0.4577965768381994,64.2,0.0,1.0
clinc150,0.75,directions,5,30.0,0.6200000000000001,0.050552502960343686,18.6,1.4,0.00059829059829056,2.0,0.6001279914944652,13.6,0.0,1.0
clinc150,0.75,distance,4,30.0,0.5916666666666667,0.016666666666666736,17.75,1.0,0.0004273504273504,1.25,0.7169658727411115,24.0,0.0,1.0
clinc150,0.75,do_you_have_pets,4,30.0,0.20833333333333331,0.016666666666666646,6.25,0.0,0.0,1.25,0.5821184246853475,84.5,0.0,1.0
clinc150,0.75,exchange_rate,4,30.0,0.5583333333333333,0.11013459778666113,16.75,0.25,0.0001068376068376,1.25,0.6799111293754864,62.0,0.0,1.0
clinc150,0.75,expiration_date,3,30.0,0.3666666666666667,0.05773502691896256,11.0,0.0,0.0,1.0,0.49978196170360595,89.66666666666667,0.0,1.0
clinc150,0.75,find_phone,3,30.0,0.4777777777777778,0.07698003589195009,14.333333333333334,0.0,0.0,1.3333333333333333,0.5206526344502926,74.0,0.0,1.0
clinc150,0.75,flight_status,4,30.0,0.45000000000000007,0.15030832509409647,13.5,0.0,0.0,2.0,0.6022394043180221,49.0,0.0,1.0
clinc150,0.75,flip_coin,5,30.0,0.28666666666666674,0.038005847503304546,8.6,0.0,0.0,1.0,0.5954421362495294,96.0,0.0,1.0
clinc150,0.75,food_last,5,30.0,0.6133333333333334,0.018257418583505502,18.4,0.0,0.0,2.8,0.5987959013404754,10.4,0.0,1.0
clinc150,0.75,freeze_account,4,30.0,0.42500000000000004,0.12583057392117922,12.75,1.25,0.000534188034188,2.5,0.5158573031256899,12.25,0.0,1.0
clinc150,0.75,fun_fact,4,30.0,0.5083333333333333,0.0739118594202782,15.25,0.5,0.0002136752136752,1.75,0.7781243412980556,32.0,0.0,1.0
clinc150,0.75,gas,3,30.0,0.4000000000000001,0.05773502691896262,12.0,2.3333333333333335,0.0009971509971509335,3.3333333333333335,0.5801947736538534,11.333333333333334,0.0,1.0
clinc150,0.75,gas_type,3,30.0,0.32222222222222224,0.08388704928078607,9.666666666666666,0.0,0.0,1.6666666666666667,0.4997801671687449,48.333333333333336,0.0,1.0
clinc150,0.75,goodbye,2,30.0,0.6333333333333334,0.0,19.0,4.0,0.00170940170940165,1.5,0.6509761915036174,11.5,0.0,1.0
clinc150,0.75,greeting,4,30.0,0.5083333333333334,0.03191423692521132,15.25,0.25,0.0001068376068376,1.25,0.6866696433531128,40.0,0.0,1.0
clinc150,0.75,how_busy,3,30.0,0.48888888888888893,0.06938886664887105,14.666666666666666,0.3333333333333333,0.00014245014245013333,2.6666666666666665,0.6773382769074477,12.333333333333334,0.0,1.0
clinc150,0.75,how_old_are_you,2,30.0,0.3666666666666667,0.04714045207910316,11.0,0.0,0.0,3.0,0.5298161684489868,11.5,0.0,1.0
clinc150,0.75,improve_credit_score,4,30.0,0.3833333333333333,0.057735026918962595,11.5,0.0,0.0,2.75,0.5078032633217047,15.5,0.0,1.0
clinc150,0.75,income,5,30.0,0.2,0.14337208778404378,6.0,0.4,0.00017094017094016,2.8,0.5940713017595505,28.4,0.0,1.0
clinc150,0.75,ingredient_substitution,3,30.0,0.5666666666666668,0.033333333333333465,17.0,0.0,0.0,1.3333333333333333,0.7341124562921748,31.666666666666668,0.0,1.0
