dataset,k_label,radius_lambda,n_seeds,mean_oos_f1,std_oos_f1,mean_oos_precision,std_oos_precision,mean_oos_recall,std_oos_recall,mean_f1_all,std_f1_all,mean_f1_k,std_f1_k,mean_f1_u,std_f1_u,mean_accuracy,std_accuracy,mean_known_macro_f1,std_known_macro_f1,mean_known_recall,std_known_recall,mean_false_accept_rate,std_false_accept_rate,mean_false_reject_rate,std_false_reject_rate,mean_auroc,std_auroc,mean_aupr_oos,std_aupr_oos
stackoverflow,k_1,1.0,3,0.7728960941964712,0.051025312049939,0.8175191739172915,0.01738465614969277,0.7345555555555556,0.07740322512182074,0.7859760162154994,0.01748367409312591,0.7872840084174023,0.019047461427992653,0.7728960941964712,0.051025312049939,0.753,0.03482136955631953,0.8452024027620325,0.032416752855257296,0.8371111111111111,0.0015396007178389607,0.2654444444444444,0.07740322512182071,0.16288888888888886,0.0015396007178389607,0.8819071851851851,0.0228800427059553,0.8468439295787179,0.04056370895291228
stackoverflow,k_1,1.25,3,0.7350134416549693,0.06337791329583795,0.8279553899261232,0.02291167107854008,0.6629999999999999,0.0875239649721403,0.777892664274806,0.01734069757267878,0.7821805865367897,0.019021904353056705,0.7350134416549693,0.06337791329583795,0.7214444444444444,0.04038094068208879,0.8450968423424553,0.03657308538366647,0.8637777777777776,0.0035329140212410413,0.33699999999999997,0.08752396497214027,0.13622222222222222,0.0035329140212410413,0.8828822592592592,0.022184482909894974,0.8473000755767929,0.04012112866238888
stackoverflow,k_1,1.5,3,0.6873589368836095,0.07717902943098764,0.8360057739239712,0.02947763559668718,0.5863333333333333,0.09683720588928846,0.7686957659570742,0.014493201796959227,0.7768294488644208,0.016410672337863225,0.6873589368836095,0.07717902943098764,0.6853333333333333,0.043305439740419595,0.8427732516644824,0.03714625689874634,0.8871111111111111,0.006850250063021474,0.4136666666666667,0.09683720588928849,0.11288888888888887,0.006850250063021475,0.8833234444444443,0.021852445543567186,0.8474510401813697,0.03992204131294168
stackoverflow,k_1,2.0,3,0.5698723836605174,0.09108403346947533,0.8560816279155654,0.04381938655570206,0.42977777777777776,0.09150126491738506,0.751495807114472,0.011638168750846748,0.7696581494598674,0.01385477300859067,0.5698723836605174,0.09108403346947533,0.6095555555555555,0.04095299925705255,0.8370773094020946,0.03536411657463852,0.9302222222222222,0.01479239043612676,0.5702222222222222,0.09150126491738508,0.06977777777777777,0.014792390436126757,0.8835045925925925,0.021630701225008805,0.8473734443432197,0.039851897647692335
stackoverflow,k_2,0.0,3,0.764960709365973,0.0019222491919045925,0.6886191863723141,0.012334974855418243,0.8607777777777778,0.016780720860338272,0.6852711165669736,0.004217577993225802,0.6773021572870737,0.004526667463162852,0.764960709365973,0.0019222491919045925,0.7242222222222222,0.0016187558093703762,0.726671128090976,0.010071583424578595,0.6102222222222222,0.029889301938492527,0.13922222222222216,0.0167807208603383,0.3897777777777778,0.0298893019384925,0.8145417407407406,0.012703833923260842,0.7868701835148899,0.0227421343917197
stackoverflow,k_2,0.25,3,0.7705027833188383,0.005100162509480081,0.7400190544411186,0.012543586739692301,0.8039999999999999,0.018357559750685773,0.7312273257226621,0.00601035266898267,0.7272997799630446,0.006722224711458145,0.7705027833188383,0.005100162509480081,0.743,0.005198824653494078,0.7927110719627688,0.005840650762465881,0.7171111111111111,0.024042400816828475,0.19599999999999998,0.018357559750685818,0.2828888888888889,0.02404240081682855,0.8335058148148148,0.010014377204511406,0.805494197114082,0.020188339845936452
stackoverflow,k_2,0.5,3,0.7557736795589642,0.012230226522130353,0.7774127859856993,0.0077253353307163855,0.7356666666666666,0.02509537363295829,0.7484374873992691,0.015167938954348046,0.7477038681832996,0.016033354500052548,0.7557736795589642,0.012230226522130353,0.7387222222222222,0.014116906071694232,0.8291737711860732,0.0136937407797057,0.7892222222222222,0.013929717765878705,0.26433333333333325,0.025095373632958256,0.21077777777777773,0.01392971776587875,0.8445729259259259,0.008599029603831528,0.8141890221056758,0.018788836019524167
stackoverflow,k_2,0.75,3,0.7220844638764611,0.020508985011176324,0.8028804528132897,0.008333571440142492,0.6564444444444445,0.03108471102100295,0.7468739243315068,0.018067819343020437,0.7493528703770114,0.018954590467841537,0.7220844638764611,0.020508985011176324,0.7163333333333334,0.018454899981667005,0.84549962645805,0.018711018450830733,0.8388888888888889,0.008719921848103733,0.34355555555555556,0.03108471102100286,0.1611111111111111,0.008719921848103733,0.8510034814814814,0.008437849281537535,0.8184574741509651,0.018444533865212605
stackoverflow,k_2,1.0,3,0.671457432042676,0.03141718032833932,0.8211098630106458,0.015441907998176964,0.5683333333333334,0.03774034092762453,0.7359108188085551,0.020788800351406473,0.7423561574851432,0.021672822509984164,0.671457432042676,0.03141718032833932,0.6816111111111112,0.022959102124655736,0.8497018660794283,0.02310608338779979,0.8765555555555555,0.005984548004220094,0.43166666666666664,0.03774034092762454,0.1234444444444444,0.005984548004220129,0.8547688888888888,0.009111114618563041,0.820434018083502,0.018795445623006574
stackoverflow,k_2,1.25,3,0.6032870180695453,0.03725401934434901,0.8420112377546568,0.02065953498894786,0.47044444444444444,0.039095798770219334,0.7210940424113209,0.018906418032681213,0.7328747448454983,0.02078858353324165,0.6032870180695453,0.03725401934434901,0.6393888888888889,0.01982235924217716,0.8494750722866309,0.02675361744374669,0.9122222222222223,0.006842135252595893,0.5295555555555556,0.039095798770219306,0.08777777777777777,0.006842135252595825,0.8570700370370371,0.010054853172113194,0.8213586003011545,0.019360528754326787
stackoverflow,k_2,1.5,3,0.5169716640641727,0.0447539133673169,0.8593880677831457,0.02493187287028932,0.37033333333333335,0.042725220238688605,0.70544645617881,0.013702352886164667,0.7242939353902736,0.01804276644239562,0.5169716640641727,0.0447539133673169,0.5931666666666666,0.011850925889754137,0.8473200700390496,0.028328841915825076,0.9398888888888889,0.008382079650018841,0.6296666666666666,0.042725220238688556,0.06011111111111106,0.008382079650018774,0.8583965925925926,0.011077646762477973,0.8216134867504993,0.020034499671995647
stackoverflow,k_2,2.0,3,0.30933205208518266,0.06726291272763915,0.8725780129362484,0.041804557283828,0.18922222222222218,0.047870581703093926,0.6750143150321731,0.007865535291394938,0.7115825413268722,0.015077571885513187,0.30933205208518266,0.06726291272763915,0.5047777777777777,0.007976237858186701,0.8413915568635789,0.028135024725406514,0.9728888888888888,0.010308213194305749,0.8107777777777777,0.04787058170309397,0.02711111111111107,0.010308213194305794,0.8594752962962963,0.01289150509000387,0.8210997296876744,0.021351506004016356
