dataset,kir,representation,threshold,oos_f1,oos_precision,oos_recall,known_recall,false_accept_rate,false_reject_rate,oos_f1_std,oos_precision_std,oos_recall_std,known_recall_std,false_accept_rate_std,false_reject_rate_std
stackoverflow,0.25,frozen,0.95,0.9374573978804793,0.8956144395514943,0.9836,0.6552,0.3448,0.0164,0.0062460340112142155,0.014308201140526848,0.00796504710021498,0.05391845695121475,0.05391845695121475,0.007965047100214912
stackoverflow,0.25,frozen,1.0,0.9041894994081593,0.9404957583858289,0.8715999999999999,0.8352,0.1648,0.1284,0.030781388728109545,0.005775222949846274,0.05252804071853808,0.009915195969375032,0.009915195969375044,0.052528040718538074
stackoverflow,0.25,frozen,1.05,0.5944858007758922,0.9686582858071798,0.45724444444444445,0.9512,0.048799999999999996,0.5427555555555555,0.2171236970150897,0.014868101394152544,0.2143720430455104,0.02941050454816744,0.029410504548167443,0.21437204304551044
stackoverflow,0.25,frozen,1.1,0.10242097411569699,0.7733053991084621,0.05946666666666667,0.9968,0.0032,0.9405333333333333,0.14539115524872673,0.4336084210709578,0.08780711183548226,0.003927113726672835,0.003927113726672838,0.08780711183548225
stackoverflow,0.25,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.25,trainable,0.75,0.9175656444600133,0.8505155872405146,0.9979111111111111,0.46159999999999995,0.5384,0.0020888888888888893,0.03187601306005112,0.05352191260109898,0.0015916448515084164,0.24006138103965552,0.2400613810396555,0.001591644851508443
stackoverflow,0.25,trainable,0.85,0.9432838251155609,0.8982109845025879,0.9946222222222222,0.6521333333333332,0.34786666666666666,0.005377777777777778,0.028824887033785846,0.05147277964674485,0.0019838856996147185,0.20729013483521103,0.2072901348352111,0.001983885699614724
stackoverflow,0.25,trainable,0.9,0.9527870023402301,0.9191201155789862,0.9895111111111111,0.7354666666666667,0.26453333333333334,0.01048888888888889,0.01854287314086497,0.03269930108924486,0.002400617204587784,0.12001611002972341,0.12001611002972334,0.002400617204587804
stackoverflow,0.25,trainable,0.95,0.9586855847836391,0.9380068295286133,0.9803111111111111,0.8054666666666666,0.19453333333333334,0.019688888888888888,0.009967893321177996,0.011978416046433297,0.00811734919938101,0.03881981166592359,0.0388198116659236,0.008117349199380999
stackoverflow,0.25,trainable,1.0,0.9547969095009252,0.9483158859522731,0.961511111111111,0.8429333333333332,0.15706666666666666,0.03848888888888889,0.012101466328902993,0.002955181250847164,0.02139135627903925,0.005899152481501032,0.0058991524815010426,0.02139135627903921
stackoverflow,0.25,trainable,1.05,0.9237510495971352,0.9578721006754577,0.8984,0.8806666666666667,0.11933333333333333,0.1016,0.06571148754303223,0.0036284950343122534,0.11482648208342151,0.022647050335284077,0.022647050335284045,0.1148264820834215
stackoverflow,0.25,trainable,1.1,0.8102157214738103,0.9627185045280294,0.7701333333333333,0.9070666666666666,0.09293333333333334,0.22986666666666666,0.2897518358490825,0.0058648212814684806,0.3352091884182175,0.04462336209256812,0.0446233620925681,0.3352091884182174
stackoverflow,0.25,trainable,1.2,0.7155003169144359,0.7749121417992517,0.6657777777777778,0.9354666666666667,0.06453333333333333,0.33422222222222225,0.4012228842058282,0.433219894828131,0.3760492153238443,0.038440141056510765,0.038440141056510765,0.3760492153238443
stackoverflow,0.25,trainable,1.3,0.6529884016273068,0.7816648938281767,0.5636888888888889,0.9602666666666666,0.03973333333333333,0.43631111111111115,0.3688808019024351,0.43699006551394964,0.32511474137868374,0.025124578492871176,0.025124578492871166,0.32511474137868374
stackoverflow,0.5,frozen,0.75,0.6741770140054522,0.5086353622398414,0.9994666666666667,0.03446666666666669,0.9655333333333334,0.0005333333333333334,0.0006506114946212071,0.0007509391996561257,0.00038005847503302725,0.0029870089089626384,0.002987008908962601,0.000380058475033046
stackoverflow,0.5,frozen,0.85,0.7290857859323376,0.5751555021895334,0.9955333333333334,0.2646,0.7354,0.0044666666666666665,0.0028686467935570906,0.003270801562939674,0.0020628997929020365,0.009426322483108438,0.009426322483108459,0.0020628997929021072
stackoverflow,0.5,frozen,0.9,0.7829836066871165,0.6495053240392444,0.9857333333333334,0.46753333333333336,0.5324666666666666,0.014266666666666667,0.009934117054152727,0.013386323878475392,0.005160749299601075,0.03229000533360821,0.03229000533360827,0.005160749299601109
stackoverflow,0.5,frozen,0.95,0.8312696329123999,0.735084761079591,0.9568666666666668,0.6542666666666667,0.34573333333333334,0.043133333333333336,0.016655013154771053,0.02236423891225221,0.016347952641097143,0.03982001171940224,0.03982001171940227,0.016347952641097157
stackoverflow,0.5,frozen,1.0,0.7812258420202775,0.8183791839217249,0.7497333333333334,0.8346666666666668,0.16533333333333333,0.25026666666666664,0.050049141704376986,0.013914872900983432,0.08100150890226952,0.006073622386096171,0.006073622386096194,0.0810015089022695
stackoverflow,0.5,frozen,1.05,0.3187483720159057,0.8977414802368837,0.1992,0.9748666666666667,0.025133333333333334,0.8008,0.10481402527242012,0.04546729222372183,0.08025812523767714,0.019635002758679,0.019635002758679035,0.08025812523767714
stackoverflow,0.5,frozen,1.1,0.0015936274367223315,0.36923076923076925,0.0008,0.9998666666666667,0.00013333333333333334,0.9992000000000001,0.0032039281373298207,0.5085075040319511,0.0016090024514862893,0.00029814239699998306,0.00029814239699997195,0.0016090024514863117
stackoverflow,0.5,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.5,trainable,0.75,0.7836800491169855,0.6503203192393319,0.9907999999999999,0.4542,0.5458000000000001,0.0092,0.045580814421078364,0.061552996185266044,0.005679397464129046,0.16737393265778672,0.16737393265778674,0.0056793974641290565
stackoverflow,0.5,trainable,0.85,0.8525720331219547,0.7584285408071588,0.9757333333333333,0.6844,0.3156,0.024266666666666666,0.025865959369530293,0.04564831964621605,0.012079367165175133,0.08849902698774594,0.08849902698774591,0.012079367165175133
stackoverflow,0.5,trainable,0.9,0.8750827740252907,0.8018921865231856,0.9638666666666665,0.7605999999999999,0.2394,0.03613333333333334,0.007410073900202363,0.02268062681517237,0.017506506726865247,0.03973761162649034,0.03973761162649032,0.017506506726865236
stackoverflow,0.5,trainable,0.95,0.8818610085412472,0.8298826673608414,0.9412666666666667,0.8068666666666667,0.19313333333333332,0.058733333333333325,0.010069939250872077,0.006254333230324475,0.027693160005877127,0.013137309042908663,0.013137309042908638,0.027693160005877102
stackoverflow,0.5,trainable,1.0,0.8767066651336372,0.8490778511752038,0.9066000000000001,0.8389333333333333,0.16106666666666666,0.09340000000000001,0.016570048659296094,0.003236788756885449,0.03261168842949138,0.0035699361961307454,0.003569936196130742,0.03261168842949139
stackoverflow,0.5,trainable,1.05,0.8539692219748062,0.8637443363118011,0.8449333333333333,0.8669333333333334,0.13306666666666667,0.15506666666666666,0.02406542125390814,0.00873770797953007,0.039700545756114425,0.006277826941793714,0.0062778269417937205,0.03970054575611442
stackoverflow,0.5,trainable,1.1,0.8096402881809122,0.8756794077961103,0.7538666666666667,0.8930666666666667,0.10693333333333332,0.24613333333333332,0.031832620727324956,0.016439154373957862,0.04861046983704007,0.014853731293292377,0.014853731293292378,0.04861046983704002
stackoverflow,0.5,trainable,1.2,0.6105733617434561,0.9055756514275384,0.4679333333333333,0.9490000000000001,0.051000000000000004,0.5320666666666667,0.08793186126321735,0.031286924274986444,0.10164026979718442,0.022410315085295448,0.02241031508529548,0.10164026979718446
stackoverflow,0.5,trainable,1.3,0.3090455583278771,0.9296142441010614,0.19546666666666668,0.9818,0.0182,0.8045333333333333,0.16321173332663416,0.04877007626106185,0.11062313400811685,0.013955484783967756,0.013955484783967756,0.11062313400811684
stackoverflow,0.75,frozen,0.75,0.40633332063674155,0.2550112516974181,0.9993333333333334,0.02684444444444445,0.9731555555555556,0.0006666666666666666,0.0007359849604129669,0.0005919452578936437,0.0009428090415820298,0.003389890562347316,0.0033898905623473215,0.0009428090415820634
stackoverflow,0.75,frozen,0.85,0.463922727153221,0.30247362199002337,0.9952,0.23475555555555555,0.7652444444444445,0.0048000000000000004,0.006103366081207236,0.005112477226042798,0.0024221202832779877,0.018272018680667634,0.018272018680667638,0.002422120283277993
stackoverflow,0.75,frozen,0.9,0.5354713224613455,0.3680669419512631,0.9826666666666666,0.43706666666666666,0.5629333333333333,0.017333333333333333,0.01113309413828278,0.01040202931989929,0.007859884081701048,0.025078838652301,0.025078838652301014,0.007859884081701064
stackoverflow,0.75,frozen,0.95,0.6197812765739441,0.4602921349855517,0.9496,0.6278666666666667,0.3721333333333333,0.0504,0.017358159576351305,0.019068530778049955,0.020262718913753357,0.03022083330141804,0.030220833301418063,0.02026271891375335
stackoverflow,0.75,frozen,1.0,0.6580314641723234,0.600989821616987,0.7286666666666667,0.8398222222222224,0.16017777777777778,0.2713333333333333,0.05582680791274742,0.03297623921340237,0.09017267386027272,0.007530022215631284,0.00753002221563133,0.09017267386027271
stackoverflow,0.75,frozen,1.05,0.31336650255239573,0.8051663362487684,0.19773333333333334,0.9825333333333333,0.017466666666666665,0.8022666666666666,0.06767664007474615,0.11072437660400841,0.05572671412048862,0.013097544770389043,0.013097544770389054,0.05572671412048864
stackoverflow,0.75,frozen,1.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.75,frozen,1.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.75,frozen,1.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stackoverflow,0.75,trainable,0.75,0.5534489247507671,0.3872517832829544,0.9918666666666667,0.4468444444444445,0.5531555555555555,0.008133333333333334,0.07979178414326503,0.07520518839509227,0.003571492062927705,0.1937056058259416,0.1937056058259416,0.0035714920629277
stackoverflow,0.75,trainable,0.85,0.6735033641326282,0.5158068655252567,0.9794666666666666,0.6836444444444444,0.31635555555555556,0.020533333333333334,0.05830946627903364,0.06627667143353042,0.00891191462157387,0.0950837967009192,0.09508379670091918,0.008911914621573876
stackoverflow,0.75,trainable,0.9,0.7208306476092373,0.5755032965390519,0.9674666666666667,0.7594222222222222,0.24057777777777778,0.03253333333333333,0.03315774910288767,0.041868556830580175,0.018680946918659597,0.04545859600358642,0.04545859600358642,0.018680946918659607
stackoverflow,0.75,trainable,0.95,0.7516080317920296,0.6221706711798034,0.95,0.8072888888888888,0.1927111111111111,0.05,0.020118851116273772,0.020882903569184312,0.03367821584084021,0.01828404147992193,0.01828404147992194,0.033678215840840235
stackoverflow,0.75,trainable,1.0,0.7630378449085173,0.6564711434616147,0.9119999999999999,0.8411555555555555,0.15884444444444445,0.088,0.029114150514437866,0.014237016173457824,0.0597085514069058,0.006726399069669037,0.006726399069669046,0.059708551406905785
stackoverflow,0.75,trainable,1.05,0.7548136674769937,0.6829126641667721,0.8464,0.8691555555555557,0.13084444444444446,0.15360000000000001,0.04064238959505448,0.022032727307012227,0.08214025944822806,0.01289118753448966,0.012891187534489708,0.08214025944822809
stackoverflow,0.75,trainable,1.1,0.7202874227573048,0.7149730674262806,0.7369333333333333,0.9005777777777778,0.09942222222222222,0.26306666666666667,0.0566596041682154,0.036279779982294376,0.1275404946586682,0.026807774807384825,0.02680777480738483,0.12754049465866824
stackoverflow,0.75,trainable,1.2,0.5274393209979992,0.7978907321342706,0.4452,0.9564,0.0436,0.5548,0.23669547436604346,0.07795614141435134,0.2381938519590947,0.03265245344609467,0.032652453446094715,0.23819385195909465
stackoverflow,0.75,trainable,1.3,0.29274529805179417,0.6730138946054676,0.19493333333333335,0.9849333333333334,0.015066666666666667,0.8050666666666666,0.19240994281562881,0.3869968928096533,0.13730630802050656,0.0143116977105452,0.014311697710545199,0.13730630802050653
