dataset,kir,recipe,coverage_target,k,distance,boundary,rule,fusion,fusion_weight,f1_u_mean,f1_u_std,f1_k_mean,f1_k_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,baseline,delta_pp
stackoverflow,0.5,existing,0.8,2,euclidean,mean_std_0.25,nearest_sphere,inverse_margin,0.5,0.8797658049846518,0.014649086311837659,0.844547946922135,0.0059062186760553866,0.8647189760712299,0.010772223601614152,0.7933877458416762,0.006313235559294941,0.05196730956505958,0.032683939438862324,88.86,-0.8834195015348172
stackoverflow,0.25,no_projection,0.8,5,euclidean,mean_std_0.0,nearest_sphere,inverse_margin,0.25,0.9315403984784504,0.005887923639954187,0.7777737803610978,0.03003799695316467,0.8921535893155258,0.011475160390375383,0.7922007384832263,0.00724835390743354,0.06773319999166558,0.011939419128636247,92.65,0.5040398478450356
stackoverflow,0.75,existing,0.8,1,euclidean,mean_std_3.0,nearest_sphere,inverse_margin,1.0,0.7376891208328914,0.011220109326895683,0.8608621405776967,0.0056531292835323285,0.8233722871452421,0.006085288846504389,0.7891645826790543,0.0026638833794940136,0.04605623670437755,0.022973943100089284,74.55,-0.7810879167108595
