dataset,dataset_variant,protocol,method,kir,seed,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,oos_precision,oos_recall,known_count,oos_count,oos_false_accepts,known_false_rejects,configuration_lock,result,predictions,test_used_for_selection
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.25,13,91.8263934787398,74.87449106250176,87.17532467532467,82.23684210526315,10.172413793103448,93.91617845876522,89.82758620689654,760,2320,236,135,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/locks/banking77_kir25_seed13.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir25_seed13/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir25_seed13/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.25,42,91.05403011514615,75.00387304431977,86.26623376623377,81.57894736842105,11.379310344827587,93.6247723132969,88.62068965517241,760,2320,264,140,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/locks/banking77_kir25_seed42.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir25_seed42/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir25_seed42/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.25,87,92.46560384363399,79.57734262913478,88.63636363636364,81.3157894736842,8.75,93.71403275785745,91.25,760,2320,203,142,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/locks/banking77_kir25_seed87.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir25_seed87/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir25_seed87/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.5,13,87.17165546731826,81.92858856286588,84.67532467532467,81.11842105263159,8.525641025641026,83.25554259043174,91.47435897435898,1520,1560,133,287,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/locks/banking77_kir50_seed13.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir50_seed13/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir50_seed13/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.5,42,84.99843407453805,79.9433218982976,82.20779220779221,81.84210526315789,13.012820512820515,83.09859154929578,86.98717948717949,1520,1560,203,276,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/locks/banking77_kir50_seed42.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir50_seed42/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir50_seed42/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.5,87,87.01416089183489,81.7268782462631,84.4155844155844,79.27631578947368,7.435897435897436,82.09209778283115,92.56410256410257,1520,1560,116,315,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/locks/banking77_kir50_seed87.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir50_seed87/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir50_seed87/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.75,13,69.89877464038359,82.03592808860762,78.44155844155844,80.12931034482759,13.684210526315791,58.728737690241715,86.31578947368422,2320,760,104,461,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/locks/banking77_kir75_seed13.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir75_seed13/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir75_seed13/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.75,42,72.24489795918367,82.39143479473582,79.28571428571428,78.79310344827586,6.842105263157896,59.0,93.15789473684211,2320,760,52,492,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/locks/banking77_kir75_seed42.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir75_seed42/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir75_seed42/Ours.npz,False
banking77,standard_77_intent,protocol_v2_textoir_v1,Ours,0.75,87,69.71677559912854,81.96709204445983,78.31168831168831,81.20689655172414,15.789473684210526,59.479553903345725,84.21052631578947,2320,760,120,436,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/locks/banking77_kir75_seed87.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir75_seed87/Ours.json,/home/bo/bo01/llmpy311/artifacts/s2c/analysis/banking_textoir_aligned/fixed_k1_mahalanobis_threshold1_known_only/final/banking77/kir75_seed87/Ours.npz,False
