dataset,kir,method,method_label,n_seeds,oos_f1,f1_all,known_recall,false_accept_rate,auroc,trainable_oos_f1,trainable_f1_all,trainable_known_recall,trainable_false_accept_rate,trainable_minus_oos_f1,trainable_minus_f1_all,trainable_minus_known_recall,trainable_minus_false_accept_rate
banking77,0.25,fixed_k2,Fixed K=2,5,0.8577784166123713,0.7109974813224451,0.8189473684210526,0.2032758620689655,0.8880257486388384,0.9165382964914104,0.7851015718978598,0.8184210526315789,0.1032758620689655,0.05875987987903908,0.07410409057541467,-0.000526315789473708,-0.1
banking77,0.25,mogb_minilm,MOGB MiniLM,5,0.9029919725157672,0.5587572321670984,0.399736842105263,0.0149999999999999,0.8690423094373866,0.9165382964914104,0.7851015718978598,0.8184210526315789,0.1032758620689655,0.013546323975643149,0.2263443397307614,0.41868421052631594,0.0882758620689656
banking77,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.9205598966754222,0.711496683111129,0.616842105263158,0.0401724137931034,0.8916474591651543,0.9165382964914104,0.7851015718978598,0.8184210526315789,0.1032758620689655,-0.004021600184011764,0.07360488878673077,0.20157894736842097,0.06310344827586209
banking77,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,5,0.9067732430505278,0.6549065911705718,0.5386842105263158,0.0450862068965517,0.8775311932849366,0.9165382964914104,0.7851015718978598,0.8184210526315789,0.1032758620689655,0.009765053440882632,0.13019498072728797,0.2797368421052632,0.0581896551724138
banking77,0.25,random_partition,Random partition,5,0.8500483735063608,0.693146655424499,0.8473684210526315,0.223103448275862,0.8943634301270418,0.9165382964914104,0.7851015718978598,0.8184210526315789,0.1032758620689655,0.06648992298504963,0.09195491647336074,-0.02894736842105261,-0.11982758620689651
banking77,0.25,single_centroid,Single centroid,5,0.8517237093485583,0.6928544335841692,0.8389473684210526,0.2183620689655172,0.8915661297640654,0.9165382964914104,0.7851015718978598,0.8184210526315789,0.1032758620689655,0.06481458714285204,0.09224713831369058,-0.020526315789473615,-0.11508620689655169
banking77,0.5,fixed_k2,Fixed K=2,5,0.7546157036165422,0.7616393362174011,0.8255263157894737,0.2905128205128205,0.859762230094467,0.8356406184886493,0.8167355797722488,0.8221052631578948,0.1574358974358974,0.08102491487210717,0.05509624355484766,-0.0034210526315788803,-0.13307692307692312
banking77,0.5,mogb_minilm,MOGB MiniLM,5,0.7499368546965274,0.4860081532780996,0.334078947368421,0.0108974358974358,0.8356215418353576,0.8356406184886493,0.8167355797722488,0.8221052631578948,0.1574358974358974,0.08570376379212197,0.33072742649414916,0.4880263157894738,0.1465384615384616
banking77,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.7939747596576892,0.6480972658162544,0.5218421052631579,0.0349999999999999,0.8545895748987855,0.8356406184886493,0.8167355797722488,0.8221052631578948,0.1574358974358974,0.04166585883096019,0.16863831395599438,0.3002631578947369,0.1224358974358975
banking77,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,5,0.7885946611939285,0.6567807001762411,0.5325,0.0524358974358973,0.8464349696356275,0.8356406184886493,0.8167355797722488,0.8221052631578948,0.1574358974358974,0.04704595729472083,0.15995487959600763,0.2896052631578948,0.1050000000000001
banking77,0.5,random_partition,Random partition,5,0.7162208519261768,0.7472005675171393,0.8596052631578948,0.365,0.8556884278002699,0.8356406184886493,0.8167355797722488,0.8221052631578948,0.1574358974358974,0.11941976656247255,0.0695350122551095,-0.03749999999999998,-0.2075641025641026
banking77,0.5,single_centroid,Single centroid,5,0.7242801509490058,0.7451394438761987,0.8501315789473682,0.3484615384615384,0.85260754048583,0.8356406184886493,0.8167355797722488,0.8221052631578948,0.1574358974358974,0.11136046753964357,0.07159613589605007,-0.028026315789473455,-0.19102564102564099
banking77,0.75,fixed_k2,Fixed K=2,5,0.5931096142882415,0.802629197197889,0.8313793103448276,0.3607894736842105,0.8322200544464609,0.6865343253584565,0.8413111725848881,0.824137931034483,0.1960526315789473,0.093424711070215,0.038681975386999023,-0.007241379310344631,-0.16473684210526318
banking77,0.75,mogb_minilm,MOGB MiniLM,5,0.4763444315858617,0.4239282504496938,0.2876724137931034,0.0076315789473683,0.7977400181488203,0.6865343253584565,0.8413111725848881,0.824137931034483,0.1960526315789473,0.21018989377259478,0.4173829221351943,0.5364655172413796,0.18842105263157902
banking77,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.5313316683894658,0.5860713489392462,0.4586206896551724,0.0405263157894736,0.8104557622504537,0.6865343253584565,0.8413111725848881,0.824137931034483,0.1960526315789473,0.15520265696899072,0.2552398236456419,0.3655172413793106,0.1555263157894737
banking77,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,5,0.5507101160126237,0.6567440305693094,0.535603448275862,0.0813157894736841,0.8209998865698729,0.6865343253584565,0.8413111725848881,0.824137931034483,0.1960526315789473,0.13582420934583284,0.18456714201557867,0.2885344827586209,0.1147368421052632
banking77,0.75,random_partition,Random partition,5,0.5337882516266328,0.7889339625187208,0.8727586206896552,0.4931578947368421,0.8201661751361161,0.6865343253584565,0.8413111725848881,0.824137931034483,0.1960526315789473,0.1527460737318237,0.052377210066167246,-0.04862068965517219,-0.29710526315789476
banking77,0.75,single_centroid,Single centroid,5,0.5366071713978288,0.7821185401081376,0.8641379310344828,0.48,0.817510775862069,0.6865343253584565,0.8413111725848881,0.824137931034483,0.1960526315789473,0.14992715396062772,0.05919263247675044,-0.039999999999999813,-0.28394736842105267
clinc150,0.25,fixed_k2,Fixed K=2,5,0.9447183904938932,0.7801346791980823,0.7435087719298246,0.0472807017543859,0.934487650046168,0.9516427437131564,0.7968993956538231,0.7363157894736843,0.0323684210526315,0.006924353219263213,0.016764716455740736,-0.007192982456140307,-0.014912280701754405
clinc150,0.25,mogb_minilm,MOGB MiniLM,5,0.9238361040438378,0.5224035964713534,0.3710526315789473,0.0065789473684209,0.9060657894736842,0.9516427437131564,0.7968993956538231,0.7363157894736843,0.0323684210526315,0.027806639669318622,0.2744957991824697,0.36526315789473696,0.025789473684210598
clinc150,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.9413139384002536,0.7016229766010627,0.6017543859649124,0.0223684210526315,0.9274617189904586,0.9516427437131564,0.7968993956538231,0.7363157894736843,0.0323684210526315,0.010328805312902811,0.09527641905276041,0.13456140350877188,0.009999999999999998
clinc150,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,5,0.9263775447547196,0.5666949810733997,0.4189473684210526,0.011798245614035,0.9017829332102184,0.9516427437131564,0.7968993956538231,0.7363157894736843,0.0323684210526315,0.02526519895843682,0.2302044145804234,0.31736842105263163,0.020570175438596495
clinc150,0.25,random_partition,Random partition,5,0.9423997495237098,0.7878036270153732,0.788421052631579,0.0617105263157894,0.94371837488458,0.9516427437131564,0.7968993956538231,0.7363157894736843,0.0323684210526315,0.00924299418944663,0.009095768638449853,-0.052105263157894766,-0.029342105263157905
clinc150,0.25,single_centroid,Single centroid,5,0.9420722511346672,0.7843899282129962,0.7794736842105264,0.0603508771929824,0.9434849953831947,0.9516427437131564,0.7968993956538231,0.7363157894736843,0.0323684210526315,0.009570492578489187,0.012509467440826816,-0.04315789473684217,-0.0279824561403509
clinc150,0.5,fixed_k2,Fixed K=2,5,0.892005798496586,0.8009431390043901,0.7513777777777777,0.0644057971014492,0.924975458937198,0.9043941395821132,0.8181661694793956,0.7444444444444445,0.036927536231884,0.012388341085527221,0.017223030475005507,-0.006933333333333236,-0.027478260869565195
clinc150,0.5,mogb_minilm,MOGB MiniLM,5,0.8131951016346013,0.4495380038989019,0.3157333333333333,0.0090434782608695,0.8764096876006441,0.9043941395821132,0.8181661694793956,0.7444444444444445,0.036927536231884,0.09119903794751194,0.36862816558049366,0.42871111111111115,0.0278840579710145
clinc150,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.8555543863002324,0.645981713026754,0.5334222222222222,0.0249855072463767,0.9052768824476652,0.9043941395821132,0.8181661694793956,0.7444444444444445,0.036927536231884,0.04883975328188084,0.17218445645264158,0.21102222222222222,0.011942028985507301
clinc150,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,5,0.8332324302971947,0.5640931010016157,0.4224,0.0168695652173912,0.8898238711755233,0.9043941395821132,0.8181661694793956,0.7444444444444445,0.036927536231884,0.0711617092849185,0.2540730684777799,0.32204444444444447,0.020057971014492804
clinc150,0.5,random_partition,Random partition,5,0.8906911053121689,0.8075070935100765,0.7947555555555555,0.089623188405797,0.9302566698872786,0.9043941395821132,0.8181661694793956,0.7444444444444445,0.036927536231884,0.013703034269944347,0.010659075969319032,-0.050311111111111084,-0.052695652173913
clinc150,0.5,single_centroid,Single centroid,5,0.8894333056826392,0.8026933913946115,0.7875555555555556,0.0881739130434782,0.9289202705314008,0.9043941395821132,0.8181661694793956,0.7444444444444445,0.036927536231884,0.014960833899474002,0.015472778084784089,-0.0431111111111111,-0.0512463768115942
clinc150,0.75,fixed_k2,Fixed K=2,5,0.8150384507030115,0.8143458841089413,0.7580357142857144,0.0732478632478632,0.9182304385429386,0.828493223497581,0.8291245798894671,0.7511904761904763,0.0401709401709401,0.013454772794569525,0.014778695780525819,-0.006845238095238071,-0.0330769230769231
clinc150,0.75,mogb_minilm,MOGB MiniLM,5,0.6593154230507091,0.4179709109786164,0.2919642857142857,0.0082905982905982,0.8643049450549449,0.828493223497581,0.8291245798894671,0.7511904761904763,0.0401709401709401,0.16917780044687192,0.4111536689108507,0.4592261904761906,0.031880341880341896
clinc150,0.75,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.7197434059711283,0.5960139307329898,0.4808928571428571,0.0188888888888888,0.8967573768823769,0.828493223497581,0.8291245798894671,0.7511904761904763,0.0401709401709401,0.10874981752645274,0.23311064915647728,0.2702976190476192,0.0212820512820513
clinc150,0.75,ours_partition_mogb_boundary,s2c partition + MOGB boundary,5,0.7004044722488024,0.5692900146575265,0.4284523809523809,0.0188034188034187,0.8802616758241758,0.828493223497581,0.8291245798894671,0.7511904761904763,0.0401709401709401,0.1280887512487786,0.2598345652319406,0.3227380952380954,0.0213675213675214
clinc150,0.75,random_partition,Random partition,5,0.8220513451445486,0.823453472957717,0.8004761904761905,0.1022222222222221,0.9227625152625152,0.828493223497581,0.8291245798894671,0.7511904761904763,0.0401709401709401,0.006441878353032449,0.005671106931750103,-0.049285714285714155,-0.062051282051282006
clinc150,0.75,single_centroid,Single centroid,5,0.8174656812211403,0.8174095805265577,0.7907142857142857,0.101025641025641,0.9199905118030118,0.828493223497581,0.8291245798894671,0.7511904761904763,0.0401709401709401,0.01102754227644076,0.011714999362909428,-0.039523809523809406,-0.060854700854700905
stackoverflow,0.25,fixed_k2,Fixed K=2,5,0.8666146611474034,0.767990693403829,0.8521333333333333,0.194711111111111,0.9027892444444444,0.9547969095009252,0.8763726851882936,0.8429333333333332,0.0384888888888888,0.08818224835352184,0.10838199178446462,-0.009200000000000097,-0.1562222222222222
stackoverflow,0.25,mogb_minilm,MOGB MiniLM,5,0.8944000569448456,0.5407038655227719,0.3261333333333333,0.0093777777777777,0.8672337777777779,0.9547969095009252,0.8763726851882936,0.8429333333333332,0.0384888888888888,0.06039685255607963,0.33566881966552164,0.5167999999999999,0.0291111111111111
stackoverflow,0.25,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.9259960799998362,0.7345093038010513,0.5910666666666666,0.020311111111111,0.9164517333333334,0.9547969095009252,0.8763726851882936,0.8429333333333332,0.0384888888888888,0.028800829501088976,0.1418633813872423,0.25186666666666657,0.018177777777777803
stackoverflow,0.25,ours_partition_mogb_boundary,s2c partition + MOGB boundary,5,0.9063585472441908,0.6905304844967871,0.5414666666666668,0.0443555555555555,0.8315969481481481,0.9547969095009252,0.8763726851882936,0.8429333333333332,0.0384888888888888,0.04843836225673437,0.18584220069150648,0.30146666666666644,-0.0058666666666667006
stackoverflow,0.25,random_partition,Random partition,5,0.8911014170392451,0.8086454974094963,0.8609333333333333,0.1568444444444444,0.9205399703703704,0.9547969095009252,0.8763726851882936,0.8429333333333332,0.0384888888888888,0.06369549246168016,0.06772718777879727,-0.018000000000000127,-0.1183555555555556
stackoverflow,0.25,single_centroid,Single centroid,5,0.8948207530022316,0.8101159547533475,0.8561333333333334,0.1495555555555555,0.9199174814814814,0.9547969095009252,0.8763726851882936,0.8429333333333332,0.0384888888888888,0.05997615649869359,0.06625673043494607,-0.013200000000000212,-0.1110666666666667
stackoverflow,0.5,fixed_k2,Fixed K=2,5,0.6352945072329975,0.7275883031957765,0.8688666666666667,0.4716666666666667,0.8259930444444444,0.8767066651336372,0.8655077750537565,0.8389333333333333,0.0934,0.24141215790063963,0.13791947185798004,-0.029933333333333367,-0.3782666666666667
stackoverflow,0.5,mogb_minilm,MOGB MiniLM,5,0.729199427573284,0.4329803937892986,0.2709333333333333,0.0079333333333332,0.8476909333333333,0.8767066651336372,0.8655077750537565,0.8389333333333333,0.0934,0.1475072375603531,0.43252738126445794,0.5680000000000001,0.0854666666666668
stackoverflow,0.5,mogb_partition_ours_boundary,MOGB partition + s2c boundary,5,0.7924706249591658,0.63344181949998,0.5038666666666667,0.0185999999999999,0.8663389555555556,0.8767066651336372,0.8655077750537565,0.8389333333333333,0.0934,0.0842360401744714,0.23206595555377652,0.3350666666666666,0.07480000000000009
stackoverflow,0.5,ours_partition_mogb_boundary,s2c partition + MOGB boundary,5,0.7335218198140271,0.6358695194997168,0.5449333333333334,0.1569333333333333,0.732959,0.8767066651336372,0.8655077750537565,0.8389333333333333,0.0934,0.14318484531961007,0.22963825555403972,0.29399999999999993,-0.06353333333333332
stackoverflow,0.5,random_partition,Random partition,5,0.7587996754762377,0.7980409512231381,0.8764,0.3097999999999999,0.8881375111111109,0.8767066651336372,0.8655077750537565,0.8389333333333333,0.0934,0.11790698965739943,0.06746682383061842,-0.03746666666666665,-0.21639999999999993
stackoverflow,0.5,single_centroid,Single centroid,5,0.7654959559609912,0.7997964624589458,0.8714666666666668,0.2970666666666667,0.8876673111111112,0.8767066651336372,0.8655077750537565,0.8389333333333333,0.0934,0.11121070917264597,0.06571131259481078,-0.032533333333333525,-0.20366666666666672
stackoverflow,0.75,fixed_k2,Fixed K=2,5,0.436346976786457,0.7446586353568032,0.8802222222222221,0.6166666666666667,0.7757786962962963,0.7630378449085173,0.87280021593395,0.8411555555555555,0.088,0.32669086812206033,0.12814158057714675,-0.03906666666666658,-0.5286666666666667
