dataset,dataset_label,kir,configuration,seed_count,paper_ours_oos_f1,paper_reference_dataset,paper_reference_comparable,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,known_macro_f1_mean,known_macro_f1_std,accuracy_mean,accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,router_error_rate_mean,router_error_rate_std,expert_error_rate_mean,expert_error_rate_std,delta_oos_f1_pp,beats_paper_mean,all_seeds_beat_paper
clinc150,CLINC150,0.25,trainable_k1,3,95.01,clinc150,True,95.09719525763333,0.30243724323303783,75.40545513583058,1.648341022474083,78.99456283160454,2.9676602886362535,91.19393939393939,0.27467319257271966,73.12865497076024,1.9775249612761319,2.974006116207951,1.0109681952581626,2.0938266628848385,0.5449587624967568,3.757246430899528,1.4332564266501369,0.0871952576333257,True,False
clinc150,CLINC150,0.5,recipe:last2_no_inter;recipe:last2_temp10,3,91.96,clinc150,True,91.93478987737734,0.47622759649992036,82.57168715032796,0.5378104428592316,86.5325376158878,0.6736141625983468,88.02424242424243,0.4600475082266241,86.99259259259259,1.7900808849769718,7.271794871794872,0.17100853333880095,2.6888334940860745,0.12147462799849978,3.928036480854449,0.3941042253014648,-0.025210122622652875,False,False
clinc150,CLINC150,0.75,trainable_k1_direct,3,87.1,clinc150,True,80.79670665609406,0.6560406269613541,78.05499909265453,0.38141764432955233,79.1502979296976,0.15707992359270925,79.56363636363636,0.5080075052047499,73.82936507936509,0.1464764192483467,4.361370716510903,1.2782079899644014,2.4322142131589968,0.16334091552047605,3.6676362900048645,0.3931207944327627,-6.303293343905935,False,False
stackoverflow,StackOverflow,0.25,trainable_k1,3,94.47,stackoverflow,True,95.37650825651619,1.0168279766250539,82.61719367900999,0.1339224702777959,84.63536682236528,2.4859955748692264,91.58041179744018,0.9180789455487757,83.56359698721789,0.18577940650262012,3.827355331191488,2.0031578781247084,0.0,0.0,6.9059992863547786,2.5979863860625363,0.9065082565161902,True,False
stackoverflow,StackOverflow,0.5,adaptive_centers_overall,3,89.71,stackoverflow,True,89.95730226173829,1.5037864438638133,84.04287282557586,1.4473206276166093,85.2348894108923,1.5184269123928098,86.93934335002783,1.267340462185756,82.69000010101283,2.031486758865921,4.1171204673182675,1.326897423708747,0.0,0.0,5.660962985772122,1.8115623517850583,0.24730226173829806,True,False
stackoverflow,StackOverflow,0.75,trainable_k1_direct,3,75.57,stackoverflow,True,75.16147502152334,2.3584382358528333,84.24229823351706,0.9143006992529928,86.1732988396816,1.197608297985963,81.91986644407345,0.9567948504036059,83.10941606899203,0.2233362093471683,9.21228714934873,4.795198672051383,0.0,0.0,4.9948894692244314,1.1756629410983823,-0.4085249784766489,False,False
banking77_oos,Banking77-OOS,0.25,trainable_k1,3,93.99,banking77_oos,True,92.57821477215701,0.8930484584661571,62.89114926061554,2.4073705805405194,85.29816438862112,2.4591368771162885,86.91176470588235,1.362592270548326,84.375,3.1226843272107097,12.009259259259258,1.6327306354222562,0.0,0.0,6.6119941431001745,0.8255568422171033,-1.4117852278429837,False,False
banking77_oos,Banking77-OOS,0.5,adaptive_centers_overall,3,88.23,banking77_oos,True,91.88696032622391,0.19243076326872147,66.28069585998495,0.8383097781751319,71.1944528417361,2.0535284497886934,85.95588235294117,0.21646472711588285,65.03333333333333,2.800396797281099,5.357142857142857,1.027055706850069,0.0,0.0,8.95407444432004,0.684058828845483,3.65696032622391,True,True
banking77_oos,Banking77-OOS,0.75,trainable_k1_direct,3,86.49,banking77_oos,True,86.60493396225402,0.42358731337971284,70.10272926843223,0.25340847857645826,79.63459500246834,0.36335674948063656,79.44444444444444,0.3830296787493828,86.57894736842104,0.7615682172888284,17.5390625,0.49100801132720845,0.0,0.0,14.106979227313799,0.2778627992762833,0.11493396225402819,True,False
