dataset,seed,split,strategy,center_count,radius_lambda,acceptance_mode,threshold,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_accept_count,known_false_reject_count,auroc,aupr_oos,epoch,phase,loss,mode,trainable_parameters,base_trainable_parameter_count,device,elapsed_seconds
clinc150,87,val,last2_long,75,1.25,normalized_union,1.0,0.8745583038869258,0.8311625492739686,0.8570967741935483,0.7926666666666666,0.071875,115,311,0.9272654166666666,0.9134448459257992,1,warmup,0.16248019721548437,last2_minilm_plus_projection,198016,0,cuda,3.626352310180664
clinc150,87,val,last2_long,75,2.5,nearest_sphere,0.9,0.8964059196617337,0.8658759099185132,0.8832258064516129,0.8486666666666667,0.0725,116,227,0.9359191666666666,0.9168788893587418,2,finetune,0.11877255047024307,last2_minilm_plus_projection,3746944,3548928,cuda,7.616637229919434
clinc150,87,val,last2_long,75,2.0,nearest_sphere,0.95,0.8999092833383732,0.8761304341988605,0.8890322580645161,0.854,0.07,112,219,0.9465458333333333,0.9287721207293083,3,finetune,0.08596938239189528,last2_minilm_plus_projection,3746944,3548928,cuda,11.5655996799469
clinc150,87,val,last2_long,75,1.25,nearest_sphere,1.05,0.9027777777777778,0.8804208921223475,0.8929032258064517,0.8553333333333333,0.065625,105,217,0.9494329166666667,0.9378786646639026,4,finetune,0.06643991825818005,last2_minilm_plus_projection,3746944,3548928,cuda,15.598483562469482
clinc150,87,val,last2_long,75,1.0,nearest_sphere,1.1,0.9031287605294825,0.8799050967664542,0.8932258064516129,0.8513333333333334,0.061875,99,223,0.9542154166666668,0.9458226435324157,5,finetune,0.05198416334845252,last2_minilm_plus_projection,3746944,3548928,cuda,19.568023204803467
clinc150,87,val,last2_long,75,2.5,nearest_sphere,0.9,0.9050381679389313,0.8886740179577107,0.8974193548387097,0.8713333333333333,0.07375,118,193,0.9547408333333331,0.9443812828905923,6,finetune,0.0411168037582252,last2_minilm_plus_projection,3746944,3548928,cuda,23.53292942047119
clinc150,87,val,last2_long,75,3.0,normalized_union,0.85,0.9049801405438436,0.8909311475174877,0.8983870967741936,0.872,0.074375,119,192,0.9571379166666666,0.9489611163534016,7,finetune,0.03519590353687941,last2_minilm_plus_projection,3746944,3548928,cuda,27.507546424865723
clinc150,87,val,last2_long,75,2.0,nearest_sphere,1.0,0.9054054054054054,0.8919660929987068,0.8990322580645161,0.8786666666666667,0.07875,126,182,0.9576262499999999,0.9485659731994949,8,finetune,0.030368624981177057,last2_minilm_plus_projection,3746944,3548928,cuda,31.48104238510132
clinc150,87,val,last2_long,75,1.5,nearest_sphere,1.1,0.9066339066339066,0.8938243861713857,0.9006451612903226,0.88,0.0775,124,180,0.9582275,0.9485763362824094,9,finetune,0.025879826238852436,last2_minilm_plus_projection,3746944,3548928,cuda,35.47168803215027
