dataset,seed,split,strategy,center_count,radius_lambda,acceptance_mode,threshold,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_accept_count,known_false_reject_count,auroc,aupr_oos,epoch,phase,loss,mode,trainable_parameters,base_trainable_parameter_count,device,elapsed_seconds
clinc150,87,val,projection_only,75,1.25,normalized_union,1.0,0.8745583038869258,0.8311625492739686,0.8570967741935483,0.7926666666666666,0.071875,115,311,0.9272654166666666,0.9134448459257992,1,warmup,0.16248019721548437,trainable_projection_only,198016,0,cuda,3.7295336723327637
clinc150,87,val,projection_only,75,1.5,normalized_union,1.0,0.8794848206071757,0.8555998222115097,0.8674193548387097,0.8486666666666667,0.10375,166,227,0.9329700000000001,0.9202444744979497,2,finetune,0.12434010245537354,trainable_projection_only,198016,0,cuda,7.446645021438599
clinc150,87,val,projection_only,75,2.5,nearest_sphere,0.9,0.8807449684589967,0.8454702121657067,0.8654838709677419,0.8246666666666667,0.08375,134,263,0.9222033333333335,0.8958176972906189,3,finetune,0.10280282296619173,trainable_projection_only,198016,0,cuda,11.052622556686401
clinc150,87,val,projection_only,75,2.5,nearest_sphere,0.9,0.8830075187969925,0.8511019346517138,0.8690322580645161,0.8286666666666667,0.0825,132,257,0.9255149999999999,0.9023345091317262,4,finetune,0.08893407511887914,trainable_projection_only,198016,0,cuda,14.752470016479492
clinc150,87,val,projection_only,75,3.0,nearest_sphere,0.85,0.8832883288328833,0.8496403890128899,0.8693548387096774,0.826,0.08,128,261,0.9327945833333333,0.9142722841942433,5,finetune,0.07629807792225127,trainable_projection_only,198016,0,cuda,18.574084281921387
clinc150,87,val,projection_only,75,2.5,nearest_sphere,0.9,0.8839611178614823,0.8554568391417232,0.8709677419354839,0.842,0.090625,145,237,0.932265,0.9135063738849036,6,finetune,0.06807290926828223,trainable_projection_only,198016,0,cuda,22.289855241775513
clinc150,87,val,projection_only,75,2.5,nearest_sphere,0.9,0.8858530661809351,0.8605013023763483,0.8745161290322581,0.8433333333333334,0.088125,141,235,0.9359675000000001,0.9174945183516385,7,finetune,0.06271529042998612,trainable_projection_only,198016,0,cuda,26.030030965805054
clinc150,87,val,projection_only,75,2.0,nearest_sphere,0.95,0.8847087378640777,0.8603424567301889,0.8735483870967742,0.8413333333333334,0.08875,142,238,0.9383649999999999,0.9249540857269881,8,finetune,0.0570904877415653,trainable_projection_only,198016,0,cuda,29.74426817893982
clinc150,87,val,projection_only,75,2.5,nearest_sphere,0.9,0.8862530413625304,0.8637231467025269,0.8758064516129033,0.846,0.089375,143,231,0.9371908333333333,0.9206002858273294,9,finetune,0.05218059114985547,trainable_projection_only,198016,0,cuda,33.43471574783325
