dataset,seed,strategy,epoch,split,intent,is_known,count,accepted_count,rejected_count,near_boundary_count,median_score
clinc150,42,last2_long,9,val,order_checks,False,20,5,15,2,1.2459744248594973
clinc150,42,last2_long,9,val,order_status,True,20,16,4,3,0.8157398917213585
clinc150,42,last2_long,9,val,pay_bill,True,20,14,6,3,0.8270627874318881
clinc150,42,last2_long,9,val,payday,True,20,13,7,4,0.8194933015050563
clinc150,42,last2_long,9,val,pin_change,False,20,0,20,0,1.48135430007931
clinc150,42,last2_long,9,val,play_music,False,20,0,20,1,1.4036225110099825
clinc150,42,last2_long,9,val,plug_type,True,20,17,3,1,0.7654703397802888
clinc150,42,last2_long,9,val,pto_balance,True,20,20,0,0,0.6138640668819525
clinc150,42,last2_long,9,val,pto_request,False,20,0,20,0,1.587167931479588
clinc150,42,last2_long,9,val,pto_request_status,False,20,3,17,0,1.3943837245881228
clinc150,42,last2_long,9,val,pto_used,False,20,12,8,2,0.9745311083117021
clinc150,42,last2_long,9,val,recipe,True,20,17,3,1,0.8090011524176663
clinc150,42,last2_long,9,val,redeem_rewards,True,20,18,2,3,0.7116912858418015
clinc150,42,last2_long,9,val,reminder,True,20,16,4,0,0.7490167049316956
clinc150,42,last2_long,9,val,reminder_update,True,20,15,5,4,0.9566207482059893
clinc150,42,last2_long,9,val,repeat,False,20,0,20,1,1.3848070201964275
clinc150,42,last2_long,9,val,replacement_card_duration,True,20,16,4,1,0.734812925694371
clinc150,42,last2_long,9,val,report_fraud,True,20,18,2,0,0.7793680471408008
clinc150,42,last2_long,9,val,report_lost_card,False,20,0,20,2,1.3033022037512354
clinc150,42,last2_long,9,val,reset_settings,True,20,16,4,1,0.7355639184260472
clinc150,42,last2_long,9,val,restaurant_reservation,True,20,12,8,0,0.950137077056656
clinc150,42,last2_long,9,val,restaurant_reviews,True,20,16,4,2,0.8026336230487784
clinc150,42,last2_long,9,val,restaurant_suggestion,False,20,1,19,0,1.3720376021402192
clinc150,42,last2_long,9,val,rewards_balance,True,20,20,0,0,0.7229184458411577
clinc150,42,last2_long,9,val,roll_dice,False,20,0,20,1,1.4336258015167171
clinc150,42,last2_long,9,val,rollover_401k,False,20,0,20,0,1.5528273006978817
clinc150,42,last2_long,9,val,routing,True,20,17,3,2,0.7748432076454029
clinc150,42,last2_long,9,val,schedule_maintenance,True,20,18,2,1,0.8226058518633607
clinc150,42,last2_long,9,val,schedule_meeting,False,20,2,18,2,1.2758713219161906
clinc150,42,last2_long,9,val,share_location,True,20,20,0,2,0.762901171449489
clinc150,42,last2_long,9,val,shopping_list,True,20,17,3,2,0.8061549407247792
clinc150,42,last2_long,9,val,shopping_list_update,False,20,11,9,5,1.0121292959825539
clinc150,42,last2_long,9,val,smart_home,True,20,20,0,2,0.870350725835124
clinc150,42,last2_long,9,val,spelling,False,20,8,12,5,1.1249205438379613
clinc150,42,last2_long,9,val,spending_history,False,20,0,20,0,1.3659944064911136
clinc150,42,last2_long,9,val,sync_device,True,20,15,5,3,0.9005738048929817
clinc150,42,last2_long,9,val,taxes,True,20,20,0,1,0.7741133864490907
clinc150,42,last2_long,9,val,tell_joke,True,20,19,1,0,0.8108624035858735
clinc150,42,last2_long,9,val,text,True,20,13,7,3,0.8917928961457289
clinc150,42,last2_long,9,val,thank_you,False,20,0,20,0,1.416874010939293
clinc150,42,last2_long,9,val,time,False,20,2,18,2,1.4503510835960125
clinc150,42,last2_long,9,val,timer,True,20,19,1,0,0.7916894293038826
clinc150,42,last2_long,9,val,timezone,False,20,0,20,0,1.6132727906931572
clinc150,42,last2_long,9,val,tire_change,True,20,20,0,0,0.6176709975502479
clinc150,42,last2_long,9,val,tire_pressure,False,20,0,20,0,1.5734832008603543
clinc150,42,last2_long,9,val,todo_list,True,20,17,3,0,0.7735008093909845
clinc150,42,last2_long,9,val,todo_list_update,False,20,10,10,6,1.0334566603424897
clinc150,42,last2_long,9,val,traffic,False,20,0,20,0,1.4501372915731559
clinc150,42,last2_long,9,val,transactions,True,20,14,6,2,0.8310300588814252
clinc150,42,last2_long,9,val,transfer,True,20,18,2,3,0.7799003949912799
clinc150,42,last2_long,9,val,translate,False,20,1,19,3,1.2058487772199964
clinc150,42,last2_long,9,val,travel_alert,False,20,0,20,0,1.582996011982992
clinc150,42,last2_long,9,val,travel_notification,False,20,0,20,0,1.4612054147829818
clinc150,42,last2_long,9,val,travel_suggestion,True,20,14,6,3,0.8901505142673213
clinc150,42,last2_long,9,val,uber,False,20,5,15,0,1.2969512929027902
clinc150,42,last2_long,9,val,update_playlist,False,20,0,20,0,1.4612210145115743
clinc150,42,last2_long,9,val,user_name,True,20,18,2,3,0.8809270294389391
clinc150,42,last2_long,9,val,vaccines,True,20,17,3,1,0.7500014704670384
clinc150,42,last2_long,9,val,w2,True,20,19,1,1,0.6662309710869617
clinc150,42,last2_long,9,val,weather,False,20,0,20,0,1.6020060246038295
clinc150,42,last2_long,9,val,what_are_your_hobbies,True,20,16,4,1,0.8622993601410736
clinc150,42,last2_long,9,val,what_can_i_ask_you,False,20,0,20,0,1.544842684201368
clinc150,42,last2_long,9,val,what_is_your_name,False,20,16,4,2,0.8563501917430949
clinc150,42,last2_long,9,val,what_song,True,20,19,1,0,0.7268490156270295
clinc150,42,last2_long,9,val,where_are_you_from,False,20,4,16,4,1.2687052487130797
clinc150,42,last2_long,9,val,whisper_mode,False,20,0,20,0,1.4733829341611155
clinc150,42,last2_long,9,val,who_do_you_work_for,True,20,18,2,0,0.6631163304055254
clinc150,42,last2_long,9,val,who_made_you,True,20,18,2,0,0.789137872941712
clinc150,42,last2_long,9,val,yes,False,20,0,20,0,1.5413211971158507
clinc150,42,last2_long,9,test,accept_reservations,True,30,24,6,4,0.7608129280486735
clinc150,42,last2_long,9,test,account_blocked,True,30,21,9,5,0.899134153845752
clinc150,42,last2_long,9,test,alarm,True,30,28,2,0,0.6375691458844508
clinc150,42,last2_long,9,test,application_status,True,30,29,1,1,0.5936655736831273
clinc150,42,last2_long,9,test,apr,True,30,25,5,2,0.782318322868757
clinc150,42,last2_long,9,test,are_you_a_bot,True,30,27,3,1,0.7626629413577007
clinc150,42,last2_long,9,test,balance,True,30,26,4,3,0.645668595065503
clinc150,42,last2_long,9,test,bill_balance,False,30,0,30,1,1.4665806807318653
clinc150,42,last2_long,9,test,bill_due,False,30,0,30,0,1.7472479840369104
clinc150,42,last2_long,9,test,book_flight,False,30,0,30,0,1.495737005460522
clinc150,42,last2_long,9,test,book_hotel,True,30,30,0,2,0.7262344914596541
clinc150,42,last2_long,9,test,calculator,True,30,26,4,1,0.8234175554994589
clinc150,42,last2_long,9,test,calendar,False,30,2,28,0,1.5587847940928308
clinc150,42,last2_long,9,test,calendar_update,False,30,0,30,0,1.5768368805491586
clinc150,42,last2_long,9,test,calories,False,30,0,30,0,1.6038444573148638
clinc150,42,last2_long,9,test,cancel,False,30,0,30,0,1.5009462050972568
clinc150,42,last2_long,9,test,cancel_reservation,True,30,30,0,0,0.6015578555896062
clinc150,42,last2_long,9,test,car_rental,False,30,1,29,0,1.3646866844559251
clinc150,42,last2_long,9,test,card_declined,False,30,0,30,0,1.363133396484883
clinc150,42,last2_long,9,test,carry_on,False,30,0,30,0,1.7436088204753606
clinc150,42,last2_long,9,test,change_accent,True,30,26,4,4,0.8503089239872124
clinc150,42,last2_long,9,test,change_ai_name,False,30,18,12,2,0.9245781866340802
clinc150,42,last2_long,9,test,change_language,True,30,25,5,1,0.8155137974050926
clinc150,42,last2_long,9,test,change_speed,False,30,0,30,1,1.6180584003863654
clinc150,42,last2_long,9,test,change_user_name,True,30,24,6,2,0.8061633855995345
clinc150,42,last2_long,9,test,change_volume,True,30,22,8,1,0.7670650706275687
clinc150,42,last2_long,9,test,confirm_reservation,False,30,4,26,3,1.3190586911498525
clinc150,42,last2_long,9,test,cook_time,True,30,26,4,4,0.7941776673971377
clinc150,42,last2_long,9,test,credit_limit,True,30,24,6,5,0.892602206624376
clinc150,42,last2_long,9,test,credit_limit_change,False,30,4,26,6,1.268666010597303
clinc150,42,last2_long,9,test,credit_score,False,30,4,26,6,1.3087475252234821
clinc150,42,last2_long,9,test,current_location,True,30,27,3,2,0.7156706756059408
clinc150,42,last2_long,9,test,damaged_card,False,30,0,30,0,1.3508772549206787
clinc150,42,last2_long,9,test,date,False,30,0,30,0,1.6012891794314865
clinc150,42,last2_long,9,test,definition,True,30,22,8,4,0.866315660049418
clinc150,42,last2_long,9,test,direct_deposit,False,30,0,30,0,1.4620385933526885
clinc150,42,last2_long,9,test,directions,True,30,23,7,2,0.8909792935711038
clinc150,42,last2_long,9,test,distance,True,30,21,9,3,0.8402183125394327
clinc150,42,last2_long,9,test,do_you_have_pets,False,30,0,30,0,1.5945860616414518
clinc150,42,last2_long,9,test,exchange_rate,True,30,26,4,3,0.8242299753449113
clinc150,42,last2_long,9,test,expiration_date,False,30,1,29,2,1.235168278301681
clinc150,42,last2_long,9,test,find_phone,True,30,29,1,0,0.6880373222713612
clinc150,42,last2_long,9,test,flight_status,True,30,24,6,6,0.8622331929210162
clinc150,42,last2_long,9,test,flip_coin,False,30,0,30,0,1.5043838185442555
clinc150,42,last2_long,9,test,food_last,True,30,25,5,4,0.8157445578400886
clinc150,42,last2_long,9,test,freeze_account,False,30,10,20,8,1.1239352587574256
clinc150,42,last2_long,9,test,fun_fact,False,30,0,30,0,1.4984691874364602
clinc150,42,last2_long,9,test,gas,True,30,23,7,2,0.781784252826109
clinc150,42,last2_long,9,test,gas_type,True,30,29,1,0,0.6090770596352943
clinc150,42,last2_long,9,test,goodbye,False,30,0,30,0,1.4756640033989836
clinc150,42,last2_long,9,test,greeting,True,30,28,2,3,0.7080678100518862
clinc150,42,last2_long,9,test,how_busy,True,30,22,8,1,0.8500466511566476
clinc150,42,last2_long,9,test,how_old_are_you,True,30,28,2,1,0.735171034202986
clinc150,42,last2_long,9,test,improve_credit_score,True,30,23,7,0,0.6821279353855323
clinc150,42,last2_long,9,test,income,True,30,25,5,1,0.6826316794293712
clinc150,42,last2_long,9,test,ingredient_substitution,False,30,0,30,1,1.6312087407403562
clinc150,42,last2_long,9,test,ingredients_list,False,30,14,16,8,1.078539322905842
clinc150,42,last2_long,9,test,insurance,False,30,2,28,3,1.539812104070188
clinc150,42,last2_long,9,test,insurance_change,True,30,24,6,5,0.7194913258837893
clinc150,42,last2_long,9,test,interest_rate,False,30,5,25,1,1.3909205683438293
clinc150,42,last2_long,9,test,international_fees,True,30,23,7,4,0.7890405994409628
clinc150,42,last2_long,9,test,international_visa,True,30,24,6,1,0.7797484250499384
clinc150,42,last2_long,9,test,jump_start,False,30,1,29,3,1.3365915018364594
clinc150,42,last2_long,9,test,last_maintenance,False,30,6,24,1,1.5045449573377676
clinc150,42,last2_long,9,test,lost_luggage,False,30,0,30,0,1.6970977035768056
clinc150,42,last2_long,9,test,make_call,False,30,0,30,1,1.3564716791681724
clinc150,42,last2_long,9,test,maybe,False,30,0,30,0,1.362530083350644
clinc150,42,last2_long,9,test,meal_suggestion,False,30,2,28,2,1.4264488434132914
clinc150,42,last2_long,9,test,meaning_of_life,False,30,3,27,10,1.132688402149474
clinc150,42,last2_long,9,test,measurement_conversion,False,30,1,29,1,1.3932524778062532
clinc150,42,last2_long,9,test,meeting_schedule,True,30,27,3,1,0.8528209146476966
clinc150,42,last2_long,9,test,min_payment,True,30,29,1,1,0.7077844056030523
clinc150,42,last2_long,9,test,mpg,False,30,5,25,3,1.3466600400354147
clinc150,42,last2_long,9,test,new_card,False,30,0,30,0,1.4280103600577516
clinc150,42,last2_long,9,test,next_holiday,False,30,1,29,0,1.592627201901248
clinc150,42,last2_long,9,test,next_song,False,30,0,30,1,1.410271860514914
clinc150,42,last2_long,9,test,no,False,30,0,30,0,1.450314083831934
clinc150,42,last2_long,9,test,nutrition_info,False,30,0,30,0,1.541265138303833
clinc150,42,last2_long,9,test,oil_change_how,False,30,0,30,0,1.2268040644257812
clinc150,42,last2_long,9,test,oil_change_when,True,30,27,3,1,0.7252658418326241
clinc150,42,last2_long,9,test,oos,False,1000,21,979,16,1.5910247366594388
clinc150,42,last2_long,9,test,order,True,30,18,12,4,0.9574524717326849
clinc150,42,last2_long,9,test,order_checks,False,30,9,21,3,1.1870498179007538
clinc150,42,last2_long,9,test,order_status,True,30,24,6,1,0.8382517665540878
clinc150,42,last2_long,9,test,pay_bill,True,30,27,3,2,0.7893663625560288
clinc150,42,last2_long,9,test,payday,True,30,26,4,2,0.7358758428534282
clinc150,42,last2_long,9,test,pin_change,False,30,0,30,0,1.3791993906213387
clinc150,42,last2_long,9,test,play_music,False,30,0,30,0,1.4039173145888515
clinc150,42,last2_long,9,test,plug_type,True,30,27,3,2,0.7499983757730047
clinc150,42,last2_long,9,test,pto_balance,True,30,29,1,2,0.6835610684780127
clinc150,42,last2_long,9,test,pto_request,False,30,0,30,0,1.548651744790422
clinc150,42,last2_long,9,test,pto_request_status,False,30,1,29,2,1.4378390667784493
clinc150,42,last2_long,9,test,pto_used,False,30,23,7,2,0.9148758221013045
clinc150,42,last2_long,9,test,recipe,True,30,25,5,7,0.8303895302740298
clinc150,42,last2_long,9,test,redeem_rewards,True,30,24,6,5,0.8978085833104519
clinc150,42,last2_long,9,test,reminder,True,30,24,6,2,0.8386888143122601
clinc150,42,last2_long,9,test,reminder_update,True,30,24,6,6,0.9111595486723145
clinc150,42,last2_long,9,test,repeat,False,30,0,30,4,1.3486829986749713
clinc150,42,last2_long,9,test,replacement_card_duration,True,30,23,7,2,0.7827865034581543
clinc150,42,last2_long,9,test,report_fraud,True,30,24,6,4,0.8859019831744681
clinc150,42,last2_long,9,test,report_lost_card,False,30,1,29,0,1.3246729299929125
clinc150,42,last2_long,9,test,reset_settings,True,30,26,4,2,0.6954709584520795
clinc150,42,last2_long,9,test,restaurant_reservation,True,30,24,6,4,0.9304532334599735
clinc150,42,last2_long,9,test,restaurant_reviews,True,30,20,10,3,0.8733890303940757
clinc150,42,last2_long,9,test,restaurant_suggestion,False,30,1,29,4,1.2145034298634736
clinc150,42,last2_long,9,test,rewards_balance,True,30,28,2,4,0.7980608322696572
clinc150,42,last2_long,9,test,roll_dice,False,30,0,30,1,1.4528426289144405
clinc150,42,last2_long,9,test,rollover_401k,False,30,0,30,0,1.5052588393115687
clinc150,42,last2_long,9,test,routing,True,30,25,5,4,0.7950575393871048
clinc150,42,last2_long,9,test,schedule_maintenance,True,30,14,16,6,1.0566531593993085
clinc150,42,last2_long,9,test,schedule_meeting,False,30,1,29,2,1.3330993899234718
clinc150,42,last2_long,9,test,share_location,True,30,29,1,3,0.7300289304882002
clinc150,42,last2_long,9,test,shopping_list,True,30,20,10,3,0.8031623945861079
clinc150,42,last2_long,9,test,shopping_list_update,False,30,8,22,1,1.1893084958387852
clinc150,42,last2_long,9,test,smart_home,True,30,26,4,2,0.8770898499194044
clinc150,42,last2_long,9,test,spelling,False,30,7,23,4,1.2206686866162113
clinc150,42,last2_long,9,test,spending_history,False,30,0,30,0,1.4550705745772703
clinc150,42,last2_long,9,test,sync_device,True,30,29,1,4,0.8405001273467319
clinc150,42,last2_long,9,test,taxes,True,30,28,2,1,0.7070334425569489
clinc150,42,last2_long,9,test,tell_joke,True,30,29,1,3,0.7854127824084836
clinc150,42,last2_long,9,test,text,True,30,24,6,2,0.8327426303184646
clinc150,42,last2_long,9,test,thank_you,False,30,1,29,3,1.3573449000024862
clinc150,42,last2_long,9,test,time,False,30,1,29,3,1.3534781157781834
clinc150,42,last2_long,9,test,timer,True,30,28,2,1,0.6156359093564832
clinc150,42,last2_long,9,test,timezone,False,30,0,30,0,1.5261999977807883
clinc150,42,last2_long,9,test,tire_change,True,30,29,1,1,0.6300404700395907
clinc150,42,last2_long,9,test,tire_pressure,False,30,0,30,0,1.5332494009234887
clinc150,42,last2_long,9,test,todo_list,True,30,29,1,3,0.6560114984553786
clinc150,42,last2_long,9,test,todo_list_update,False,30,18,12,4,0.9743857676559393
clinc150,42,last2_long,9,test,traffic,False,30,3,27,2,1.3623420885799913
clinc150,42,last2_long,9,test,transactions,True,30,24,6,4,0.8520228257189693
clinc150,42,last2_long,9,test,transfer,True,30,25,5,2,0.7576316464406438
clinc150,42,last2_long,9,test,translate,False,30,5,25,3,1.2306845235357977
clinc150,42,last2_long,9,test,travel_alert,False,30,0,30,0,1.5895881441683728
clinc150,42,last2_long,9,test,travel_notification,False,30,0,30,0,1.419604259905498
clinc150,42,last2_long,9,test,travel_suggestion,True,30,30,0,3,0.6791986763482025
clinc150,42,last2_long,9,test,uber,False,30,5,25,4,1.2124892066295954
clinc150,42,last2_long,9,test,update_playlist,False,30,1,29,3,1.2878774454980273
clinc150,42,last2_long,9,test,user_name,True,30,24,6,3,0.6999651010973307
clinc150,42,last2_long,9,test,vaccines,True,30,24,6,4,0.8723152175782651
clinc150,42,last2_long,9,test,w2,True,30,29,1,2,0.6940696822935604
clinc150,42,last2_long,9,test,weather,False,30,0,30,0,1.6443013925871683
clinc150,42,last2_long,9,test,what_are_your_hobbies,True,30,25,5,1,0.7376514868316806
clinc150,42,last2_long,9,test,what_can_i_ask_you,False,30,0,30,0,1.439314716973414
clinc150,42,last2_long,9,test,what_is_your_name,False,30,22,8,6,0.950797184607916
clinc150,42,last2_long,9,test,what_song,True,30,29,1,3,0.6618608763069032
clinc150,42,last2_long,9,test,where_are_you_from,False,30,0,30,1,1.3798506685797929
clinc150,42,last2_long,9,test,whisper_mode,False,30,0,30,0,1.515398525128218
clinc150,42,last2_long,9,test,who_do_you_work_for,True,30,18,12,1,0.8918300277866031
clinc150,42,last2_long,9,test,who_made_you,True,30,30,0,0,0.6900226598542366
clinc150,42,last2_long,9,test,yes,False,30,1,29,3,1.3279495394620833
clinc150,87,lora_long,9,val,accept_reservations,False,20,1,19,3,1.3450268358389823
clinc150,87,lora_long,9,val,account_blocked,True,20,19,1,0,0.8646043616869087
clinc150,87,lora_long,9,val,alarm,True,20,20,0,0,0.708060661686615
clinc150,87,lora_long,9,val,application_status,False,20,0,20,0,1.5500476997673167
clinc150,87,lora_long,9,val,apr,True,20,17,3,1,0.7953465106359152
clinc150,87,lora_long,9,val,are_you_a_bot,True,20,15,5,3,0.9147085757626485
clinc150,87,lora_long,9,val,balance,True,20,16,4,1,0.8958579469347188
clinc150,87,lora_long,9,val,bill_balance,False,20,5,15,3,1.2265219785899
clinc150,87,lora_long,9,val,bill_due,False,20,0,20,0,1.4402849893220253
clinc150,87,lora_long,9,val,book_flight,True,20,20,0,0,0.7525789286238592
clinc150,87,lora_long,9,val,book_hotel,True,20,16,4,5,0.9500312402587427
clinc150,87,lora_long,9,val,calculator,False,20,0,20,1,1.3598676320988248
clinc150,87,lora_long,9,val,calendar,True,20,18,2,3,0.9489620690390903
clinc150,87,lora_long,9,val,calendar_update,True,20,20,0,0,0.817152187892189
clinc150,87,lora_long,9,val,calories,False,20,1,19,1,1.3951177073738408
clinc150,87,lora_long,9,val,cancel,False,20,1,19,3,1.3482110926739697
clinc150,87,lora_long,9,val,cancel_reservation,False,20,0,20,0,1.3297371849962771
clinc150,87,lora_long,9,val,car_rental,False,20,0,20,2,1.3434755893676735
clinc150,87,lora_long,9,val,card_declined,True,20,20,0,0,0.7822258275166029
clinc150,87,lora_long,9,val,carry_on,False,20,0,20,0,1.5347217215439795
clinc150,87,lora_long,9,val,change_accent,False,20,0,20,2,1.3598900810609043
clinc150,87,lora_long,9,val,change_ai_name,False,20,7,13,4,1.1591830918616575
clinc150,87,lora_long,9,val,change_language,False,20,1,19,1,1.373732682352998
clinc150,87,lora_long,9,val,change_speed,True,20,20,0,0,0.7099587020765847
clinc150,87,lora_long,9,val,change_user_name,False,20,7,13,2,1.1871430882628509
clinc150,87,lora_long,9,val,change_volume,False,20,5,15,7,1.203489514226785
clinc150,87,lora_long,9,val,confirm_reservation,True,20,16,4,0,0.903114449446359
clinc150,87,lora_long,9,val,cook_time,False,20,0,20,1,1.4302825582898997
clinc150,87,lora_long,9,val,credit_limit,True,20,18,2,1,0.7645399955468903
clinc150,87,lora_long,9,val,credit_limit_change,True,20,19,1,2,0.6868842727676923
clinc150,87,lora_long,9,val,credit_score,False,20,2,18,3,1.3063592248292335
clinc150,87,lora_long,9,val,current_location,False,20,0,20,1,1.388900828263957
clinc150,87,lora_long,9,val,damaged_card,False,20,1,19,2,1.3006651466534878
clinc150,87,lora_long,9,val,date,False,20,3,17,2,1.2028410163221284
clinc150,87,lora_long,9,val,definition,True,20,19,1,4,0.9789715463869932
clinc150,87,lora_long,9,val,direct_deposit,False,20,0,20,0,1.4865699395751224
clinc150,87,lora_long,9,val,directions,True,20,18,2,0,0.8407025844103485
clinc150,87,lora_long,9,val,distance,True,20,20,0,0,0.7981750389413702
clinc150,87,lora_long,9,val,do_you_have_pets,True,20,17,3,1,0.8895182767780445
clinc150,87,lora_long,9,val,exchange_rate,False,20,0,20,1,1.359194099155035
clinc150,87,lora_long,9,val,expiration_date,True,20,12,8,1,0.872127882768452
clinc150,87,lora_long,9,val,find_phone,True,20,18,2,2,0.6821527941218932
clinc150,87,lora_long,9,val,flight_status,False,20,0,20,0,1.3260333316813453
clinc150,87,lora_long,9,val,flip_coin,False,20,1,19,1,1.324167997706918
clinc150,87,lora_long,9,val,food_last,True,20,19,1,0,0.8463561871564123
clinc150,87,lora_long,9,val,freeze_account,True,20,13,7,6,1.0139173256814735
clinc150,87,lora_long,9,val,fun_fact,False,20,1,19,1,1.4110595021501546
clinc150,87,lora_long,9,val,gas,True,20,18,2,1,0.8066556982736672
clinc150,87,lora_long,9,val,gas_type,True,20,19,1,2,0.7109678067819529
clinc150,87,lora_long,9,val,goodbye,False,20,1,19,0,1.2203415624337786
clinc150,87,lora_long,9,val,greeting,True,20,18,2,0,0.7671806642440979
clinc150,87,lora_long,9,val,how_busy,False,20,4,16,4,1.2570531991761114
clinc150,87,lora_long,9,val,how_old_are_you,True,20,19,1,1,0.7704461661970279
clinc150,87,lora_long,9,val,improve_credit_score,True,20,19,1,0,0.6583613488075843
clinc150,87,lora_long,9,val,income,False,20,1,19,0,1.485936741981023
clinc150,87,lora_long,9,val,ingredient_substitution,True,20,16,4,3,1.005670702890769
clinc150,87,lora_long,9,val,ingredients_list,False,20,8,12,8,1.1131208599347149
clinc150,87,lora_long,9,val,insurance,True,20,19,1,2,0.8635464518742086
clinc150,87,lora_long,9,val,insurance_change,False,20,0,20,0,1.3442248773532914
clinc150,87,lora_long,9,val,interest_rate,True,20,20,0,3,0.8791196942101671
clinc150,87,lora_long,9,val,international_fees,True,20,20,0,0,0.8293921070154595
clinc150,87,lora_long,9,val,international_visa,False,20,0,20,0,1.6270866772405619
clinc150,87,lora_long,9,val,jump_start,True,20,17,3,1,0.656884362776976
clinc150,87,lora_long,9,val,last_maintenance,False,20,2,18,1,1.305107548462496
clinc150,87,lora_long,9,val,lost_luggage,True,20,19,1,1,0.7427806081999357
clinc150,87,lora_long,9,val,make_call,True,20,20,0,1,0.8790750934692864
clinc150,87,lora_long,9,val,maybe,True,20,19,1,2,0.8119570722515584
clinc150,87,lora_long,9,val,meal_suggestion,True,20,20,0,1,0.8802438027778198
clinc150,87,lora_long,9,val,meaning_of_life,False,20,2,18,4,1.3261934337682175
clinc150,87,lora_long,9,val,measurement_conversion,True,20,20,0,0,0.8933192073381909
clinc150,87,lora_long,9,val,meeting_schedule,True,20,20,0,1,0.6848271200279389
clinc150,87,lora_long,9,val,min_payment,True,20,18,2,0,0.7850437954394974
clinc150,87,lora_long,9,val,mpg,False,20,8,12,6,1.1457025124589413
clinc150,87,lora_long,9,val,new_card,False,20,0,20,0,1.4986900905426066
clinc150,87,lora_long,9,val,next_holiday,True,20,16,4,0,0.6278419952550378
clinc150,87,lora_long,9,val,next_song,False,20,1,19,1,1.4102737757624018
clinc150,87,lora_long,9,val,no,False,20,7,13,3,1.197408327335589
clinc150,87,lora_long,9,val,nutrition_info,True,20,9,11,5,1.1221230376708293
clinc150,87,lora_long,9,val,oil_change_how,True,20,18,2,2,0.7850171483553514
clinc150,87,lora_long,9,val,oil_change_when,False,20,0,20,0,1.4193245242600852
clinc150,87,lora_long,9,val,oos,False,100,3,97,1,1.509413670061639
clinc150,87,lora_long,9,val,order,False,20,0,20,1,1.4175574859193727
clinc150,87,lora_long,9,val,order_checks,False,20,0,20,0,1.463745689869382
clinc150,87,lora_long,9,val,order_status,True,20,15,5,0,0.8338164263245972
clinc150,87,lora_long,9,val,pay_bill,False,20,0,20,0,1.3735854422378173
clinc150,87,lora_long,9,val,payday,True,20,13,7,3,0.9736836300504508
clinc150,87,lora_long,9,val,pin_change,False,20,0,20,0,1.379739833241368
clinc150,87,lora_long,9,val,play_music,False,20,2,18,2,1.4303316052195878
clinc150,87,lora_long,9,val,plug_type,True,20,16,4,1,0.8542829449312801
clinc150,87,lora_long,9,val,pto_balance,False,20,1,19,1,1.3679611764292487
clinc150,87,lora_long,9,val,pto_request,True,20,20,0,0,0.7201641436697729
clinc150,87,lora_long,9,val,pto_request_status,True,20,12,8,2,1.0327610802173837
clinc150,87,lora_long,9,val,pto_used,False,20,1,19,2,1.2941440962674742
clinc150,87,lora_long,9,val,recipe,True,20,19,1,3,0.8342984859352233
clinc150,87,lora_long,9,val,redeem_rewards,False,20,0,20,0,1.4381160927561314
clinc150,87,lora_long,9,val,reminder,True,20,18,2,0,0.8147167577919794
clinc150,87,lora_long,9,val,reminder_update,False,20,3,17,5,1.2763967809747299
clinc150,87,lora_long,9,val,repeat,True,20,16,4,2,0.873103278711959
clinc150,87,lora_long,9,val,replacement_card_duration,False,20,0,20,0,1.4716228542021497
clinc150,87,lora_long,9,val,report_fraud,False,20,1,19,3,1.2797382773919743
clinc150,87,lora_long,9,val,report_lost_card,True,20,19,1,0,0.6393939225745523
clinc150,87,lora_long,9,val,reset_settings,True,20,17,3,3,0.7739462567057804
clinc150,87,lora_long,9,val,restaurant_reservation,False,20,0,20,2,1.3746865822062047
clinc150,87,lora_long,9,val,restaurant_reviews,True,20,17,3,1,0.8273573045465594
clinc150,87,lora_long,9,val,restaurant_suggestion,True,20,18,2,4,0.9155751388911342
clinc150,87,lora_long,9,val,rewards_balance,False,20,0,20,3,1.3992001813559871
clinc150,87,lora_long,9,val,roll_dice,False,20,0,20,0,1.4684332684488721
clinc150,87,lora_long,9,val,rollover_401k,False,20,0,20,0,1.5026532870552258
clinc150,87,lora_long,9,val,routing,True,20,17,3,4,0.917667887298014
clinc150,87,lora_long,9,val,schedule_maintenance,False,20,0,20,0,1.4087663716555072
clinc150,87,lora_long,9,val,schedule_meeting,True,20,19,1,1,0.7874024578872567
clinc150,87,lora_long,9,val,share_location,False,20,1,19,1,1.3022020967791517
clinc150,87,lora_long,9,val,shopping_list,True,20,15,5,2,0.9625919990209116
clinc150,87,lora_long,9,val,shopping_list_update,False,20,3,17,2,1.3104601240833627
clinc150,87,lora_long,9,val,smart_home,False,20,3,17,5,1.4133310941935007
clinc150,87,lora_long,9,val,spelling,True,20,20,0,0,0.8483536661371771
clinc150,87,lora_long,9,val,spending_history,True,20,20,0,2,0.6892129955958797
clinc150,87,lora_long,9,val,sync_device,False,20,0,20,0,1.3559383927374697
clinc150,87,lora_long,9,val,taxes,False,20,0,20,0,1.4877749373063414
clinc150,87,lora_long,9,val,tell_joke,False,20,0,20,0,1.4306998153266322
clinc150,87,lora_long,9,val,text,False,20,1,19,2,1.301885265041042
clinc150,87,lora_long,9,val,thank_you,False,20,0,20,1,1.274950915070975
clinc150,87,lora_long,9,val,time,False,20,3,17,6,1.199757738312163
clinc150,87,lora_long,9,val,timer,False,20,0,20,0,1.4530461103464978
clinc150,87,lora_long,9,val,timezone,True,20,18,2,2,0.8984836874290686
