dataset,seed,strategy,epoch,split,selected_oos_f1,fixed_score_threshold_oracle_f1,oracle_is_posthoc_not_selection,all_reject_oos_f1,auroc,aupr_oos
clinc150,13,last2_long,7,val,0.8955773955773956,0.8965728274173808,True,0.6808510638297872,0.9460258333333333,0.9453647652284674
clinc150,13,last2_long,7,test,0.9136745607333843,0.9151348039215688,True,0.7428571428571429,0.9519440683760684,0.9644025401734508
clinc150,42,last2_long,9,val,0.891661594643944,0.8921300516560317,True,0.6808510638297872,0.9468162499999999,0.948974010712141
clinc150,42,last2_long,9,test,0.9155863732288212,0.9159613059250302,True,0.7428571428571429,0.9542721367521368,0.9642634382127986
clinc150,87,lora_long,9,val,0.9086434943094432,0.9090909090909092,True,0.6808510638297872,0.9540966666666667,0.940639926871641
clinc150,87,lora_long,9,test,0.9200797668354042,0.922168382798304,True,0.7428571428571429,0.9606949743589743,0.9679458766897479
