gate_variant,n_seeds,oos_f1_mean,f1_all_mean,f1_k_mean,accuracy_mean,known_recall_mean,false_accept_rate_mean,false_reject_rate_mean,auroc_mean,aupr_oos_mean,oos_f1_std,f1_all_std,f1_k_std,accuracy_std,known_recall_std,false_accept_rate_std,false_reject_rate_std,auroc_std,aupr_oos_std
frozen_k1,3,0.7728960941964712,0.7654809084393239,0.7793310029611052,0.7610555555555556,0.8371111111111111,0.2654444444444444,0.1628888888888889,0.8819071851851851,0.8468439295787179,0.051025312049939,0.025436872338384684,0.011742245510410117,0.03834794407546271,0.0015396007178389527,0.07740322512182073,0.0015396007178389926,0.022880042705955277,0.04056370895291228
trainable_k1,3,0.8670909818700716,0.8325072680014021,0.7955011265336797,0.8467222222222223,0.8392222222222222,0.11144444444444446,0.16077777777777777,0.9175099999999999,0.8877708242406266,0.009628993510880545,0.007544576136202586,0.008197189625931002,0.007726817178094957,0.0038920621973637963,0.020180665481080138,0.0038920621973637794,0.010667169120689093,0.024782637624767505
