dataset,kir,seed,component,oos_f1,f1_all,id_recall,false_accept_rate,effective_cluster_count,base_oos_f1,base_f1_all,base_id_recall,base_false_accept_rate,base_effective_cluster_count,delta_oos_vs_mogb_default,delta_f1_all_vs_mogb_default,delta_id_recall_vs_mogb_default,delta_false_accept_vs_mogb_default
banking77,0.75,13,mahalanobis_diag_mean_std,0.5330882352941176,0.5925310479835579,0.4676724137931034,0.0460526315789473,133.0,0.4678471575023299,0.3952835406078863,0.2646551724137931,0.0092105263157894,133.0,0.06524107779178773,0.19724750737567165,0.20301724137931032,0.036842105263157905
banking77,0.75,42,euclidean_mean,0.4733207784055241,0.4086718495158096,0.2793103448275862,0.0078947368421052,129.0,0.4658461538461538,0.379988352017514,0.2530172413793103,0.0039473684210526,129.0,0.007474624559370313,0.028683497498295574,0.0262931034482759,0.0039473684210526
banking77,0.75,42,euclidean_mean_std,0.5435591958302308,0.6017521493888665,0.4844827586206897,0.0394736842105263,129.0,0.4658461538461538,0.379988352017514,0.2530172413793103,0.0039473684210526,129.0,0.07771304198407702,0.22176379737135243,0.23146551724137937,0.0355263157894737
banking77,0.75,42,mahalanobis_diag_mean,0.4658461538461538,0.379988352017514,0.2530172413793103,0.0039473684210526,129.0,0.4658461538461538,0.379988352017514,0.2530172413793103,0.0039473684210526,129.0,0.0,0.0,0.0,0.0
banking77,0.75,42,mahalanobis_diag_mean_std,0.5281539558089807,0.5627444167962178,0.4375,0.025,129.0,0.4658461538461538,0.379988352017514,0.2530172413793103,0.0039473684210526,129.0,0.062307801962826925,0.18275606477870376,0.1844827586206897,0.021052631578947403
banking77,0.75,87,euclidean_mean,0.4827365728900256,0.4486180681538979,0.3047413793103448,0.006578947368421,158.0,0.4687208216619981,0.4030456685313365,0.2672413793103448,0.0092105263157894,158.0,0.014015751228027507,0.04557239962256138,0.03749999999999998,-0.0026315789473683997
banking77,0.75,87,euclidean_mean_std,0.5493802479008396,0.6611185366572743,0.5456896551724137,0.0960526315789473,158.0,0.4687208216619981,0.4030456685313365,0.2672413793103448,0.0092105263157894,158.0,0.08065942623884154,0.25807286812593777,0.27844827586206894,0.0868421052631579
banking77,0.75,87,mahalanobis_diag_mean,0.4687208216619981,0.4030456685313365,0.2672413793103448,0.0092105263157894,158.0,0.4687208216619981,0.4030456685313365,0.2672413793103448,0.0092105263157894,158.0,0.0,0.0,0.0,0.0
banking77,0.75,87,mahalanobis_diag_mean_std,0.5405201658499812,0.6217631906981547,0.493103448275862,0.056578947368421,158.0,0.4687208216619981,0.4030456685313365,0.2672413793103448,0.0092105263157894,158.0,0.07179934418798312,0.21871752216681817,0.2258620689655172,0.0473684210526316
banking77,0.75,100,euclidean_mean,0.4722831193235202,0.4099356051176451,0.2762931034482758,0.0078947368421052,140.0,0.4653161448741559,0.3764771562065357,0.25,0.0026315789473684,140.0,0.006966974449364283,0.033458448911109384,0.02629310344827579,0.0052631578947367995
banking77,0.75,100,euclidean_mean_std,0.546516154145582,0.6400303686789929,0.5228448275862069,0.0763157894736842,140.0,0.4653161448741559,0.3764771562065357,0.25,0.0026315789473684,140.0,0.08120000927142607,0.26355321247245717,0.2728448275862069,0.0736842105263158
banking77,0.75,100,mahalanobis_diag_mean,0.4653161448741559,0.3764771562065357,0.25,0.0026315789473684,140.0,0.4653161448741559,0.3764771562065357,0.25,0.0026315789473684,140.0,0.0,0.0,0.0,0.0
