dataset,runtime_dataset,kir,seed,method,contract,run_manifest,manifest_status,valid_semantic_metrics,invalid_reason,oos_f1,f1_all,f1_k,accuracy,known_recall,false_accept_rate,false_reject_rate,n_test,n_known,n_oos,paired_trainable
stackoverflow,stackoverflow,0.5,100,ADB,protocol_v2 split + TextOIR BERT compatibility,artifacts/s2c/external/adb_gpu_runtime_v1/stackoverflow/ADB/kir50/seed100/run_manifest.json,complete,True,,0.8911543287327478,0.873819667084345,0.8966831930475573,0.8823333333333333,0.8216666666666667,0.053,0.17833333333333334,6000,3000,3000,True
stackoverflow,stackoverflow,0.5,42,ADB,protocol_v2 split + TextOIR BERT compatibility,artifacts/s2c/external/adb_gpu_runtime_v1/stackoverflow/ADB/kir50/seed42/run_manifest.json,complete,True,,0.8595275590551181,0.8424658460007557,0.8776545194364536,0.8485,0.793,0.09033333333333333,0.207,6000,3000,3000,True
stackoverflow,stackoverflow,0.5,87,ADB,protocol_v2 split + TextOIR BERT compatibility,artifacts/s2c/external/adb_gpu_runtime_v1/stackoverflow/ADB/kir50/seed87/run_manifest.json,complete,True,,0.8702386597123439,0.8535076131942761,0.8868617935901494,0.8601666666666666,0.8086666666666666,0.08233333333333333,0.19133333333333333,6000,3000,3000,True
banking77,banking,0.5,100,ADB,protocol_v2 split + TextOIR BERT compatibility,artifacts/s2c/external/adb_gpu_runtime_v2/banking/ADB/kir50/seed100/run_manifest.json,complete,True,,0.7456521739130435,0.7665745881015057,0.887872200694467,0.7483766233766234,0.8875,0.3403846153846154,0.1125,3080,1520,1560,True
banking77,banking,0.5,42,ADB,protocol_v2 split + TextOIR BERT compatibility,artifacts/s2c/external/adb_gpu_runtime_v2/banking/ADB/kir50/seed42/run_manifest.json,complete,True,,0.7268673355629878,0.7792776931630171,0.9067516906689422,0.7428571428571429,0.8993421052631579,0.3730769230769231,0.1006578947368421,3080,1520,1560,True
banking77,banking,0.5,87,ADB,protocol_v2 split + TextOIR BERT compatibility,artifacts/s2c/external/adb_gpu_runtime_v2/banking/ADB/kir50/seed87/run_manifest.json,complete,True,,0.7564841498559077,0.7995857096963531,0.9098239958866609,0.7662337662337663,0.8907894736842106,0.3269230769230769,0.10921052631578948,3080,1520,1560,True
clinc150,oos,0.5,100,ADB,protocol_v2 split + TextOIR BERT compatibility,artifacts/s2c/external/adb_gpu_runtime_v2/clinc150/ADB/kir50/seed100/run_manifest.json,complete,True,,0.9010197960407919,0.8621928857784307,0.9397689295262095,0.8810526315789474,0.9048888888888889,0.12927536231884057,0.0951111111111111,5700,2250,3450,True
clinc150,oos,0.5,42,ADB,protocol_v2 split + TextOIR BERT compatibility,artifacts/s2c/external/adb_gpu_runtime_v2/clinc150/ADB/kir50/seed42/run_manifest.json,complete,True,,0.8952236542835481,0.8629732972097436,0.9438626784307761,0.8750877192982456,0.9142222222222223,0.1443478260869565,0.08577777777777777,5700,2250,3450,True
clinc150,oos,0.5,87,ADB,protocol_v2 split + TextOIR BERT compatibility,artifacts/s2c/external/adb_gpu_runtime_v2/clinc150/ADB/kir50/seed87/run_manifest.json,complete,True,,0.9041300134188162,0.8549358284868578,0.9286273983019421,0.8810526315789474,0.9,0.12115942028985507,0.1,5700,2250,3450,True
