dataset,kir,seed,method,method_label,ball_id,depth,majority_label,parent_id,purity,radius,sample_count,selected,split_reason,stop_reason,test_known_false_reject_count,test_oos_assignment_count,test_oos_false_accept_count,test_assignment_count,test_known_assignment_count,test_oos_assignment_count_calc,test_known_correct_count,test_known_wrong_known_count,test_known_false_reject_count_calc,test_oos_false_accept_count_calc,scoring_radius,score_median,zero_test_assignment,tiny_support_lt_20,oos_assignment_per_train,known_assignment_per_train,oos_accept_rate_within_assignment,known_reject_rate_within_assignment,false_accept_share_cell,known_false_reject_share_cell,oos_assignment_share_cell,support_quartile
clinc150,0.5,100,mogb_minilm,MOGB-Fair,407,2,spending_history,54,1.0,0.6610147050400466,27,True,,purity_reached,11,26,0,39,13,26,2,0,11,0,0.6610147050400466,1.491430960708195,False,False,0.9629629629629628,0.4814814814814814,0.0,0.8461538461538461,0.0,0.0072416063199473,0.0075362318840579,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,422,2,taxes,56,1.0,0.6064582060415701,91,True,,purity_reached,14,7,0,37,30,7,16,0,14,0,0.6064582060415701,1.027429955015803,False,False,0.0769230769230769,0.3296703296703296,0.0,0.4666666666666667,0.0,0.0092165898617511,0.0020289855072463,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,425,2,tell_joke,57,1.0,0.6696555372201964,93,True,,purity_reached,21,8,0,39,31,8,10,0,21,0,0.6696555372201964,1.1371748039889658,False,False,0.086021505376344,0.3333333333333333,0.0,0.6774193548387096,0.0,0.0138248847926267,0.0023188405797101,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,431,2,text,58,1.0,0.7267381726924148,69,True,,purity_reached,24,42,0,71,29,42,5,0,24,0,0.7267381726924148,1.2501956538545356,False,False,0.6086956521739131,0.4202898550724637,0.0,0.8275862068965517,0.0,0.0157998683344305,0.0121739130434782,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,436,2,thank_you,59,1.0,0.7556396954885471,43,True,,purity_reached,12,40,0,58,18,40,6,0,12,0,0.7556396954885471,1.2758885531867676,False,False,0.9302325581395348,0.4186046511627907,0.0,0.6666666666666666,0.0,0.0078999341672152,0.0115942028985507,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,439,2,timer,60,1.0,0.5488910733501653,86,True,,purity_reached,12,33,0,61,28,33,16,0,12,0,0.5488910733501653,1.540196892951479,False,False,0.3837209302325581,0.3255813953488372,0.0,0.4285714285714285,0.0,0.0078999341672152,0.0095652173913043,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,448,2,timezone,61,1.0,0.6897846365468289,90,True,,purity_reached,18,47,4,78,31,47,13,0,18,4,0.6897846365468289,1.168602598255653,False,False,0.5222222222222223,0.3444444444444444,0.0851063829787234,0.5806451612903226,0.1081081081081081,0.0118499012508229,0.0136231884057971,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,450,2,tire_change,62,1.0,0.4920922923081505,96,True,,purity_reached,14,31,0,61,30,31,16,0,14,0,0.4920922923081505,1.6913372942267897,False,False,0.3229166666666667,0.3125,0.0,0.4666666666666667,0.0,0.0092165898617511,0.0089855072463768,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,453,2,tire_pressure,63,1.0,0.566608597098426,70,True,,purity_reached,7,20,0,34,14,20,7,0,7,0,0.566608597098426,1.799441322194699,False,False,0.2857142857142857,0.2,0.0,0.5,0.0,0.0046082949308755,0.0057971014492753,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,455,2,todo_list_update,64,1.0,0.7084931362267626,39,True,,purity_reached,8,82,7,101,19,82,11,0,8,7,0.7084931362267626,1.2640664914967097,False,False,2.102564102564102,0.4871794871794871,0.0853658536585365,0.4210526315789473,0.1891891891891892,0.0052666227781435,0.0237681159420289,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,472,2,travel_notification,67,1.0,0.6374469750314438,50,True,,purity_reached,26,28,0,58,30,28,4,0,26,0,0.6374469750314438,1.3529034547137078,False,False,0.56,0.6,0.0,0.8666666666666667,0.0,0.0171165240289664,0.0081159420289855,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,478,2,freeze_account,67,1.0,0.5521186839199876,15,True,,purity_reached,5,29,0,39,10,29,5,0,5,0,0.5521186839199876,1.6355160888319416,False,True,1.9333333333333331,0.6666666666666666,0.0,0.5,0.0,0.0032916392363396,0.0084057971014492,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,484,2,travel_suggestion,68,1.0,0.7495562336160765,35,True,,purity_reached,10,115,0,130,15,115,5,0,10,0,0.7495562336160765,1.363908823137931,False,False,3.2857142857142856,0.4285714285714285,0.0,0.6666666666666666,0.0,0.0065832784726793,0.0333333333333333,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,489,2,uber,69,1.0,0.6452433272845708,92,True,,purity_reached,15,20,1,50,30,20,15,0,15,1,0.6452433272845708,1.1254607624323505,False,False,0.217391304347826,0.3260869565217391,0.05,0.5,0.027027027027027,0.009874917709019,0.0057971014492753,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,499,2,update_playlist,70,1.0,0.6683088730063148,14,True,,purity_reached,1,5,0,6,1,5,0,0,1,0,0.6683088730063148,1.4940897904242538,False,True,0.3571428571428571,0.0714285714285714,0.0,1.0,0.0,0.0006583278472679,0.0014492753623188,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,504,2,what_song,72,1.0,0.6345175326494177,68,True,,purity_reached,9,11,0,28,17,11,8,0,9,0,0.6345175326494177,1.0967029858875428,False,False,0.1617647058823529,0.25,0.0,0.5294117647058824,0.0,0.0059249506254114,0.0031884057971014,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,515,2,whisper_mode,74,1.0,0.5124377600571423,82,True,,purity_reached,13,0,0,31,31,0,18,0,13,0,0.5124377600571423,0.9258627862159808,False,False,0.0,0.3780487804878049,0.0,0.4193548387096774,0.0,0.0085582620144832,0.0,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,517,2,change_accent,74,1.0,0.5022517016942063,29,True,,purity_reached,18,0,0,23,23,0,5,0,18,0,0.5022517016942063,1.1412872319701075,False,False,0.0,0.7931034482758621,0.0,0.782608695652174,0.0,0.0118499012508229,0.0,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,525,3,freeze_account,78,1.0,0.5563320569007351,10,True,,purity_reached,4,24,0,35,11,24,7,0,4,0,0.5563320569007351,1.6695888947755315,False,True,2.4,1.1,0.0,0.3636363636363636,0.0,0.0026333113890717,0.0069565217391304,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,528,3,are_you_a_bot,82,1.0,0.650612089180309,24,True,,purity_reached,9,18,0,29,11,18,2,0,9,0,0.650612089180309,1.4437492232888995,False,False,0.75,0.4583333333333333,0.0,0.8181818181818182,0.0,0.0059249506254114,0.0052173913043478,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,532,3,book_flight,87,1.0,0.6872163429920904,68,True,,purity_reached,22,38,0,63,25,38,3,0,22,0,0.6872163429920904,1.3586988993158646,False,False,0.5588235294117647,0.3676470588235294,0.0,0.88,0.0,0.0144832126398946,0.0110144927536231,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,535,3,book_flight,88,1.0,0.6202281458925166,15,True,,purity_reached,6,15,0,21,6,15,0,0,6,0,0.6202281458925166,1.5049249834718843,False,True,1.0,0.4,0.0,1.0,0.0,0.0039499670836076,0.0043478260869565,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,539,3,calculator,92,1.0,0.8212819168237722,21,True,,purity_reached,17,167,0,189,22,167,5,0,17,0,0.8212819168237722,1.2763113827377766,False,False,7.952380952380952,1.0476190476190477,0.0,0.7727272727272727,0.0,0.0111915734035549,0.0484057971014492,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,541,3,measurement_conversion,94,1.0,0.5852696154618671,16,True,,purity_reached,5,0,0,5,5,0,0,0,5,0,0.5852696154618671,1.558536426656697,False,True,0.0,0.3125,0.0,1.0,0.0,0.0032916392363396,0.0,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,551,3,change_language,127,1.0,0.6719887879665164,42,True,,purity_reached,7,17,0,25,8,17,1,0,7,0,0.6719887879665164,1.4435956082612431,False,False,0.4047619047619047,0.1904761904761904,0.0,0.875,0.0,0.0046082949308755,0.004927536231884,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,574,3,how_busy,154,1.0,0.6762105194884125,11,True,,purity_reached,9,24,0,33,9,24,0,0,9,0,0.6762105194884125,1.3478792753092157,False,True,2.1818181818181817,0.8181818181818182,0.0,1.0,0.0,0.0059249506254114,0.0069565217391304,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,580,3,credit_limit,161,1.0,0.5252577536988517,43,True,,purity_reached,6,50,0,60,10,50,4,0,6,0,0.5252577536988517,1.6027624318247753,False,False,1.162790697674419,0.2325581395348837,0.0,0.6,0.0,0.0039499670836076,0.0144927536231884,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,582,3,credit_limit_change,165,1.0,0.5065673823636261,43,True,,purity_reached,4,25,0,40,15,25,11,0,4,0,0.5065673823636261,1.6624741220818096,False,False,0.5813953488372093,0.3488372093023256,0.0,0.2666666666666666,0.0,0.0026333113890717,0.0072463768115942,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,584,3,credit_limit_change,169,1.0,0.5580474704890208,24,True,,purity_reached,2,6,0,9,3,6,1,0,2,0,0.5580474704890208,1.6705941574338896,False,False,0.25,0.125,0.0,0.6666666666666666,0.0,0.0013166556945358,0.0017391304347826,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,593,3,directions,178,1.0,0.6663837550255104,11,True,,purity_reached,11,32,0,43,11,32,0,0,11,0,0.6663837550255104,1.4619607272604511,False,True,2.909090909090909,1.0,0.0,1.0,0.0,0.0072416063199473,0.0092753623188405,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,604,3,directions,210,1.0,0.6482380162824662,12,True,,purity_reached,8,9,0,17,8,9,0,0,8,0,0.6482380162824662,1.5181819937343977,False,True,0.75,0.6666666666666666,0.0,1.0,0.0,0.0052666227781435,0.0026086956521739,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,607,3,distance,211,1.0,0.7262703601363302,41,True,,purity_reached,19,28,0,51,23,28,4,0,19,0,0.7262703601363302,1.2962872683475737,False,False,0.6829268292682927,0.5609756097560976,0.0,0.8260869565217391,0.0,0.0125082290980908,0.0081159420289855,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,615,3,expiration_date,218,1.0,0.5078607984912912,86,True,,purity_reached,15,12,0,41,29,12,14,0,15,0,0.5078607984912912,1.133266969264645,False,False,0.1395348837209302,0.3372093023255814,0.0,0.5172413793103449,0.0,0.009874917709019,0.0034782608695652,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,625,3,flight_status,233,1.0,0.4723031380853116,10,True,,purity_reached,4,0,0,4,4,0,0,0,4,0,0.4723031380853116,1.4341010926280409,False,True,0.0,0.4,0.0,1.0,0.0,0.0026333113890717,0.0,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,630,3,account_blocked,240,1.0,0.4577449887699029,23,True,,purity_reached,5,1,0,8,7,1,2,0,5,0,0.4577449887699029,1.4495795053076654,False,False,0.0434782608695652,0.3043478260869565,0.0,0.7142857142857143,0.0,0.0032916392363396,0.0002898550724637,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,632,3,fun_fact,247,1.0,0.8077042534423619,40,True,,purity_reached,13,187,0,200,13,187,0,0,13,0,0.8077042534423619,1.2946993720843063,False,False,4.675,0.325,0.0,1.0,0.0,0.0085582620144832,0.0542028985507246,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,634,3,fun_fact,249,1.0,0.7683192693323487,24,True,,purity_reached,8,43,0,59,16,43,8,0,8,0,0.7683192693323487,1.3206824245771962,False,False,1.7916666666666667,0.6666666666666666,0.0,0.5,0.0,0.0052666227781435,0.012463768115942,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,640,3,how_busy,252,1.0,0.7159075158701508,18,True,,purity_reached,10,38,0,53,15,38,5,0,10,0,0.7159075158701508,1.3610141581070612,False,True,2.111111111111111,0.8333333333333334,0.0,0.6666666666666666,0.0,0.0065832784726793,0.0110144927536231,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,642,3,how_old_are_you,258,1.0,0.4741563871773899,12,True,,purity_reached,3,14,0,17,3,14,0,0,3,0,0.4741563871773899,1.786859749150117,False,True,1.1666666666666667,0.25,0.0,1.0,0.0,0.0019749835418038,0.0040579710144927,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,644,3,how_old_are_you,260,1.0,0.5380797090121178,23,True,,purity_reached,7,8,0,16,8,8,1,0,7,0,0.5380797090121178,1.613390598043683,False,False,0.3478260869565217,0.3478260869565217,0.0,0.875,0.0,0.0046082949308755,0.0023188405797101,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,646,3,income,265,1.0,0.4570247009106132,12,True,,purity_reached,1,5,0,7,2,5,1,0,1,0,0.4570247009106132,2.289102303494864,False,True,0.4166666666666667,0.1666666666666666,0.0,0.5,0.0,0.0006583278472679,0.0014492753623188,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,650,3,new_card,269,1.0,0.607563300215191,20,True,,purity_reached,5,43,0,48,5,43,0,0,5,0,0.607563300215191,1.4343388695321322,False,False,2.15,0.25,0.0,1.0,0.0,0.0032916392363396,0.012463768115942,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,653,3,credit_limit_change,272,1.0,0.5111207179074508,16,True,,purity_reached,11,5,0,19,14,5,3,0,11,0,0.5111207179074508,1.1977341271784987,False,True,0.3125,0.875,0.0,0.7857142857142857,0.0,0.0072416063199473,0.0014492753623188,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,654,3,new_card,272,1.0,0.4137209719563817,11,True,,purity_reached,5,4,0,10,6,4,1,0,5,0,0.4137209719563817,1.83268866230989,False,True,0.3636363636363636,0.5454545454545454,0.0,0.8333333333333334,0.0,0.0032916392363396,0.001159420289855,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,663,3,nutrition_info,280,1.0,0.7379308495333223,75,True,,purity_reached,23,58,0,94,36,58,13,0,23,0,0.7379308495333223,1.2863605498920918,False,False,0.7733333333333333,0.48,0.0,0.6388888888888888,0.0,0.0151415404871626,0.0168115942028985,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,669,3,travel_suggestion,298,1.0,0.7253892300561702,10,True,,purity_reached,7,58,0,65,7,58,0,0,7,0,0.7253892300561702,1.2937337348370446,False,True,5.8,0.7,0.0,1.0,0.0,0.0046082949308755,0.0168115942028985,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,671,3,pto_request_status,310,1.0,0.5391946120029893,41,True,,purity_reached,2,34,0,43,9,34,7,0,2,0,0.5391946120029893,1.6462688821131688,False,False,0.8292682926829268,0.2195121951219512,0.0,0.2222222222222222,0.0,0.0013166556945358,0.0098550724637681,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,672,3,pto_request,310,1.0,0.3645893443789824,13,True,,purity_reached,3,3,0,6,3,3,0,0,3,0,0.3645893443789824,1.893112376098446,False,True,0.2307692307692307,0.2307692307692307,0.0,1.0,0.0,0.0019749835418038,0.0008695652173913,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,675,3,recipe,315,1.0,0.7835877083038462,24,True,,purity_reached,15,207,1,233,26,207,11,0,15,1,0.7835877083038462,1.271536250295862,False,False,8.625,1.0833333333333333,0.0048309178743961,0.5769230769230769,0.027027027027027,0.009874917709019,0.06,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,678,3,recipe,316,1.0,0.6654949818460355,13,True,,purity_reached,1,5,0,6,1,5,0,0,1,0,0.6654949818460355,1.4434045922092786,False,True,0.3846153846153846,0.0769230769230769,0.0,1.0,0.0,0.0006583278472679,0.0014492753623188,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,684,3,recipe,324,1.0,0.5440206006118711,11,True,,purity_reached,3,4,0,7,3,4,0,0,3,0,0.5440206006118711,1.6687747929283017,False,True,0.3636363636363636,0.2727272727272727,0.0,1.0,0.0,0.0019749835418038,0.001159420289855,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,686,3,repeat,327,1.0,0.6972351704481506,41,True,,purity_reached,9,11,0,37,26,11,17,0,9,0,0.6972351704481506,1.105044948059785,False,False,0.2682926829268293,0.6341463414634146,0.0,0.3461538461538461,0.0,0.0059249506254114,0.0031884057971014,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,697,3,replacement_card_duration,337,1.0,0.3397740829221763,10,True,,purity_reached,5,0,0,5,5,0,0,0,5,0,0.3397740829221763,1.7128655503074697,False,True,0.0,0.5,0.0,1.0,0.0,0.0032916392363396,0.0,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,703,3,restaurant_reservation,350,1.0,0.6276499631812168,34,True,,purity_reached,24,7,0,32,25,7,0,1,24,0,0.6276499631812168,1.1472063052627028,False,False,0.2058823529411764,0.7352941176470589,0.0,0.96,0.0,0.0157998683344305,0.0020289855072463,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,710,3,rewards_balance,364,1.0,0.6450375217898978,75,True,,purity_reached,12,55,1,75,20,55,8,0,12,1,0.6450375217898978,1.3175136361286184,False,False,0.7333333333333333,0.2666666666666666,0.0181818181818181,0.6,0.027027027027027,0.0078999341672152,0.0159420289855072,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,713,3,rewards_balance,366,1.0,0.5179486947453888,16,True,,purity_reached,6,8,0,18,10,8,4,0,6,0,0.5179486947453888,1.1625088653093774,False,True,0.5,0.625,0.0,0.6,0.0,0.0039499670836076,0.0023188405797101,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,719,3,schedule_meeting,380,1.0,0.6316134925579107,10,True,,purity_reached,2,12,0,14,2,12,0,0,2,0,0.6316134925579107,1.3440913353521016,False,True,1.2,0.2,0.0,1.0,0.0,0.0013166556945358,0.0034782608695652,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,740,3,spending_history,408,1.0,0.5938273939550947,20,True,,purity_reached,5,6,0,13,7,6,2,0,5,0,0.5938273939550947,1.3891321273922903,False,False,0.3,0.35,0.0,0.7142857142857143,0.0,0.0032916392363396,0.0017391304347826,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,743,3,spending_history,411,1.0,0.6291075552377585,26,True,,purity_reached,9,49,0,66,17,49,8,0,9,0,0.6291075552377585,1.5184398019472352,False,False,1.8846153846153848,0.6538461538461539,0.0,0.5294117647058824,0.0,0.0059249506254114,0.0142028985507246,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,750,3,sync_device,415,1.0,0.6299544860790314,88,True,,purity_reached,23,27,0,57,30,27,7,0,23,0,0.6299544860790314,1.234880759305997,False,False,0.3068181818181818,0.3409090909090909,0.0,0.7666666666666667,0.0,0.0151415404871626,0.0078260869565217,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,757,3,text,432,1.0,0.5410053272504998,14,True,,purity_reached,0,11,0,11,0,11,0,0,0,0,0.5410053272504998,1.501253835062667,False,True,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0031884057971014,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,766,3,calculator,440,1.0,0.7547187144184427,11,True,,purity_reached,9,4,0,14,10,4,1,0,9,0,0.7547187144184427,1.118268368598465,False,True,0.3636363636363636,0.9090909090909092,0.0,0.9,0.0,0.0059249506254114,0.001159420289855,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,771,3,measurement_conversion,444,1.0,0.6447952275450965,16,True,,purity_reached,1,3,0,5,2,3,1,0,1,0,0.6447952275450965,1.5086610627929555,False,True,0.1875,0.125,0.0,0.5,0.0,0.0006583278472679,0.0008695652173913,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,779,3,traffic,461,1.0,0.7054456159010025,64,True,,purity_reached,18,26,0,56,30,26,12,0,18,0,0.7054456159010025,1.2059295304299276,False,False,0.40625,0.46875,0.0,0.6,0.0,0.0118499012508229,0.0075362318840579,Q4-large
clinc150,0.5,100,mogb_minilm,MOGB-Fair,781,3,traffic,464,1.0,0.6293392060720834,23,True,,purity_reached,4,3,0,7,4,3,0,0,4,0,0.6293392060720834,1.4208602695512589,False,False,0.1304347826086956,0.1739130434782608,0.0,1.0,0.0,0.0026333113890717,0.0008695652173913,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,783,3,translate,467,1.0,0.7043394830911229,32,True,,purity_reached,18,11,0,29,18,11,0,0,18,0,0.7043394830911229,1.323479581824229,False,False,0.34375,0.5625,0.0,1.0,0.0,0.0118499012508229,0.0031884057971014,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,792,3,travel_notification,479,1.0,0.5272990003176964,20,True,,purity_reached,1,7,0,8,1,7,0,0,1,0,0.5272990003176964,1.6908892605649162,False,False,0.35,0.05,0.0,1.0,0.0,0.0006583278472679,0.0020289855072463,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,803,3,update_playlist,501,1.0,0.5759766242071819,10,True,,purity_reached,0,1,0,1,0,1,0,0,0,0,0.5759766242071819,1.520371681501555,False,True,0.1,0.0,0.0,0.0,0.0,0.0,0.0002898550724637,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,821,3,thank_you,523,1.0,0.7198154370642916,11,True,,purity_reached,12,7,0,19,12,7,0,0,12,0,0.7198154370642916,1.245505072249862,False,True,0.6363636363636364,1.0909090909090908,0.0,1.0,0.0,0.0078999341672152,0.0020289855072463,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,823,4,account_blocked,524,1.0,0.4766715092101289,35,True,,purity_reached,5,2,0,11,9,2,4,0,5,0,0.4766715092101289,1.613277917261727,False,False,0.0571428571428571,0.2571428571428571,0.0,0.5555555555555556,0.0,0.0032916392363396,0.0005797101449275,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,827,4,calculator,540,1.0,0.7652967393335884,11,True,,purity_reached,1,26,0,27,1,26,0,0,1,0,0.7652967393335884,1.298090589312398,False,True,2.363636363636364,0.0909090909090909,0.0,1.0,0.0,0.0006583278472679,0.0075362318840579,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,833,4,change_language,552,1.0,0.6536925729709541,22,True,,purity_reached,12,4,0,19,15,4,3,0,12,0,0.6536925729709541,1.2200512077651473,False,False,0.1818181818181818,0.6818181818181818,0.0,0.8,0.0,0.0078999341672152,0.001159420289855,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,837,4,measurement_conversion,560,1.0,0.5227462525795605,10,True,,purity_reached,1,0,0,5,5,0,4,0,1,0,0.5227462525795605,0.8506661542154476,False,True,0.0,0.5,0.0,0.2,0.0,0.0006583278472679,0.0,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,839,4,change_volume,562,1.0,0.3654093551808818,21,True,,purity_reached,9,1,0,13,12,1,3,0,9,0,0.3654093551808818,1.2247657201318136,False,False,0.0476190476190476,0.5714285714285714,0.0,0.75,0.0,0.0059249506254114,0.0002898550724637,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,847,4,cancel_reservation,571,1.0,0.5097034820956348,45,True,,purity_reached,6,2,0,19,17,2,11,0,6,0,0.5097034820956348,0.8446088187100828,False,False,0.0444444444444444,0.3777777777777777,0.0,0.3529411764705882,0.0,0.0039499670836076,0.0005797101449275,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,853,4,restaurant_reservation,576,1.0,0.5792596726445511,21,True,,purity_reached,6,19,0,25,6,19,0,0,6,0,0.5792596726445511,1.42223978074773,False,False,0.9047619047619048,0.2857142857142857,0.0,1.0,0.0,0.0039499670836076,0.0055072463768115,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,866,4,current_location,590,1.0,0.5851149368038713,33,True,,purity_reached,13,9,0,29,20,9,6,1,13,0,0.5851149368038713,1.2573547442195332,False,False,0.2727272727272727,0.6060606060606061,0.0,0.65,0.0,0.0085582620144832,0.0026086956521739,Q3
clinc150,0.5,100,mogb_minilm,MOGB-Fair,872,4,share_location,596,1.0,0.6478894002463074,10,True,,purity_reached,20,10,0,30,20,10,0,0,20,0,0.6478894002463074,1.2909266652131657,False,True,1.0,2.0,0.0,1.0,0.0,0.0131665569453587,0.0028985507246376,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,889,4,flight_status,622,1.0,0.5698709548123841,22,True,,purity_reached,5,4,0,10,6,4,1,0,5,0,0.5698709548123841,1.3176112088707064,False,False,0.1818181818181818,0.2727272727272727,0.0,0.8333333333333334,0.0,0.0032916392363396,0.001159420289855,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,901,4,new_card,651,1.0,0.4545138777744948,11,True,,purity_reached,2,4,0,6,2,4,0,0,2,0,0.4545138777744948,1.8996754487964176,False,True,0.3636363636363636,0.1818181818181818,0.0,1.0,0.0,0.0013166556945358,0.001159420289855,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,903,4,new_card,652,1.0,0.4748187788190233,13,True,,purity_reached,10,24,0,38,14,24,4,0,10,0,0.4748187788190233,1.7610023043295595,False,True,1.8461538461538465,1.0769230769230769,0.0,0.7142857142857143,0.0,0.0065832784726793,0.0069565217391304,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,913,4,recipe,677,1.0,0.7335224165789653,18,True,,purity_reached,4,30,0,34,4,30,0,0,4,0,0.7335224165789653,1.2220217162387272,False,True,1.6666666666666667,0.2222222222222222,0.0,1.0,0.0,0.0026333113890717,0.008695652173913,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,917,4,repeat,687,1.0,0.5118710420305964,12,True,,purity_reached,3,0,0,3,3,0,0,0,3,0,0.5118710420305964,1.576891494699985,False,True,0.0,0.25,0.0,1.0,0.0,0.0019749835418038,0.0,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,936,4,shopping_list_update,730,1.0,0.5748599096080025,13,True,,purity_reached,29,6,0,35,29,6,0,0,29,0,0.5748599096080025,1.4602110148744,False,True,0.4615384615384615,2.230769230769231,0.0,1.0,0.0,0.0190915075707702,0.0017391304347826,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,941,4,todo_list_update,733,1.0,0.6587696512210299,13,True,,purity_reached,11,26,0,38,12,26,1,0,11,0,0.6587696512210299,1.3802668796972402,False,True,2.0,0.9230769230769232,0.0,0.9166666666666666,0.0,0.0072416063199473,0.0075362318840579,Q1-small
clinc150,0.5,100,mogb_minilm,MOGB-Fair,945,4,w2,755,1.0,0.4746801821825849,14,True,,purity_reached,4,2,0,7,5,2,1,0,4,0,0.4746801821825849,1.1951790011457428,False,True,0.1428571428571428,0.3571428571428571,0.0,0.8,0.0,0.0026333113890717,0.0005797101449275,Q2
clinc150,0.5,100,mogb_minilm,MOGB-Fair,947,4,tire_pressure,773,1.0,0.4407340664738936,20,True,,purity_reached,12,0,0,16,16,0,4,0,12,0,0.4407340664738936,1.16835118564152,False,False,0.0,0.8,0.0,0.75,0.0,0.0078999341672152,0.0,Q2
