dataset,true_label,MOGB-MiniLM__known_correct,MOGB-MiniLM__known_rejected,MOGB-MiniLM__known_wrong_intent,S2C-Frozen-K1__known_correct,S2C-Frozen-K1__known_rejected,S2C-Frozen-K1__known_wrong_intent,S2C-Trainable-K1__known_correct,S2C-Trainable-K1__known_rejected,S2C-Trainable-K1__known_wrong_intent,n_samples,mogb_minus_s2c_reject_gap_pp,mogb_minus_s2c_correct_gap_pp
clinc150,pto_used,0.4111111111111111,0.5888888888888889,0.0,0.6888888888888889,0.26666666666666666,0.044444444444444446,0.7888888888888889,0.2,0.011111111111111112,270,38.88888888888889,37.77777777777778
clinc150,recipe,0.18333333333333332,0.8166666666666667,0.0,0.7333333333333333,0.26666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,180,48.333333333333336,48.33333333333333
clinc150,redeem_rewards,0.1111111111111111,0.8888888888888888,0.0,0.7888888888888889,0.12222222222222222,0.08888888888888889,0.6888888888888889,0.2777777777777778,0.03333333333333333,270,61.11111111111111,57.77777777777777
clinc150,reminder,0.26666666666666666,0.7,0.03333333333333333,0.6666666666666666,0.3,0.03333333333333333,0.6666666666666666,0.3,0.03333333333333333,90,40.0,40.0
clinc150,reminder_update,0.05555555555555555,0.9444444444444444,0.0,0.7777777777777778,0.13333333333333333,0.08888888888888889,0.7666666666666667,0.17777777777777778,0.05555555555555555,270,76.66666666666666,71.11111111111111
clinc150,repeat,0.4444444444444444,0.5555555555555556,0.0,0.7333333333333333,0.26666666666666666,0.0,0.7444444444444445,0.25555555555555554,0.0,270,30.000000000000004,30.000000000000004
clinc150,replacement_card_duration,0.2222222222222222,0.7777777777777778,0.0,0.7666666666666667,0.2111111111111111,0.022222222222222223,0.6888888888888889,0.28888888888888886,0.022222222222222223,270,48.88888888888889,46.666666666666664
clinc150,report_fraud,0.16666666666666666,0.8333333333333334,0.0,0.4666666666666667,0.5333333333333333,0.0,0.5,0.5,0.0,90,33.333333333333336,33.333333333333336
clinc150,report_lost_card,0.6333333333333333,0.36666666666666664,0.0,0.8666666666666667,0.11666666666666667,0.016666666666666666,0.85,0.15,0.0,180,21.666666666666664,21.666666666666668
clinc150,reset_settings,0.5333333333333333,0.4666666666666667,0.0,0.7666666666666667,0.23333333333333334,0.0,0.7666666666666667,0.23333333333333334,0.0,90,23.333333333333332,23.33333333333334
clinc150,restaurant_reservation,0.1,0.8916666666666667,0.008333333333333333,0.65,0.30833333333333335,0.041666666666666664,0.7,0.2833333333333333,0.016666666666666666,360,60.83333333333334,60.0
clinc150,restaurant_reviews,0.23333333333333334,0.7666666666666667,0.0,0.6,0.4,0.0,0.5333333333333333,0.4666666666666667,0.0,90,30.000000000000004,30.0
clinc150,restaurant_suggestion,0.18333333333333332,0.8166666666666667,0.0,0.6333333333333333,0.36666666666666664,0.0,0.6166666666666667,0.38333333333333336,0.0,180,43.33333333333333,43.333333333333336
clinc150,rewards_balance,0.325,0.675,0.0,0.8,0.2,0.0,0.7916666666666666,0.20833333333333334,0.0,360,46.666666666666664,46.666666666666664
clinc150,roll_dice,0.36666666666666664,0.6333333333333333,0.0,0.7,0.3,0.0,0.7666666666666667,0.23333333333333334,0.0,90,40.0,40.00000000000001
clinc150,rollover_401k,0.43333333333333335,0.5666666666666667,0.0,0.8,0.2,0.0,0.8333333333333334,0.16666666666666666,0.0,90,40.0,40.0
clinc150,routing,0.3,0.7,0.0,0.6333333333333333,0.36666666666666664,0.0,0.6333333333333333,0.36666666666666664,0.0,90,33.33333333333333,33.33333333333333
clinc150,schedule_maintenance,0.1,0.9,0.0,0.5666666666666667,0.43333333333333335,0.0,0.5333333333333333,0.4666666666666667,0.0,90,43.333333333333336,43.333333333333336
clinc150,schedule_meeting,0.44166666666666665,0.5583333333333333,0.0,0.9333333333333333,0.06666666666666667,0.0,0.7666666666666667,0.23333333333333334,0.0,360,32.5,32.50000000000001
clinc150,share_location,0.21666666666666667,0.75,0.03333333333333333,0.8,0.16666666666666666,0.03333333333333333,0.85,0.11666666666666667,0.03333333333333333,360,63.33333333333333,63.33333333333333
clinc150,shopping_list,0.28888888888888886,0.6777777777777778,0.03333333333333333,0.5,0.18888888888888888,0.3111111111111111,0.5555555555555556,0.4,0.044444444444444446,270,27.77777777777778,26.66666666666667
clinc150,shopping_list_update,0.13333333333333333,0.8666666666666667,0.0,0.65,0.30833333333333335,0.041666666666666664,0.6083333333333333,0.375,0.016666666666666666,360,49.16666666666667,47.5
clinc150,smart_home,0.11666666666666667,0.8833333333333333,0.0,0.5666666666666667,0.43333333333333335,0.0,0.7,0.3,0.0,180,58.33333333333333,58.33333333333333
clinc150,spelling,0.26666666666666666,0.7333333333333333,0.0,0.9333333333333333,0.06666666666666667,0.0,0.8666666666666667,0.13333333333333333,0.0,270,60.0,60.00000000000001
clinc150,spending_history,0.35555555555555557,0.6444444444444445,0.0,0.8666666666666667,0.13333333333333333,0.0,0.7111111111111111,0.28888888888888886,0.0,270,35.555555555555564,35.55555555555556
clinc150,sync_device,0.275,0.725,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8166666666666667,0.18333333333333332,0.0,360,54.166666666666664,54.166666666666664
clinc150,taxes,0.5083333333333333,0.49166666666666664,0.0,0.9333333333333333,0.06666666666666667,0.0,0.9,0.1,0.0,360,39.16666666666666,39.16666666666667
clinc150,tell_joke,0.3333333333333333,0.6666666666666666,0.0,0.7,0.3,0.0,0.7166666666666667,0.2833333333333333,0.0,360,38.33333333333333,38.333333333333336
clinc150,text,0.14444444444444443,0.8555555555555555,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7,0.3,0.0,270,55.55555555555556,55.55555555555556
clinc150,thank_you,0.16666666666666666,0.8333333333333334,0.0,0.9,0.1,0.0,0.8333333333333334,0.16666666666666666,0.0,180,66.66666666666667,66.66666666666667
clinc150,time,0.23333333333333334,0.7666666666666667,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8,0.2,0.0,90,56.666666666666664,56.666666666666664
clinc150,timer,0.6166666666666667,0.38333333333333336,0.0,0.9333333333333333,0.06666666666666667,0.0,0.8166666666666667,0.15,0.03333333333333333,360,23.333333333333336,19.999999999999996
clinc150,timezone,0.4222222222222222,0.5777777777777777,0.0,0.7,0.3,0.0,0.7111111111111111,0.28888888888888886,0.0,270,28.888888888888886,28.888888888888893
clinc150,tire_change,0.5444444444444444,0.45555555555555555,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8111111111111111,0.18888888888888888,0.0,270,26.666666666666668,26.66666666666667
clinc150,tire_pressure,0.35,0.65,0.0,0.9,0.1,0.0,0.9,0.1,0.0,180,55.00000000000001,55.00000000000001
clinc150,todo_list,0.4,0.6,0.0,0.9333333333333333,0.06666666666666667,0.0,0.9333333333333333,0.06666666666666667,0.0,90,53.333333333333336,53.333333333333336
clinc150,todo_list_update,0.30833333333333335,0.6833333333333333,0.008333333333333333,0.6666666666666666,0.18333333333333332,0.15,0.6583333333333333,0.31666666666666665,0.025,360,36.66666666666667,35.0
clinc150,traffic,0.36666666666666664,0.6333333333333333,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8444444444444444,0.15555555555555556,0.0,270,47.77777777777777,47.77777777777778
clinc150,transactions,0.25,0.75,0.0,0.6333333333333333,0.2,0.16666666666666666,0.6666666666666666,0.21666666666666667,0.11666666666666667,180,53.333333333333336,41.666666666666664
clinc150,transfer,0.45555555555555555,0.5444444444444444,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7777777777777778,0.2222222222222222,0.0,270,32.22222222222222,32.22222222222222
clinc150,translate,0.05,0.95,0.0,0.575,0.4083333333333333,0.016666666666666666,0.5333333333333333,0.4666666666666667,0.0,360,48.33333333333333,48.333333333333336
clinc150,travel_alert,0.25833333333333336,0.7416666666666667,0.0,0.4666666666666667,0.5333333333333333,0.0,0.45,0.55,0.0,360,19.166666666666664,19.166666666666664
clinc150,travel_notification,0.08,0.92,0.0,0.8666666666666667,0.13333333333333333,0.0,0.6,0.4,0.0,450,52.0,52.0
clinc150,travel_suggestion,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,180,75.0,75.0
clinc150,uber,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8222222222222222,0.17777777777777778,0.0,270,32.22222222222222,32.22222222222222
clinc150,update_playlist,0.3,0.7,0.0,0.7555555555555555,0.2111111111111111,0.03333333333333333,0.6777777777777778,0.2777777777777778,0.044444444444444446,270,42.222222222222214,37.777777777777786
clinc150,user_name,0.18333333333333332,0.8,0.016666666666666666,0.6166666666666667,0.13333333333333333,0.25,0.6666666666666666,0.3,0.03333333333333333,180,50.0,48.33333333333333
clinc150,vaccines,0.34444444444444444,0.6555555555555556,0.0,0.5666666666666667,0.43333333333333335,0.0,0.5333333333333333,0.4666666666666667,0.0,270,18.88888888888889,18.88888888888889
clinc150,w2,0.6,0.4,0.0,0.8666666666666667,0.13333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,180,31.66666666666667,31.666666666666664
clinc150,what_are_your_hobbies,0.4444444444444444,0.5555555555555556,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6444444444444445,0.35555555555555557,0.0,270,20.0,20.000000000000007
clinc150,what_can_i_ask_you,0.32222222222222224,0.6777777777777778,0.0,0.7666666666666667,0.2222222222222222,0.011111111111111112,0.7222222222222222,0.2777777777777778,0.0,270,40.0,40.0
clinc150,what_is_your_name,0.06666666666666667,0.9111111111111111,0.022222222222222223,0.7444444444444445,0.16666666666666666,0.08888888888888889,0.8,0.2,0.0,270,71.1111111111111,73.33333333333334
clinc150,what_song,0.35555555555555557,0.6444444444444445,0.0,0.8,0.2,0.0,0.7888888888888889,0.2111111111111111,0.0,270,43.333333333333336,43.33333333333333
clinc150,where_are_you_from,0.2833333333333333,0.7166666666666667,0.0,0.7,0.275,0.025,0.7083333333333334,0.2916666666666667,0.0,360,42.5,42.50000000000001
clinc150,whisper_mode,0.6,0.4,0.0,0.9666666666666667,0.03333333333333333,0.0,0.8666666666666667,0.1111111111111111,0.022222222222222223,270,28.888888888888893,26.66666666666667
clinc150,who_do_you_work_for,0.23333333333333334,0.7666666666666667,0.0,0.6333333333333333,0.3,0.06666666666666667,0.5333333333333333,0.4666666666666667,0.0,90,30.000000000000004,30.0
clinc150,yes,0.23333333333333334,0.7666666666666667,0.0,0.6333333333333333,0.35,0.016666666666666666,0.6166666666666667,0.38333333333333336,0.0,180,38.333333333333336,38.333333333333336
stackoverflow,ajax,0.2911111111111111,0.7077777777777777,0.0011111111111111111,0.8166666666666667,0.09111111111111111,0.09222222222222222,0.7988888888888889,0.18222222222222223,0.01888888888888889,2700,52.55555555555556,50.77777777777778
stackoverflow,apache,0.26416666666666666,0.7325,0.0033333333333333335,0.8183333333333334,0.12916666666666668,0.0525,0.8158333333333333,0.17333333333333334,0.010833333333333334,3600,55.91666666666667,55.166666666666664
stackoverflow,bash,0.18333333333333332,0.8166666666666667,0.0,0.85,0.12,0.03,0.8166666666666667,0.15333333333333332,0.03,900,66.33333333333333,63.33333333333333
stackoverflow,cocoa,0.3,0.7,0.0,0.79,0.15333333333333332,0.056666666666666664,0.78,0.21666666666666667,0.0033333333333333335,900,48.33333333333333,48.00000000000001
stackoverflow,drupal,0.03666666666666667,0.95,0.013333333333333334,0.745,0.17833333333333334,0.07666666666666666,0.845,0.14833333333333334,0.006666666666666667,1800,80.16666666666666,80.83333333333333
stackoverflow,excel,0.24,0.76,0.0,0.8466666666666667,0.13083333333333333,0.0225,0.8383333333333334,0.15666666666666668,0.005,3600,60.33333333333333,59.833333333333336
stackoverflow,haskell,0.3566666666666667,0.6433333333333333,0.0,0.8133333333333334,0.18,0.006666666666666667,0.8,0.2,0.0,900,44.33333333333333,44.333333333333336
stackoverflow,hibernate,0.3811111111111111,0.6177777777777778,0.0011111111111111111,0.8833333333333333,0.09777777777777778,0.01888888888888889,0.8688888888888889,0.12444444444444444,0.006666666666666667,2700,49.33333333333333,48.77777777777778
stackoverflow,linq,0.3775,0.6225,0.0,0.8475,0.12,0.0325,0.8416666666666667,0.1525,0.005833333333333334,3600,47.00000000000001,46.416666666666664
stackoverflow,magento,0.016666666666666666,0.98,0.0033333333333333335,0.7933333333333333,0.14333333333333334,0.06333333333333334,0.84,0.15,0.01,900,83.0,82.33333333333333
stackoverflow,oracle,0.2708333333333333,0.7291666666666666,0.0,0.8383333333333334,0.14,0.021666666666666667,0.815,0.18333333333333332,0.0016666666666666668,3600,54.58333333333333,54.41666666666667
stackoverflow,osx,0.21,0.79,0.0,0.8388888888888889,0.12777777777777777,0.03333333333333333,0.8222222222222222,0.1622222222222222,0.015555555555555555,2700,62.77777777777778,61.22222222222222
stackoverflow,qt,0.4,0.6,0.0,0.915,0.06833333333333333,0.016666666666666666,0.9116666666666666,0.08,0.008333333333333333,1800,52.0,51.16666666666666
stackoverflow,scala,0.3825,0.6166666666666667,0.0008333333333333334,0.7941666666666667,0.17416666666666666,0.03166666666666667,0.8008333333333333,0.19416666666666665,0.005,3600,42.25000000000001,41.83333333333333
stackoverflow,sharepoint,0.0044444444444444444,0.9877777777777778,0.0077777777777777776,0.8011111111111111,0.14666666666666667,0.052222222222222225,0.8344444444444444,0.15666666666666668,0.008888888888888889,2700,83.11111111111111,83.0
stackoverflow,spring,0.3883333333333333,0.6116666666666667,0.0,0.8816666666666667,0.09333333333333334,0.025,0.8666666666666667,0.12666666666666668,0.006666666666666667,1800,48.5,47.833333333333336
stackoverflow,svn,0.38666666666666666,0.6133333333333333,0.0,0.8466666666666667,0.11083333333333334,0.0425,0.8308333333333333,0.1525,0.016666666666666666,3600,46.08333333333333,44.416666666666664
stackoverflow,visual-studio,0.26,0.735,0.005,0.8083333333333333,0.14,0.051666666666666666,0.7816666666666666,0.20166666666666666,0.016666666666666666,1800,53.333333333333336,52.166666666666664
stackoverflow,wordpress,0.04,0.9566666666666667,0.0033333333333333335,0.7483333333333333,0.13,0.12166666666666667,0.8466666666666667,0.14666666666666667,0.006666666666666667,1800,81.0,80.66666666666666
