dataset,seed,ball_id,support,purity,depth,radius,test_assigned_count,test_known_count,test_oos_count,known_reject_rate,oos_false_accept_rate,known_correct_rate
clinc150,87,322,16,1.0,2,0.7410212807869669,29,10,19,1.0,0.0,0.0
clinc150,87,330,55,1.0,2,0.7204683994699227,88,28,60,0.42857142857142855,0.0,0.5714285714285714
clinc150,87,342,72,1.0,2,0.4341956595945452,39,26,13,0.5769230769230769,0.0,0.4230769230769231
clinc150,87,343,11,1.0,2,0.5156928110601098,35,4,31,0.5,0.0,0.5
clinc150,87,346,27,1.0,2,0.5693588791003845,30,8,22,0.625,0.0,0.375
clinc150,87,365,82,1.0,2,0.6486708724156506,62,32,30,0.6875,0.0,0.3125
clinc150,87,372,98,1.0,2,0.7121911415091593,55,29,26,0.4482758620689655,0.0,0.5517241379310345
clinc150,87,377,47,1.0,2,0.6285881928748934,80,26,54,0.6923076923076923,0.0,0.3076923076923077
clinc150,87,378,10,1.0,2,0.5641603448664465,11,1,10,1.0,0.0,0.0
clinc150,87,392,94,1.0,2,0.6088770193417081,70,30,40,0.8,0.0,0.2
clinc150,87,398,47,1.0,2,0.6218993687974862,29,23,6,0.8695652173913043,0.0,0.13043478260869565
clinc150,87,408,16,1.0,2,0.5749628930451504,6,5,1,0.6,0.0,0.4
clinc150,87,426,22,1.0,2,0.6811919623801614,45,20,25,1.0,0.0,0.0
clinc150,87,436,26,1.0,2,0.7034789352330804,30,4,26,1.0,0.0,0.0
clinc150,87,448,54,1.0,2,0.5771521400833427,25,15,10,0.7333333333333333,0.0,0.26666666666666666
clinc150,87,455,83,1.0,2,0.5852383857716945,32,30,2,0.5333333333333333,0.0,0.4666666666666667
clinc150,87,459,74,1.0,2,0.7413372617450286,85,19,66,0.7894736842105263,0.0,0.21052631578947367
clinc150,87,474,100,1.0,2,0.5014480069479545,66,30,36,0.43333333333333335,0.0,0.5666666666666667
clinc150,87,477,22,1.0,2,0.7104715731569822,85,16,69,0.4375,0.057971014492753624,0.5625
clinc150,87,485,84,1.0,2,0.7147984875661826,93,30,63,0.6,0.0,0.4
clinc150,87,491,47,1.0,2,0.6459114249042841,26,11,15,0.36363636363636365,0.0,0.6363636363636364
clinc150,87,497,85,1.0,2,0.6965425430688912,116,29,87,0.4827586206896552,0.0,0.5172413793103449
clinc150,87,505,90,1.0,2,0.6588609167394718,85,30,55,0.7,0.0,0.3
clinc150,87,507,89,1.0,2,0.634648871929088,70,31,39,0.9032258064516129,0.0,0.0967741935483871
clinc150,87,516,91,1.0,2,0.6771625581453977,80,30,50,0.5333333333333333,0.0,0.4666666666666667
clinc150,87,521,11,1.0,2,0.5695512656845284,17,3,14,0.3333333333333333,0.0,0.6666666666666666
clinc150,87,523,63,1.0,2,0.6981206200934931,108,15,93,0.8,0.0,0.2
clinc150,87,530,93,1.0,2,0.6569400503753822,62,31,31,0.6451612903225806,0.0,0.3548387096774194
clinc150,87,537,90,1.0,2,0.7142501389375495,127,28,99,0.5714285714285714,0.0,0.42857142857142855
clinc150,87,549,31,1.0,3,0.6551359350835863,29,23,6,0.8260869565217391,0.0,0.17391304347826086
clinc150,87,564,10,1.0,3,0.6090825285489788,15,5,10,1.0,0.0,0.0
clinc150,87,566,26,1.0,3,0.8053919454540035,220,26,194,0.8076923076923077,0.0,0.19230769230769232
clinc150,87,573,21,1.0,3,0.3425538303444704,10,10,0,0.4,,0.6
clinc150,87,582,22,1.0,3,0.6827257042184048,27,10,17,1.0,0.0,0.0
clinc150,87,587,14,1.0,3,0.4730514075071341,13,8,5,0.875,0.0,0.125
clinc150,87,605,55,1.0,3,0.7472258911260814,52,31,21,0.6774193548387096,0.0,0.3225806451612903
clinc150,87,607,51,1.0,3,0.5519982513073768,37,17,20,0.8235294117647058,0.0,0.17647058823529413
clinc150,87,615,14,1.0,3,0.5001943322916624,22,14,8,0.8571428571428571,0.0,0.14285714285714285
clinc150,87,625,98,1.0,3,0.5885697090802527,60,31,29,0.41935483870967744,0.0,0.5806451612903226
clinc150,87,640,11,1.0,3,0.6166594953586628,20,16,4,0.75,0.0,0.25
clinc150,87,643,38,1.0,3,0.6186259206505188,24,12,12,0.5833333333333334,0.0,0.4166666666666667
clinc150,87,659,13,1.0,3,0.34075444489071144,7,2,5,0.5,0.0,0.5
clinc150,87,673,65,1.0,3,0.5074369648437402,34,23,11,0.6086956521739131,0.0,0.391304347826087
clinc150,87,678,57,1.0,3,0.7232288376983524,120,30,90,0.8,0.0,0.2
clinc150,87,682,89,1.0,3,0.592303633408446,76,30,46,0.6,0.0,0.4
clinc150,87,686,21,1.0,3,0.7299345163413123,142,43,99,0.9534883720930233,0.0,0.046511627906976744
clinc150,87,710,48,1.0,3,0.580468439474804,15,13,2,0.8461538461538461,0.0,0.15384615384615385
clinc150,87,712,29,1.0,3,0.65783671741407,62,21,41,0.8571428571428571,0.0,0.14285714285714285
clinc150,87,722,93,1.0,3,0.4576560163848456,60,31,29,0.3548387096774194,0.0,0.6451612903225806
clinc150,87,724,20,1.0,3,0.4722130181686294,4,3,1,0.6666666666666666,0.0,0.3333333333333333
clinc150,87,732,13,1.0,3,0.701988282699612,94,19,75,1.0,0.0,0.0
clinc150,87,734,94,1.0,3,0.627871638051236,49,30,19,0.5666666666666667,0.0,0.43333333333333335
clinc150,87,746,12,1.0,3,0.3945273155765532,18,13,5,0.8461538461538461,0.0,0.15384615384615385
clinc150,87,754,11,1.0,3,0.5820997123179489,34,1,33,1.0,0.0,0.0
clinc150,87,771,70,1.0,3,0.6488227941099265,72,25,47,0.24,0.10638297872340426,0.76
clinc150,87,773,26,1.0,3,0.5140734210065951,21,7,14,0.7142857142857143,0.0,0.2857142857142857
clinc150,87,779,23,1.0,3,0.4795362869637963,17,6,11,0.6666666666666666,0.0,0.3333333333333333
clinc150,87,783,25,1.0,3,0.6731372976873051,49,24,25,0.9583333333333334,0.04,0.041666666666666664
clinc150,87,794,13,1.0,3,0.5372177087447483,33,9,24,0.8888888888888888,0.0,0.1111111111111111
clinc150,87,803,16,1.0,3,0.6870314167850289,10,10,0,0.9,,0.1
clinc150,87,809,15,1.0,3,0.6207415554724106,33,16,17,0.6875,0.0,0.3125
clinc150,87,817,20,1.0,3,0.6774760560452281,21,7,14,0.8571428571428571,0.0,0.14285714285714285
clinc150,87,819,12,1.0,3,0.6057594622802688,26,10,16,0.9,0.0,0.1
clinc150,87,821,29,1.0,3,0.7381839176956473,55,16,39,0.9375,0.0,0.0625
clinc150,87,832,14,1.0,3,0.5958954232709326,27,13,14,0.9230769230769231,0.0,0.07692307692307693
clinc150,87,834,62,1.0,3,0.6517419000423355,61,14,47,0.5714285714285714,0.0,0.42857142857142855
clinc150,87,842,20,1.0,4,0.48610418268758987,14,12,2,0.4166666666666667,0.0,0.5833333333333334
clinc150,87,850,59,1.0,4,0.5747416363565987,29,24,5,0.375,0.0,0.625
clinc150,87,855,14,1.0,4,0.6099996923520731,23,11,12,1.0,0.0,0.0
clinc150,87,858,34,1.0,4,0.6892799367439812,41,26,15,0.5,0.06666666666666667,0.5
clinc150,87,860,12,1.0,4,0.45611349888599834,9,5,4,1.0,0.0,0.0
clinc150,87,878,77,1.0,4,0.6267265115645637,31,24,7,0.7083333333333334,0.0,0.2916666666666667
clinc150,87,882,12,1.0,4,0.4362399785620701,2,2,0,0.5,,0.5
clinc150,87,890,18,1.0,4,0.5551679688744068,38,20,18,0.7,0.0,0.3
clinc150,87,898,12,1.0,4,0.6638387398281628,20,6,14,0.8333333333333334,0.0,0.16666666666666666
clinc150,87,900,22,1.0,4,0.7051435878793488,61,8,53,0.875,0.0,0.125
clinc150,87,910,10,1.0,4,0.6907974180228091,23,14,9,1.0,0.0,0.0
clinc150,87,917,53,1.0,4,0.6121407984628192,63,28,35,0.8571428571428571,0.0,0.14285714285714285
clinc150,87,927,19,1.0,4,0.5741661680894828,11,9,2,0.8888888888888888,0.0,0.1111111111111111
clinc150,87,929,13,1.0,4,0.5545707990649221,4,3,1,1.0,0.0,0.0
clinc150,87,945,31,1.0,4,0.5547237911030473,17,12,5,0.4166666666666667,0.0,0.5833333333333334
clinc150,87,948,12,1.0,4,0.5176986292763069,27,8,19,0.625,0.0,0.375
clinc150,87,960,18,1.0,4,0.47511264182713003,10,9,1,0.5555555555555556,0.0,0.4444444444444444
clinc150,87,976,58,1.0,4,0.6644419447834192,73,40,33,0.75,0.0,0.25
clinc150,87,982,18,1.0,4,0.49462538973439746,7,5,2,0.4,0.0,0.6
clinc150,87,1008,16,1.0,4,0.662843380632544,53,17,36,0.47058823529411764,0.0,0.5294117647058824
clinc150,87,1037,10,1.0,5,0.5557389130579724,24,10,14,0.5,0.0,0.5
clinc150,87,1039,14,1.0,5,0.6017932413705889,15,5,10,0.8,0.0,0.2
clinc150,87,1041,14,1.0,5,0.3785357695006105,14,13,1,0.9230769230769231,0.0,0.07692307692307693
clinc150,87,1043,18,1.0,5,0.44848324226574654,6,5,1,0.6,0.0,0.4
clinc150,87,1045,30,1.0,5,0.4717686768315357,10,10,0,0.2,,0.8
clinc150,87,1051,20,1.0,5,0.5511780759887743,20,13,7,0.5384615384615384,0.0,0.46153846153846156
clinc150,87,1055,29,1.0,5,0.6659144440683213,33,30,3,0.6666666666666666,0.0,0.3333333333333333
clinc150,87,1065,22,1.0,5,0.6215474402986615,16,14,2,0.9285714285714286,0.0,0.07142857142857142
clinc150,87,1071,12,1.0,5,0.6465342929975596,24,20,4,1.0,0.0,0.0
clinc150,87,1073,38,1.0,5,0.6834318546656742,19,6,13,0.3333333333333333,0.0,0.6666666666666666
clinc150,87,1079,16,1.0,5,0.5368649738503979,11,9,2,0.5555555555555556,0.0,0.4444444444444444
clinc150,87,1085,16,1.0,5,0.4079011047657677,12,6,6,1.0,0.0,0.0
clinc150,87,1089,21,1.0,5,0.4325140095547485,57,21,36,0.7619047619047619,0.0,0.23809523809523808
clinc150,87,1095,10,1.0,5,0.6613909635073079,15,4,11,1.0,0.0,0.0
clinc150,87,1097,32,1.0,5,0.5675146383208345,28,10,18,0.5,0.0,0.5
clinc150,87,1101,46,1.0,5,0.4541733684073779,15,11,4,0.2727272727272727,0.0,0.7272727272727273
clinc150,87,1118,10,1.0,5,0.4685704348724946,8,5,3,1.0,0.0,0.0
clinc150,87,1122,93,1.0,5,0.5616229173156208,32,29,3,0.3103448275862069,0.0,0.6896551724137931
clinc150,87,1130,12,1.0,5,0.556770423422346,14,13,1,1.0,0.0,0.0
clinc150,87,1134,14,1.0,5,0.5304740832458362,32,13,19,0.9230769230769231,0.0,0.07692307692307693
clinc150,87,1136,21,1.0,6,0.48818660214015275,17,14,3,0.8571428571428571,0.0,0.14285714285714285
clinc150,87,1148,36,1.0,6,0.7075619324042425,34,21,13,0.9523809523809523,0.0,0.047619047619047616
clinc150,87,1150,19,1.0,6,0.6426495139769269,28,10,18,1.0,0.0,0.0
clinc150,87,1158,11,1.0,6,0.3171675369088828,16,15,1,0.9333333333333333,0.0,0.06666666666666667
clinc150,87,1178,21,1.0,6,0.6932016691012923,29,22,7,0.9090909090909091,0.0,0.09090909090909091
clinc150,87,1198,15,1.0,6,0.4184662817239152,4,3,1,0.3333333333333333,0.0,0.6666666666666666
clinc150,87,1210,12,1.0,6,0.502637455778261,5,5,0,1.0,,0.0
clinc150,87,1220,28,1.0,7,0.4894285817451558,14,12,2,0.6666666666666666,0.0,0.3333333333333333
clinc150,87,1248,29,1.0,7,0.45316036069072296,3,3,0,0.3333333333333333,,0.6666666666666666
clinc150,87,1302,20,1.0,13,0.4026214199335185,17,17,0,0.4117647058823529,,0.5882352941176471
banking77,13,39,110,1.0,2,0.5681393075856185,31,28,3,0.4642857142857143,0.0,0.5357142857142857
banking77,13,44,143,1.0,2,0.581918734498653,82,42,40,0.42857142857142855,0.025,0.5714285714285714
banking77,13,49,12,1.0,2,0.5505189554454663,32,22,10,0.8636363636363636,0.0,0.13636363636363635
banking77,13,56,44,1.0,2,0.4977783478544256,12,12,0,0.5833333333333334,,0.4166666666666667
banking77,13,86,19,1.0,2,0.5758294591151952,15,9,6,0.4444444444444444,0.0,0.5555555555555556
banking77,13,93,10,1.0,2,0.5458873501833931,45,16,29,0.875,0.0,0.125
banking77,13,142,54,1.0,2,0.4934532082712692,29,22,7,0.45454545454545453,0.0,0.5
banking77,13,146,91,1.0,2,0.6585942565891238,65,32,33,0.4375,0.0,0.5625
banking77,13,152,44,1.0,2,0.54597129748592,46,8,38,0.75,0.15789473684210525,0.25
banking77,13,157,14,1.0,2,0.43576113423821017,18,12,6,0.8333333333333334,0.16666666666666666,0.16666666666666666
banking77,13,167,12,1.0,2,0.3669500890161174,9,8,1,0.75,0.0,0.25
banking77,13,172,12,1.0,2,0.3935969706163394,22,15,7,0.7333333333333333,0.0,0.26666666666666666
banking77,13,173,70,1.0,2,0.5830526721651554,34,24,10,0.6666666666666666,0.0,0.3333333333333333
banking77,13,189,11,1.0,2,0.4550030562390674,21,7,14,0.2857142857142857,0.0,0.7142857142857143
banking77,13,195,25,1.0,2,0.5167877517652913,14,7,7,0.5714285714285714,0.0,0.42857142857142855
banking77,13,204,32,1.0,2,0.5930646562647582,67,23,44,0.782608695652174,0.09090909090909091,0.21739130434782608
banking77,13,206,12,1.0,2,0.32586122220422903,12,11,1,0.6363636363636364,0.0,0.36363636363636365
banking77,13,212,15,1.0,2,0.38627756541062996,19,8,11,0.5,0.0,0.5
banking77,13,227,10,1.0,2,0.3554383265620849,8,8,0,0.75,,0.25
banking77,13,245,11,1.0,2,0.2910841035008262,7,7,0,0.8571428571428571,,0.14285714285714285
banking77,13,260,27,1.0,2,0.3463072956838929,7,7,0,0.8571428571428571,,0.14285714285714285
banking77,13,262,20,1.0,2,0.4320091590010085,10,10,0,0.6,,0.4
banking77,13,264,19,1.0,2,0.5174333711577671,16,16,0,0.75,,0.25
banking77,13,272,41,1.0,2,0.49303236877224055,21,20,1,0.45,0.0,0.55
banking77,13,281,92,1.0,2,0.5540999001995324,50,40,10,0.475,0.0,0.525
banking77,13,288,89,1.0,2,0.5335975150450042,46,33,13,0.42424242424242425,0.0,0.5757575757575758
banking77,13,307,48,1.0,3,0.5026717596641045,51,22,29,0.6363636363636364,0.0,0.36363636363636365
banking77,13,309,36,1.0,3,0.49512515156869835,50,34,16,0.5588235294117647,0.0,0.4411764705882353
banking77,13,324,21,1.0,3,0.2861316715821624,9,7,2,1.0,0.0,0.0
banking77,13,334,26,1.0,3,0.6336881719318377,16,6,10,1.0,0.0,0.0
banking77,13,336,22,1.0,3,0.6114535716152883,80,16,64,0.75,0.0,0.25
banking77,13,342,33,1.0,3,0.47577834902168925,20,15,5,0.5333333333333333,0.0,0.4666666666666667
banking77,13,345,56,1.0,3,0.4992464207157164,32,27,5,0.5925925925925926,0.0,0.4074074074074074
banking77,13,349,28,1.0,3,0.46211893945087856,46,14,32,0.6428571428571429,0.03125,0.35714285714285715
banking77,13,355,45,1.0,3,0.4721267888616825,28,16,12,0.75,0.0,0.25
banking77,13,368,22,1.0,3,0.4283389332437262,81,21,60,0.5238095238095238,0.0,0.47619047619047616
banking77,13,370,17,1.0,3,0.4127336678009013,60,8,52,0.75,0.0,0.25
banking77,13,379,10,1.0,3,0.4110743806408153,88,18,70,0.9444444444444444,0.0,0.05555555555555555
banking77,13,384,17,1.0,3,0.4720254076563253,51,17,34,0.8235294117647058,0.0,0.17647058823529413
banking77,13,395,98,1.0,3,0.5370784718682632,107,38,69,0.631578947368421,0.0,0.3684210526315789
banking77,13,415,27,1.0,3,0.5178721181935545,48,22,26,0.7272727272727273,0.0,0.2727272727272727
banking77,13,417,36,1.0,3,0.44238948231594494,9,8,1,0.625,0.0,0.375
banking77,13,419,24,1.0,3,0.5016725086063616,78,34,44,0.9117647058823529,0.0,0.08823529411764706
banking77,13,455,19,1.0,3,0.4876747357999773,13,13,0,0.6153846153846154,,0.38461538461538464
banking77,13,459,10,1.0,3,0.23412466457283135,4,3,1,0.6666666666666666,0.0,0.3333333333333333
banking77,13,461,15,1.0,3,0.4130258907808946,9,9,0,0.7777777777777778,,0.2222222222222222
banking77,13,464,16,1.0,3,0.542411990330707,38,12,26,0.8333333333333334,0.0,0.16666666666666666
banking77,13,466,16,1.0,3,0.5144566644664348,23,8,15,0.625,0.0,0.375
banking77,13,475,28,1.0,3,0.5077593718525653,25,9,16,0.4444444444444444,0.0,0.5555555555555556
banking77,13,479,23,1.0,3,0.4147616421258839,7,6,1,0.16666666666666666,0.0,0.8333333333333334
banking77,13,488,18,1.0,3,0.5572781698564029,121,28,93,0.9642857142857143,0.0,0.03571428571428571
banking77,13,494,12,1.0,3,0.34459503844429706,4,4,0,1.0,,0.0
banking77,13,499,54,1.0,3,0.4232662354963923,30,18,12,0.5555555555555556,0.0,0.4444444444444444
banking77,13,502,10,1.0,3,0.4114894616870831,18,10,8,1.0,0.0,0.0
banking77,13,514,24,1.0,3,0.4033732675944807,11,8,3,0.625,0.0,0.375
banking77,13,523,15,1.0,3,0.5092351119633713,15,12,3,0.75,0.0,0.25
banking77,13,530,26,1.0,3,0.5293150499730206,59,37,22,0.8378378378378378,0.0,0.16216216216216217
banking77,13,539,31,1.0,3,0.5330776991341588,48,10,38,0.9,0.0,0.1
banking77,13,549,12,1.0,3,0.46548247658356706,19,8,11,0.625,0.0,0.375
banking77,13,550,11,1.0,3,0.38781046770610444,26,9,17,0.3333333333333333,0.0,0.6666666666666666
banking77,13,553,17,1.0,3,0.4574098177593452,38,11,27,0.8181818181818182,0.0,0.18181818181818182
banking77,13,557,57,1.0,3,0.5308052696353264,62,43,19,0.6046511627906976,0.0,0.3953488372093023
banking77,13,574,14,1.0,3,0.34778828794618244,11,9,2,0.7777777777777778,0.0,0.2222222222222222
banking77,13,594,11,1.0,3,0.38385083287435323,13,11,2,0.9090909090909091,0.0,0.09090909090909091
banking77,13,596,23,1.0,3,0.5408265726423537,16,11,5,0.6363636363636364,0.0,0.36363636363636365
banking77,13,621,13,1.0,4,0.42797192453110383,21,13,8,0.7692307692307693,0.0,0.23076923076923078
banking77,13,634,10,1.0,4,0.4883636643717457,13,7,6,0.7142857142857143,0.0,0.2857142857142857
banking77,13,636,12,1.0,4,0.4153778767875582,29,10,19,0.3,0.0,0.7
banking77,13,689,11,1.0,4,0.37441273160103256,10,10,0,1.0,,0.0
banking77,13,692,11,1.0,4,0.478923561634689,11,7,4,0.8571428571428571,0.0,0.14285714285714285
banking77,13,700,11,1.0,4,0.37472522458560426,7,7,0,0.7142857142857143,,0.2857142857142857
banking77,13,702,40,1.0,4,0.4995582759977273,19,18,1,0.6111111111111112,0.0,0.3888888888888889
banking77,13,706,31,1.0,4,0.46917667951590497,32,11,21,0.36363636363636365,0.0,0.6363636363636364
banking77,13,712,10,1.0,4,0.5097484467982822,11,8,3,0.875,0.0,0.125
banking77,13,714,16,1.0,4,0.47134004926268785,35,16,19,0.9375,0.0,0.0625
banking77,13,720,29,1.0,4,0.47069503262708523,25,25,0,0.56,,0.44
banking77,13,723,16,1.0,4,0.42919958342159126,20,5,15,0.8,0.0,0.2
banking77,13,728,12,1.0,4,0.3045294993768196,20,7,13,0.7142857142857143,0.0,0.2857142857142857
banking77,13,735,18,1.0,4,0.476994344906345,23,15,8,0.6,0.0,0.4
banking77,13,743,16,1.0,4,0.40967850387318866,15,2,13,1.0,0.0,0.0
banking77,13,747,14,1.0,4,0.3670978254977059,9,9,0,0.6666666666666666,,0.3333333333333333
banking77,13,758,10,1.0,4,0.502731524813194,46,7,39,0.8571428571428571,0.02564102564102564,0.14285714285714285
banking77,13,760,16,1.0,4,0.37780432737335423,11,11,0,0.9090909090909091,,0.09090909090909091
banking77,13,762,33,1.0,4,0.4404811170747956,56,19,37,0.5263157894736842,0.0,0.47368421052631576
banking77,13,773,20,1.0,4,0.4776696387019759,16,8,8,0.625,0.0,0.375
banking77,13,775,20,1.0,4,0.45530397743067574,24,22,2,0.7727272727272727,0.0,0.22727272727272727
banking77,13,781,17,1.0,4,0.46531599425662584,21,15,6,0.5333333333333333,0.16666666666666666,0.4666666666666667
banking77,13,786,14,1.0,4,0.29130541582928454,40,24,16,0.5833333333333334,0.0,0.4166666666666667
banking77,13,791,14,1.0,4,0.45879006196539157,7,4,3,0.25,0.0,0.75
banking77,13,821,22,1.0,5,0.5110600142111829,43,28,15,0.8571428571428571,0.0,0.10714285714285714
banking77,13,840,13,1.0,5,0.49450566240929344,16,6,10,0.6666666666666666,0.0,0.3333333333333333
banking77,13,844,34,1.0,5,0.3339249850818314,37,22,15,0.6363636363636364,0.0,0.36363636363636365
banking77,13,848,26,1.0,5,0.3768067621731932,18,15,3,0.7333333333333333,0.0,0.26666666666666666
banking77,13,871,51,1.0,5,0.4454113247023028,38,17,21,0.5882352941176471,0.0,0.4117647058823529
banking77,13,889,13,1.0,6,0.4380187227670477,57,26,31,0.6538461538461539,0.03225806451612903,0.34615384615384615
banking77,13,895,34,1.0,6,0.4286777512986531,34,8,26,0.75,0.0,0.25
banking77,13,903,12,1.0,6,0.45712210685150073,35,2,33,1.0,0.0,0.0
banking77,13,907,10,1.0,6,0.392363509882181,19,14,5,0.8571428571428571,0.0,0.14285714285714285
banking77,13,917,11,1.0,6,0.3786673834625555,7,6,1,0.8333333333333334,0.0,0.16666666666666666
banking77,13,933,17,1.0,6,0.3311931145750659,19,14,5,0.7857142857142857,0.0,0.21428571428571427
banking77,13,947,19,1.0,7,0.430632366346509,24,15,9,0.7333333333333333,0.0,0.26666666666666666
banking77,13,963,19,1.0,8,0.4179391296389029,10,8,2,0.5,0.0,0.5
banking77,42,18,44,1.0,1,0.5790416450882696,22,11,11,0.7272727272727273,0.0,0.2727272727272727
banking77,42,24,75,1.0,1,0.565474633254367,29,29,0,0.27586206896551724,,0.7241379310344828
banking77,42,59,20,1.0,2,0.5584611102722536,15,15,0,0.8666666666666667,,0.13333333333333333
banking77,42,89,48,1.0,2,0.5193206095552199,16,16,0,0.3125,,0.6875
banking77,42,94,51,1.0,2,0.4811551320496764,29,23,6,0.5217391304347826,0.0,0.4782608695652174
banking77,42,98,21,1.0,2,0.41752328341816874,15,8,7,0.875,0.0,0.125
banking77,42,119,16,1.0,2,0.3882132328049595,12,9,3,0.7777777777777778,0.0,0.2222222222222222
banking77,42,132,21,1.0,2,0.5054485213332165,39,9,30,0.5555555555555556,0.0,0.4444444444444444
banking77,42,136,51,1.0,2,0.47092099520471703,38,37,1,0.7567567567567568,0.0,0.24324324324324326
banking77,42,153,76,1.0,2,0.5777610954390878,74,24,50,0.5416666666666666,0.04,0.4583333333333333
banking77,42,157,82,1.0,2,0.6788726617340256,55,32,23,0.53125,0.0,0.46875
banking77,42,185,13,1.0,2,0.3441685108897143,4,4,0,0.75,,0.25
banking77,42,192,10,1.0,2,0.41658113186683216,29,22,7,0.7272727272727273,0.0,0.2727272727272727
banking77,42,201,38,1.0,2,0.48334610341231476,75,26,49,0.5769230769230769,0.0,0.4230769230769231
banking77,42,217,15,1.0,2,0.5497644153077048,27,9,18,0.7777777777777778,0.0,0.2222222222222222
banking77,42,229,53,1.0,2,0.4883534820564173,26,24,2,0.5416666666666666,0.0,0.4583333333333333
banking77,42,237,51,1.0,2,0.5159919592303094,53,22,31,0.6818181818181818,0.0,0.3181818181818182
banking77,42,249,11,1.0,2,0.5422370019815281,22,12,10,1.0,0.0,0.0
banking77,42,261,11,1.0,2,0.49146554134380993,113,12,101,0.75,0.0,0.25
banking77,42,277,11,1.0,2,0.3105676589320799,14,6,8,0.8333333333333334,0.0,0.16666666666666666
banking77,42,278,12,1.0,2,0.42185472460557066,10,6,4,0.8333333333333334,0.0,0.16666666666666666
banking77,42,307,13,1.0,2,0.5417855950768922,17,16,1,0.875,0.0,0.125
banking77,42,326,105,1.0,3,0.5553230327391332,56,32,24,0.375,0.0,0.625
banking77,42,334,23,1.0,3,0.50214390868106,21,19,2,0.10526315789473684,0.0,0.8947368421052632
banking77,42,340,79,1.0,3,0.5405725392426113,97,37,60,0.6756756756756757,0.0,0.32432432432432434
banking77,42,342,16,1.0,3,0.4290330710501792,26,12,14,0.8333333333333334,0.0,0.16666666666666666
banking77,42,344,77,1.0,3,0.5469775419519904,88,38,50,0.8947368421052632,0.0,0.10526315789473684
banking77,42,346,11,1.0,3,0.48955925777214143,17,8,9,0.625,0.0,0.375
banking77,42,376,13,1.0,3,0.45227810068074004,12,10,2,0.4,0.0,0.6
banking77,42,385,14,1.0,3,0.5063765791854498,29,9,20,0.7777777777777778,0.0,0.2222222222222222
banking77,42,393,15,1.0,3,0.3644467732055486,19,15,4,0.9333333333333333,0.0,0.06666666666666667
banking77,42,402,12,1.0,3,0.4296386201538969,18,17,1,0.9411764705882353,0.0,0.058823529411764705
banking77,42,411,25,1.0,3,0.46798504000266783,16,8,8,0.75,0.0,0.25
banking77,42,413,37,1.0,3,0.46010481502859135,47,34,13,0.5882352941176471,0.0,0.4117647058823529
banking77,42,421,17,1.0,3,0.5633883459373159,31,9,22,0.7777777777777778,0.0,0.2222222222222222
banking77,42,441,13,1.0,3,0.5829797500230678,42,9,33,0.6666666666666666,0.030303030303030304,0.3333333333333333
banking77,42,445,27,1.0,3,0.4039715906018106,20,17,3,0.5882352941176471,0.3333333333333333,0.4117647058823529
banking77,42,447,13,1.0,3,0.39095879807762973,9,8,1,0.875,0.0,0.125
banking77,42,449,72,1.0,3,0.4777438418476376,45,37,8,0.5675675675675675,0.125,0.43243243243243246
banking77,42,452,29,1.0,3,0.5044149619653827,80,20,60,0.65,0.03333333333333333,0.35
banking77,42,461,35,1.0,3,0.4988042635298006,21,18,3,0.8333333333333334,0.0,0.16666666666666666
banking77,42,467,42,1.0,3,0.43373515957294667,34,22,12,0.5454545454545454,0.0,0.45454545454545453
banking77,42,477,32,1.0,3,0.5490265737822044,42,33,9,0.8181818181818182,0.0,0.18181818181818182
banking77,42,512,13,1.0,3,0.44927980800116823,29,11,18,0.9090909090909091,0.0,0.09090909090909091
banking77,42,525,26,1.0,3,0.3623662040873445,19,19,0,0.3684210526315789,,0.631578947368421
banking77,42,526,16,1.0,3,0.2670717420621912,10,7,3,1.0,0.0,0.0
banking77,42,535,12,1.0,3,0.47559820518209567,26,8,18,0.625,0.0,0.375
banking77,42,539,18,1.0,3,0.4803332519332629,91,13,78,0.8461538461538461,0.02564102564102564,0.15384615384615385
banking77,42,559,20,1.0,3,0.45606081301644547,16,14,2,0.5714285714285714,0.0,0.42857142857142855
banking77,42,568,12,1.0,3,0.5225936233249688,35,5,30,0.8,0.0,0.2
banking77,42,577,24,1.0,3,0.525817307081161,77,10,67,0.9,0.0,0.1
banking77,42,589,17,1.0,3,0.5335461285218203,12,5,7,0.8,0.0,0.2
banking77,42,594,57,1.0,3,0.5155045116882312,64,35,29,0.5428571428571428,0.0,0.45714285714285713
banking77,42,616,18,1.0,3,0.49610233665803694,43,14,29,0.7142857142857143,0.0,0.2857142857142857
banking77,42,618,65,1.0,3,0.5056609115445756,34,32,2,0.5,0.0,0.5
banking77,42,631,105,1.0,4,0.47018566158982533,76,47,29,0.723404255319149,0.0,0.2765957446808511
banking77,42,637,16,1.0,4,0.5250320264966117,25,14,11,0.8571428571428571,0.0,0.14285714285714285
banking77,42,649,52,1.0,4,0.46681155961060716,59,15,44,0.4,0.0,0.6
banking77,42,662,35,1.0,4,0.5450857748819808,55,16,39,0.75,0.0,0.25
banking77,42,690,19,1.0,4,0.3940637149587884,10,10,0,0.7,,0.3
banking77,42,694,10,1.0,4,0.5939668856435236,9,4,5,1.0,0.0,0.0
banking77,42,700,32,1.0,4,0.4944381877171672,37,23,14,0.6086956521739131,0.0,0.391304347826087
banking77,42,710,11,1.0,4,0.29193400917805423,32,19,13,0.9473684210526315,0.0,0.05263157894736842
