dataset,kir,variant,reference,metric,n_pairs,mean_delta,median_delta,std_delta,ci95_low,ci95_high,wins,ties,losses,paired_t_p,wilcoxon_p,cohen_dz
clinc150,0.75,get_085,reference,effective_cluster_count,5,-40.4,-44.0,8.264381404557755,-46.0,-33.2,0,0,5,0.0003978103183529038,0.0625,-4.888448151451438
clinc150,0.75,get_090,reference,oos_f1,5,0.014494460639624118,0.01619550180261964,0.0030047733147350597,0.011786704357391597,0.016397683799902696,5,0,0,0.0004189532424751055,0.0625,4.823811689402646
clinc150,0.75,get_090,reference,f1_all,5,0.052569271714117606,0.0551243050741565,0.008762446015758901,0.044839877860391765,0.0581278358695179,5,0,0,0.0001785934094084121,0.0625,5.999383233810961
clinc150,0.75,get_090,reference,id_recall,5,0.04720238095238094,0.04761904761904756,0.007288932918054641,0.041130952380952365,0.05226190476190477,5,0,0,0.00013222949345740716,0.0625,6.475897292930346
clinc150,0.75,get_090,reference,false_accept_rate,5,0.0015384615384615391,0.002991452991452993,0.003386600471138283,-0.0012820512820512825,0.0038461538461538477,4,0,1,0.36717162537734543,0.4375,0.454279018612562
clinc150,0.75,get_090,reference,false_reject_rate,5,-0.04720238095238094,-0.04761904761904756,0.007288932918054641,-0.05226190476190477,-0.041130952380952365,0,0,5,0.00013222949345740716,0.0625,-6.475897292930346
clinc150,0.75,get_090,reference,effective_cluster_count,5,0.8,4.0,7.049822692805827,-5.0,6.0,3,0,2,0.8122019048079165,1.0,0.11347803127252841
clinc150,0.75,get_095,reference,oos_f1,5,0.006325514925634978,0.0066410511835302,0.002201348942600911,0.004397002916454684,0.007814730784955249,5,0,0,0.003016586292956963,0.0625,2.8734721711866964
clinc150,0.75,get_095,reference,f1_all,5,0.022880828807337716,0.02442900144571991,0.005243673850771782,0.01855657717782013,0.02629099783674469,5,0,0,0.0006180882306481075,0.0625,4.36351105322274
clinc150,0.75,get_095,reference,id_recall,5,0.019940476190476186,0.02172619047619051,0.00451361633574501,0.016309523809523774,0.023154761904761935,5,0,0,0.0005892049219372947,0.0625,4.417849171751733
clinc150,0.75,get_095,reference,false_accept_rate,5,0.0,0.00042735042735042757,0.002702801418947333,-0.002393162393162393,0.0019658119658119656,3,0,2,1.0,0.875,0.0
clinc150,0.75,get_095,reference,false_reject_rate,5,-0.019940476190476186,-0.02172619047619051,0.00451361633574501,-0.023154761904761935,-0.016309523809523774,0,0,5,0.0005892049219372947,0.0625,-4.417849171751733
clinc150,0.75,get_095,reference,effective_cluster_count,5,-9.2,-10.0,5.019960159204453,-13.2,-5.2,0,0,5,0.014877291562778497,0.0625,-1.8326838676460702
clinc150,0.75,select_085,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_085,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_085,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_085,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_085,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_085,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_095,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_095,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_095,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_095,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_095,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_095,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_100,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_100,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_100,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_100,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_100,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,select_100,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,min_get_10,reference,oos_f1,5,-0.001070202419777133,-7.818083346144977e-05,0.0017260351535376473,-0.0024516357785780095,0.00021858224043114216,2,0,3,0.2378832430266619,0.4375,-0.6200351236089644
clinc150,0.75,min_get_10,reference,f1_all,5,-0.005585901572213425,-0.004593046004853996,0.008569736565781194,-0.012260769272633842,0.0010889661282069917,2,0,3,0.21871302704451775,0.3125,-0.6518171859001863
clinc150,0.75,min_get_10,reference,id_recall,5,-0.004999999999999982,-0.004761904761904745,0.005229125165838008,-0.009047619047619037,-0.001011904761904714,1,0,4,0.09930068321372923,0.125,-0.956182887467505
clinc150,0.75,min_get_10,reference,false_accept_rate,5,-0.0011111111111111113,-0.0008547008547008551,0.0014044168141158105,-0.002307692307692308,-0.00017094017094017102,0,2,3,0.15160289612370315,0.25,-0.7911548052852402
clinc150,0.75,min_get_10,reference,false_reject_rate,5,0.004999999999999982,0.004761904761904745,0.005229125165838008,0.001011904761904714,0.009047619047619037,4,0,1,0.09930068321372923,0.125,0.956182887467505
clinc150,0.75,min_get_10,reference,effective_cluster_count,5,11.0,12.0,5.385164807134504,6.2,14.6,5,0,0,0.010280224568890673,0.0625,2.0426487199475707
clinc150,0.75,min_get_20,reference,oos_f1,5,0.003286965464384184,0.0029554568850015395,0.001345074196548691,0.0024353609576704517,0.004514139464192613,5,0,0,0.005454769897283679,0.0625,2.443705687625387
clinc150,0.75,min_get_20,reference,f1_all,5,0.010023832275899269,0.009984381007416332,0.00467578924742224,0.006202087758455266,0.01354663498321138,5,0,0,0.008688525624591228,0.0625,2.143773327984233
clinc150,0.75,min_get_20,reference,id_recall,5,0.008214285714285707,0.00863095238095235,0.005022624549935497,0.004404761904761889,0.012261904761904785,5,0,0,0.0216375841248569,0.0625,1.6354568478329121
clinc150,0.75,min_get_20,reference,false_accept_rate,5,-0.0015384615384615382,-0.001282051282051281,0.00212818796546816,-0.0034188034188034192,-0.00025641025641025587,1,0,4,0.18130341427595295,0.1875,-0.7228973960122487
clinc150,0.75,min_get_20,reference,false_reject_rate,5,-0.008214285714285707,-0.00863095238095235,0.005022624549935497,-0.012261904761904785,-0.004404761904761889,0,0,5,0.0216375841248569,0.0625,-1.6354568478329121
clinc150,0.75,min_get_20,reference,effective_cluster_count,5,0.4,3.0,7.602631123499284,-6.6,4.8,4,0,1,0.9120182119382281,0.5625,0.05261336417646565
clinc150,0.75,min_select_5,reference,oos_f1,5,0.0022289275775289052,0.0024179827146473265,0.0010622580104824983,0.0014156727650736166,0.003059954937748932,5,0,0,0.009364357183892193,0.0625,2.0982920867939447
clinc150,0.75,min_select_5,reference,f1_all,5,0.011326155852668607,0.010183857250045947,0.0030041094238389327,0.009175575945274905,0.013748645780976076,5,0,0,0.001084093684690811,0.0625,3.7702208058037323
clinc150,0.75,min_select_5,reference,id_recall,5,0.00791666666666666,0.0071428571428571175,0.00235852532811415,0.006369047619047619,0.009999999999999964,5,0,0,0.001686089406214916,0.0625,3.3566171930817195
clinc150,0.75,min_select_5,reference,false_accept_rate,5,0.0005982905982905984,0.0,0.0010726410596590716,-0.00017094017094017102,0.0015384615384615391,2,2,1,0.28035564339043145,0.5,0.557773351022717
clinc150,0.75,min_select_5,reference,false_reject_rate,5,-0.00791666666666666,-0.0071428571428571175,0.00235852532811415,-0.009999999999999964,-0.006369047619047619,0,0,5,0.001686089406214916,0.0625,-3.3566171930817195
clinc150,0.75,min_select_5,reference,effective_cluster_count,5,190.8,187.0,10.183319694480772,183.4,199.6,5,0,0,1.9400262174962764e-06,0.0625,18.73652263941111
clinc150,0.75,min_select_20,reference,oos_f1,5,-0.007690742226348824,-0.007429583402089546,0.001533180035636704,-0.008851282177778997,-0.006522882378338002,0,0,5,0.00035978357254257186,0.0625,-5.0162029556789705
clinc150,0.75,min_select_20,reference,f1_all,5,-0.03670951381053571,-0.03777334216227429,0.0040521865411983484,-0.03967189095591289,-0.03350417092346496,0,0,5,3.506157365931767e-05,0.0625,-9.059186549610237
clinc150,0.75,min_select_20,reference,id_recall,5,-0.026547619047619042,-0.025000000000000022,0.0034797254531104905,-0.02952380952380953,-0.02404761904761903,0,0,5,6.924767450723019e-05,0.0625,-7.629228054152491
clinc150,0.75,min_select_20,reference,false_accept_rate,5,-0.0012820512820512823,-0.00042735042735042757,0.001934911354302867,-0.002991452991452992,-0.00025641025641025646,0,1,4,0.2125736255377897,0.125,-0.6625891564490792
clinc150,0.75,min_select_20,reference,false_reject_rate,5,0.026547619047619042,0.025000000000000022,0.0034797254531104905,0.02404761904761903,0.02952380952380953,5,0,0,6.924767450723019e-05,0.0625,7.629228054152491
clinc150,0.75,min_select_20,reference,effective_cluster_count,5,-84.8,-84.0,3.1144823004794873,-87.2,-82.4,0,0,5,4.359037560551185e-07,0.0625,-27.22763908048047
clinc150,0.75,default_mean_std,reference,oos_f1,5,0.08541319418504904,0.08746255026887917,0.0035730181129845864,0.08263726438459806,0.08810052308524592,5,0,0,7.33228986635429e-07,0.0625,23.90505490992385
clinc150,0.75,default_mean_std,reference,f1_all,5,0.24808862433607545,0.24987250683271967,0.012391199405529968,0.2378842252895947,0.25722423250487225,5,0,0,1.4886549293049616e-06,0.0625,20.02135678854123
clinc150,0.75,default_mean_std,reference,id_recall,5,0.2647619047619048,0.2723214285714286,0.012055592129269363,0.25553571428571425,0.27375,5,0,0,1.0288304703292743e-06,0.0625,21.961750358084725
clinc150,0.75,default_mean_std,reference,false_accept_rate,5,0.020940170940170942,0.02094017094017094,0.005047440944879365,0.016837606837606836,0.02504273504273504,5,0,0,0.0007510326586428724,0.0625,4.148670815339558
clinc150,0.75,default_mean_std,reference,false_reject_rate,5,-0.2647619047619048,-0.27232142857142855,0.012055592129269344,-0.27375,-0.2555357142857143,0,0,5,1.028830470329271e-06,0.0625,-21.961750358084757
clinc150,0.75,default_mean_std,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
clinc150,0.75,default_mahalanobis_mean,reference,oos_f1,5,-0.009659943519268088,-0.008533077914433362,0.002640794336475867,-0.011897894970179656,-0.007879900701004038,0,0,5,0.0012166592281268663,0.0625,-3.65796888680065
clinc150,0.75,default_mahalanobis_mean,reference,f1_all,5,-0.04493243282118181,-0.04173696612990757,0.008164405573416621,-0.05227617438264309,-0.04044281495428402,0,0,5,0.00025048932517382255,0.0625,-5.503454283001597
clinc150,0.75,default_mahalanobis_mean,reference,id_recall,5,-0.036071428571428574,-0.03392857142857142,0.00613340796871184,-0.04148809523809527,-0.03214285714285714,0,0,5,0.00019311070599384907,0.0625,-5.881139613643607
clinc150,0.75,default_mahalanobis_mean,reference,false_accept_rate,5,-0.0034188034188034184,-0.0025641025641025645,0.0020044511794117224,-0.004957264957264958,-0.00188034188034188,0,0,5,0.018877626803619946,0.0625,-1.7056057308448829
clinc150,0.75,default_mahalanobis_mean,reference,false_reject_rate,5,0.036071428571428574,0.03392857142857142,0.00613340796871184,0.03214285714285714,0.04148809523809527,5,0,0,0.00019311070599384907,0.0625,5.881139613643607
clinc150,0.75,default_mahalanobis_mean,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,get_085,reference,oos_f1,5,-0.0017997379304606875,-0.0041071815884963225,0.004516799409146838,-0.005252047694632988,0.0016525718337116134,2,0,3,0.4232942584035194,0.3125,-0.39845425210074437
banking77,0.25,get_085,reference,f1_all,5,-0.03877303015253011,-0.0347555860034896,0.04626637729142059,-0.0715119094414689,-0.0016750383049614292,1,0,4,0.13422245039111141,0.1875,-0.8380390344441336
banking77,0.25,get_085,reference,id_recall,5,-0.017105263157894755,-0.017105263157894735,0.04156728683929292,-0.04763157894736843,0.01605263157894734,1,0,4,0.40956017327154076,0.3125,-0.4115078095913975
banking77,0.25,get_085,reference,false_accept_rate,5,-0.0010344827586206901,-0.0030172413793103474,0.0076476741780058186,-0.006810344827586208,0.004741379310344827,2,0,3,0.7773716485631105,1.0,-0.13526762967959474
banking77,0.25,get_085,reference,false_reject_rate,5,0.017105263157894755,0.017105263157894735,0.04156728683929292,-0.01605263157894734,0.04763157894736843,4,0,1,0.40956017327154076,0.3125,0.4115078095913975
banking77,0.25,get_085,reference,effective_cluster_count,5,-10.4,-8.0,5.594640292279746,-15.2,-6.4,0,0,5,0.014183314366590141,0.0625,-1.858922014048222
banking77,0.25,get_090,reference,oos_f1,5,0.004499397247060921,0.003734889621568316,0.0018971861049500562,0.0030703572962928584,0.005928437197828984,5,0,0,0.006074456463776885,0.0625,2.371616171613996
banking77,0.25,get_090,reference,f1_all,5,0.04587072518214439,0.040743349107316806,0.022108235416739078,0.031098956007387102,0.0647408958056924,5,0,0,0.009738011201710917,0.0625,2.0748252548194657
banking77,0.25,get_090,reference,id_recall,5,0.05552631578947367,0.051315789473684204,0.02428692180242525,0.03815789473684208,0.07552631578947369,5,0,0,0.00692336018794049,0.0625,2.28626403301257
banking77,0.25,get_090,reference,false_accept_rate,5,0.006120689655172413,0.006465517241379309,0.00423862750653087,0.0031034482758620675,0.009655172413793104,5,0,0,0.032007675818763355,0.0625,1.4440263141174035
banking77,0.25,get_090,reference,false_reject_rate,5,-0.05552631578947367,-0.051315789473684204,0.02428692180242525,-0.07552631578947369,-0.03815789473684208,0,0,5,0.00692336018794049,0.0625,-2.28626403301257
banking77,0.25,get_090,reference,effective_cluster_count,5,-1.4,-3.0,4.8270073544588685,-4.2,3.0,1,0,4,0.5519888793365793,0.625,-0.29003477666276456
banking77,0.25,get_095,reference,oos_f1,5,0.002062866137453634,0.0018081359167229083,0.0007913830750986067,0.0014460050498485756,0.0026797272250586924,5,0,0,0.004316371686032144,0.0625,2.6066594072619003
banking77,0.25,get_095,reference,f1_all,5,0.02055755081180919,0.01655759313611882,0.013585809997102734,0.012661100540739989,0.032639416093887805,5,0,0,0.027694799830053702,0.0625,1.5131634268544332
banking77,0.25,get_095,reference,id_recall,5,0.02315789473684209,0.019736842105263164,0.0126068837547405,0.014473684210526305,0.033947368421052615,5,0,0,0.014762401509897397,0.0625,1.8369245871831053
banking77,0.25,get_095,reference,false_accept_rate,5,0.002155172413793103,0.0017241379310344827,0.001998624675753383,0.0009482758620689653,0.003965517241379309,5,0,0,0.07345815024290202,0.0625,1.0783277320343847
banking77,0.25,get_095,reference,false_reject_rate,5,-0.02315789473684209,-0.019736842105263164,0.0126068837547405,-0.033947368421052615,-0.014473684210526305,0,0,5,0.014762401509897397,0.0625,-1.8369245871831053
banking77,0.25,get_095,reference,effective_cluster_count,5,-4.4,-5.0,2.701851217221259,-6.2,-2.0,0,1,4,0.02193620783250095,0.125,-1.6285130624347317
banking77,0.25,select_085,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_085,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_085,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_085,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_085,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_085,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_095,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_095,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_095,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_095,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_095,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_095,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_100,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_100,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_100,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_100,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_100,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,select_100,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,min_get_10,reference,oos_f1,5,0.0002871748401988228,0.0009249358771674654,0.0016881109720109889,-0.0010498218941590754,0.0015306873026014855,3,0,2,0.7229924199444795,1.0,0.1701160912761092
banking77,0.25,min_get_10,reference,f1_all,5,-0.0002734350235197969,0.0007613174195599814,0.013931946092471495,-0.011861860864906504,0.010361342678340435,3,0,2,0.9670985972371038,1.0,-0.01962647728500435
banking77,0.25,min_get_10,reference,id_recall,5,0.0005263157894736858,0.0052631578947368585,0.011972961227449855,-0.008947368421052659,0.008421052631578973,3,0,2,0.9264270382011774,0.75,0.043958698226385796
banking77,0.25,min_get_10,reference,false_accept_rate,5,-0.000431034482758621,-0.0004310344827586207,0.0019033967384327246,-0.0018103448275862077,0.0012068965517241365,1,0,4,0.6392322612758697,0.5,-0.22645540682891943
banking77,0.25,min_get_10,reference,false_reject_rate,5,-0.0005263157894736858,-0.0052631578947368585,0.011972961227449855,-0.008421052631578973,0.008947368421052659,2,0,3,0.9264270382011774,0.75,-0.043958698226385796
banking77,0.25,min_get_10,reference,effective_cluster_count,5,-1.0,-4.0,5.196152422706632,-4.8,3.4,2,0,3,0.6891264246050925,0.6875,-0.19245008972987526
banking77,0.25,min_get_20,reference,oos_f1,5,-0.0005039779226073237,-0.0006324699317573623,0.0007189486441689192,-0.0010375920025648578,5.786711116861909e-05,2,0,3,0.19207508614405827,0.3125,-0.7009929383619681
banking77,0.25,min_get_20,reference,f1_all,5,-0.00038017708145443585,0.0009915723038846913,0.005843036260653948,-0.005265022308895584,0.003879448890942072,3,0,2,0.891361230619461,1.0,-0.0650649875330205
banking77,0.25,min_get_20,reference,id_recall,5,0.002368421052631575,0.0026315789473684292,0.003651167611976734,-0.0005263157894736858,0.005263157894736836,3,0,2,0.22053734930465285,0.3125,0.6486749731408024
banking77,0.25,min_get_20,reference,false_accept_rate,5,0.0016379310344827585,0.002586206896551724,0.0017078976513930123,0.0003448275862068969,0.00293103448275862,3,1,1,0.09859229082966861,0.25,0.9590334837376309
banking77,0.25,min_get_20,reference,false_reject_rate,5,-0.002368421052631575,-0.0026315789473684292,0.003651167611976734,-0.005263157894736836,0.0005263157894736858,2,0,3,0.22053734930465285,0.3125,-0.6486749731408024
banking77,0.25,min_get_20,reference,effective_cluster_count,5,-1.4,-3.0,3.7815340802378077,-3.8,2.0,1,0,4,0.4542940034885134,0.5625,-0.3702201197435615
banking77,0.25,min_select_5,reference,oos_f1,5,0.0031022131586229797,0.0022385573206590292,0.0030339216695971474,0.0010449899904272585,0.005665095461753933,5,0,0,0.08419033910707172,0.0625,1.0225093118619968
banking77,0.25,min_select_5,reference,f1_all,5,0.026511391739346246,0.0209070401703515,0.024450953915769024,0.010245530715893425,0.04718202630535402,5,0,0,0.07241013072261451,0.0625,1.0842681979065198
banking77,0.25,min_select_5,reference,id_recall,5,0.026578947368421035,0.019736842105263164,0.022064498753952205,0.010263157894736818,0.045,5,0,0,0.05445587410502486,0.0625,1.2046023644049562
banking77,0.25,min_select_5,reference,false_accept_rate,5,0.0010344827586206897,0.0008620689655172396,0.0011645910419057156,0.0003448275862068959,0.00206896551724138,4,1,0,0.117954732342742,0.125,0.888279852237126
banking77,0.25,min_select_5,reference,false_reject_rate,5,-0.026578947368421035,-0.019736842105263164,0.022064498753952205,-0.045,-0.010263157894736818,0,0,5,0.05445587410502486,0.0625,-1.2046023644049562
banking77,0.25,min_select_5,reference,effective_cluster_count,5,31.6,30.0,4.827007354458868,28.2,35.4,5,0,0,0.0001267017501358602,0.0625,6.54649924467383
banking77,0.25,min_select_20,reference,oos_f1,5,-0.005474325756495313,-0.005765393666074092,0.0023089849593254134,-0.007258990601158355,-0.0036910471264405276,0,0,5,0.006081218308484222,0.0625,-2.3708797817785165
banking77,0.25,min_select_20,reference,f1_all,5,-0.0514554729653652,-0.056347719419373776,0.019816287527830465,-0.06590618496534431,-0.03446355652208175,0,0,5,0.00437749781408042,0.0625,-2.596625270656772
banking77,0.25,min_select_20,reference,id_recall,5,-0.041315789473684215,-0.044736842105263186,0.01304557321888993,-0.05105263157894737,-0.03052631578947369,0,0,5,0.0020987722415702803,0.0625,-3.1670351912064043
banking77,0.25,min_select_20,reference,false_accept_rate,5,-0.00017241379310344861,-0.00043103448275862155,0.0019179823673523273,-0.0014655172413793112,0.0015517241379310349,1,0,4,0.8504999999999998,0.5625,-0.08989331499509909
banking77,0.25,min_select_20,reference,false_reject_rate,5,0.041315789473684215,0.044736842105263186,0.01304557321888993,0.03052631578947369,0.05105263157894737,5,0,0,0.0020987722415702803,0.0625,3.1670351912064043
banking77,0.25,min_select_20,reference,effective_cluster_count,5,-17.8,-19.0,6.534523701081817,-22.6,-12.4,0,0,5,0.0036738070504641947,0.0625,-2.723993486633638
banking77,0.25,default_mean_std,reference,oos_f1,5,0.011257555258537555,0.009888914144461691,0.004951237211473962,0.007638446751786021,0.015488756132755155,5,0,0,0.007060401850416497,0.0625,2.2736852987874174
banking77,0.25,default_mean_std,reference,f1_all,5,0.15435089893561207,0.1479026561162078,0.013011880849555992,0.14505330638362385,0.16584850527722067,5,0,0,1.2006900914172845e-05,0.0625,11.862304974985921
banking77,0.25,default_mean_std,reference,id_recall,5,0.24973684210526312,0.25526315789473686,0.014722737611262504,0.2371052631578947,0.25999999999999995,5,0,0,2.8855276997661154e-06,0.0625,16.96266337819001
banking77,0.25,default_mean_std,reference,false_accept_rate,5,0.04629310344827586,0.04181034482758621,0.010923982006462973,0.03801724137931034,0.05491379310344828,5,0,0,0.0006919816136867089,0.0625,4.237749881031239
banking77,0.25,default_mean_std,reference,false_reject_rate,5,-0.24973684210526312,-0.2552631578947368,0.014722737611262486,-0.26,-0.23710526315789476,0,0,5,2.8855276997661057e-06,0.0625,-16.96266337819003
banking77,0.25,default_mean_std,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.25,default_mahalanobis_mean,reference,oos_f1,5,-0.0023776577252561104,-0.0017636757925583169,0.0016441346328226905,-0.0038965438999927437,-0.0013539123136391052,0,0,5,0.03186418525370631,0.0625,-1.4461453933210382
banking77,0.25,default_mahalanobis_mean,reference,f1_all,5,-0.02742024959599092,-0.025813689785304073,0.008755755702945957,-0.03492701006946075,-0.021150624918460804,0,0,5,0.002189015867935055,0.0625,-3.1316828068609905
banking77,0.25,default_mahalanobis_mean,reference,id_recall,5,-0.030789473684210544,-0.03421052631578947,0.006811673213444614,-0.03578947368421055,-0.025000000000000043,0,0,5,0.000539255021243841,0.0625,-4.520104344324605
banking77,0.25,default_mahalanobis_mean,reference,false_accept_rate,5,-0.00353448275862069,-0.0047413793103448275,0.002502228495465516,-0.005258620689655173,-0.0013793103448275868,1,0,4,0.034232591978302904,0.125,-1.412533973226587
banking77,0.25,default_mahalanobis_mean,reference,false_reject_rate,5,0.030789473684210544,0.03421052631578947,0.006811673213444614,0.025000000000000043,0.03578947368421055,5,0,0,0.000539255021243841,0.0625,4.520104344324605
banking77,0.25,default_mahalanobis_mean,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,get_085,reference,oos_f1,5,0.0013462228602968862,0.0058480749692699785,0.009086178370199594,-0.006852483871083992,0.00717110592374266,3,0,2,0.7570481423890488,0.8125,0.14816161486683582
banking77,0.5,get_085,reference,f1_all,5,-0.005276630035683749,0.015777332445001013,0.042605571855462286,-0.0441534985075096,0.019935402729615737,3,0,2,0.7955530600610357,0.8125,-0.12384835611606171
banking77,0.5,get_085,reference,id_recall,5,0.009473684210526278,0.02697368421052626,0.032863801242901954,-0.020000000000000018,0.030921052631578915,4,0,1,0.554295831972315,0.625,0.2882711023142048
banking77,0.5,get_085,reference,false_accept_rate,5,0.0028205128205128203,0.0025641025641025645,0.0026662351721904393,0.0010256410256410248,0.005000000000000001,4,1,0,0.07720235976561728,0.125,1.0578634810355587
banking77,0.5,get_085,reference,false_reject_rate,5,-0.009473684210526278,-0.02697368421052626,0.032863801242901954,-0.030921052631578915,0.020000000000000018,1,0,4,0.554295831972315,0.625,-0.2882711023142048
banking77,0.5,get_085,reference,effective_cluster_count,5,-22.4,-24.0,10.334408546211051,-29.6,-13.6,0,0,5,0.008359295048481331,0.0625,-2.1675163992053137
banking77,0.5,get_090,reference,oos_f1,5,0.01145102825445945,0.011533242794063092,0.0036642426043050776,0.008593931661025001,0.014182846657246007,5,0,0,0.0022064142253890194,0.0625,3.125073716736377
banking77,0.5,get_090,reference,f1_all,5,0.051212833023480855,0.04944652780752501,0.008118422164451302,0.04476803533013059,0.057657630716831124,5,0,0,0.0001466119565833833,0.0625,6.308224921799465
banking77,0.5,get_090,reference,id_recall,5,0.052763157894736845,0.050000000000000044,0.011864014819841945,0.04421052631578948,0.06263157894736844,5,0,0,0.0005742365096012682,0.0625,4.447327375762648
banking77,0.5,get_090,reference,false_accept_rate,5,0.007179487179487179,0.0038461538461538464,0.009326868005829131,0.000512820512820513,0.015384615384615382,4,0,1,0.16031635203634378,0.1875,0.7697639952661626
banking77,0.5,get_090,reference,false_reject_rate,5,-0.052763157894736845,-0.050000000000000044,0.011864014819841945,-0.06263157894736844,-0.04421052631578948,0,0,5,0.0005742365096012682,0.0625,-4.447327375762648
banking77,0.5,get_090,reference,effective_cluster_count,5,-4.6,-7.0,7.569676347110224,-9.8,1.4,1,0,4,0.24577325958227975,0.25,-0.607687804480053
banking77,0.5,get_095,reference,oos_f1,5,0.0066006719636319214,0.00666695660418426,0.002602474060524888,0.004535278304648727,0.008666065622615116,5,0,0,0.004768180337044071,0.0625,2.5363065337529798
banking77,0.5,get_095,reference,f1_all,5,0.02763545128374325,0.025975933906608795,0.009694697092343057,0.020342862189049793,0.03504704060410726,5,0,0,0.00310727631500534,0.0625,2.850573980859075
banking77,0.5,get_095,reference,id_recall,5,0.026578947368421035,0.024342105263157943,0.011170657422802722,0.0182894736842105,0.03486842105263157,5,0,0,0.006003957788450819,0.0625,2.379353905721367
