dataset,kir,variant,reference,metric,n_pairs,mean_delta,median_delta,std_delta,ci95_low,ci95_high,wins,ties,losses,paired_t_p,wilcoxon_p,cohen_dz
banking77,0.5,get_095,reference,false_accept_rate,5,0.0017948717948717947,0.001282051282051281,0.0032811497159153146,-0.0007692307692307692,0.004358974358974359,3,0,2,0.288392070493817,0.4375,0.5470252656151944
banking77,0.5,get_095,reference,false_reject_rate,5,-0.026578947368421035,-0.024342105263157943,0.011170657422802722,-0.03486842105263157,-0.0182894736842105,0,0,5,0.006003957788450819,0.0625,-2.379353905721367
banking77,0.5,get_095,reference,effective_cluster_count,5,-6.2,-6.0,2.280350850198276,-8.0,-4.4,0,0,5,0.0036992544979363097,0.0625,-2.7188798598517905
banking77,0.5,select_085,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_085,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_085,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_085,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_085,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_085,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_095,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_095,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_095,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_095,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_095,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_095,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_100,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_100,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_100,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_100,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_100,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,select_100,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,min_get_10,reference,oos_f1,5,0.0020562568016520453,0.0024743545664462907,0.0019407631028979324,0.0005283696387139658,0.0034885770235825618,4,0,1,0.07689335012912027,0.125,1.0595094262569493
banking77,0.5,min_get_10,reference,f1_all,5,0.010811136408651344,0.012703731114581118,0.009518454109775072,0.0030895707977930064,0.01772783139095565,4,0,1,0.06399831423630685,0.125,1.135808008734185
banking77,0.5,min_get_10,reference,id_recall,5,0.0094736842105263,0.007894736842105288,0.010113192475665665,0.0014473684210526416,0.017763157894736814,4,0,1,0.1042790151794848,0.125,0.9367649467091478
banking77,0.5,min_get_10,reference,false_accept_rate,5,0.0012820512820512823,0.0006410256410256414,0.00239849832485509,-0.00038461538461538413,0.0033333333333333327,3,0,2,0.2980148117312102,0.3125,0.534522483824849
banking77,0.5,min_get_10,reference,false_reject_rate,5,-0.0094736842105263,-0.007894736842105288,0.010113192475665665,-0.017763157894736814,-0.0014473684210526416,1,0,4,0.1042790151794848,0.125,-0.9367649467091478
banking77,0.5,min_get_10,reference,effective_cluster_count,5,3.8,3.0,2.949576240750525,1.6,6.2,4,1,0,0.04497813973962845,0.125,1.2883206568795398
banking77,0.5,min_get_20,reference,oos_f1,5,-0.00011706821228993914,-0.0011359139009102792,0.0031899384763492203,-0.0021865117769667595,0.0026694828999181963,2,0,3,0.9385397531152326,0.8125,-0.036699206946436115
banking77,0.5,min_get_20,reference,f1_all,5,0.0016040812722963426,-1.5136711547403259e-05,0.011178560452849418,-0.00661179702731558,0.011427207241944282,2,0,3,0.764375495444688,1.0,0.1434962291488491
banking77,0.5,min_get_20,reference,id_recall,5,0.002368421052631553,0.0006578947368420796,0.011438668805605012,-0.006184210526315815,0.011710526315789439,3,0,2,0.6674417861486539,0.8125,0.20705390573691698
banking77,0.5,min_get_20,reference,false_accept_rate,5,0.0016666666666666666,0.0,0.0035863078796665032,-0.0010256410256410252,0.004615384615384616,2,1,2,0.35741228312528217,0.625,0.4647305035120556
banking77,0.5,min_get_20,reference,false_reject_rate,5,-0.002368421052631553,-0.0006578947368420796,0.011438668805605012,-0.011710526315789439,0.006184210526315815,2,0,3,0.6674417861486539,0.8125,-0.20705390573691698
banking77,0.5,min_get_20,reference,effective_cluster_count,5,-8.0,-7.0,4.527692569068709,-11.4,-4.6,0,0,5,0.01680505781968434,0.0625,-1.7669044171975445
banking77,0.5,min_select_5,reference,oos_f1,5,0.008119368768142964,0.008985976407700158,0.0027477881858720883,0.005883767272959961,0.010119770552593254,5,0,0,0.0027194641823238266,0.0625,2.9548743276098093
banking77,0.5,min_select_5,reference,f1_all,5,0.03494167720357387,0.03755963621768277,0.00856713052644963,0.02820506843138937,0.04167828597575838,5,0,0,0.0008019465181022548,0.0625,4.078574161523172
banking77,0.5,min_select_5,reference,id_recall,5,0.03026315789473679,0.03355263157894728,0.009680223006290926,0.022499999999999944,0.03749999999999998,5,0,0,0.0022032068269474177,0.0625,3.126287263740675
banking77,0.5,min_select_5,reference,false_accept_rate,5,0.0007692307692307691,0.0006410256410256414,0.0005363205298295355,0.0003846153846153843,0.001153846153846154,4,1,0,0.03267792333680297,0.125,1.4342743312012725
banking77,0.5,min_select_5,reference,false_reject_rate,5,-0.03026315789473679,-0.03355263157894728,0.009680223006290926,-0.03749999999999998,-0.022499999999999944,0,0,5,0.0022032068269474177,0.0625,-3.126287263740675
banking77,0.5,min_select_5,reference,effective_cluster_count,5,83.0,86.0,12.864680330268607,71.6,92.2,5,0,0,0.00013418691921015868,0.0625,6.4517732169927156
banking77,0.5,min_select_20,reference,oos_f1,5,-0.01739476743123558,-0.017586766164176426,0.004737245164197118,-0.02098002591127337,-0.01367130323506871,0,0,5,0.001199135764535175,0.0625,-3.6719162357694226
banking77,0.5,min_select_20,reference,f1_all,5,-0.09070817434038884,-0.09567897354765759,0.024741912108918622,-0.10955884566863712,-0.07050755591825954,0,0,5,0.0012063112429627808,0.0625,-3.666174786373589
banking77,0.5,min_select_20,reference,id_recall,5,-0.06881578947368425,-0.07434210526315799,0.02058274968238049,-0.08381578947368425,-0.05381578947368426,0,0,5,0.001711461267619664,0.0625,-3.3433720244187213
banking77,0.5,min_select_20,reference,false_accept_rate,5,-0.002435897435897436,-0.0019230769230769227,0.002658518122221503,-0.004487179487179487,-0.00038461538461538456,1,0,4,0.10983704070007629,0.1875,-0.9162613621237831
banking77,0.5,min_select_20,reference,false_reject_rate,5,0.06881578947368425,0.07434210526315799,0.02058274968238049,0.05381578947368426,0.08381578947368425,5,0,0,0.001711461267619664,0.0625,3.3433720244187213
banking77,0.5,min_select_20,reference,effective_cluster_count,5,-51.8,-52.0,6.685805860178712,-57.0,-46.8,0,0,5,6.51511057302226e-05,0.0625,-7.747757126560565
banking77,0.5,default_mean_std,reference,oos_f1,5,0.04959621716984393,0.05052270282214688,0.003254025414829248,0.04705060326344559,0.05214183107624226,5,0,0,4.4219335155461835e-06,0.0625,15.241496561097524
banking77,0.5,default_mean_std,reference,f1_all,5,0.19618593801257656,0.19307215432810587,0.012305752432223038,0.1872625308703196,0.20544619217496735,5,0,0,3.6957075939457203e-06,0.0625,15.942620257730596
banking77,0.5,default_mean_std,reference,id_recall,5,0.23881578947368415,0.2421052631578947,0.011222843492915779,0.22907894736842102,0.24631578947368418,5,0,0,1.1670595059804664e-06,0.0625,21.279436857907925
banking77,0.5,default_mean_std,reference,false_accept_rate,5,0.045897435897435904,0.046153846153846156,0.010893664505768206,0.03666666666666667,0.054358974358974355,5,0,0,0.000707647705137692,0.0625,4.213222820762763
banking77,0.5,default_mean_std,reference,false_reject_rate,5,-0.2388157894736842,-0.2421052631578947,0.011222843492915788,-0.24631578947368418,-0.22907894736842102,0,0,5,1.1670595059804705e-06,0.0625,-21.279436857907914
banking77,0.5,default_mean_std,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.5,default_mahalanobis_mean,reference,oos_f1,5,-0.006310129904016937,-0.006627814558574863,0.0018475514956485352,-0.007762534151875467,-0.004857725656158407,0,0,5,0.0015789377534992143,0.0625,-3.41540136709528
banking77,0.5,default_mahalanobis_mean,reference,f1_all,5,-0.0353541159704006,-0.03252122705590099,0.004598128101540623,-0.0388940822151302,-0.03191980532865639,0,0,5,6.714961351301703e-05,0.0625,-7.688806224984259
banking77,0.5,default_mahalanobis_mean,reference,id_recall,5,-0.03144736842105265,-0.03092105263157896,0.0053730307866040414,-0.03565789473684211,-0.02723684210526318,0,0,5,0.00019680381225459912,0.0625,-5.852817463740715
banking77,0.5,default_mahalanobis_mean,reference,false_accept_rate,5,-0.004871794871794871,-0.004487179487179487,0.002923526731023431,-0.007435897435897435,-0.0028205128205128203,0,0,5,0.020364048805992935,0.0625,-1.666410236683355
banking77,0.5,default_mahalanobis_mean,reference,false_reject_rate,5,0.03144736842105265,0.03092105263157896,0.0053730307866040414,0.02723684210526318,0.03565789473684211,5,0,0,0.00019680381225459912,0.0625,5.852817463740715
banking77,0.5,default_mahalanobis_mean,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,get_085,reference,oos_f1,5,0.0007230084160002259,0.00014958550212579302,0.0029728329303498236,-0.0013514603527495117,0.003384861732428135,3,0,2,0.6154548509657567,0.8125,0.243205196167935
banking77,0.75,get_085,reference,f1_all,5,-0.006936631043425412,-0.011910303814249346,0.011034517115669579,-0.015386986999576312,0.0015137249127254893,2,0,3,0.23253941047791205,0.3125,-0.6286302310025911
banking77,0.75,get_085,reference,id_recall,5,0.004741379310344818,0.0004310344827586077,0.01155381478765535,-0.0040517241379310455,0.013879310344827566,3,0,2,0.41073870153008196,0.625,0.4103734911356494
banking77,0.75,get_085,reference,false_accept_rate,5,0.002631578947368421,0.0,0.007384850105474884,-0.0010526315789473688,0.009210526315789475,1,2,2,0.4701755447558238,1.0,0.3563483225498992
banking77,0.75,get_085,reference,false_reject_rate,5,-0.004741379310344818,-0.0004310344827586077,0.01155381478765535,-0.013879310344827566,0.0040517241379310455,2,0,3,0.41073870153008196,0.625,-0.4103734911356494
banking77,0.75,get_085,reference,effective_cluster_count,5,-27.2,-24.0,9.934787365615835,-35.8,-20.0,0,0,5,0.0036059038595192827,0.0625,-2.7378542689437757
banking77,0.75,get_090,reference,oos_f1,5,0.018129259561547408,0.015886290363515243,0.0046685940724854975,0.014794630378104568,0.022168108968600775,5,0,0,0.0009682302703087782,0.0625,3.883237497214152
banking77,0.75,get_090,reference,f1_all,5,0.06349309685252222,0.0648339584786713,0.012251947800911963,0.054231527345612394,0.07329024701843391,5,0,0,0.0003168590242931464,0.0625,5.182285942141883
banking77,0.75,get_090,reference,id_recall,5,0.05637931034482757,0.05431034482758623,0.008798806467002079,0.049999999999999975,0.06379310344827585,5,0,0,0.00013786488281900835,0.0625,6.407608867891952
banking77,0.75,get_090,reference,false_accept_rate,5,0.00631578947368421,0.003947368421052632,0.009368938483640999,-0.0002631578947368422,0.014210526315789474,3,1,1,0.20619471560689506,0.25,0.6741200707755891
banking77,0.75,get_090,reference,false_reject_rate,5,-0.05637931034482757,-0.05431034482758623,0.008798806467002079,-0.06379310344827585,-0.049999999999999975,0,0,5,0.00013786488281900835,0.0625,-6.407608867891952
banking77,0.75,get_090,reference,effective_cluster_count,5,6.0,9.0,9.246621004453464,-1.2,12.6,3,1,1,0.22041453616151416,0.25,0.6488856845230502
banking77,0.75,get_095,reference,oos_f1,5,0.007636808217340507,0.005641575280018407,0.003648750723907332,0.005096519141584599,0.010886059688804618,5,0,0,0.009447195454898511,0.0625,2.092992587107318
banking77,0.75,get_095,reference,f1_all,5,0.02592114578725315,0.022538058537455996,0.012910387617085024,0.015719533160612975,0.03612275841389333,5,0,0,0.010909828597271867,0.0625,2.0077744027569144
banking77,0.75,get_095,reference,id_recall,5,0.024137931034482717,0.022844827586206873,0.011917928071291805,0.014741379310344782,0.03353448275862066,5,0,0,0.010586926087549884,0.0625,2.0253462590218807
banking77,0.75,get_095,reference,false_accept_rate,5,0.0026315789473684206,0.0,0.007615682172888306,-0.003157894736842105,0.008684210526315789,2,1,2,0.48283849543969204,0.625,0.345547370232544
banking77,0.75,get_095,reference,false_reject_rate,5,-0.024137931034482717,-0.022844827586206873,0.011917928071291805,-0.03353448275862066,-0.014741379310344782,0,0,5,0.010586926087549884,0.0625,-2.0253462590218807
banking77,0.75,get_095,reference,effective_cluster_count,5,-7.8,-7.0,4.658325879540846,-11.8,-4.2,0,0,5,0.020049169412116628,0.0625,-1.6744212838902583
banking77,0.75,select_085,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_085,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_085,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_085,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_085,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_085,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_095,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_095,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_095,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_095,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_095,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_095,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_100,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_100,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_100,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_100,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_100,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,select_100,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,min_get_10,reference,oos_f1,5,0.0019083911259148544,0.00024351702648051088,0.004227312781889442,-0.0007415103534499145,0.005764993898425242,3,0,2,0.3698598314307544,0.625,0.4514430855674415
banking77,0.75,min_get_10,reference,f1_all,5,0.00896817513778445,0.0047886324088015075,0.012610740686418891,0.001139732967966689,0.020640924753608448,4,0,1,0.18699849141645414,0.125,0.7111537189439401
banking77,0.75,min_get_10,reference,id_recall,5,0.006551724137931014,0.004741379310344795,0.010138019000322074,-0.0004310344827586299,0.015689655172413764,4,0,1,0.22195400379613386,0.1875,0.6462528959279789
banking77,0.75,min_get_10,reference,false_accept_rate,5,0.0010526315789473684,0.0,0.004870198821926776,-0.0026315789473684214,0.004736842105263158,2,1,2,0.6541475396789265,0.75,0.21613729078331967
banking77,0.75,min_get_10,reference,false_reject_rate,5,-0.006551724137931014,-0.004741379310344795,0.010138019000322074,-0.015689655172413764,0.0004310344827586299,1,0,4,0.22195400379613386,0.1875,-0.6462528959279789
banking77,0.75,min_get_10,reference,effective_cluster_count,5,6.6,8.0,3.9115214431215892,3.6,9.6,5,0,0,0.019554212720304612,0.0625,1.687322975464215
banking77,0.75,min_get_20,reference,oos_f1,5,0.002204173548857535,0.0034192545407535357,0.0052106645335843835,-0.0020728085894964666,0.00604615563030555,3,0,2,0.39776743997326247,0.4375,0.4230119852565711
banking77,0.75,min_get_20,reference,f1_all,5,0.009689404399750922,0.008529538877230847,0.01506640239331649,-0.002086881273600949,0.021465690073102794,3,0,2,0.2238039063462652,0.3125,0.6431133423098521
banking77,0.75,min_get_20,reference,id_recall,5,0.008103448275862046,0.00948275862068959,0.01298623276317311,-0.0024137931034482916,0.01775862068965517,4,0,1,0.23540131526407246,0.3125,0.6240030056170051
banking77,0.75,min_get_20,reference,false_accept_rate,5,0.0018421052631578945,0.002631578947368421,0.002564945880212885,-0.0002631578947368422,0.00368421052631579,3,1,1,0.18356686005527673,0.25,0.7181848464596078
banking77,0.75,min_get_20,reference,false_reject_rate,5,-0.008103448275862046,-0.00948275862068959,0.01298623276317311,-0.01775862068965517,0.0024137931034482916,1,0,4,0.23540131526407246,0.3125,-0.6240030056170051
banking77,0.75,min_get_20,reference,effective_cluster_count,5,-10.8,-7.0,8.258329128825032,-18.2,-5.8,0,0,5,0.04305965227504488,0.0625,-1.3077705951805034
banking77,0.75,min_select_5,reference,oos_f1,5,0.01354472774734794,0.012702350485972846,0.001887300262889761,0.012110465178652208,0.015055438678530065,5,0,0,8.817275567094671e-05,0.0625,7.176774153895776
banking77,0.75,min_select_5,reference,f1_all,5,0.049064781211263196,0.051797035793555934,0.0065997818987237325,0.04399492218936144,0.05413464023316496,5,0,0,7.670876015755698e-05,0.0625,7.434303430655997
banking77,0.75,min_select_5,reference,id_recall,5,0.03905172413793103,0.040086206896551735,0.006295169712743814,0.03405172413793105,0.044051724137931014,5,0,0,0.00015659604178378268,0.0625,6.203442626634118
banking77,0.75,min_select_5,reference,false_accept_rate,5,0.0013157894736842105,0.0013157894736842111,0.0020804458290581444,-0.0002631578947368422,0.0028947368421052633,3,1,1,0.23019964108049878,0.375,0.6324555320336758
banking77,0.75,min_select_5,reference,false_reject_rate,5,-0.03905172413793103,-0.040086206896551735,0.006295169712743814,-0.044051724137931014,-0.03405172413793105,0,0,5,0.00015659604178378268,0.0625,-6.203442626634118
banking77,0.75,min_select_5,reference,effective_cluster_count,5,153.4,152.0,9.555103348473002,146.2,160.4,5,0,0,3.59424769821131e-06,0.0625,16.05424812328323
banking77,0.75,min_select_20,reference,oos_f1,5,-0.02355343801398687,-0.022237401811250335,0.003944646569432065,-0.026852008210783762,-0.020605794273953194,0,0,5,0.00018195200144376198,0.0625,-5.9709881733151065
banking77,0.75,min_select_20,reference,f1_all,5,-0.10256053900140016,-0.099415868887897,0.015316661005275251,-0.11430412774982238,-0.09088016299990406,0,0,5,0.00011591528882341565,0.0625,-6.696011550172523
banking77,0.75,min_select_20,reference,id_recall,5,-0.07155172413793105,-0.06810344827586201,0.009862121714351356,-0.07956896551724142,-0.06431034482758621,0,0,5,8.446772641883213e-05,0.0625,-7.25520594962938
banking77,0.75,min_select_20,reference,false_accept_rate,5,-0.0005263157894736841,0.0,0.002390250279550651,-0.002631578947368421,0.0013157894736842105,1,2,2,0.648261294967307,0.75,-0.2201927530252721
banking77,0.75,min_select_20,reference,false_reject_rate,5,0.07155172413793105,0.06810344827586201,0.009862121714351356,0.06431034482758621,0.07956896551724142,5,0,0,8.446772641883213e-05,0.0625,7.25520594962938
banking77,0.75,min_select_20,reference,effective_cluster_count,5,-81.6,-81.0,8.763560920082659,-89.2,-75.2,0,0,5,3.14429666332823e-05,0.0625,-9.311283477587821
banking77,0.75,default_mean_std,reference,oos_f1,5,0.07087823270124044,0.07023841742470666,0.00509375820550017,0.06694316561811743,0.07481329978436345,5,0,0,6.358112695081129e-06,0.0625,13.914722655014739
banking77,0.75,default_mean_std,reference,f1_all,5,0.2067444008711099,0.20185121196169759,0.01500255869541322,0.19608046652399064,0.21953818652656493,5,0,0,6.60837210515279e-06,0.0625,13.78060936594226
banking77,0.75,default_mean_std,reference,id_recall,5,0.2251724137931034,0.221551724137931,0.018043311447472364,0.21103448275862066,0.23931034482758617,5,0,0,9.81084640290823e-06,0.0625,12.479550355743994
banking77,0.75,default_mean_std,reference,false_accept_rate,5,0.05552631578947369,0.06578947368421052,0.027825136606076425,0.03342105263157895,0.0763157894736842,5,0,0,0.011141611366146482,0.0625,1.995545127974247
banking77,0.75,default_mean_std,reference,false_reject_rate,5,-0.2251724137931034,-0.221551724137931,0.018043311447472375,-0.23931034482758617,-0.21103448275862066,0,0,5,9.810846402908264e-06,0.0625,-12.479550355743985
banking77,0.75,default_mean_std,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
banking77,0.75,default_mahalanobis_mean,reference,oos_f1,5,-0.010152663466975066,-0.009403876541577205,0.00317663285325918,-0.01264791202214085,-0.0076574149118092795,0,0,5,0.002028126146952815,0.0625,-3.1960456042499774
banking77,0.75,default_mahalanobis_mean,reference,f1_all,5,-0.0392815440958436,-0.03803343305012563,0.008899825824146505,-0.046202134545009724,-0.032463465173787155,0,0,5,0.0005913281985554628,0.0625,-4.413743018348419
banking77,0.75,default_mahalanobis_mean,reference,id_recall,5,-0.032241379310344834,-0.03146551724137936,0.006204501453602278,-0.03715517241379311,-0.02732758620689655,0,0,5,0.0003135009142420609,0.0625,-5.196449634422404
banking77,0.75,default_mahalanobis_mean,reference,false_accept_rate,5,-0.0023684210526315795,-0.003947368421052632,0.003141404312187716,-0.0044736842105263155,0.00026315789473684194,1,0,4,0.1671033157325978,0.1875,-0.7539370349250522
banking77,0.75,default_mahalanobis_mean,reference,false_reject_rate,5,0.032241379310344834,0.03146551724137936,0.006204501453602278,0.02732758620689655,0.03715517241379311,5,0,0,0.0003135009142420609,0.0625,5.196449634422404
banking77,0.75,default_mahalanobis_mean,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,get_085,reference,oos_f1,5,-0.0011853874315184588,0.00248216560509551,0.012575296453914553,-0.011025121748456268,0.008623328803913788,3,0,2,0.8433621699699578,0.8125,-0.09426317986718002
stackoverflow,0.25,get_085,reference,f1_all,5,-0.04021214237259785,-0.004468761573323654,0.11980257346194173,-0.1333932749038608,0.04805877921304984,2,0,3,0.49466595207454706,0.625,-0.3356534105285496
stackoverflow,0.25,get_085,reference,id_recall,5,-0.007200000000000007,0.026000000000000023,0.11279223771558432,-0.09533333333333331,0.07599999999999998,3,0,2,0.893398805146407,0.875,-0.06383417995620806
stackoverflow,0.25,get_085,reference,false_accept_rate,5,0.0010222222222222225,0.002,0.008701638840960852,-0.006622222222222221,0.006933333333333333,4,0,1,0.8057707040546783,0.625,0.11747467815032263
stackoverflow,0.25,get_085,reference,false_reject_rate,5,0.007200000000000007,-0.026000000000000023,0.11279223771558432,-0.07599999999999998,0.09533333333333331,2,0,3,0.893398805146407,0.875,0.06383417995620806
stackoverflow,0.25,get_085,reference,effective_cluster_count,5,-20.4,-21.0,10.784247771634329,-29.0,-11.8,0,0,5,0.013371623704744215,0.0625,-1.8916479324276898
stackoverflow,0.25,get_090,reference,oos_f1,5,0.014810793823103774,0.016510574233504216,0.005100504599993554,0.010918963677125216,0.018702623969082333,5,0,0,0.0029014654126670613,0.0625,2.9037899158296008
stackoverflow,0.25,get_090,reference,f1_all,5,0.10479825865678723,0.11486967841544765,0.024582713814281804,0.08573499098438728,0.12351931985292204,5,0,0,0.0006762471946479263,0.0625,4.263087446264889
stackoverflow,0.25,get_090,reference,id_recall,5,0.12786666666666666,0.1353333333333333,0.025514266161851044,0.10813333333333333,0.1476,5,0,0,0.0003610799873904565,0.0625,5.011575322430908
stackoverflow,0.25,get_090,reference,false_accept_rate,5,0.0054666666666666665,0.004888888888888889,0.003939668470102654,0.002711111111111111,0.008977777777777777,5,0,0,0.03612439579700229,0.0625,1.3875956081462417
stackoverflow,0.25,get_090,reference,false_reject_rate,5,-0.12786666666666666,-0.1353333333333333,0.025514266161851033,-0.1476,-0.10813333333333335,0,0,5,0.00036107998739045585,0.0625,-5.01157532243091
stackoverflow,0.25,get_090,reference,effective_cluster_count,5,-12.4,-9.0,6.148170459575759,-17.6,-8.2,0,0,5,0.010741400438634101,0.0625,-2.016860150760302
stackoverflow,0.25,get_095,reference,oos_f1,5,0.009666295606071306,0.010002540857539932,0.004889320952023426,0.005503740334955843,0.013109706476140936,5,0,0,0.01150414662070725,0.0625,1.9770221061210858
stackoverflow,0.25,get_095,reference,f1_all,5,0.06422367961080358,0.06449695662384858,0.030899577177544216,0.03811939725041513,0.08609989485502749,5,0,0,0.009678891683599006,0.0625,2.0784646741858053
stackoverflow,0.25,get_095,reference,id_recall,5,0.0744,0.07266666666666666,0.032302734662357425,0.047733333333333315,0.09773333333333334,5,0,0,0.0067438246849759395,0.0625,2.3032105726546668
stackoverflow,0.25,get_095,reference,false_accept_rate,5,0.0008888888888888893,0.000666666666666667,0.0011967032904743342,-4.4444444444444e-05,0.0018222222222222223,3,0,2,0.17206812494905716,0.3125,0.7427813527082078
stackoverflow,0.25,get_095,reference,false_reject_rate,5,-0.0744,-0.07266666666666666,0.032302734662357425,-0.09773333333333334,-0.047733333333333315,0,0,5,0.0067438246849759395,0.0625,-2.3032105726546668
stackoverflow,0.25,get_095,reference,effective_cluster_count,5,-10.2,-7.0,6.978538528947161,-16.0,-5.0,0,0,5,0.030838784463838115,0.0625,-1.4616240861449903
stackoverflow,0.25,select_085,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_085,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_085,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_085,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_085,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_085,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_095,reference,oos_f1,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_095,reference,f1_all,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_095,reference,id_recall,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_095,reference,false_accept_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_095,reference,false_reject_rate,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,select_095,reference,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
