dataset,kir,k,planned_seeds,complete_seeds,missing_or_invalid_seeds,mean_oos_f1,std_oos_f1,mean_oos_precision,std_oos_precision,mean_oos_recall,std_oos_recall,mean_f1_all,std_f1_all,mean_f1_u,std_f1_u,mean_f1_k,std_f1_k,mean_accuracy,std_accuracy,mean_id_recall,std_id_recall,mean_auroc,std_auroc,mean_aupr_oos,std_aupr_oos,mean_fpr95,std_fpr95,mean_false_accept_rate,std_false_accept_rate,mean_false_reject_rate,std_false_reject_rate,mean_effective_cluster_count,std_effective_cluster_count,mean_minimum_cluster_size,std_minimum_cluster_size,mean_scoring_seconds,std_scoring_seconds,mean_samples_per_second,std_samples_per_second,mean_selected_balls,std_selected_balls,mean_total_balls,std_total_balls,mean_filtered_balls,std_filtered_balls,mean_mean_balls_per_intent,std_mean_balls_per_intent,mean_min_balls_per_intent,std_min_balls_per_intent,mean_median_balls_per_intent,std_median_balls_per_intent,mean_max_balls_per_intent,std_max_balls_per_intent,mean_mean_ball_radius,std_mean_ball_radius,mean_mean_ball_samples,std_mean_ball_samples,mean_mean_ball_purity,std_mean_ball_purity,mean_max_tree_depth,std_max_tree_depth,mean_delta_vs_adaptive_oos_f1,std_delta_vs_adaptive_oos_f1,mean_delta_vs_single_oos_f1,std_delta_vs_single_oos_f1,mean_delta_vs_adaptive_f1_all,std_delta_vs_adaptive_f1_all,mean_delta_vs_single_f1_all,std_delta_vs_single_f1_all,mean_delta_vs_adaptive_id_recall,std_delta_vs_adaptive_id_recall,mean_delta_vs_single_id_recall,std_delta_vs_single_id_recall,mean_delta_vs_adaptive_false_accept_rate,std_delta_vs_adaptive_false_accept_rate,mean_delta_vs_single_false_accept_rate,std_delta_vs_single_false_accept_rate,mean_delta_vs_adaptive_false_reject_rate,std_delta_vs_adaptive_false_reject_rate,mean_delta_vs_single_false_reject_rate,std_delta_vs_single_false_reject_rate,mean_delta_vs_adaptive_effective_cluster_count,std_delta_vs_adaptive_effective_cluster_count,mean_delta_vs_single_effective_cluster_count,std_delta_vs_single_effective_cluster_count
clinc150,0.75,3,5,5,0,0.691342013599236,0.003209809646646241,0.5326879792963704,0.0037300067439507904,0.9846153846153847,0.0021790681682020805,0.5388149567328122,0.009206060780193068,0.691342013599236,0.003209809646646241,0.5374531080107906,0.00926089618264014,0.6344912280701754,0.005306256288739264,0.39839285714285716,0.009011519460845507,0.8655743538868539,0.012238063845932496,0.7627257686380576,0.015494492104045956,0.39017857142857143,0.029120316670162114,0.015384615384615385,0.0021790681682020445,0.6016071428571428,0.009011519460845507,336.0,0.0,2.0,0.0,2.193670520011801,0.031157180882153527,2598.7998003079438,36.530992663590084,336.0,0.0,336.0,0.0,0.0,0.0,nan,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.5851363366775679,0.0034680164231202116,33.333333333333336,0.0,nan,0.0,nan,0.0,0.032026590548526836,0.00617324016579528,-0.12612366762190425,0.00748686943488111,0.1208440457541958,0.018066660763952982,-0.2785946237937454,0.004278259867456755,0.10642857142857143,0.014371641380291943,-0.3923214285714286,0.008289104567753232,0.007094017094017094,0.0038651005314854748,-0.08564102564102563,0.007683993607604481,-0.10642857142857143,0.014371641380291943,0.3923214285714286,0.00828910456775324,128.6,4.722287581247038,224.0,0.0
clinc150,0.75,4,5,5,0,0.6824388612591588,0.003001407206830298,0.5216371988067431,0.0031990744712759806,0.9865811965811966,0.003608518261980297,0.5101958477483564,0.009400135149673455,0.6824388612591588,0.003001407206830298,0.5086579636991528,0.009461948833851767,0.6190526315789474,0.004807145599523705,0.3698809523809524,0.007959292690688914,0.8612904711029712,0.011838025334173552,0.7675442305274225,0.017774562573089847,0.4008928571428571,0.024450994245930217,0.013418803418803419,0.0036085182619802654,0.6301190476190476,0.007959292690688914,448.0,0.0,3.4,0.5477225575051661,2.76278089460684,0.08823778012516617,2064.829756209555,66.19459830085964,448.0,0.0,448.0,0.0,0.0,0.0,nan,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.5618475786586095,0.0030014116015871805,25.0,0.0,nan,0.0,nan,0.0,0.023123438208449552,0.005557500571254312,-0.13502681996198151,0.007506871724094686,0.09222493676973995,0.0144075820212791,-0.30721373277820124,0.0025785695661677908,0.07791666666666668,0.011054855106629454,-0.4208333333333333,0.005361274861503499,0.005128205128205128,0.004992872412627318,-0.0876068376068376,0.008768497661830422,-0.07791666666666668,0.011054855106629454,0.4208333333333333,0.005361274861503513,240.6,4.722287581247038,336.0,0.0
banking77,0.25,1,5,5,0,0.913475828302617,0.0058883192244494655,0.8719298193010884,0.0033258956531960152,0.9593103448275861,0.014933338796464381,0.6832551716959886,0.01392986415682646,0.913475828302617,0.0058883192244494655,0.6711382950324818,0.014480966943634356,0.8618181818181819,0.008415293806109454,0.5697368421052631,0.01767766952966369,0.8888843012704173,0.01355051175055768,0.95033259602292,0.005472369723115516,0.37394736842105264,0.054659928249428634,0.04068965517241379,0.014933338796464378,0.4302631578947368,0.01767766952966369,19.0,0.0,54.4,22.76620302114518,0.045977625786326824,0.008690629976277063,68687.27482991599,11323.877679601466,19.0,0.0,19.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6275052370822125,0.013247195211538791,119.21052631578948,4.358422291993544,nan,0.0,nan,0.0,0.010483855786849738,0.005534124399029192,0.06175211895405861,0.0205754316653243,0.12449793952889017,0.018761182876301845,-0.009599261888180544,0.02737588846962848,0.16999999999999996,0.024036128162907414,-0.2692105263157895,0.017069801297715556,0.025689655172413794,0.01434962929416314,-0.17767241379310345,0.027876636576624658,-0.16999999999999998,0.02403612816290744,0.26921052631578946,0.017069801297715532,-24.4,5.683308895353129,0.0,0.0
banking77,0.25,2,5,5,0,0.9067732430505278,0.009602934276313748,0.8633670095751421,0.0050439066999138065,0.9549137931034484,0.018660856263322406,0.6549065911705718,0.019568953029171277,0.9067732430505278,0.009602934276313748,0.6416504515979425,0.02022418185291009,0.8508441558441557,0.013474221560151422,0.5386842105263158,0.019216833859954898,0.8775311932849366,0.0238574194381731,0.9467843141034917,0.00930964181455841,0.433421052631579,0.0754522376487602,0.045086206896551725,0.018660856263322447,0.46131578947368423,0.019216833859954874,38.0,0.0,13.0,5.522680508593631,0.28831609601620584,0.01996898418640547,10723.772474558382,742.1542190411704,38.0,0.0,38.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.003781270534760517,0.006228743387999431,0.05504953370196939,0.02352064615418955,0.09614935900347343,0.01705251247504433,-0.03794784241359728,0.036423749253614496,0.13894736842105262,0.017271459813800457,-0.30026315789473684,0.021387145024504086,0.030086206896551726,0.012704188407433105,-0.17327586206896553,0.03558711113860521,-0.13894736842105262,0.01727145981380044,0.30026315789473684,0.02138714502450407,-5.4,5.683308895353129,19.0,0.0
banking77,0.25,3,5,5,0,0.9091968701496246,0.005702041543298411,0.8590833040443255,0.0063725636722695095,0.9656034482758621,0.011016283483261988,0.6460630904273575,0.020613946440364683,0.9091968701496246,0.005702041543298411,0.6322139441261856,0.02151717138092578,0.8536363636363637,0.008208573035356121,0.5163157894736843,0.026846619847383322,0.8847892468239564,0.020585129590125425,0.9497156763285698,0.009451501112331845,0.4089473684210526,0.05734940534677591,0.03439655172413793,0.011016283483261991,0.4836842105263158,0.02684661984738333,57.0,0.0,9.8,3.03315017762062,0.2333411160041578,0.017427244597672153,13260.733701490875,1024.945311278259,57.0,0.0,57.0,0.0,0.0,0.0,nan,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.53032399253063,0.00810821888808777,39.73684210526316,1.452807430664515,nan,0.0,nan,0.0,0.006204897633857387,0.005294230622115519,0.05747316080106626,0.024121118819184346,0.08730585826025916,0.03109846045788427,-0.04679134315681155,0.04495728033228306,0.11657894736842107,0.028625604059237458,-0.3226315789473684,0.029161884583568578,0.019396551724137928,0.007947883152838694,-0.1839655172413793,0.03409180312667638,-0.11657894736842107,0.028625604059237468,0.3226315789473684,0.029161884583568564,13.6,5.683308895353129,38.0,0.0
banking77,0.25,4,5,5,0,0.9123682540709185,0.0031220026974548413,0.8589596570308252,0.006009465346348586,0.9729310344827585,0.007670718526387068,0.6496059458474683,0.018770387270874187,0.9123682540709185,0.0031220026974548413,0.6357763506778131,0.019670086402376462,0.8582467532467533,0.004685909734743684,0.5121052631578948,0.026697883966903625,0.89375,0.014185812563821659,0.9535323801294991,0.006981548952585933,0.3863157894736842,0.028137597209628648,0.02706896551724138,0.007670718526387099,0.48789473684210527,0.026697883966903615,76.0,0.0,3.8,2.04939015319192,0.29782304259715603,0.04039886663658197,10474.203725969139,1222.8210706870927,76.0,0.0,76.0,0.0,0.0,0.0,nan,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.5062823208258245,0.005867465151626639,29.80263157894737,1.089605572998386,nan,0.0,nan,0.0,0.00937628155515131,0.004791486689105484,0.06064454472236018,0.02513263411686054,0.09084871368037,0.03343046019434663,-0.043248487736700716,0.046671022148768095,0.11236842105263159,0.03198207600509336,-0.3268421052631579,0.026749711987472755,0.01206896551724138,0.006026780799185157,-0.19129310344827588,0.03520710130306229,-0.11236842105263159,0.03198207600509336,0.32684210526315793,0.026749711987472728,32.6,5.683308895353129,57.0,0.0
banking77,0.5,1,5,5,0,0.7896710316094505,0.009006923477452208,0.6835391161759927,0.0020139224444225673,0.9349999999999999,0.021698504903699813,0.6681919054567403,0.006687576135685692,0.7896710316094505,0.009006923477452208,0.6649950863474585,0.0066656784057543645,0.74,0.00866463491024558,0.5557894736842106,0.006618303336820619,0.8479229925775978,0.01219868568475663,0.8193737379578536,0.012338490172582331,0.4789473684210527,0.04139512162299836,0.065,0.0216985049036998,0.4442105263157895,0.006618303336820664,38.0,0.0,46.6,19.449935732541636,0.07775609740056097,0.002585931199127044,39646.11678476214,1318.5731087707911,38.0,0.0,38.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6218499413496115,0.007171929059977116,116.6421052631579,1.2825539358397173,nan,0.0,nan,0.0,0.039734176912923094,0.00980613988894759,0.06539088066044467,0.019635324455730886,0.18218375217864075,0.026286771414528783,-0.07694753841945834,0.011357729990994837,0.22171052631578947,0.020090041427108546,-0.2943421052631579,0.005129891760425852,0.0541025641025641,0.0177507396295605,-0.2834615384615385,0.0237240116990774,-0.22171052631578947,0.020090041427108535,0.2943421052631579,0.005129891760425787,-57.0,8.336666000266533,0.0,0.0
banking77,0.5,2,5,5,0,0.7885946611939285,0.008579758994922712,0.6753540902732043,0.0063697956789625695,0.9475641025641025,0.016326660070566445,0.656780700176241,0.00890364478041777,0.7885946611939285,0.008579758994922712,0.6533119117284072,0.008955754710422509,0.7361038961038961,0.008716187107485533,0.5325,0.012154149001478355,0.8464349696356275,0.016610261889607274,0.8202411325534655,0.01995235126679956,0.4719736842105263,0.050283992650718465,0.05243589743589744,0.016326660070566455,0.46749999999999997,0.012154149001478393,76.0,0.0,11.2,4.919349550499537,0.6732435790123418,0.052513248660695844,4597.833239320244,368.1396427792333,76.0,0.0,76.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.038657806497401026,0.010905705838448692,0.0643145102449226,0.02066914100330221,0.17077254689814136,0.025054561803890547,-0.08835874369995773,0.01282597970426308,0.19842105263157894,0.02198589323600571,-0.3176315789473684,0.021642637076201888,0.04153846153846154,0.015559898895844897,-0.29602564102564105,0.03421359888194991,-0.19842105263157891,0.021985893236005707,0.31763157894736843,0.021642637076201867,-19.0,8.336666000266533,38.0,0.0
banking77,0.5,3,5,5,0,0.7876592180961705,0.006846094903278726,0.6675918386233253,0.008673466114739469,0.9605128205128205,0.009738527699914337,0.643757245073232,0.015316922909373415,0.7876592180961705,0.006846094903278726,0.6399703510463125,0.015590903981698854,0.7324025974025974,0.008937126951736714,0.5089473684210526,0.020328840912683263,0.8595069163292848,0.007767192354651614,0.8375136617699361,0.008423227488880912,0.4513157894736842,0.03980399084238425,0.03948717948717949,0.009738527699914332,0.49105263157894735,0.020328840912683253,114.0,0.0,8.0,1.0,0.46097480501048266,0.025918469782793944,6698.692315399935,382.95904301586086,114.0,0.0,114.0,0.0,0.0,0.0,nan,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.5226058917702275,0.003953000309820998,38.88070175438596,0.4275179786132406,nan,0.0,nan,0.0,0.03772236339964301,0.005978549684139158,0.0633790671471646,0.025812372332543482,0.15774909179513225,0.020818492838574513,-0.10138219880296684,0.02450315394611782,0.1748684210526316,0.023117301443697547,-0.34118421052631576,0.026145005031337126,0.028589743589743595,0.007373188274108008,-0.308974358974359,0.03677666394844504,-0.17486842105263156,0.023117301443697544,0.34118421052631576,0.02614500503133707,19.0,8.336666000266533,76.0,0.0
banking77,0.5,4,5,5,0,0.7876203275628904,0.004290001452854828,0.6650228679839888,0.0073264953624403014,0.9657692307692308,0.007949751793808944,0.6392301958757913,0.01431073461550759,0.7876203275628904,0.004290001452854828,0.6353251924103412,0.014606077915157738,0.7313636363636363,0.006789519221558263,0.5005263157894737,0.01917173444584628,0.8620180499325236,0.006059799751599484,0.8375183274563867,0.0061578178815670515,0.43907894736842107,0.02216724549539671,0.03423076923076923,0.007949751793808971,0.49947368421052635,0.019171734445846283,152.0,0.0,2.6,0.8944271909999159,0.5737976366071962,0.049688507266596585,5400.796010069696,477.39636609446904,152.0,0.0,152.0,0.0,0.0,0.0,nan,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.5003604061250365,0.0035758856683988805,29.160526315789475,0.32063848395992933,nan,0.0,nan,0.0,0.037683472866362866,0.006713802462520309,0.06334017661388444,0.02709404205201741,0.15322204259769162,0.026299779265877395,-0.10590924800040749,0.0272189987851018,0.16644736842105262,0.027113725046045867,-0.3496052631578947,0.023337187222954383,0.023333333333333334,0.00724670910823722,-0.3142307692307692,0.03689491001849505,-0.16644736842105262,0.027113725046045884,0.3496052631578947,0.02333718722295435,57.0,8.336666000266533,114.0,0.0
banking77,0.75,1,5,5,0,0.5569028049383251,0.010726881496514148,0.4024812839983203,0.00746413751304055,0.9036842105263159,0.02160861247197491,0.6676127664575672,0.004373064900815013,0.5569028049383251,0.010726881496514148,0.6695215588975542,0.004358461768600674,0.6261038961038962,0.006434799554201276,0.5605172413793104,0.008101843201273799,0.8156593693284936,0.017318722371671147,0.545199740050309,0.023381249510749328,0.5323275862068966,0.035123359978385095,0.09631578947368422,0.021608612471974892,0.43948275862068964,0.008101843201273782,58.0,0.0,33.0,2.23606797749979,0.1269263420137577,0.006790305123355791,24321.084358797732,1287.2585167376092,58.0,0.0,58.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6224250958143751,0.0027367515751123904,116.13793103448276,1.9609747873259231,nan,0.0,nan,0.0,0.08055837335246338,0.0116416195579576,0.020295633540496273,0.0387868166914195,0.24368451600787333,0.015684754903710685,-0.11450577365057042,0.010294125401748122,0.2728448275862069,0.014953231688535894,-0.3036206896551724,0.00630254369877048,0.08868421052631578,0.021792111459967723,-0.3836842105263158,0.04428565045886869,-0.2728448275862069,0.014953231688535896,0.3036206896551724,0.006302543698770456,-83.4,11.545561917897283,0.0,0.0
banking77,0.75,2,5,5,0,0.5507101160126237,0.0047867738393309505,0.39322124234869493,0.003286434614223777,0.9186842105263157,0.011635626826017983,0.6567440305693095,0.005721883039152509,0.5507101160126237,0.0047867738393309505,0.658572201509942,0.00576098974351843,0.6157142857142858,0.004996203652382187,0.535603448275862,0.0055668566520562035,0.8209998865698729,0.013594799759587385,0.5610762868450603,0.02201410515581219,0.5343965517241379,0.03793029975777448,0.0813157894736842,0.01163562682601797,0.4643965517241379,0.005566856652056183,116.0,0.0,7.4,0.8944271909999159,1.2040787262027153,0.04323371118576439,2560.5513265198447,89.85272172512202,116.0,0.0,116.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.07436568442676186,0.004308198449885037,0.014102944614794766,0.03836052877304837,0.23281578011961562,0.014365167639526874,-0.12537450953882817,0.006739742976778962,0.2479310344827586,0.007909218496008194,-0.3285344827586207,0.00848163715603368,0.07368421052631578,0.008476380741266531,-0.3986842105263158,0.04593028862028173,-0.2479310344827586,0.007909218496008199,0.3285344827586207,0.00848163715603368,-25.4,11.545561917897283,58.0,0.0
banking77,0.75,3,5,5,0,0.5477027086237272,0.003172064865449306,0.3873800307390047,0.002732619670439056,0.9344736842105263,0.00686231832126595,0.645698426748611,0.005551682483616076,0.5477027086237272,0.003172064865449306,0.6473880080955917,0.005599744347361947,0.6077922077922078,0.0047273440839484164,0.5158620689655172,0.005998971869898889,0.8329696007259528,0.010986033800971625,0.5941953715477656,0.017660589225558448,0.5262068965517241,0.017678720489477336,0.06552631578947368,0.006862318321265944,0.48413793103448277,0.005998971869898903,174.0,0.0,7.2,0.4472135954999579,0.6514609956066124,0.013738500040624142,4729.5346683972975,100.76214541605704,174.0,0.0,174.0,0.0,0.0,0.0,nan,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.5219822505699573,0.003305061857609276,38.712643678160916,0.6536582624419747,nan,0.0,nan,0.0,0.07135827703786538,0.0032535045967718116,0.011095537225898278,0.04179099283496665,0.22177017629891704,0.01435596366214671,-0.1364201133595267,0.009404926661481702,0.2281896551724137,0.011600354406411018,-0.34827586206896555,0.0054777004427322635,0.05789473684210526,0.007615682172888307,-0.41447368421052627,0.05432314566669214,-0.22818965517241377,0.011600354406411032,0.34827586206896555,0.005477700442732255,32.6,11.545561917897283,116.0,0.0
banking77,0.75,4,5,5,0,0.5499258415342025,0.002126746360186206,0.386759555870076,0.0012345198680481684,0.9513157894736842,0.011126009556110362,0.6392361616147733,0.004279520839598538,0.5499258415342025,0.002126746360186206,0.6407759947196107,0.004381009659346987,0.6049350649350649,0.0022187466965285533,0.5058620689655172,0.006604821141164797,0.8433795372050816,0.008534318199302537,0.605980126328609,0.014748427807943724,0.48215517241379313,0.027448809234984106,0.04868421052631579,0.01112600955611037,0.4941379310344828,0.006604821141164797,232.0,0.0,2.0,0.0,0.8421928934054449,0.051594747413213606,3667.742726272293,216.99538914879972,232.0,0.0,232.0,0.0,0.0,0.0,nan,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.49931615015416186,0.0030159223997932795,29.03448275862069,0.4902436968314808,nan,0.0,nan,0.0,0.07358140994834075,0.005138338096644423,0.013318670136373657,0.04066573538027543,0.21530791116507936,0.014580347609405523,-0.1428823784933644,0.01015111461084114,0.21818965517241376,0.010444918090248927,-0.35827586206896556,0.0072856303931726745,0.04105263157894737,0.012357217770393574,-0.4313157894736842,0.05002077130879599,-0.21818965517241376,0.010444918090248927,0.35827586206896556,0.00728563039317268,90.6,11.545561917897283,174.0,0.0
stackoverflow,0.25,1,5,5,0,0.9161886617339935,0.009858177102403574,0.8728363476859652,0.006714730436798842,0.9642666666666667,0.019847194036213555,0.7263248167881576,0.022971192737510585,0.9161886617339935,0.009858177102403574,0.6883520477989904,0.02587207087264505,0.8661666666666668,0.01610598577479124,0.5784,0.02677727062682492,0.8625066962962963,0.03502332448121288,0.9167679412529338,0.029074244508572968,0.3564,0.08893643173013457,0.03573333333333333,0.01984719403621356,0.42160000000000003,0.02677727062682495,5.0,0.0,600.0,0.0,0.04934300299501047,0.010248753378058494,125051.91216733109,20870.58268179303,5.0,0.0,5.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8582784412786044,0.013367520113911608,600.0,0.0,nan,0.0,nan,0.0,0.021788604789147813,0.01219117219170957,0.021367908731761732,0.028138058403096623,0.18562095126538564,0.04460742453185565,-0.08379113796518993,0.017318037483785582,0.2522666666666667,0.0557346889787281,-0.2777333333333333,0.026240765571487735,0.026355555555555556,0.024317143269515094,-0.11382222222222223,0.048790911924453235,-0.2522666666666667,0.055734688978728124,0.27773333333333333,0.02624076557148776,-32.4,6.730527468185536,0.0,0.0
stackoverflow,0.25,2,5,5,0,0.9063585472441907,0.015088858282761526,0.862042842552538,0.00795570640033035,0.9556444444444445,0.025441581595374022,0.6905304844967872,0.03500318089700651,0.9063585472441907,0.015088858282761526,0.6473648719473064,0.039028675373664244,0.8501,0.023404237508052546,0.5414666666666667,0.022639199043546887,0.8315969481481481,0.04819398795472852,0.8999522662047736,0.036639613187128786,0.42893333333333333,0.0942545018081954,0.04435555555555556,0.025441581595374022,0.45853333333333335,0.022639199043546873,10.0,0.0,165.2,42.640356471305445,0.28381035961210727,0.0168103532353486,21197.5821020672,1198.6397292690278,10.0,0.0,10.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.011958490299345214,0.01982232631784423,0.011537794241959132,0.028816934204445248,0.14982661897401514,0.06613279114895779,-0.11958547025656044,0.025376020081565583,0.21533333333333332,0.05987579737348903,-0.31466666666666665,0.022632326929023942,0.03497777777777778,0.027944212501798633,-0.1052,0.052409734276311494,-0.21533333333333332,0.05987579737348901,0.31466666666666665,0.02263232692902393,-27.4,6.730527468185536,5.0,0.0
stackoverflow,0.25,3,5,5,0,0.8903401792046136,0.014081749866101848,0.8475484139716031,0.006040903129151292,0.9378222222222222,0.024018202973454816,0.63685727298978,0.023901450606932273,0.8903401792046136,0.014081749866101848,0.5861606917468133,0.02587882039287227,0.8244,0.020376184355489352,0.4942666666666667,0.011358794928258108,0.7661515555555556,0.045562253068525745,0.8544188810980963,0.03607598643878643,0.5321333333333333,0.07058863616443906,0.062177777777777776,0.024018202973454823,0.5057333333333334,0.011358794928258115,15.0,0.0,61.8,6.723094525588644,0.21646483461372554,0.034046013129499265,28225.26989604138,4068.897961198741,15.0,0.0,15.0,0.0,0.0,0.0,nan,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.8396894754496398,0.010060059305985445,200.0,0.0,nan,0.0,nan,0.0,-0.004059877740231932,0.016881237875308198,-0.004480573797618015,0.044414159859619454,0.096153407467008,0.06335846812815765,-0.17325868176356757,0.04350221096265765,0.16813333333333333,0.05589354961790215,-0.36186666666666667,0.013444536271495361,0.0528,0.020303013216737373,-0.08737777777777778,0.07925321195344874,-0.16813333333333333,0.055893549617902154,0.36186666666666667,0.0134445362714954,-22.4,6.730527468185536,10.0,0.0
stackoverflow,0.25,4,5,5,0,0.8880825906399108,0.01452548960134274,0.8458679144701057,0.0071204160695481755,0.9348444444444445,0.023514324502101374,0.6279220124014147,0.027155345356289353,0.8880825906399108,0.01452548960134274,0.5758898967537155,0.02978689158261278,0.8206,0.02074501278754862,0.48933333333333334,0.015151090903151327,0.7586096592592593,0.059780668444808206,0.850337902046048,0.04707492596637928,0.5401333333333334,0.06554286129447405,0.06515555555555555,0.02351432450210134,0.5106666666666666,0.015151090903151346,20.0,0.0,53.8,8.67179335547152,0.24670129680307581,0.019179361243970388,24437.90323106211,1882.672303443729,20.0,0.0,20.0,0.0,0.0,0.0,nan,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.8261618833944391,0.012396620610624713,150.0,0.0,nan,0.0,nan,0.0,-0.006317466304934771,0.017092956371451303,-0.0067381623623208545,0.04578464788159313,0.08721814687864268,0.06343728489336924,-0.1821939423519329,0.048771946247545696,0.1632,0.056841690490147964,-0.36679999999999996,0.018465583602414983,0.05577777777777777,0.01949992086087138,-0.0844,0.08054465826675684,-0.1632,0.05684169049014798,0.3668,0.018465583602414973,-17.4,6.730527468185536,15.0,0.0
stackoverflow,0.5,1,5,5,0,0.7893687421423851,0.020148103670221917,0.6917231285969689,0.009633350440449343,0.9195333333333334,0.03931539138810652,0.7045642496913522,0.018104183278872633,0.7893687421423851,0.020148103670221917,0.696083800446249,0.018313958145093553,0.7482,0.020908995937421546,0.5905333333333334,0.0096309685678833,0.8207462444444446,0.023947078041994686,0.7562082444143321,0.017339049047671664,0.4592666666666666,0.07787896592362621,0.08046666666666666,0.03931539138810652,0.4094666666666667,0.009630968567883279,10.0,0.0,600.0,0.0,0.09164873780682684,0.010961915702978022,66233.83657175925,8070.838353010515,10.0,0.0,10.0,0.0,0.0,0.0,nan,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.862356871034389,0.00481054493623869,600.0,0.0,nan,0.0,nan,0.0,0.06016931456910102,0.0181511927499901,0.02387278618139386,0.034193001909239226,0.27158385590205353,0.022622339054400916,-0.09523221276759357,0.006223950116955244,0.3196,0.01941276784890696,-0.28093333333333337,0.008004859635107742,0.07253333333333334,0.03720409177018631,-0.2166,0.04530354413410845,-0.3196,0.019412767848906925,0.28093333333333337,0.00800485963510778,-59.8,8.136338242723197,0.0,0.0
stackoverflow,0.5,2,5,5,0,0.7335218198140271,0.01301217579614062,0.649386931046671,0.003967543724747023,0.8430666666666667,0.02952814100330585,0.6358695194997168,0.015823179339490196,0.7335218198140271,0.01301217579614062,0.6261042894682859,0.01688308011160119,0.6835333333333333,0.013599121703665671,0.5449333333333334,0.011736457917295315,0.732959,0.02649026244807519,0.6619594619282418,0.03184038560176823,0.6391333333333333,0.023885839598668777,0.1569333333333333,0.029528141003305836,0.4550666666666666,0.011736457917295332,20.0,0.0,119.6,3.5777087639996634,0.5884893020032905,0.014768668798843641,10200.798748966195,259.70621085040045,20.0,0.0,20.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,0.004322392240742978,0.013491469889373942,-0.031974136146964184,0.04625073089832013,0.20288912571041817,0.021696146118497267,-0.16392694295922894,0.012495502283081161,0.274,0.020087309426600673,-0.32653333333333334,0.008732442702678046,0.149,0.02722641691037912,-0.14013333333333333,0.06617846242463547,-0.274,0.020087309426600655,0.32653333333333334,0.00873244270267806,-49.8,8.136338242723197,10.0,0.0
stackoverflow,0.5,3,5,5,0,0.6983352556371886,0.02339215185055801,0.6139222461184624,0.015972464744483314,0.8098000000000001,0.035543869607383316,0.5791416813798562,0.019599411502303443,0.6983352556371886,0.02339215185055801,0.567222323954123,0.019396627914087618,0.6387333333333334,0.023374546935597363,0.49119999999999997,0.013479614237803694,0.6703218888888889,0.02157594608929461,0.5985885925761453,0.013702883789202465,0.7062666666666667,0.052805407972205946,0.1902,0.03554386960738331,0.5088,0.013479614237803694,30.0,0.0,58.0,5.477225575051661,0.4384110999875702,0.033380742546261416,13752.651340097142,1100.2667145841099,30.0,0.0,30.0,0.0,0.0,0.0,nan,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.8451613585507507,0.0049550506055623484,200.0,0.0,nan,0.0,nan,0.0,-0.03086417193609554,0.021097834375052634,-0.0671607003238027,0.03372434322189481,0.14616128759055758,0.028260981457093146,-0.22065478107908953,0.012868210094424003,0.22026666666666667,0.02300048308671411,-0.3802666666666667,0.016918760133190748,0.18226666666666666,0.03384884701794797,-0.10686666666666667,0.053617265046914796,-0.22026666666666667,0.02300048308671411,0.3802666666666667,0.01691876013319075,-39.8,8.136338242723197,20.0,0.0
