dataset,kir,k,reference,metric,n_pairs,mean_delta,median_delta,std_delta,ci95_low,ci95_high,wins,ties,losses,paired_t_p,wilcoxon_p,cohen_dz
stackoverflow,0.25,1,single,false_reject_rate,5,0.27773333333333333,0.282,0.02624076557148776,0.2552,0.2981333333333333,5,0,0,1.889964586922703e-05,0.0625,10.584040796245215
stackoverflow,0.25,1,single,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.25,2,single,oos_f1,5,0.011537794241959132,0.011164366503170542,0.028816934204445248,-0.008558678668293296,0.034202637064720445,3,0,2,0.4212418342963876,0.625,0.4003824334713348
stackoverflow,0.25,2,single,f1_all,5,-0.11958547025656044,-0.10912510552346932,0.025376020081565583,-0.14203396981939448,-0.10155088823032028,0,0,5,0.0004587298723659498,0.0625,-4.712538446619269
stackoverflow,0.25,2,single,id_recall,5,-0.31466666666666665,-0.32866666666666666,0.022632326929023946,-0.3316,-0.2977333333333333,0,0,5,6.378748307464099e-06,0.0625,-13.903416456181297
stackoverflow,0.25,2,single,false_accept_rate,5,-0.1052,-0.10577777777777778,0.052409734276311494,-0.14679999999999999,-0.06728888888888888,0,0,5,0.010919446611024942,0.0625,-2.0072607017118385
stackoverflow,0.25,2,single,false_reject_rate,5,0.31466666666666665,0.32866666666666666,0.02263232692902393,0.2977333333333333,0.3316,5,0,0,6.378748307464099e-06,0.0625,13.903416456181308
stackoverflow,0.25,2,single,effective_cluster_count,5,5.0,5.0,0.0,5.0,5.0,5,0,0,0.0,0.0625,0.0
stackoverflow,0.25,3,single,oos_f1,5,-0.004480573797618015,0.009349970352063752,0.044414159859619454,-0.03841131484265139,0.028655071750202744,3,0,2,0.8325862342637286,1.0,-0.10088165152239367
stackoverflow,0.25,3,single,f1_all,5,-0.17325868176356757,-0.18051667542927496,0.04350221096265765,-0.2069810016199738,-0.13953636190716134,0,0,5,0.0008786691898009663,0.0625,-3.9827557710180073
stackoverflow,0.25,3,single,id_recall,5,-0.3618666666666666,-0.3566666666666666,0.013444536271495361,-0.3734666666666666,-0.3529333333333334,0,0,5,4.5645854228266713e-07,0.0625,-26.915518643352822
stackoverflow,0.25,3,single,false_accept_rate,5,-0.08737777777777778,-0.10977777777777778,0.07925321195344874,-0.14684444444444442,-0.026666666666666672,1,0,4,0.06929589528969811,0.125,-1.1025140259186113
stackoverflow,0.25,3,single,false_reject_rate,5,0.36186666666666667,0.35666666666666663,0.0134445362714954,0.3529333333333334,0.3734666666666667,5,0,0,4.56458542282672e-07,0.0625,26.915518643352744
stackoverflow,0.25,3,single,effective_cluster_count,5,10.0,10.0,0.0,10.0,10.0,5,0,0,0.0,0.0625,0.0
stackoverflow,0.25,4,single,oos_f1,5,-0.0067381623623208545,0.008091682345548024,0.04578464788159313,-0.04261949884186145,0.027460354218534922,3,0,2,0.758601780503632,1.0,-0.1471707804709318
stackoverflow,0.25,4,single,f1_all,5,-0.1821939423519329,-0.1795818954200381,0.048771946247545696,-0.2204986670886738,-0.14388921761519197,0,0,5,0.0011229482225900082,0.0625,-3.735629934208362
stackoverflow,0.25,4,single,id_recall,5,-0.3667999999999999,-0.3653333333333333,0.018465583602414983,-0.3817333333333332,-0.3530666666666667,0,0,5,1.53631392823479e-06,0.0625,-19.863980900773086
stackoverflow,0.25,4,single,false_accept_rate,5,-0.0844,-0.1068888888888889,0.08054465826675684,-0.1444888888888889,-0.022222222222222227,1,0,4,0.07910973898947152,0.125,-1.0478658897586306
stackoverflow,0.25,4,single,false_reject_rate,5,0.36679999999999996,0.36533333333333334,0.01846558360241497,0.3530666666666667,0.3817333333333333,5,0,0,1.5363139282347848e-06,0.0625,19.863980900773104
stackoverflow,0.25,4,single,effective_cluster_count,5,15.0,15.0,0.0,15.0,15.0,5,0,0,0.0,0.0625,0.0
stackoverflow,0.5,1,single,oos_f1,5,0.02387278618139386,0.022911982719676205,0.034193001909239226,-0.0031053587345413413,0.05046682999803431,4,0,1,0.1935066983984264,0.1875,0.6981775465272395
stackoverflow,0.5,1,single,f1_all,5,-0.09523221276759357,-0.09284192607099351,0.006223950116955244,-0.1000851509130219,-0.09037927462216525,0,0,5,4.353823633928403e-06,0.0625,-15.300928024497273
stackoverflow,0.5,1,single,id_recall,5,-0.28093333333333337,-0.28,0.008004859635107742,-0.288,-0.2752,0,0,5,1.580312759301199e-07,0.0625,-35.09534784360427
stackoverflow,0.5,1,single,false_accept_rate,5,-0.2166,-0.21566666666666667,0.04530354413410845,-0.2518666666666667,-0.17933333333333334,0,0,5,0.00043369999583481105,0.0625,-4.781082896270022
stackoverflow,0.5,1,single,false_reject_rate,5,0.28093333333333337,0.27999999999999997,0.00800485963510778,0.2752,0.28800000000000003,5,0,0,1.580312759301233e-07,0.0625,35.0953478436041
stackoverflow,0.5,1,single,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.5,2,single,oos_f1,5,-0.031974136146964184,-0.024842233864653673,0.04625073089832013,-0.06754836275891596,0.003600090464987593,1,0,4,0.19703886634705423,0.3125,-0.6913217483472356
stackoverflow,0.5,2,single,f1_all,5,-0.16392694295922894,-0.15720806049282154,0.012495502283081161,-0.17405809099843964,-0.15460865379596533,0,0,5,8.040214856020276e-06,0.0625,-13.118875835922585
stackoverflow,0.5,2,single,id_recall,5,-0.32653333333333334,-0.32799999999999996,0.008732442702678048,-0.3334,-0.31973333333333337,0,0,5,1.2263942750210414e-07,0.0625,-37.393126350911274
stackoverflow,0.5,2,single,false_accept_rate,5,-0.14013333333333333,-0.14866666666666667,0.06617846242463547,-0.192,-0.08826666666666666,0,0,5,0.009071312689930501,0.0625,-2.117506635832137
stackoverflow,0.5,2,single,false_reject_rate,5,0.32653333333333334,0.328,0.008732442702678062,0.31973333333333337,0.33340000000000003,5,0,0,1.2263942750210502e-07,0.0625,37.39312635091121
stackoverflow,0.5,2,single,effective_cluster_count,5,10.0,10.0,0.0,10.0,10.0,5,0,0,0.0,0.0625,0.0
stackoverflow,0.5,3,single,oos_f1,5,-0.0671607003238027,-0.07182497643838648,0.03372434322189481,-0.0941477888969712,-0.040400307304282054,0,0,5,0.011220351810128006,0.0625,-1.9914605862568746
stackoverflow,0.5,3,single,f1_all,5,-0.22065478107908953,-0.22456578169120933,0.012868210094424003,-0.23066105650306296,-0.21064850565511611,0,0,5,2.7635263745240407e-06,0.0625,-17.14727840624103
stackoverflow,0.5,3,single,id_recall,5,-0.3802666666666667,-0.3723333333333334,0.016918760133190748,-0.3936666666666667,-0.36740000000000006,0,0,5,9.379656870063469e-07,0.0625,-22.476036285937422
stackoverflow,0.5,3,single,false_accept_rate,5,-0.10686666666666667,-0.10466666666666666,0.053617265046914796,-0.1482,-0.06266666666666666,0,0,5,0.011187912943960727,0.0625,-1.9931390863215226
stackoverflow,0.5,3,single,false_reject_rate,5,0.3802666666666667,0.37233333333333335,0.01691876013319075,0.36740000000000006,0.3936666666666667,5,0,0,9.379656870063501e-07,0.0625,22.47603628593742
stackoverflow,0.5,3,single,effective_cluster_count,5,20.0,20.0,0.0,20.0,20.0,5,0,0,0.0,0.0625,0.0
stackoverflow,0.5,4,single,oos_f1,5,-0.06131099702599043,-0.06950723708780682,0.040553487901742714,-0.09283149578079233,-0.030785441027346993,0,0,5,0.027769773613701816,0.0625,-1.5118550881379478
stackoverflow,0.5,4,single,f1_all,5,-0.22286291653084742,-0.2211084215120166,0.016144915592361232,-0.23676586378406217,-0.21048607687298163,0,0,5,6.564026066005583e-06,0.0625,-13.80390719641125
stackoverflow,0.5,4,single,id_recall,5,-0.38380000000000003,-0.3833333333333334,0.015410314006462608,-0.3957333333333333,-0.37213333333333337,0,0,5,6.224498153215575e-07,0.0625,-24.905397764058943
stackoverflow,0.5,4,single,false_accept_rate,5,-0.11913333333333331,-0.11533333333333332,0.0647643591971867,-0.16973333333333335,-0.06673333333333334,0,0,5,0.014693441699357565,0.0625,-1.839489108054177
stackoverflow,0.5,4,single,false_reject_rate,5,0.38380000000000003,0.38333333333333336,0.015410314006462611,0.3721333333333333,0.3957333333333333,5,0,0,6.224498153215575e-07,0.0625,24.905397764058936
stackoverflow,0.5,4,single,effective_cluster_count,5,30.0,30.0,0.0,30.0,30.0,5,0,0,0.0,0.0625,0.0
stackoverflow,0.75,1,single,oos_f1,5,-0.08096992290333012,-0.07424639670009692,0.03905119195798801,-0.11388073982386707,-0.05416307710931434,0,0,5,0.009760788023435114,0.0625,-2.073430255097951
stackoverflow,0.75,1,single,f1_all,5,-0.12694847968513406,-0.12349540765677647,0.006476354917029279,-0.13286832187409153,-0.12303423107579561,0,0,5,1.6200120105427062e-06,0.0625,-19.60184105280099
stackoverflow,0.75,1,single,id_recall,5,-0.2919111111111111,-0.2884444444444445,0.013828401619783234,-0.30377777777777776,-0.28226666666666667,0,0,5,1.2050312871934098e-06,0.0625,-21.109533779630485
stackoverflow,0.75,1,single,false_accept_rate,5,-0.2357333333333333,-0.2386666666666667,0.04070653783143713,-0.2672,-0.20426666666666665,0,0,5,0.000205168912392813,0.0625,-5.7910435495518735
stackoverflow,0.75,1,single,false_reject_rate,5,0.2919111111111111,0.28844444444444445,0.013828401619783263,0.2822666666666667,0.3037777777777778,5,0,0,1.2050312871934225e-06,0.0625,21.109533779630443
stackoverflow,0.75,1,single,effective_cluster_count,5,0.0,0.0,0.0,0.0,0.0,0,5,0,nan,1.0,0.0
stackoverflow,0.75,2,single,oos_f1,5,-0.17125885328198115,-0.1584908481659298,0.05016046319028363,-0.21440705668393015,-0.1353769196809295,0,0,5,0.0015810069628213615,0.0625,-3.4142199331834515
stackoverflow,0.75,2,single,f1_all,5,-0.200181398338206,-0.2039474941610897,0.008119826886652661,-0.20526614612266184,-0.19317525761288884,0,0,5,6.482631274980817e-07,0.0625,-24.65340716404476
stackoverflow,0.75,2,single,id_recall,5,-0.34124444444444446,-0.3460000000000001,0.010397768041599741,-0.3476888888888888,-0.3320444444444445,0,0,5,2.0661980977822799e-07,0.0625,-32.81900914496094
stackoverflow,0.75,2,single,false_accept_rate,5,-0.09453333333333333,-0.10533333333333333,0.07330211456704372,-0.14733333333333337,-0.035733333333333325,1,0,4,0.04484490508682709,0.125,-1.2896399222817927
stackoverflow,0.75,2,single,false_reject_rate,5,0.3412444444444445,0.346,0.010397768041599758,0.3320444444444445,0.34768888888888894,5,0,0,2.0661980977822873e-07,0.0625,32.81900914496089
stackoverflow,0.75,2,single,effective_cluster_count,5,15.0,15.0,0.0,15.0,15.0,5,0,0,0.0,0.0625,0.0
stackoverflow,0.75,3,single,oos_f1,5,-0.20225475916160965,-0.20200500391089776,0.04101965963519365,-0.23407148862505994,-0.1687654373063166,0,0,5,0.0003847103559514171,0.0625,-4.930678629719323
stackoverflow,0.75,3,single,f1_all,5,-0.24839191729118362,-0.24749883840360787,0.005349229902537136,-0.25257508784275085,-0.24420874673961643,0,0,5,5.158910004642312e-08,0.0625,-46.43507978099269
stackoverflow,0.75,3,single,id_recall,5,-0.38373333333333337,-0.38688888888888884,0.012807598053547488,-0.3933777777777777,-0.37359444444444456,0,0,5,2.973850356642158e-07,0.0625,-29.96138165243605
stackoverflow,0.75,3,single,false_accept_rate,5,-0.0692,-0.05666666666666664,0.06773543303832116,-0.12480000000000002,-0.021466666666666644,0,0,5,0.08437468922386258,0.0625,-1.0216218734565448
stackoverflow,0.75,3,single,false_reject_rate,5,0.3837333333333333,0.3868888888888889,0.012807598053547522,0.37359444444444445,0.39337777777777777,5,0,0,2.9738503566422e-07,0.0625,29.961381652435964
stackoverflow,0.75,3,single,effective_cluster_count,5,30.0,30.0,0.0,30.0,30.0,5,0,0,0.0,0.0625,0.0
stackoverflow,0.75,4,single,oos_f1,5,-0.1902713388917308,-0.19126975296413185,0.04164929980821714,-0.2222555929909027,-0.15563397251232752,0,0,5,0.00051748802158233,0.0625,-4.568416270330467
stackoverflow,0.75,4,single,f1_all,5,-0.248310348762896,-0.2489673113817258,0.005575488634946962,-0.25203232270551124,-0.24371617705742174,0,0,5,6.096376976172333e-08,0.0625,-44.53606939605179
stackoverflow,0.75,4,single,id_recall,5,-0.3831555555555555,-0.38977777777777767,0.01364216412360249,-0.3934222222222221,-0.37204444444444446,0,0,5,3.8504376684820663e-07,0.0625,-28.08612710447113
stackoverflow,0.75,4,single,false_accept_rate,5,-0.09413333333333333,-0.057999999999999996,0.0677387136970679,-0.15386666666666668,-0.05133333333333332,0,0,5,0.035963720089590194,0.0625,-1.3896533930996087
stackoverflow,0.75,4,single,false_reject_rate,5,0.3831555555555556,0.3897777777777777,0.01364216412360253,0.3720444444444445,0.39342222222222223,5,0,0,3.850437668482107e-07,0.0625,28.086127104471053
stackoverflow,0.75,4,single,effective_cluster_count,5,45.0,45.0,0.0,45.0,45.0,5,0,0,0.0,0.0625,0.0
