dataset,kir,k,reference,metric,n_pairs,mean_delta,median_delta,std_delta,ci95_low,ci95_high,wins,ties,losses,paired_t_p,wilcoxon_p,cohen_dz
clinc150,0.25,4,adaptive,id_recall,5,-0.001403508771929829,0.01754385964912275,0.039349707845685256,-0.03578947368421055,0.02701754385964914,3,0,2,0.940262788834254,1.0,-0.03566757795086719
clinc150,0.25,4,adaptive,false_accept_rate,5,0.003508771929824561,0.002850877192982457,0.0029340105614604497,0.0012719298245614037,0.0058771929824561414,4,0,1,0.05556812148484274,0.125,1.1958961484030974
clinc150,0.25,4,adaptive,false_reject_rate,5,0.001403508771929829,-0.01754385964912275,0.039349707845685256,-0.02701754385964914,0.03578947368421055,2,0,3,0.940262788834254,1.0,0.03566757795086719
clinc150,0.25,4,adaptive,effective_cluster_count,5,85.2,86.0,6.180614856144977,79.8,89.2,5,0,0,6.59991701217125e-06,0.0625,13.785036276009217
clinc150,0.5,1,adaptive,oos_f1,5,0.02907304896586469,0.02814101642105804,0.0027064285681199403,0.027356192741668874,0.03145201516531817,5,0,0,1.7816965655627835e-05,0.0625,10.742219214032575
clinc150,0.5,1,adaptive,f1_all,5,0.15675771922457424,0.15782340282510876,0.0075833173822686395,0.15021038577277893,0.1624039192515266,5,0,0,1.310323423439121e-06,0.0625,20.671391071024683
clinc150,0.5,1,adaptive,id_recall,5,0.1544888888888889,0.15111111111111108,0.011024551725160536,0.1459555555555556,0.1630222222222222,5,0,0,6.181913262362983e-06,0.0625,14.013167404921335
clinc150,0.5,1,adaptive,false_accept_rate,5,0.012115942028985508,0.010724637681159421,0.0034987320294507618,0.010144927536231885,0.015246376811594204,5,0,0,0.00149836485235512,0.0625,3.4629522715655057
clinc150,0.5,1,adaptive,false_reject_rate,5,-0.1544888888888889,-0.15111111111111108,0.011024551725160536,-0.1630222222222222,-0.1459555555555556,0,0,5,6.181913262362983e-06,0.0625,-14.013167404921335
clinc150,0.5,1,adaptive,effective_cluster_count,5,-60.2,-58.0,9.418067742376884,-68.2,-53.6,0,0,5,0.00013919738425898547,0.0625,-6.391969313315539
clinc150,0.5,2,adaptive,oos_f1,5,0.020037328662593445,0.020583640551720572,0.001419676539934767,0.01887829299929946,0.020984552816328737,5,0,0,6.007700990150377e-06,0.0625,14.11400984587246
clinc150,0.5,2,adaptive,f1_all,5,0.1145550971027137,0.11439223090361544,0.006811153120374371,0.10926363325625776,0.11957333675572857,5,0,0,2.9853264656073533e-06,0.0625,16.818752284402795
clinc150,0.5,2,adaptive,id_recall,5,0.10666666666666666,0.10755555555555552,0.0054523751761712475,0.10213333333333333,0.11057777777777777,5,0,0,1.6327804605647246e-06,0.0625,19.56333950254132
clinc150,0.5,2,adaptive,false_accept_rate,5,0.007826086956521738,0.008695652173913044,0.002282321122901975,0.005739130434782609,0.009043478260869566,5,0,0,0.0015553540163000862,0.0625,3.429003429005142
clinc150,0.5,2,adaptive,false_reject_rate,5,-0.10666666666666666,-0.10755555555555552,0.0054523751761712475,-0.11057777777777777,-0.10213333333333333,0,0,5,1.6327804605647246e-06,0.0625,-19.56333950254132
clinc150,0.5,2,adaptive,effective_cluster_count,5,14.8,17.0,9.418067742376884,6.8,21.4,4,1,0,0.02458590748098061,0.125,1.5714476052669433
clinc150,0.5,3,adaptive,oos_f1,5,0.013589762438953356,0.012424852651363949,0.003835918053734081,0.010950624512959584,0.016753708871073258,5,0,0,0.0013742262292726183,0.0625,3.542766620294294
clinc150,0.5,3,adaptive,f1_all,5,0.08368372709506301,0.07676825107777735,0.01910226686976641,0.0701828754359801,0.10041118386205916,5,0,0,0.000608696874402074,0.0625,4.380827033021465
clinc150,0.5,3,adaptive,id_recall,5,0.07555555555555556,0.07199999999999995,0.015418443341068167,0.06399999999999999,0.08826666666666669,5,0,0,0.0003940672909183562,0.0625,4.900336167809349
clinc150,0.5,3,adaptive,false_accept_rate,5,0.006492753623188405,0.007536231884057971,0.002498476746609849,0.0044057971014492756,0.008347826086956521,5,0,0,0.004364865193043444,0.0625,2.5986848314671485
clinc150,0.5,3,adaptive,false_reject_rate,5,-0.07555555555555556,-0.07199999999999995,0.015418443341068167,-0.08826666666666669,-0.06399999999999999,0,0,5,0.0003940672909183562,0.0625,-4.900336167809349
clinc150,0.5,3,adaptive,effective_cluster_count,5,89.8,92.0,9.418067742376884,81.8,96.4,5,0,0,2.8616103872044407e-05,0.0625,9.534864523849425
clinc150,0.5,4,adaptive,oos_f1,5,0.008319189974006602,0.00698556000485373,0.0028309910152767665,0.006591542956805951,0.01087290387858313,5,0,0,0.002775829758413896,0.0625,2.938614050385212
clinc150,0.5,4,adaptive,f1_all,5,0.05641908767664404,0.05621635040209422,0.009890731979535976,0.0493323218920876,0.06490112276297347,5,0,0,0.00021768618244843055,0.0625,5.704237845426981
clinc150,0.5,4,adaptive,id_recall,5,0.04844444444444447,0.04800000000000004,0.00827908267119873,0.04213333333333338,0.05573333333333334,5,0,0,0.0001969874335360941,0.0625,5.851426585335714
clinc150,0.5,4,adaptive,false_accept_rate,5,0.00481159420289855,0.004347826086956521,0.0029884606188480016,0.0026086956521739124,0.007014492753623189,5,0,0,0.022754116275742683,0.0625,1.6100577576803854
clinc150,0.5,4,adaptive,false_reject_rate,5,-0.04844444444444447,-0.04800000000000004,0.00827908267119873,-0.05573333333333334,-0.04213333333333338,0,0,5,0.0001969874335360941,0.0625,-5.851426585335714
clinc150,0.5,4,adaptive,effective_cluster_count,5,164.8,167.0,9.418067742376884,156.8,171.4,5,0,0,2.548829812410611e-06,0.0625,17.498281442431907
clinc150,0.75,1,adaptive,oos_f1,5,0.053904426074207354,0.05491077528174504,0.0069508796113822964,0.0479423606564626,0.05862880616833692,5,0,0,6.490902015895496e-05,0.0625,7.755051027777415
clinc150,0.75,1,adaptive,f1_all,5,0.18601418689131255,0.18899356374635118,0.015195346869347042,0.1724159214674647,0.19490268831312904,5,0,0,1.0592906984412804e-05,0.0625,12.241522914264724
clinc150,0.75,1,adaptive,id_recall,5,0.17767857142857144,0.1830357142857143,0.011252597961553321,0.1674404761904762,0.1836309523809524,5,0,0,3.84028348692203e-06,0.0625,15.79000440926128
clinc150,0.75,1,adaptive,false_accept_rate,5,0.015384615384615385,0.017948717948717947,0.007596747365226999,0.00965811965811966,0.02102564102564103,5,0,0,0.010590319685362583,0.0625,2.0251582216668433
clinc150,0.75,1,adaptive,false_reject_rate,5,-0.17767857142857144,-0.1830357142857143,0.011252597961553321,-0.1836309523809524,-0.1674404761904762,0,0,5,3.84028348692203e-06,0.0625,-15.79000440926128
clinc150,0.75,1,adaptive,effective_cluster_count,5,-95.4,-95.0,4.722287581247039,-99.0,-91.8,0,0,5,1.43618361382418e-06,0.0625,-20.20207332963979
clinc150,0.75,2,adaptive,oos_f1,5,0.0410890491980934,0.043210169767153195,0.005247483787596703,0.03658154097092627,0.04471726842651598,5,0,0,6.247776321003339e-05,0.0625,7.830238426884552
clinc150,0.75,2,adaptive,f1_all,5,0.15131910367891008,0.16021972367677345,0.015979702768706708,0.13717454488674424,0.16226616792869714,5,0,0,2.9409037296400047e-05,0.0625,9.469456714504137
clinc150,0.75,2,adaptive,id_recall,5,0.13648809523809521,0.13869047619047614,0.012333428134403086,0.12595238095238093,0.1451190476190476,5,0,0,1.582901386039793e-05,0.0625,11.066517253007124
clinc150,0.75,2,adaptive,false_accept_rate,5,0.010512820512820513,0.011538461538461539,0.0032908757791758054,0.007948717948717949,0.013076923076923078,5,0,0,0.002031729719330649,0.0625,3.1945358069557495
clinc150,0.75,2,adaptive,false_reject_rate,5,-0.13648809523809521,-0.13869047619047614,0.012333428134403086,-0.1451190476190476,-0.12595238095238093,0,0,5,1.582901386039793e-05,0.0625,-11.066517253007124
clinc150,0.75,2,adaptive,effective_cluster_count,5,16.6,17.0,4.722287581247038,13.0,20.2,5,0,0,0.0014155413344841413,0.0625,3.515245464067302
clinc150,0.75,3,adaptive,oos_f1,5,0.032026590548526836,0.035905506423305256,0.006173240165795279,0.026498811849502514,0.03611192499349214,5,0,0,0.00031550580391457255,0.0625,5.187970933964295
clinc150,0.75,3,adaptive,f1_all,5,0.1208440457541958,0.12563144054021813,0.018066660763952982,0.10551286886406208,0.13349472461063452,5,0,0,0.00011640954374898539,0.0625,6.688787005693195
clinc150,0.75,3,adaptive,id_recall,5,0.10642857142857143,0.11071428571428565,0.014371641380291943,0.09410714285714279,0.1161904761904762,5,0,0,7.789650826873847e-05,0.0625,7.4054569420663805
clinc150,0.75,3,adaptive,false_accept_rate,5,0.007094017094017094,0.006837606837606838,0.0038651005314854748,0.0041025641025641026,0.010085470085470085,5,0,0,0.014803501298293338,0.0625,1.8354029956604128
clinc150,0.75,3,adaptive,false_reject_rate,5,-0.10642857142857143,-0.11071428571428565,0.014371641380291943,-0.1161904761904762,-0.09410714285714279,0,0,5,7.789650826873847e-05,0.0625,-7.4054569420663805
clinc150,0.75,3,adaptive,effective_cluster_count,5,128.6,129.0,4.722287581247039,125.0,132.2,5,0,0,4.355887811106568e-07,0.0625,27.232564257774392
clinc150,0.75,4,adaptive,oos_f1,5,0.023123438208449552,0.026817760256545364,0.005557500571254312,0.018298737477946015,0.02701408934721363,5,0,0,0.0007426601401521591,0.0625,4.160762182923295
clinc150,0.75,4,adaptive,f1_all,5,0.09222493676973995,0.09859060771199912,0.014407582021279102,0.07942729144402802,0.10173894145673532,5,0,0,0.0001384141749217125,0.0625,6.401139110888243
clinc150,0.75,4,adaptive,id_recall,5,0.07791666666666668,0.08184523809523803,0.011054855106629456,0.06839285714285717,0.0855357142857143,5,0,0,9.469662608138387e-05,0.0625,7.0481852466742
clinc150,0.75,4,adaptive,false_accept_rate,5,0.005128205128205128,0.0029914529914529912,0.0049928724126273175,0.0012820512820512816,0.008974358974358975,4,1,0,0.08324284215449321,0.125,1.027105182026191
clinc150,0.75,4,adaptive,false_reject_rate,5,-0.07791666666666668,-0.08184523809523803,0.011054855106629456,-0.0855357142857143,-0.06839285714285717,0,0,5,9.469662608138387e-05,0.0625,-7.0481852466742
clinc150,0.75,4,adaptive,effective_cluster_count,5,240.6,241.0,4.722287581247039,237.0,244.2,5,0,0,3.559716741068259e-08,0.0625,50.949883051481486
banking77,0.25,1,adaptive,oos_f1,5,0.010483855786849738,0.011039149249500668,0.005534124399029192,0.006361912582452644,0.014723189971615435,5,0,0,0.01330590820236896,0.0625,1.8944019018959601
banking77,0.25,1,adaptive,f1_all,5,0.12449793952889017,0.1260646408765802,0.018761182876301845,0.1103166266525464,0.13940584397687705,5,0,0,0.0001201065746253056,0.0625,6.635932305001383
banking77,0.25,1,adaptive,id_recall,5,0.16999999999999996,0.16973684210526307,0.024036128162907414,0.151578947368421,0.18921052631578944,5,0,0,9.340830803679869e-05,0.0625,7.072686534528643
banking77,0.25,1,adaptive,false_accept_rate,5,0.025689655172413794,0.03017241379310345,0.014349629294163137,0.013362068965517237,0.035431034482758625,5,0,0,0.0160878045005905,0.0625,1.7902661208720794
banking77,0.25,1,adaptive,false_reject_rate,5,-0.16999999999999998,-0.16973684210526313,0.02403612816290744,-0.1892105263157895,-0.15157894736842104,0,0,5,9.340830803679903e-05,0.0625,-7.0726865345286365
banking77,0.25,1,adaptive,effective_cluster_count,5,-24.4,-28.0,5.683308895353129,-28.4,-19.4,0,0,5,0.0006580770098956043,0.0625,-4.2932735927745
banking77,0.25,2,adaptive,oos_f1,5,0.003781270534760517,0.0017674058702494833,0.006228743387999431,-0.0008937349259173555,0.008826821084715154,4,0,1,0.2461760731457971,0.3125,0.6070679588511669
banking77,0.25,2,adaptive,f1_all,5,0.09614935900347343,0.08833668222885693,0.01705251247504433,0.08353622803334382,0.1105615798583048,5,0,0,0.00022781439937642013,0.0625,5.638427718154975
banking77,0.25,2,adaptive,id_recall,5,0.13894736842105262,0.13815789473684215,0.017271459813800457,0.12499999999999996,0.1536842105263158,5,0,0,5.613472881101038e-05,0.0625,8.04491165882974
banking77,0.25,2,adaptive,false_accept_rate,5,0.030086206896551726,0.03017241379310345,0.012704188407433105,0.02017241379310345,0.04,5,0,0,0.00610579545244401,0.0625,2.3682116426224096
banking77,0.25,2,adaptive,false_reject_rate,5,-0.13894736842105262,-0.1381578947368421,0.01727145981380044,-0.15368421052631578,-0.12499999999999996,0,0,5,5.6134728811010174e-05,0.0625,-8.044911658829747
banking77,0.25,2,adaptive,effective_cluster_count,5,-5.4,-9.0,5.683308895353129,-9.4,-0.4,1,0,4,0.10081841761484223,0.1875,-0.9501507131550123
banking77,0.25,3,adaptive,oos_f1,5,0.006204897633857387,0.00614022377847534,0.005294230622115519,0.001882305264579931,0.010687609424977328,4,0,1,0.058756414352326064,0.125,1.172011209322418
banking77,0.25,3,adaptive,f1_all,5,0.08730585826025916,0.07590656658316608,0.03109846045788427,0.07035874190598868,0.11540127654788886,5,0,0,0.0032875719327195283,0.0625,2.8074012981605607
banking77,0.25,3,adaptive,id_recall,5,0.11657894736842107,0.11315789473684212,0.028625604059237458,0.09894736842105267,0.14157894736842108,5,0,0,0.0008065258989046306,0.0625,4.0725410414807
banking77,0.25,3,adaptive,false_accept_rate,5,0.01939655172413793,0.017241379310344824,0.007947883152838694,0.014051724137931034,0.026551724137931033,5,0,0,0.005480896258857233,0.0625,2.4404676504598823
banking77,0.25,3,adaptive,false_reject_rate,5,-0.11657894736842107,-0.11315789473684212,0.02862560405923747,-0.14157894736842108,-0.09894736842105264,0,0,5,0.0008065258989046329,0.0625,-4.072541041480698
banking77,0.25,3,adaptive,effective_cluster_count,5,13.6,10.0,5.683308895353129,9.6,18.6,5,0,0,0.005882293471296511,0.0625,2.392972166464475
banking77,0.25,4,adaptive,oos_f1,5,0.00937628155515131,0.008139887797145251,0.004791486689105483,0.006652699411138841,0.013630063083037047,5,0,0,0.011915068433805479,0.0625,1.9568626949273145
banking77,0.25,4,adaptive,f1_all,5,0.09084871368037,0.0867418847882161,0.03343046019434663,0.06955423345952376,0.1189153225852855,5,0,0,0.003705942826252199,0.0625,2.7175430177217024
banking77,0.25,4,adaptive,id_recall,5,0.11236842105263159,0.10394736842105268,0.03198207600509336,0.08973684210526314,0.13815789473684212,5,0,0,0.0014182420073748324,0.0625,3.513481145962387
banking77,0.25,4,adaptive,false_accept_rate,5,0.01206896551724138,0.010775862068965516,0.006026780799185157,0.007499999999999998,0.01663793103448276,5,0,0,0.011008013848119239,0.0625,2.002555911586024
banking77,0.25,4,adaptive,false_reject_rate,5,-0.11236842105263159,-0.10394736842105262,0.03198207600509336,-0.13815789473684212,-0.08973684210526313,0,0,5,0.0014182420073748337,0.0625,-3.513481145962387
banking77,0.25,4,adaptive,effective_cluster_count,5,32.6,29.0,5.683308895353129,28.6,37.6,5,0,0,0.00021298480688557557,0.0625,5.736095046083963
banking77,0.5,1,adaptive,oos_f1,5,0.039734176912923094,0.042480460372534945,0.00980613988894759,0.03146082426749726,0.046964641625966384,5,0,0,0.0008223865561674367,0.0625,4.051969211423051
banking77,0.5,1,adaptive,f1_all,5,0.18218375217864075,0.17361583894582866,0.02628677141452878,0.16192392953213494,0.20253484491284465,5,0,0,0.00010119557733444266,0.0625,6.930624887541238
banking77,0.5,1,adaptive,id_recall,5,0.22171052631578947,0.2276315789473684,0.020090041427108546,0.20473684210526316,0.23657894736842108,5,0,0,1.6004777504101914e-05,0.0625,11.035842166886916
banking77,0.5,1,adaptive,false_accept_rate,5,0.0541025641025641,0.05064102564102564,0.0177507396295605,0.04038461538461539,0.06782051282051281,5,0,0,0.0024227480921172623,0.0625,3.0479047764559914
banking77,0.5,1,adaptive,false_reject_rate,5,-0.22171052631578947,-0.2276315789473684,0.020090041427108535,-0.23657894736842106,-0.20473684210526316,0,0,5,1.600477750410186e-05,0.0625,-11.03584216688692
banking77,0.5,1,adaptive,effective_cluster_count,5,-57.0,-56.0,8.336666000266533,-63.6,-50.4,0,0,5,0.00010675669113013978,0.0625,-6.8372656405063665
banking77,0.5,2,adaptive,oos_f1,5,0.038657806497401026,0.037776973949626425,0.010905705838448692,0.030503603446929393,0.04677931434664495,5,0,0,0.0013713329365636884,0.0625,3.5447321860737073
banking77,0.5,2,adaptive,f1_all,5,0.17077254689814136,0.1664907533282025,0.025054561803890547,0.15199028180866653,0.19056136057069195,5,0,0,0.0001080746593162709,0.0625,6.816026088774911
banking77,0.5,2,adaptive,id_recall,5,0.19842105263157894,0.19407894736842113,0.02198589323600571,0.18289473684210528,0.21697368421052637,5,0,0,3.5592664727804404e-05,0.0625,9.024925687650938
banking77,0.5,2,adaptive,false_accept_rate,5,0.04153846153846154,0.04038461538461539,0.015559898895844896,0.02897435897435897,0.052820512820512824,5,0,0,0.003956019797566721,0.0625,2.669584283067157
banking77,0.5,2,adaptive,false_reject_rate,5,-0.19842105263157891,-0.19407894736842107,0.021985893236005704,-0.21697368421052632,-0.18289473684210522,0,0,5,3.5592664727804404e-05,0.0625,-9.024925687650938
banking77,0.5,2,adaptive,effective_cluster_count,5,-19.0,-18.0,8.336666000266533,-25.6,-12.4,0,0,5,0.007001133381180779,0.0625,-2.2790885468354554
banking77,0.5,3,adaptive,oos_f1,5,0.03772236339964301,0.03761868220712039,0.005978549684139158,0.032943528713921436,0.04245582516502888,5,0,0,0.00014648466571191547,0.0625,6.309617782339228
banking77,0.5,3,adaptive,f1_all,5,0.15774909179513225,0.14947079034568822,0.020818492838574516,0.14251467492426179,0.1749507492843683,5,0,0,7.114139234294556e-05,0.0625,7.577354086979797
banking77,0.5,3,adaptive,id_recall,5,0.1748684210526316,0.16381578947368414,0.023117301443697544,0.1580263157894737,0.19486842105263158,5,0,0,7.162449168357073e-05,0.0625,7.564395934297334
banking77,0.5,3,adaptive,false_accept_rate,5,0.028589743589743588,0.03141025641025641,0.007373188274108008,0.02230769230769231,0.03397435897435898,5,0,0,0.0009737041631684988,0.0625,3.8775279467826027
banking77,0.5,3,adaptive,false_reject_rate,5,-0.17486842105263153,-0.16381578947368414,0.023117301443697544,-0.19486842105263152,-0.15802631578947368,0,0,5,7.162449168357098e-05,0.0625,-7.564395934297331
banking77,0.5,3,adaptive,effective_cluster_count,5,19.0,20.0,8.336666000266533,12.4,25.6,5,0,0,0.007001133381180779,0.0625,2.2790885468354554
banking77,0.5,4,adaptive,oos_f1,5,0.037683472866362866,0.03737949705564936,0.006713802462520308,0.032610842811981164,0.04281275622276497,5,0,0,0.00023191095243202834,0.0625,5.612836105430601
banking77,0.5,4,adaptive,f1_all,5,0.15322204259769162,0.14855789643509698,0.026299779265877395,0.13316194675621912,0.17413987086806476,5,0,0,0.0002003845319416592,0.0625,5.825982075693285
banking77,0.5,4,adaptive,id_recall,5,0.16644736842105262,0.14934210526315794,0.027113725046045867,0.1464473684210526,0.18842105263157888,5,0,0,0.0001631732218099905,0.0625,6.138860231797124
banking77,0.5,4,adaptive,false_accept_rate,5,0.023333333333333334,0.023717948717948717,0.00724670910823722,0.017051282051282052,0.028589743589743588,5,0,0,0.00197233361549281,0.0625,3.2198523474346032
banking77,0.5,4,adaptive,false_reject_rate,5,-0.16644736842105262,-0.14934210526315794,0.027113725046045888,-0.1884210526315789,-0.1464473684210526,0,0,5,0.0001631732218099911,0.0625,-6.1388602317971195
banking77,0.5,4,adaptive,effective_cluster_count,5,57.0,58.0,8.336666000266533,50.4,63.6,5,0,0,0.00010675669113013978,0.0625,6.8372656405063665
banking77,0.75,1,adaptive,oos_f1,5,0.08055837335246338,0.07712345491766281,0.0116416195579576,0.07308653228156425,0.0909358372522571,5,0,0,0.00010181810675226437,0.0625,6.919859642501194
banking77,0.75,1,adaptive,f1_all,5,0.24368451600787333,0.25048921035745575,0.015684754903710685,0.2299220913710212,0.254964887059664,5,0,0,4.096522020641012e-06,0.0625,15.53639298183886
banking77,0.75,1,adaptive,id_recall,5,0.2728448275862069,0.2741379310344827,0.014953231688535894,0.26017241379310346,0.28344827586206894,5,0,0,2.1565093298469913e-06,0.0625,18.24654584837251
banking77,0.75,1,adaptive,false_accept_rate,5,0.08868421052631578,0.09473684210526316,0.021792111459967723,0.06999999999999999,0.10315789473684212,5,0,0,0.0008088039170379795,0.0625,4.069555659589451
banking77,0.75,1,adaptive,false_reject_rate,5,-0.2728448275862069,-0.27413793103448275,0.014953231688535894,-0.28344827586206894,-0.26017241379310346,0,0,5,2.1565093298469913e-06,0.0625,-18.24654584837251
banking77,0.75,1,adaptive,effective_cluster_count,5,-83.4,-82.0,11.545561917897285,-92.8,-74.8,0,0,5,8.593907189952407e-05,0.0625,-7.223554868361841
banking77,0.75,2,adaptive,oos_f1,5,0.07436568442676186,0.07628552080707424,0.004308198449885037,0.07071043346631867,0.07708460543646542,5,0,0,2.6913041995070094e-06,0.0625,17.261434284380815
banking77,0.75,2,adaptive,f1_all,5,0.23281578011961562,0.240197474904362,0.014365167639526874,0.22119781204937333,0.24357367871598182,5,0,0,3.4610115256645924e-06,0.0625,16.20696576342102
banking77,0.75,2,adaptive,id_recall,5,0.2479310344827586,0.2508620689655172,0.007909218496008194,0.2412068965517241,0.2536206896551724,5,0,0,2.4821779061791716e-07,0.0625,31.34709637973589
banking77,0.75,2,adaptive,false_accept_rate,5,0.07368421052631578,0.07105263157894737,0.00847638074126653,0.06842105263157894,0.08105263157894736,5,0,0,4.129818814948679e-05,0.0625,8.692885887910927
banking77,0.75,2,adaptive,false_reject_rate,5,-0.2479310344827586,-0.25086206896551727,0.007909218496008199,-0.2536206896551724,-0.2412068965517241,0,0,5,2.48217790617918e-07,0.0625,-31.34709637973587
banking77,0.75,2,adaptive,effective_cluster_count,5,-25.4,-24.0,11.545561917897285,-34.8,-16.8,0,0,5,0.007933351571846237,0.0625,-2.1999795402444935
banking77,0.75,3,adaptive,oos_f1,5,0.07135827703786538,0.06967960724815886,0.003253504596771811,0.06891352108873193,0.07392862175396302,5,0,0,1.0342766610308783e-06,0.0625,21.932742037207635
banking77,0.75,3,adaptive,f1_all,5,0.22177017629891704,0.23076939521722045,0.01435596366214671,0.20931638509366818,0.2319304980411912,5,0,0,4.190882252581067e-06,0.0625,15.447947732249608
banking77,0.75,3,adaptive,id_recall,5,0.2281896551724137,0.23146551724137931,0.011600354406411018,0.2186206896551724,0.23681034482758614,5,0,0,1.5974138859038869e-06,0.0625,19.670921006198146
banking77,0.75,3,adaptive,false_accept_rate,5,0.05789473684210526,0.05526315789473685,0.007615682172888308,0.05210526315789473,0.06368421052631579,5,0,0,7.023217810400664e-05,0.0625,7.602042145115967
banking77,0.75,3,adaptive,false_reject_rate,5,-0.22818965517241377,-0.23146551724137931,0.011600354406411032,-0.23681034482758617,-0.2186206896551724,0,0,5,1.5974138859038926e-06,0.0625,-19.670921006198128
banking77,0.75,3,adaptive,effective_cluster_count,5,32.6,34.0,11.545561917897285,23.2,41.2,5,0,0,0.0032184705649760674,0.0625,2.8235957878728537
banking77,0.75,4,adaptive,oos_f1,5,0.07358140994834075,0.07175356013679735,0.005138338096644423,0.06972142562869847,0.07764277472985032,5,0,0,5.6703648574090905e-06,0.0625,14.320079481806168
banking77,0.75,4,adaptive,f1_all,5,0.21530791116507936,0.22394213668023566,0.014580347609405523,0.20250609548203066,0.22518164594222748,5,0,0,5.016398233121144e-06,0.0625,14.766994377156553
banking77,0.75,4,adaptive,id_recall,5,0.21818965517241376,0.21896551724137936,0.010444918090248927,0.20948275862068963,0.22577586206896547,5,0,0,1.2565186967743753e-06,0.0625,20.889551577825134
banking77,0.75,4,adaptive,false_accept_rate,5,0.04105263157894737,0.04342105263157895,0.012357217770393574,0.031578947368421054,0.05052631578947368,5,0,0,0.0017530882603559563,0.0625,3.3221581379996876
